EnergyProjectTypeKey,EnergyProjectTypeCode,EnergyProjectProgramKey,EnergyProjectTypeName,SourceSystemKey,BatchId,LoadedAtUtc
317,EPT000317,71,Liberty EnergyProjectType 317,1,1,2026-08-24T00:00:00.000
318,EPT000318,6,Beacon EnergyProjectType 318,1,1,2026-08-24T00:00:00.000
319,EPT000319,69,Orion EnergyProjectType 319,1,1,2026-08-24T00:00:00.000
320,EPT000320,36,Harbor EnergyProjectType 320,1,1,2026-08-24T00:00:00.000
321,EPT000321,16,Harbor EnergyProjectType 321,1,1,2026-08-24T00:00:00.000
322,EPT000322,16,Orion EnergyProjectType 322,1,1,2026-08-24T00:00:00.000
323,EPT000323,66,Ion EnergyProjectType 323,1,1,2026-08-24T00:00:00.000
324,EPT000324,42,Beacon EnergyProjectType 324,1,1,2026-08-24T00:00:00.000
325,EPT000325,48,Quartz EnergyProjectType 325,1,1,2026-08-24T00:00:00.000
326,EPT000326,71,Harbor EnergyProjectType 326,1,1,2026-08-24T00:00:00.000
327,EPT000327,80,Cedar EnergyProjectType 327,1,1,2026-08-24T00:00:00.000
328,EPT000328,34,Unity EnergyProjectType 328,1,1,2026-08-24T00:00:00.000
329,EPT000329,58,Summit EnergyProjectType 329,1,1,2026-08-24T00:00:00.000
330,EPT000330,3,Beacon EnergyProjectType 330,1,1,2026-08-24T00:00:00.000
331,EPT000331,67,Beacon EnergyProjectType 331,1,1,2026-08-24T00:00:00.000
332,EPT000332,22,Delta EnergyProjectType 332,1,1,2026-08-24T00:00:00.000
333,EPT000333,11,Quartz EnergyProjectType 333,1,1,2026-08-24T00:00:00.000
334,EPT000334,62,Titan EnergyProjectType 334,1,1,2026-08-24T00:00:00.000
335,EPT000335,12,Liberty EnergyProjectType 335,1,1,2026-08-24T00:00:00.000
336,EPT000336,66,Forge EnergyProjectType 336,1,1,2026-08-24T00:00:00.000
337,EPT000337,81,Zenith EnergyProjectType 337,1,1,2026-08-24T00:00:00.000
338,EPT000338,13,Granite EnergyProjectType 338,1,1,2026-08-24T00:00:00.000
339,EPT000339,7,Zenith EnergyProjectType 339,1,1,2026-08-24T00:00:00.000
340,EPT000340,50,Northstar EnergyProjectType 340,1,1,2026-08-24T00:00:00.000
341,EPT000341,57,Harbor EnergyProjectType 341,1,1,2026-08-24T00:00:00.000
342,EPT000342,79,Orion EnergyProjectType 342,1,1,2026-08-24T00:00:00.000
343,EPT000343,8,Vertex EnergyProjectType 343,1,1,2026-08-24T00:00:00.000
344,EPT000344,60,Liberty EnergyProjectType 344,1,1,2026-08-24T00:00:00.000
345,EPT000345,90,Summit EnergyProjectType 345,1,1,2026-08-24T00:00:00.000
346,EPT000346,65,Pioneer EnergyProjectType 346,1,1,2026-08-24T00:00:00.000
347,EPT000347,5,Atlas EnergyProjectType 347,1,1,2026-08-24T00:00:00.000
348,EPT000348,42,Ion EnergyProjectType 348,1,1,2026-08-24T00:00:00.000
349,EPT000349,39,Cedar EnergyProjectType 349,1,1,2026-08-24T00:00:00.000
350,EPT000350,90,Riverton EnergyProjectType 350,1,1,2026-08-24T00:00:00.000
351,EPT000351,87,Liberty EnergyProjectType 351,1,1,2026-08-24T00:00:00.000
352,EPT000352,58,Willow EnergyProjectType 352,1,1,2026-08-24T00:00:00.000
353,EPT000353,8,Junction EnergyProjectType 353,1,1,2026-08-24T00:00:00.000
354,EPT000354,36,Vertex EnergyProjectType 354,1,1,2026-08-24T00:00:00.000
355,EPT000355,52,Delta EnergyProjectType 355,1,1,2026-08-24T00:00:00.000
356,EPT000356,40,Liberty EnergyProjectType 356,1,1,2026-08-24T00:00:00.000
357,EPT000357,44,Riverton EnergyProjectType 357,1,1,2026-08-24T00:00:00.000
358,EPT000358,26,Riverton EnergyProjectType 358,1,1,2026-08-24T00:00:00.000
359,EPT000359,17,Meridian EnergyProjectType 359,1,1,2026-08-24T00:00:00.000
360,EPT000360,16,Orion EnergyProjectType 360,1,1,2026-08-24T00:00:00.000
361,EPT000361,57,Forge EnergyProjectType 361,1,1,2026-08-24T00:00:00.000
362,EPT000362,48,Titan EnergyProjectType 362,1,1,2026-08-24T00:00:00.000
363,EPT000363,11,Junction EnergyProjectType 363,1,1,2026-08-24T00:00:00.000
364,EPT000364,70,Harbor EnergyProjectType 364,1,1,2026-08-24T00:00:00.000
365,EPT000365,54,Delta EnergyProjectType 365,1,1,2026-08-24T00:00:00.000
366,EPT000366,24,Liberty EnergyProjectType 366,1,1,2026-08-24T00:00:00.000
367,EPT000367,61,Quartz EnergyProjectType 367,1,1,2026-08-24T00:00:00.000
368,EPT000368,84,Beacon EnergyProjectType 368,1,1,2026-08-24T00:00:00.000
369,EPT000369,67,Liberty EnergyProjectType 369,1,1,2026-08-24T00:00:00.000
370,EPT000370,18,Evergreen EnergyProjectType 370,1,1,2026-08-24T00:00:00.000
371,EPT000371,60,Unity EnergyProjectType 371,1,1,2026-08-24T00:00:00.000
372,EPT000372,64,Willow EnergyProjectType 372,1,1,2026-08-24T00:00:00.000
373,EPT000373,18,Atlas EnergyProjectType 373,1,1,2026-08-24T00:00:00.000
374,EPT000374,26,Unity EnergyProjectType 374,1,1,2026-08-24T00:00:00.000
375,EPT000375,65,Unity EnergyProjectType 375,1,1,2026-08-24T00:00:00.000
376,EPT000376,34,Orion EnergyProjectType 376,1,1,2026-08-24T00:00:00.000
377,EPT000377,24,Vertex EnergyProjectType 377,1,1,2026-08-24T00:00:00.000
378,EPT000378,3,Unity EnergyProjectType 378,1,1,2026-08-24T00:00:00.000
379,EPT000379,60,Junction EnergyProjectType 379,1,1,2026-08-24T00:00:00.000
380,EPT000380,10,Riverton EnergyProjectType 380,1,1,2026-08-24T00:00:00.000
381,EPT000381,53,Granite EnergyProjectType 381,1,1,2026-08-24T00:00:00.000
382,EPT000382,3,Pioneer EnergyProjectType 382,1,1,2026-08-24T00:00:00.000
383,EPT000383,50,Evergreen EnergyProjectType 383,1,1,2026-08-24T00:00:00.000
384,EPT000384,39,Summit EnergyProjectType 384,1,1,2026-08-24T00:00:00.000
385,EPT000385,74,Harbor EnergyProjectType 385,1,1,2026-08-24T00:00:00.000
386,EPT000386,3,Forge EnergyProjectType 386,1,1,2026-08-24T00:00:00.000
387,EPT000387,21,Beacon EnergyProjectType 387,1,1,2026-08-24T00:00:00.000
388,EPT000388,9,Northstar EnergyProjectType 388,1,1,2026-08-24T00:00:00.000
389,EPT000389,51,Unity EnergyProjectType 389,1,1,2026-08-24T00:00:00.000
390,EPT000390,41,Keystone EnergyProjectType 390,1,1,2026-08-24T00:00:00.000
391,EPT000391,26,Harbor EnergyProjectType 391,1,1,2026-08-24T00:00:00.000
392,EPT000392,64,Ion EnergyProjectType 392,1,1,2026-08-24T00:00:00.000
393,EPT000393,55,Granite EnergyProjectType 393,1,1,2026-08-24T00:00:00.000
394,EPT000394,12,Pioneer EnergyProjectType 394,1,1,2026-08-24T00:00:00.000
395,EPT000395,36,Unity EnergyProjectType 395,1,1,2026-08-24T00:00:00.000
396,EPT000396,36,Junction EnergyProjectType 396,1,1,2026-08-24T00:00:00.000
397,EPT000397,43,Keystone EnergyProjectType 397,1,1,2026-08-24T00:00:00.000
398,EPT000398,27,Forge EnergyProjectType 398,1,1,2026-08-24T00:00:00.000
399,EPT000399,37,Granite EnergyProjectType 399,1,1,2026-08-24T00:00:00.000
400,EPT000400,86,Vertex EnergyProjectType 400,1,1,2026-08-24T00:00:00.000
401,EPT000401,18,Evergreen EnergyProjectType 401,1,1,2026-08-24T00:00:00.000
402,EPT000402,44,Vertex EnergyProjectType 402,1,1,2026-08-24T00:00:00.000
403,EPT000403,35,Willow EnergyProjectType 403,1,1,2026-08-24T00:00:00.000
404,EPT000404,89,Evergreen EnergyProjectType 404,1,1,2026-08-24T00:00:00.000
405,EPT000405,72,Cedar EnergyProjectType 405,1,1,2026-08-24T00:00:00.000
406,EPT000406,12,Forge EnergyProjectType 406,1,1,2026-08-24T00:00:00.000
407,EPT000407,70,Harbor EnergyProjectType 407,1,1,2026-08-24T00:00:00.000
408,EPT000408,74,Northstar EnergyProjectType 408,1,1,2026-08-24T00:00:00.000
409,EPT000409,69,Willow EnergyProjectType 409,1,1,2026-08-24T00:00:00.000
410,EPT000410,32,Titan EnergyProjectType 410,1,1,2026-08-24T00:00:00.000
411,EPT000411,4,Vertex EnergyProjectType 411,1,1,2026-08-24T00:00:00.000
412,EPT000412,50,Titan EnergyProjectType 412,1,1,2026-08-24T00:00:00.000
413,EPT000413,25,Beacon EnergyProjectType 413,1,1,2026-08-24T00:00:00.000
414,EPT000414,20,Vertex EnergyProjectType 414,1,1,2026-08-24T00:00:00.000
415,EPT000415,85,Evergreen EnergyProjectType 415,1,1,2026-08-24T00:00:00.000
416,EPT000416,61,Orion EnergyProjectType 416,1,1,2026-08-24T00:00:00.000
417,EPT000417,82,Riverton EnergyProjectType 417,1,1,2026-08-24T00:00:00.000
418,EPT000418,45,Atlas EnergyProjectType 418,1,1,2026-08-24T00:00:00.000
419,EPT000419,9,Zenith EnergyProjectType 419,1,1,2026-08-24T00:00:00.000
420,EPT000420,27,Willow EnergyProjectType 420,1,1,2026-08-24T00:00:00.000
