SafetyHazardTypeKey,SafetyHazardTypeCode,SafetyHazardCategoryKey,SafetyHazardTypeName,SourceSystemKey,BatchId,LoadedAtUtc
317,SHT000317,12,Forge SafetyHazardType 317,1,1,2026-08-24T00:00:00.000
318,SHT000318,56,Zenith SafetyHazardType 318,1,1,2026-08-24T00:00:00.000
319,SHT000319,3,Harbor SafetyHazardType 319,1,1,2026-08-24T00:00:00.000
320,SHT000320,49,Zenith SafetyHazardType 320,1,1,2026-08-24T00:00:00.000
321,SHT000321,12,Quartz SafetyHazardType 321,1,1,2026-08-24T00:00:00.000
322,SHT000322,42,Forge SafetyHazardType 322,1,1,2026-08-24T00:00:00.000
323,SHT000323,31,Granite SafetyHazardType 323,1,1,2026-08-24T00:00:00.000
324,SHT000324,31,Beacon SafetyHazardType 324,1,1,2026-08-24T00:00:00.000
325,SHT000325,32,Northstar SafetyHazardType 325,1,1,2026-08-24T00:00:00.000
326,SHT000326,29,Granite SafetyHazardType 326,1,1,2026-08-24T00:00:00.000
327,SHT000327,10,Zenith SafetyHazardType 327,1,1,2026-08-24T00:00:00.000
328,SHT000328,45,Liberty SafetyHazardType 328,1,1,2026-08-24T00:00:00.000
329,SHT000329,14,Junction SafetyHazardType 329,1,1,2026-08-24T00:00:00.000
330,SHT000330,39,Cedar SafetyHazardType 330,1,1,2026-08-24T00:00:00.000
331,SHT000331,46,Delta SafetyHazardType 331,1,1,2026-08-24T00:00:00.000
332,SHT000332,18,Delta SafetyHazardType 332,1,1,2026-08-24T00:00:00.000
333,SHT000333,33,Summit SafetyHazardType 333,1,1,2026-08-24T00:00:00.000
334,SHT000334,65,Beacon SafetyHazardType 334,1,1,2026-08-24T00:00:00.000
335,SHT000335,43,Titan SafetyHazardType 335,1,1,2026-08-24T00:00:00.000
336,SHT000336,57,Evergreen SafetyHazardType 336,1,1,2026-08-24T00:00:00.000
337,SHT000337,33,Meridian SafetyHazardType 337,1,1,2026-08-24T00:00:00.000
338,SHT000338,53,Atlas SafetyHazardType 338,1,1,2026-08-24T00:00:00.000
339,SHT000339,43,Atlas SafetyHazardType 339,1,1,2026-08-24T00:00:00.000
340,SHT000340,42,Vertex SafetyHazardType 340,1,1,2026-08-24T00:00:00.000
341,SHT000341,22,Harbor SafetyHazardType 341,1,1,2026-08-24T00:00:00.000
342,SHT000342,44,Forge SafetyHazardType 342,1,1,2026-08-24T00:00:00.000
343,SHT000343,68,Granite SafetyHazardType 343,1,1,2026-08-24T00:00:00.000
344,SHT000344,26,Keystone SafetyHazardType 344,1,1,2026-08-24T00:00:00.000
345,SHT000345,58,Quartz SafetyHazardType 345,1,1,2026-08-24T00:00:00.000
346,SHT000346,1,Unity SafetyHazardType 346,1,1,2026-08-24T00:00:00.000
347,SHT000347,7,Northstar SafetyHazardType 347,1,1,2026-08-24T00:00:00.000
348,SHT000348,20,Titan SafetyHazardType 348,1,1,2026-08-24T00:00:00.000
349,SHT000349,18,Liberty SafetyHazardType 349,1,1,2026-08-24T00:00:00.000
350,SHT000350,25,Vertex SafetyHazardType 350,1,1,2026-08-24T00:00:00.000
351,SHT000351,52,Granite SafetyHazardType 351,1,1,2026-08-24T00:00:00.000
352,SHT000352,5,Orion SafetyHazardType 352,1,1,2026-08-24T00:00:00.000
353,SHT000353,36,Ion SafetyHazardType 353,1,1,2026-08-24T00:00:00.000
354,SHT000354,63,Delta SafetyHazardType 354,1,1,2026-08-24T00:00:00.000
355,SHT000355,68,Harbor SafetyHazardType 355,1,1,2026-08-24T00:00:00.000
356,SHT000356,15,Ion SafetyHazardType 356,1,1,2026-08-24T00:00:00.000
357,SHT000357,39,Unity SafetyHazardType 357,1,1,2026-08-24T00:00:00.000
358,SHT000358,8,Northstar SafetyHazardType 358,1,1,2026-08-24T00:00:00.000
359,SHT000359,9,Northstar SafetyHazardType 359,1,1,2026-08-24T00:00:00.000
360,SHT000360,47,Keystone SafetyHazardType 360,1,1,2026-08-24T00:00:00.000
361,SHT000361,54,Beacon SafetyHazardType 361,1,1,2026-08-24T00:00:00.000
362,SHT000362,53,Meridian SafetyHazardType 362,1,1,2026-08-24T00:00:00.000
363,SHT000363,54,Summit SafetyHazardType 363,1,1,2026-08-24T00:00:00.000
364,SHT000364,41,Liberty SafetyHazardType 364,1,1,2026-08-24T00:00:00.000
365,SHT000365,5,Pioneer SafetyHazardType 365,1,1,2026-08-24T00:00:00.000
366,SHT000366,50,Willow SafetyHazardType 366,1,1,2026-08-24T00:00:00.000
367,SHT000367,31,Ion SafetyHazardType 367,1,1,2026-08-24T00:00:00.000
368,SHT000368,9,Quartz SafetyHazardType 368,1,1,2026-08-24T00:00:00.000
369,SHT000369,54,Ion SafetyHazardType 369,1,1,2026-08-24T00:00:00.000
370,SHT000370,57,Riverton SafetyHazardType 370,1,1,2026-08-24T00:00:00.000
371,SHT000371,61,Pioneer SafetyHazardType 371,1,1,2026-08-24T00:00:00.000
372,SHT000372,38,Riverton SafetyHazardType 372,1,1,2026-08-24T00:00:00.000
373,SHT000373,47,Liberty SafetyHazardType 373,1,1,2026-08-24T00:00:00.000
374,SHT000374,1,Unity SafetyHazardType 374,1,1,2026-08-24T00:00:00.000
375,SHT000375,34,Delta SafetyHazardType 375,1,1,2026-08-24T00:00:00.000
376,SHT000376,2,Northstar SafetyHazardType 376,1,1,2026-08-24T00:00:00.000
377,SHT000377,22,Riverton SafetyHazardType 377,1,1,2026-08-24T00:00:00.000
378,SHT000378,5,Forge SafetyHazardType 378,1,1,2026-08-24T00:00:00.000
379,SHT000379,59,Vertex SafetyHazardType 379,1,1,2026-08-24T00:00:00.000
380,SHT000380,39,Granite SafetyHazardType 380,1,1,2026-08-24T00:00:00.000
381,SHT000381,28,Liberty SafetyHazardType 381,1,1,2026-08-24T00:00:00.000
382,SHT000382,3,Granite SafetyHazardType 382,1,1,2026-08-24T00:00:00.000
383,SHT000383,7,Harbor SafetyHazardType 383,1,1,2026-08-24T00:00:00.000
384,SHT000384,6,Summit SafetyHazardType 384,1,1,2026-08-24T00:00:00.000
385,SHT000385,14,Granite SafetyHazardType 385,1,1,2026-08-24T00:00:00.000
386,SHT000386,54,Evergreen SafetyHazardType 386,1,1,2026-08-24T00:00:00.000
387,SHT000387,60,Quartz SafetyHazardType 387,1,1,2026-08-24T00:00:00.000
388,SHT000388,54,Orion SafetyHazardType 388,1,1,2026-08-24T00:00:00.000
389,SHT000389,4,Titan SafetyHazardType 389,1,1,2026-08-24T00:00:00.000
390,SHT000390,42,Zenith SafetyHazardType 390,1,1,2026-08-24T00:00:00.000
391,SHT000391,65,Vertex SafetyHazardType 391,1,1,2026-08-24T00:00:00.000
392,SHT000392,48,Keystone SafetyHazardType 392,1,1,2026-08-24T00:00:00.000
393,SHT000393,44,Junction SafetyHazardType 393,1,1,2026-08-24T00:00:00.000
394,SHT000394,38,Keystone SafetyHazardType 394,1,1,2026-08-24T00:00:00.000
395,SHT000395,57,Orion SafetyHazardType 395,1,1,2026-08-24T00:00:00.000
396,SHT000396,5,Granite SafetyHazardType 396,1,1,2026-08-24T00:00:00.000
397,SHT000397,45,Summit SafetyHazardType 397,1,1,2026-08-24T00:00:00.000
398,SHT000398,67,Forge SafetyHazardType 398,1,1,2026-08-24T00:00:00.000
399,SHT000399,13,Cedar SafetyHazardType 399,1,1,2026-08-24T00:00:00.000
400,SHT000400,64,Pioneer SafetyHazardType 400,1,1,2026-08-24T00:00:00.000
401,SHT000401,63,Granite SafetyHazardType 401,1,1,2026-08-24T00:00:00.000
402,SHT000402,59,Orion SafetyHazardType 402,1,1,2026-08-24T00:00:00.000
403,SHT000403,23,Harbor SafetyHazardType 403,1,1,2026-08-24T00:00:00.000
404,SHT000404,64,Summit SafetyHazardType 404,1,1,2026-08-24T00:00:00.000
405,SHT000405,22,Evergreen SafetyHazardType 405,1,1,2026-08-24T00:00:00.000
406,SHT000406,65,Willow SafetyHazardType 406,1,1,2026-08-24T00:00:00.000
407,SHT000407,40,Meridian SafetyHazardType 407,1,1,2026-08-24T00:00:00.000
408,SHT000408,42,Pioneer SafetyHazardType 408,1,1,2026-08-24T00:00:00.000
409,SHT000409,69,Atlas SafetyHazardType 409,1,1,2026-08-24T00:00:00.000
410,SHT000410,17,Ion SafetyHazardType 410,1,1,2026-08-24T00:00:00.000
411,SHT000411,38,Orion SafetyHazardType 411,1,1,2026-08-24T00:00:00.000
412,SHT000412,19,Quartz SafetyHazardType 412,1,1,2026-08-24T00:00:00.000
413,SHT000413,67,Orion SafetyHazardType 413,1,1,2026-08-24T00:00:00.000
414,SHT000414,63,Forge SafetyHazardType 414,1,1,2026-08-24T00:00:00.000
415,SHT000415,27,Forge SafetyHazardType 415,1,1,2026-08-24T00:00:00.000
416,SHT000416,19,Beacon SafetyHazardType 416,1,1,2026-08-24T00:00:00.000
417,SHT000417,40,Zenith SafetyHazardType 417,1,1,2026-08-24T00:00:00.000
418,SHT000418,37,Quartz SafetyHazardType 418,1,1,2026-08-24T00:00:00.000
419,SHT000419,50,Vertex SafetyHazardType 419,1,1,2026-08-24T00:00:00.000
420,SHT000420,15,Evergreen SafetyHazardType 420,1,1,2026-08-24T00:00:00.000
