SalesTerritoryKey,SalesTerritoryCode,SalesDistrictKey,SalesTerritoryName,SourceSystemKey,BatchId,LoadedAtUtc
332,ST000332,2,Evergreen SalesTerritory 332,1,1,2026-08-24T00:00:00.000
333,ST000333,43,Harbor SalesTerritory 333,1,1,2026-08-24T00:00:00.000
334,ST000334,65,Orion SalesTerritory 334,1,1,2026-08-24T00:00:00.000
335,ST000335,59,Willow SalesTerritory 335,1,1,2026-08-24T00:00:00.000
336,ST000336,53,Willow SalesTerritory 336,1,1,2026-08-24T00:00:00.000
337,ST000337,65,Unity SalesTerritory 337,1,1,2026-08-24T00:00:00.000
338,ST000338,44,Granite SalesTerritory 338,1,1,2026-08-24T00:00:00.000
339,ST000339,26,Pioneer SalesTerritory 339,1,1,2026-08-24T00:00:00.000
340,ST000340,4,Forge SalesTerritory 340,1,1,2026-08-24T00:00:00.000
341,ST000341,71,Ion SalesTerritory 341,1,1,2026-08-24T00:00:00.000
342,ST000342,52,Cedar SalesTerritory 342,1,1,2026-08-24T00:00:00.000
343,ST000343,33,Keystone SalesTerritory 343,1,1,2026-08-24T00:00:00.000
344,ST000344,4,Meridian SalesTerritory 344,1,1,2026-08-24T00:00:00.000
345,ST000345,20,Willow SalesTerritory 345,1,1,2026-08-24T00:00:00.000
346,ST000346,24,Summit SalesTerritory 346,1,1,2026-08-24T00:00:00.000
347,ST000347,55,Willow SalesTerritory 347,1,1,2026-08-24T00:00:00.000
348,ST000348,2,Forge SalesTerritory 348,1,1,2026-08-24T00:00:00.000
349,ST000349,51,Ion SalesTerritory 349,1,1,2026-08-24T00:00:00.000
350,ST000350,80,Unity SalesTerritory 350,1,1,2026-08-24T00:00:00.000
351,ST000351,52,Zenith SalesTerritory 351,1,1,2026-08-24T00:00:00.000
352,ST000352,65,Liberty SalesTerritory 352,1,1,2026-08-24T00:00:00.000
353,ST000353,43,Orion SalesTerritory 353,1,1,2026-08-24T00:00:00.000
354,ST000354,6,Cedar SalesTerritory 354,1,1,2026-08-24T00:00:00.000
355,ST000355,56,Cedar SalesTerritory 355,1,1,2026-08-24T00:00:00.000
356,ST000356,48,Northstar SalesTerritory 356,1,1,2026-08-24T00:00:00.000
357,ST000357,66,Forge SalesTerritory 357,1,1,2026-08-24T00:00:00.000
358,ST000358,63,Vertex SalesTerritory 358,1,1,2026-08-24T00:00:00.000
359,ST000359,73,Forge SalesTerritory 359,1,1,2026-08-24T00:00:00.000
360,ST000360,1,Forge SalesTerritory 360,1,1,2026-08-24T00:00:00.000
361,ST000361,13,Northstar SalesTerritory 361,1,1,2026-08-24T00:00:00.000
362,ST000362,71,Delta SalesTerritory 362,1,1,2026-08-24T00:00:00.000
363,ST000363,54,Unity SalesTerritory 363,1,1,2026-08-24T00:00:00.000
364,ST000364,25,Summit SalesTerritory 364,1,1,2026-08-24T00:00:00.000
365,ST000365,18,Willow SalesTerritory 365,1,1,2026-08-24T00:00:00.000
366,ST000366,19,Granite SalesTerritory 366,1,1,2026-08-24T00:00:00.000
367,ST000367,6,Granite SalesTerritory 367,1,1,2026-08-24T00:00:00.000
368,ST000368,10,Unity SalesTerritory 368,1,1,2026-08-24T00:00:00.000
369,ST000369,23,Liberty SalesTerritory 369,1,1,2026-08-24T00:00:00.000
370,ST000370,18,Evergreen SalesTerritory 370,1,1,2026-08-24T00:00:00.000
371,ST000371,50,Unity SalesTerritory 371,1,1,2026-08-24T00:00:00.000
372,ST000372,7,Summit SalesTerritory 372,1,1,2026-08-24T00:00:00.000
373,ST000373,59,Junction SalesTerritory 373,1,1,2026-08-24T00:00:00.000
374,ST000374,51,Delta SalesTerritory 374,1,1,2026-08-24T00:00:00.000
375,ST000375,55,Summit SalesTerritory 375,1,1,2026-08-24T00:00:00.000
376,ST000376,68,Keystone SalesTerritory 376,1,1,2026-08-24T00:00:00.000
377,ST000377,44,Pioneer SalesTerritory 377,1,1,2026-08-24T00:00:00.000
378,ST000378,24,Zenith SalesTerritory 378,1,1,2026-08-24T00:00:00.000
379,ST000379,40,Delta SalesTerritory 379,1,1,2026-08-24T00:00:00.000
380,ST000380,24,Delta SalesTerritory 380,1,1,2026-08-24T00:00:00.000
381,ST000381,34,Willow SalesTerritory 381,1,1,2026-08-24T00:00:00.000
382,ST000382,1,Keystone SalesTerritory 382,1,1,2026-08-24T00:00:00.000
383,ST000383,29,Pioneer SalesTerritory 383,1,1,2026-08-24T00:00:00.000
384,ST000384,42,Forge SalesTerritory 384,1,1,2026-08-24T00:00:00.000
385,ST000385,49,Forge SalesTerritory 385,1,1,2026-08-24T00:00:00.000
386,ST000386,45,Northstar SalesTerritory 386,1,1,2026-08-24T00:00:00.000
387,ST000387,9,Evergreen SalesTerritory 387,1,1,2026-08-24T00:00:00.000
388,ST000388,79,Orion SalesTerritory 388,1,1,2026-08-24T00:00:00.000
389,ST000389,78,Forge SalesTerritory 389,1,1,2026-08-24T00:00:00.000
390,ST000390,48,Granite SalesTerritory 390,1,1,2026-08-24T00:00:00.000
391,ST000391,46,Unity SalesTerritory 391,1,1,2026-08-24T00:00:00.000
392,ST000392,21,Orion SalesTerritory 392,1,1,2026-08-24T00:00:00.000
393,ST000393,33,Quartz SalesTerritory 393,1,1,2026-08-24T00:00:00.000
394,ST000394,18,Atlas SalesTerritory 394,1,1,2026-08-24T00:00:00.000
395,ST000395,79,Junction SalesTerritory 395,1,1,2026-08-24T00:00:00.000
396,ST000396,22,Pioneer SalesTerritory 396,1,1,2026-08-24T00:00:00.000
397,ST000397,53,Unity SalesTerritory 397,1,1,2026-08-24T00:00:00.000
398,ST000398,22,Unity SalesTerritory 398,1,1,2026-08-24T00:00:00.000
399,ST000399,31,Pioneer SalesTerritory 399,1,1,2026-08-24T00:00:00.000
400,ST000400,43,Cedar SalesTerritory 400,1,1,2026-08-24T00:00:00.000
401,ST000401,59,Unity SalesTerritory 401,1,1,2026-08-24T00:00:00.000
402,ST000402,45,Delta SalesTerritory 402,1,1,2026-08-24T00:00:00.000
403,ST000403,28,Junction SalesTerritory 403,1,1,2026-08-24T00:00:00.000
404,ST000404,9,Meridian SalesTerritory 404,1,1,2026-08-24T00:00:00.000
405,ST000405,34,Orion SalesTerritory 405,1,1,2026-08-24T00:00:00.000
406,ST000406,30,Forge SalesTerritory 406,1,1,2026-08-24T00:00:00.000
407,ST000407,75,Titan SalesTerritory 407,1,1,2026-08-24T00:00:00.000
408,ST000408,55,Forge SalesTerritory 408,1,1,2026-08-24T00:00:00.000
409,ST000409,79,Cedar SalesTerritory 409,1,1,2026-08-24T00:00:00.000
410,ST000410,41,Titan SalesTerritory 410,1,1,2026-08-24T00:00:00.000
411,ST000411,32,Delta SalesTerritory 411,1,1,2026-08-24T00:00:00.000
412,ST000412,7,Northstar SalesTerritory 412,1,1,2026-08-24T00:00:00.000
413,ST000413,18,Keystone SalesTerritory 413,1,1,2026-08-24T00:00:00.000
414,ST000414,17,Pioneer SalesTerritory 414,1,1,2026-08-24T00:00:00.000
415,ST000415,13,Titan SalesTerritory 415,1,1,2026-08-24T00:00:00.000
416,ST000416,31,Orion SalesTerritory 416,1,1,2026-08-24T00:00:00.000
417,ST000417,63,Granite SalesTerritory 417,1,1,2026-08-24T00:00:00.000
418,ST000418,73,Evergreen SalesTerritory 418,1,1,2026-08-24T00:00:00.000
419,ST000419,34,Vertex SalesTerritory 419,1,1,2026-08-24T00:00:00.000
420,ST000420,4,Ion SalesTerritory 420,1,1,2026-08-24T00:00:00.000
421,ST000421,54,Liberty SalesTerritory 421,1,1,2026-08-24T00:00:00.000
422,ST000422,77,Unity SalesTerritory 422,1,1,2026-08-24T00:00:00.000
423,ST000423,21,Forge SalesTerritory 423,1,1,2026-08-24T00:00:00.000
424,ST000424,51,Keystone SalesTerritory 424,1,1,2026-08-24T00:00:00.000
425,ST000425,4,Delta SalesTerritory 425,1,1,2026-08-24T00:00:00.000
426,ST000426,42,Granite SalesTerritory 426,1,1,2026-08-24T00:00:00.000
427,ST000427,37,Willow SalesTerritory 427,1,1,2026-08-24T00:00:00.000
428,ST000428,69,Northstar SalesTerritory 428,1,1,2026-08-24T00:00:00.000
429,ST000429,2,Pioneer SalesTerritory 429,1,1,2026-08-24T00:00:00.000
430,ST000430,2,Beacon SalesTerritory 430,1,1,2026-08-24T00:00:00.000
431,ST000431,71,Pioneer SalesTerritory 431,1,1,2026-08-24T00:00:00.000
432,ST000432,51,Riverton SalesTerritory 432,1,1,2026-08-24T00:00:00.000
433,ST000433,50,Pioneer SalesTerritory 433,1,1,2026-08-24T00:00:00.000
434,ST000434,79,Unity SalesTerritory 434,1,1,2026-08-24T00:00:00.000
435,ST000435,71,Keystone SalesTerritory 435,1,1,2026-08-24T00:00:00.000
436,ST000436,19,Forge SalesTerritory 436,1,1,2026-08-24T00:00:00.000
437,ST000437,40,Riverton SalesTerritory 437,1,1,2026-08-24T00:00:00.000
438,ST000438,45,Beacon SalesTerritory 438,1,1,2026-08-24T00:00:00.000
439,ST000439,9,Meridian SalesTerritory 439,1,1,2026-08-24T00:00:00.000
440,ST000440,30,Beacon SalesTerritory 440,1,1,2026-08-24T00:00:00.000
441,ST000441,77,Unity SalesTerritory 441,1,1,2026-08-24T00:00:00.000
442,ST000442,79,Willow SalesTerritory 442,1,1,2026-08-24T00:00:00.000
443,ST000443,39,Evergreen SalesTerritory 443,1,1,2026-08-24T00:00:00.000
444,ST000444,23,Quartz SalesTerritory 444,1,1,2026-08-24T00:00:00.000
445,ST000445,44,Meridian SalesTerritory 445,1,1,2026-08-24T00:00:00.000
446,ST000446,68,Beacon SalesTerritory 446,1,1,2026-08-24T00:00:00.000
447,ST000447,74,Beacon SalesTerritory 447,1,1,2026-08-24T00:00:00.000
448,ST000448,9,Granite SalesTerritory 448,1,1,2026-08-24T00:00:00.000
449,ST000449,71,Titan SalesTerritory 449,1,1,2026-08-24T00:00:00.000
450,ST000450,14,Willow SalesTerritory 450,1,1,2026-08-24T00:00:00.000
451,ST000451,54,Delta SalesTerritory 451,1,1,2026-08-24T00:00:00.000
452,ST000452,47,Quartz SalesTerritory 452,1,1,2026-08-24T00:00:00.000
453,ST000453,53,Willow SalesTerritory 453,1,1,2026-08-24T00:00:00.000
454,ST000454,53,Granite SalesTerritory 454,1,1,2026-08-24T00:00:00.000
455,ST000455,75,Meridian SalesTerritory 455,1,1,2026-08-24T00:00:00.000
456,ST000456,59,Cedar SalesTerritory 456,1,1,2026-08-24T00:00:00.000
457,ST000457,31,Liberty SalesTerritory 457,1,1,2026-08-24T00:00:00.000
458,ST000458,3,Harbor SalesTerritory 458,1,1,2026-08-24T00:00:00.000
459,ST000459,54,Junction SalesTerritory 459,1,1,2026-08-24T00:00:00.000
460,ST000460,80,Vertex SalesTerritory 460,1,1,2026-08-24T00:00:00.000
461,ST000461,50,Titan SalesTerritory 461,1,1,2026-08-24T00:00:00.000
462,ST000462,79,Keystone SalesTerritory 462,1,1,2026-08-24T00:00:00.000
463,ST000463,76,Keystone SalesTerritory 463,1,1,2026-08-24T00:00:00.000
464,ST000464,20,Orion SalesTerritory 464,1,1,2026-08-24T00:00:00.000
465,ST000465,47,Atlas SalesTerritory 465,1,1,2026-08-24T00:00:00.000
466,ST000466,23,Meridian SalesTerritory 466,1,1,2026-08-24T00:00:00.000
467,ST000467,61,Titan SalesTerritory 467,1,1,2026-08-24T00:00:00.000
468,ST000468,12,Keystone SalesTerritory 468,1,1,2026-08-24T00:00:00.000
469,ST000469,39,Orion SalesTerritory 469,1,1,2026-08-24T00:00:00.000
470,ST000470,30,Orion SalesTerritory 470,1,1,2026-08-24T00:00:00.000
471,ST000471,52,Titan SalesTerritory 471,1,1,2026-08-24T00:00:00.000
472,ST000472,57,Pioneer SalesTerritory 472,1,1,2026-08-24T00:00:00.000
473,ST000473,26,Summit SalesTerritory 473,1,1,2026-08-24T00:00:00.000
474,ST000474,48,Northstar SalesTerritory 474,1,1,2026-08-24T00:00:00.000
475,ST000475,59,Quartz SalesTerritory 475,1,1,2026-08-24T00:00:00.000
476,ST000476,52,Beacon SalesTerritory 476,1,1,2026-08-24T00:00:00.000
477,ST000477,12,Liberty SalesTerritory 477,1,1,2026-08-24T00:00:00.000
478,ST000478,78,Zenith SalesTerritory 478,1,1,2026-08-24T00:00:00.000
479,ST000479,34,Junction SalesTerritory 479,1,1,2026-08-24T00:00:00.000
480,ST000480,79,Pioneer SalesTerritory 480,1,1,2026-08-24T00:00:00.000
481,ST000481,8,Harbor SalesTerritory 481,1,1,2026-08-24T00:00:00.000
482,ST000482,33,Beacon SalesTerritory 482,1,1,2026-08-24T00:00:00.000
483,ST000483,11,Delta SalesTerritory 483,1,1,2026-08-24T00:00:00.000
484,ST000484,39,Evergreen SalesTerritory 484,1,1,2026-08-24T00:00:00.000
485,ST000485,7,Forge SalesTerritory 485,1,1,2026-08-24T00:00:00.000
486,ST000486,33,Cedar SalesTerritory 486,1,1,2026-08-24T00:00:00.000
487,ST000487,11,Evergreen SalesTerritory 487,1,1,2026-08-24T00:00:00.000
488,ST000488,11,Harbor SalesTerritory 488,1,1,2026-08-24T00:00:00.000
489,ST000489,31,Granite SalesTerritory 489,1,1,2026-08-24T00:00:00.000
490,ST000490,63,Granite SalesTerritory 490,1,1,2026-08-24T00:00:00.000
491,ST000491,31,Atlas SalesTerritory 491,1,1,2026-08-24T00:00:00.000
492,ST000492,64,Quartz SalesTerritory 492,1,1,2026-08-24T00:00:00.000
493,ST000493,11,Forge SalesTerritory 493,1,1,2026-08-24T00:00:00.000
494,ST000494,17,Delta SalesTerritory 494,1,1,2026-08-24T00:00:00.000
495,ST000495,49,Pioneer SalesTerritory 495,1,1,2026-08-24T00:00:00.000
496,ST000496,57,Forge SalesTerritory 496,1,1,2026-08-24T00:00:00.000
497,ST000497,32,Pioneer SalesTerritory 497,1,1,2026-08-24T00:00:00.000
498,ST000498,8,Willow SalesTerritory 498,1,1,2026-08-24T00:00:00.000
499,ST000499,60,Titan SalesTerritory 499,1,1,2026-08-24T00:00:00.000
500,ST000500,45,Forge SalesTerritory 500,1,1,2026-08-24T00:00:00.000
