ProductionCrewRoleKey,ProductionCrewRoleCode,ProductionCrewTypeKey,ProductionCrewRoleName,SourceSystemKey,BatchId,LoadedAtUtc
309,PCR000309,5,Summit ProductionCrewRole 309,1,1,2026-08-24T00:00:00.000
310,PCR000310,82,Forge ProductionCrewRole 310,1,1,2026-08-24T00:00:00.000
311,PCR000311,136,Junction ProductionCrewRole 311,1,1,2026-08-24T00:00:00.000
312,PCR000312,6,Riverton ProductionCrewRole 312,1,1,2026-08-24T00:00:00.000
313,PCR000313,110,Titan ProductionCrewRole 313,1,1,2026-08-24T00:00:00.000
314,PCR000314,13,Forge ProductionCrewRole 314,1,1,2026-08-24T00:00:00.000
315,PCR000315,69,Vertex ProductionCrewRole 315,1,1,2026-08-24T00:00:00.000
316,PCR000316,106,Vertex ProductionCrewRole 316,1,1,2026-08-24T00:00:00.000
317,PCR000317,39,Northstar ProductionCrewRole 317,1,1,2026-08-24T00:00:00.000
318,PCR000318,30,Quartz ProductionCrewRole 318,1,1,2026-08-24T00:00:00.000
319,PCR000319,139,Delta ProductionCrewRole 319,1,1,2026-08-24T00:00:00.000
320,PCR000320,52,Pioneer ProductionCrewRole 320,1,1,2026-08-24T00:00:00.000
321,PCR000321,40,Ion ProductionCrewRole 321,1,1,2026-08-24T00:00:00.000
322,PCR000322,64,Vertex ProductionCrewRole 322,1,1,2026-08-24T00:00:00.000
323,PCR000323,98,Pioneer ProductionCrewRole 323,1,1,2026-08-24T00:00:00.000
324,PCR000324,46,Quartz ProductionCrewRole 324,1,1,2026-08-24T00:00:00.000
325,PCR000325,66,Vertex ProductionCrewRole 325,1,1,2026-08-24T00:00:00.000
326,PCR000326,20,Quartz ProductionCrewRole 326,1,1,2026-08-24T00:00:00.000
327,PCR000327,32,Junction ProductionCrewRole 327,1,1,2026-08-24T00:00:00.000
328,PCR000328,3,Willow ProductionCrewRole 328,1,1,2026-08-24T00:00:00.000
329,PCR000329,2,Harbor ProductionCrewRole 329,1,1,2026-08-24T00:00:00.000
330,PCR000330,120,Meridian ProductionCrewRole 330,1,1,2026-08-24T00:00:00.000
331,PCR000331,80,Delta ProductionCrewRole 331,1,1,2026-08-24T00:00:00.000
332,PCR000332,107,Orion ProductionCrewRole 332,1,1,2026-08-24T00:00:00.000
333,PCR000333,73,Willow ProductionCrewRole 333,1,1,2026-08-24T00:00:00.000
334,PCR000334,37,Atlas ProductionCrewRole 334,1,1,2026-08-24T00:00:00.000
335,PCR000335,87,Cedar ProductionCrewRole 335,1,1,2026-08-24T00:00:00.000
336,PCR000336,4,Cedar ProductionCrewRole 336,1,1,2026-08-24T00:00:00.000
337,PCR000337,122,Atlas ProductionCrewRole 337,1,1,2026-08-24T00:00:00.000
338,PCR000338,57,Summit ProductionCrewRole 338,1,1,2026-08-24T00:00:00.000
339,PCR000339,26,Beacon ProductionCrewRole 339,1,1,2026-08-24T00:00:00.000
340,PCR000340,123,Titan ProductionCrewRole 340,1,1,2026-08-24T00:00:00.000
341,PCR000341,102,Junction ProductionCrewRole 341,1,1,2026-08-24T00:00:00.000
342,PCR000342,63,Forge ProductionCrewRole 342,1,1,2026-08-24T00:00:00.000
343,PCR000343,1,Harbor ProductionCrewRole 343,1,1,2026-08-24T00:00:00.000
344,PCR000344,55,Forge ProductionCrewRole 344,1,1,2026-08-24T00:00:00.000
345,PCR000345,81,Riverton ProductionCrewRole 345,1,1,2026-08-24T00:00:00.000
346,PCR000346,104,Meridian ProductionCrewRole 346,1,1,2026-08-24T00:00:00.000
347,PCR000347,22,Liberty ProductionCrewRole 347,1,1,2026-08-24T00:00:00.000
348,PCR000348,102,Titan ProductionCrewRole 348,1,1,2026-08-24T00:00:00.000
349,PCR000349,6,Forge ProductionCrewRole 349,1,1,2026-08-24T00:00:00.000
350,PCR000350,12,Forge ProductionCrewRole 350,1,1,2026-08-24T00:00:00.000
351,PCR000351,119,Summit ProductionCrewRole 351,1,1,2026-08-24T00:00:00.000
352,PCR000352,45,Northstar ProductionCrewRole 352,1,1,2026-08-24T00:00:00.000
353,PCR000353,20,Delta ProductionCrewRole 353,1,1,2026-08-24T00:00:00.000
354,PCR000354,5,Northstar ProductionCrewRole 354,1,1,2026-08-24T00:00:00.000
355,PCR000355,34,Granite ProductionCrewRole 355,1,1,2026-08-24T00:00:00.000
356,PCR000356,114,Willow ProductionCrewRole 356,1,1,2026-08-24T00:00:00.000
357,PCR000357,27,Forge ProductionCrewRole 357,1,1,2026-08-24T00:00:00.000
358,PCR000358,34,Unity ProductionCrewRole 358,1,1,2026-08-24T00:00:00.000
359,PCR000359,99,Quartz ProductionCrewRole 359,1,1,2026-08-24T00:00:00.000
360,PCR000360,98,Zenith ProductionCrewRole 360,1,1,2026-08-24T00:00:00.000
361,PCR000361,60,Riverton ProductionCrewRole 361,1,1,2026-08-24T00:00:00.000
362,PCR000362,130,Cedar ProductionCrewRole 362,1,1,2026-08-24T00:00:00.000
363,PCR000363,41,Willow ProductionCrewRole 363,1,1,2026-08-24T00:00:00.000
364,PCR000364,122,Unity ProductionCrewRole 364,1,1,2026-08-24T00:00:00.000
365,PCR000365,2,Keystone ProductionCrewRole 365,1,1,2026-08-24T00:00:00.000
366,PCR000366,108,Forge ProductionCrewRole 366,1,1,2026-08-24T00:00:00.000
367,PCR000367,50,Atlas ProductionCrewRole 367,1,1,2026-08-24T00:00:00.000
368,PCR000368,50,Beacon ProductionCrewRole 368,1,1,2026-08-24T00:00:00.000
369,PCR000369,80,Vertex ProductionCrewRole 369,1,1,2026-08-24T00:00:00.000
370,PCR000370,63,Ion ProductionCrewRole 370,1,1,2026-08-24T00:00:00.000
371,PCR000371,132,Harbor ProductionCrewRole 371,1,1,2026-08-24T00:00:00.000
372,PCR000372,40,Titan ProductionCrewRole 372,1,1,2026-08-24T00:00:00.000
373,PCR000373,66,Zenith ProductionCrewRole 373,1,1,2026-08-24T00:00:00.000
374,PCR000374,28,Willow ProductionCrewRole 374,1,1,2026-08-24T00:00:00.000
375,PCR000375,2,Meridian ProductionCrewRole 375,1,1,2026-08-24T00:00:00.000
376,PCR000376,28,Cedar ProductionCrewRole 376,1,1,2026-08-24T00:00:00.000
377,PCR000377,11,Vertex ProductionCrewRole 377,1,1,2026-08-24T00:00:00.000
378,PCR000378,35,Forge ProductionCrewRole 378,1,1,2026-08-24T00:00:00.000
379,PCR000379,54,Junction ProductionCrewRole 379,1,1,2026-08-24T00:00:00.000
380,PCR000380,94,Granite ProductionCrewRole 380,1,1,2026-08-24T00:00:00.000
381,PCR000381,36,Summit ProductionCrewRole 381,1,1,2026-08-24T00:00:00.000
382,PCR000382,53,Titan ProductionCrewRole 382,1,1,2026-08-24T00:00:00.000
383,PCR000383,136,Pioneer ProductionCrewRole 383,1,1,2026-08-24T00:00:00.000
384,PCR000384,26,Summit ProductionCrewRole 384,1,1,2026-08-24T00:00:00.000
385,PCR000385,42,Vertex ProductionCrewRole 385,1,1,2026-08-24T00:00:00.000
386,PCR000386,66,Forge ProductionCrewRole 386,1,1,2026-08-24T00:00:00.000
387,PCR000387,21,Cedar ProductionCrewRole 387,1,1,2026-08-24T00:00:00.000
388,PCR000388,58,Zenith ProductionCrewRole 388,1,1,2026-08-24T00:00:00.000
389,PCR000389,58,Atlas ProductionCrewRole 389,1,1,2026-08-24T00:00:00.000
390,PCR000390,108,Willow ProductionCrewRole 390,1,1,2026-08-24T00:00:00.000
391,PCR000391,48,Summit ProductionCrewRole 391,1,1,2026-08-24T00:00:00.000
392,PCR000392,101,Evergreen ProductionCrewRole 392,1,1,2026-08-24T00:00:00.000
393,PCR000393,72,Titan ProductionCrewRole 393,1,1,2026-08-24T00:00:00.000
394,PCR000394,21,Granite ProductionCrewRole 394,1,1,2026-08-24T00:00:00.000
395,PCR000395,119,Delta ProductionCrewRole 395,1,1,2026-08-24T00:00:00.000
396,PCR000396,77,Forge ProductionCrewRole 396,1,1,2026-08-24T00:00:00.000
397,PCR000397,38,Granite ProductionCrewRole 397,1,1,2026-08-24T00:00:00.000
398,PCR000398,108,Orion ProductionCrewRole 398,1,1,2026-08-24T00:00:00.000
399,PCR000399,52,Beacon ProductionCrewRole 399,1,1,2026-08-24T00:00:00.000
400,PCR000400,89,Pioneer ProductionCrewRole 400,1,1,2026-08-24T00:00:00.000
401,PCR000401,67,Riverton ProductionCrewRole 401,1,1,2026-08-24T00:00:00.000
402,PCR000402,77,Junction ProductionCrewRole 402,1,1,2026-08-24T00:00:00.000
403,PCR000403,81,Titan ProductionCrewRole 403,1,1,2026-08-24T00:00:00.000
404,PCR000404,52,Willow ProductionCrewRole 404,1,1,2026-08-24T00:00:00.000
405,PCR000405,31,Titan ProductionCrewRole 405,1,1,2026-08-24T00:00:00.000
406,PCR000406,99,Atlas ProductionCrewRole 406,1,1,2026-08-24T00:00:00.000
407,PCR000407,29,Pioneer ProductionCrewRole 407,1,1,2026-08-24T00:00:00.000
408,PCR000408,91,Cedar ProductionCrewRole 408,1,1,2026-08-24T00:00:00.000
409,PCR000409,75,Northstar ProductionCrewRole 409,1,1,2026-08-24T00:00:00.000
410,PCR000410,79,Titan ProductionCrewRole 410,1,1,2026-08-24T00:00:00.000
411,PCR000411,104,Keystone ProductionCrewRole 411,1,1,2026-08-24T00:00:00.000
412,PCR000412,88,Riverton ProductionCrewRole 412,1,1,2026-08-24T00:00:00.000
413,PCR000413,83,Harbor ProductionCrewRole 413,1,1,2026-08-24T00:00:00.000
414,PCR000414,109,Atlas ProductionCrewRole 414,1,1,2026-08-24T00:00:00.000
415,PCR000415,124,Riverton ProductionCrewRole 415,1,1,2026-08-24T00:00:00.000
416,PCR000416,96,Keystone ProductionCrewRole 416,1,1,2026-08-24T00:00:00.000
417,PCR000417,98,Meridian ProductionCrewRole 417,1,1,2026-08-24T00:00:00.000
418,PCR000418,68,Willow ProductionCrewRole 418,1,1,2026-08-24T00:00:00.000
419,PCR000419,72,Granite ProductionCrewRole 419,1,1,2026-08-24T00:00:00.000
420,PCR000420,19,Keystone ProductionCrewRole 420,1,1,2026-08-24T00:00:00.000
421,PCR000421,96,Quartz ProductionCrewRole 421,1,1,2026-08-24T00:00:00.000
422,PCR000422,18,Orion ProductionCrewRole 422,1,1,2026-08-24T00:00:00.000
423,PCR000423,45,Pioneer ProductionCrewRole 423,1,1,2026-08-24T00:00:00.000
424,PCR000424,84,Quartz ProductionCrewRole 424,1,1,2026-08-24T00:00:00.000
425,PCR000425,71,Summit ProductionCrewRole 425,1,1,2026-08-24T00:00:00.000
426,PCR000426,99,Meridian ProductionCrewRole 426,1,1,2026-08-24T00:00:00.000
427,PCR000427,22,Summit ProductionCrewRole 427,1,1,2026-08-24T00:00:00.000
428,PCR000428,124,Atlas ProductionCrewRole 428,1,1,2026-08-24T00:00:00.000
429,PCR000429,62,Atlas ProductionCrewRole 429,1,1,2026-08-24T00:00:00.000
430,PCR000430,16,Zenith ProductionCrewRole 430,1,1,2026-08-24T00:00:00.000
431,PCR000431,34,Riverton ProductionCrewRole 431,1,1,2026-08-24T00:00:00.000
432,PCR000432,120,Keystone ProductionCrewRole 432,1,1,2026-08-24T00:00:00.000
433,PCR000433,86,Ion ProductionCrewRole 433,1,1,2026-08-24T00:00:00.000
434,PCR000434,20,Beacon ProductionCrewRole 434,1,1,2026-08-24T00:00:00.000
435,PCR000435,7,Riverton ProductionCrewRole 435,1,1,2026-08-24T00:00:00.000
436,PCR000436,66,Atlas ProductionCrewRole 436,1,1,2026-08-24T00:00:00.000
437,PCR000437,103,Vertex ProductionCrewRole 437,1,1,2026-08-24T00:00:00.000
438,PCR000438,129,Forge ProductionCrewRole 438,1,1,2026-08-24T00:00:00.000
439,PCR000439,1,Summit ProductionCrewRole 439,1,1,2026-08-24T00:00:00.000
440,PCR000440,69,Keystone ProductionCrewRole 440,1,1,2026-08-24T00:00:00.000
441,PCR000441,92,Liberty ProductionCrewRole 441,1,1,2026-08-24T00:00:00.000
442,PCR000442,32,Atlas ProductionCrewRole 442,1,1,2026-08-24T00:00:00.000
443,PCR000443,9,Orion ProductionCrewRole 443,1,1,2026-08-24T00:00:00.000
444,PCR000444,131,Zenith ProductionCrewRole 444,1,1,2026-08-24T00:00:00.000
445,PCR000445,106,Pioneer ProductionCrewRole 445,1,1,2026-08-24T00:00:00.000
446,PCR000446,90,Zenith ProductionCrewRole 446,1,1,2026-08-24T00:00:00.000
447,PCR000447,71,Junction ProductionCrewRole 447,1,1,2026-08-24T00:00:00.000
448,PCR000448,61,Forge ProductionCrewRole 448,1,1,2026-08-24T00:00:00.000
449,PCR000449,81,Atlas ProductionCrewRole 449,1,1,2026-08-24T00:00:00.000
450,PCR000450,78,Forge ProductionCrewRole 450,1,1,2026-08-24T00:00:00.000
451,PCR000451,48,Cedar ProductionCrewRole 451,1,1,2026-08-24T00:00:00.000
452,PCR000452,105,Junction ProductionCrewRole 452,1,1,2026-08-24T00:00:00.000
453,PCR000453,116,Quartz ProductionCrewRole 453,1,1,2026-08-24T00:00:00.000
454,PCR000454,15,Liberty ProductionCrewRole 454,1,1,2026-08-24T00:00:00.000
455,PCR000455,54,Granite ProductionCrewRole 455,1,1,2026-08-24T00:00:00.000
456,PCR000456,34,Quartz ProductionCrewRole 456,1,1,2026-08-24T00:00:00.000
457,PCR000457,72,Granite ProductionCrewRole 457,1,1,2026-08-24T00:00:00.000
458,PCR000458,98,Riverton ProductionCrewRole 458,1,1,2026-08-24T00:00:00.000
459,PCR000459,8,Keystone ProductionCrewRole 459,1,1,2026-08-24T00:00:00.000
460,PCR000460,126,Orion ProductionCrewRole 460,1,1,2026-08-24T00:00:00.000
461,PCR000461,113,Riverton ProductionCrewRole 461,1,1,2026-08-24T00:00:00.000
462,PCR000462,131,Orion ProductionCrewRole 462,1,1,2026-08-24T00:00:00.000
463,PCR000463,66,Junction ProductionCrewRole 463,1,1,2026-08-24T00:00:00.000
464,PCR000464,37,Keystone ProductionCrewRole 464,1,1,2026-08-24T00:00:00.000
465,PCR000465,128,Zenith ProductionCrewRole 465,1,1,2026-08-24T00:00:00.000
466,PCR000466,53,Atlas ProductionCrewRole 466,1,1,2026-08-24T00:00:00.000
467,PCR000467,65,Titan ProductionCrewRole 467,1,1,2026-08-24T00:00:00.000
468,PCR000468,75,Beacon ProductionCrewRole 468,1,1,2026-08-24T00:00:00.000
469,PCR000469,112,Forge ProductionCrewRole 469,1,1,2026-08-24T00:00:00.000
470,PCR000470,30,Northstar ProductionCrewRole 470,1,1,2026-08-24T00:00:00.000
471,PCR000471,108,Keystone ProductionCrewRole 471,1,1,2026-08-24T00:00:00.000
472,PCR000472,3,Cedar ProductionCrewRole 472,1,1,2026-08-24T00:00:00.000
473,PCR000473,99,Harbor ProductionCrewRole 473,1,1,2026-08-24T00:00:00.000
474,PCR000474,117,Evergreen ProductionCrewRole 474,1,1,2026-08-24T00:00:00.000
475,PCR000475,117,Riverton ProductionCrewRole 475,1,1,2026-08-24T00:00:00.000
476,PCR000476,61,Delta ProductionCrewRole 476,1,1,2026-08-24T00:00:00.000
477,PCR000477,82,Evergreen ProductionCrewRole 477,1,1,2026-08-24T00:00:00.000
478,PCR000478,105,Orion ProductionCrewRole 478,1,1,2026-08-24T00:00:00.000
479,PCR000479,132,Unity ProductionCrewRole 479,1,1,2026-08-24T00:00:00.000
480,PCR000480,105,Forge ProductionCrewRole 480,1,1,2026-08-24T00:00:00.000
481,PCR000481,56,Meridian ProductionCrewRole 481,1,1,2026-08-24T00:00:00.000
482,PCR000482,72,Cedar ProductionCrewRole 482,1,1,2026-08-24T00:00:00.000
483,PCR000483,104,Atlas ProductionCrewRole 483,1,1,2026-08-24T00:00:00.000
484,PCR000484,38,Meridian ProductionCrewRole 484,1,1,2026-08-24T00:00:00.000
485,PCR000485,136,Pioneer ProductionCrewRole 485,1,1,2026-08-24T00:00:00.000
486,PCR000486,79,Granite ProductionCrewRole 486,1,1,2026-08-24T00:00:00.000
487,PCR000487,132,Atlas ProductionCrewRole 487,1,1,2026-08-24T00:00:00.000
488,PCR000488,82,Beacon ProductionCrewRole 488,1,1,2026-08-24T00:00:00.000
489,PCR000489,85,Liberty ProductionCrewRole 489,1,1,2026-08-24T00:00:00.000
490,PCR000490,126,Pioneer ProductionCrewRole 490,1,1,2026-08-24T00:00:00.000
491,PCR000491,81,Riverton ProductionCrewRole 491,1,1,2026-08-24T00:00:00.000
492,PCR000492,9,Quartz ProductionCrewRole 492,1,1,2026-08-24T00:00:00.000
493,PCR000493,12,Zenith ProductionCrewRole 493,1,1,2026-08-24T00:00:00.000
494,PCR000494,40,Quartz ProductionCrewRole 494,1,1,2026-08-24T00:00:00.000
495,PCR000495,13,Cedar ProductionCrewRole 495,1,1,2026-08-24T00:00:00.000
496,PCR000496,90,Northstar ProductionCrewRole 496,1,1,2026-08-24T00:00:00.000
497,PCR000497,40,Pioneer ProductionCrewRole 497,1,1,2026-08-24T00:00:00.000
498,PCR000498,34,Granite ProductionCrewRole 498,1,1,2026-08-24T00:00:00.000
499,PCR000499,130,Beacon ProductionCrewRole 499,1,1,2026-08-24T00:00:00.000
500,PCR000500,98,Atlas ProductionCrewRole 500,1,1,2026-08-24T00:00:00.000
