LogisticsTransportLoadKey,TransportLoadNumber,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,PlannerEmployeeKey,LogisticsShipmentStatusKey,TransportLoadName,PlannedDepartureDate,PlannedArrivalDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
96,LTL000096,21,33,329,8,Willow LogisticsTransportLoad 96,2020-04-06,2020-04-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1226b57a101c5b5185cbe5d3350f596c1226b57a101c5b5185cbe5d3350f596c
97,LTL000097,396,274,218,9,Riverton LogisticsTransportLoad 97,2020-04-07,2020-04-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bcf56759eea56a785f29cbc192784a88bcf56759eea56a785f29cbc192784a8
98,LTL000098,35,127,320,7,Meridian LogisticsTransportLoad 98,2020-04-08,2020-04-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6597b0c03005e7f868399ace18ad982c6597b0c03005e7f868399ace18ad982
99,LTL000099,122,266,497,4,Vertex LogisticsTransportLoad 99,2020-04-09,2020-04-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,644dea460a9955798c4fcecda9476690644dea460a9955798c4fcecda9476690
100,LTL000100,461,398,489,9,Ion LogisticsTransportLoad 100,2020-04-10,2020-04-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb6eb0a5892b50a0ba26d3a5e663d670bb6eb0a5892b50a0ba26d3a5e663d670
101,LTL000101,62,429,271,5,Northstar LogisticsTransportLoad 101,2020-04-11,2020-04-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bcb3f6a26ba5f42953543f1e72f09670bcb3f6a26ba5f42953543f1e72f0967
102,LTL000102,351,92,-1,8,Forge LogisticsTransportLoad 102,2020-04-12,2020-04-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9b7ef16584357cda16b39264aad7904a9b7ef16584357cda16b39264aad7904
103,LTL000103,239,141,272,1,Liberty LogisticsTransportLoad 103,2020-04-13,2020-04-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46064b0112b556b1ada8d8bc5be1055446064b0112b556b1ada8d8bc5be10554
104,LTL000104,201,19,456,5,Vertex LogisticsTransportLoad 104,2020-04-14,2020-04-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,117cc87429ea528e9896f0e1b07b4d8b117cc87429ea528e9896f0e1b07b4d8b
105,LTL000105,317,233,52,11,Harbor LogisticsTransportLoad 105,2020-04-15,2020-04-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,033d26b8e0405b9d9651dd28bb71bc2f033d26b8e0405b9d9651dd28bb71bc2f
106,LTL000106,290,488,333,13,Unity LogisticsTransportLoad 106,2020-04-16,2020-04-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,079a5a1aeeb35e5a85420b2034b1e1d6079a5a1aeeb35e5a85420b2034b1e1d6
107,LTL000107,476,105,207,3,Vertex LogisticsTransportLoad 107,2020-04-17,2020-04-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a843951bb79758f1914c97a615cab22aa843951bb79758f1914c97a615cab22a
108,LTL000108,290,387,482,1,Quartz LogisticsTransportLoad 108,2020-04-18,2020-04-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d39ecd0bcbf5143a6b93660dbdb59908d39ecd0bcbf5143a6b93660dbdb5990
109,LTL000109,181,70,423,12,Evergreen LogisticsTransportLoad 109,2020-04-19,2020-04-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c9032545b4d5854bf5b2dd943cfb8726c9032545b4d5854bf5b2dd943cfb872
110,LTL000110,477,242,448,7,Atlas LogisticsTransportLoad 110,2020-04-20,2020-04-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9aae1af8169d5771bd4a703caf82fb4e9aae1af8169d5771bd4a703caf82fb4e
111,LTL000111,75,3,140,2,Willow LogisticsTransportLoad 111,2020-04-21,2020-04-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57b29f521006597586882e5f8da2d26f57b29f521006597586882e5f8da2d26f
112,LTL000112,133,95,478,9,Unity LogisticsTransportLoad 112,2020-04-22,2020-04-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d41d0337fb8959e29b8fc43b38e84ecfd41d0337fb8959e29b8fc43b38e84ecf
113,LTL000113,70,444,217,12,Titan LogisticsTransportLoad 113,2020-04-23,2020-04-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2968e3334d175bf786cec716d6f786a72968e3334d175bf786cec716d6f786a7
114,LTL000114,215,462,380,12,Delta LogisticsTransportLoad 114,2020-04-24,2020-04-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1be1bd8577b5eecb452e77e82acb43dd1be1bd8577b5eecb452e77e82acb43d
115,LTL000115,40,396,73,2,Willow LogisticsTransportLoad 115,2020-04-25,2020-04-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5bd0c3190b05710bac39e055f8f008ed5bd0c3190b05710bac39e055f8f008e
116,LTL000116,184,446,137,14,Ion LogisticsTransportLoad 116,2020-04-26,2020-04-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6fb256c0ce1500e818b6636edcb42a7f6fb256c0ce1500e818b6636edcb42a7
117,LTL000117,482,109,25,10,Zenith LogisticsTransportLoad 117,2020-04-27,2020-04-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a23e545d79315bdca915d32d10609138a23e545d79315bdca915d32d10609138
118,LTL000118,32,491,402,4,Northstar LogisticsTransportLoad 118,2020-04-28,2020-04-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5fd3999e54b57aaaa2715ed71909d3ca5fd3999e54b57aaaa2715ed71909d3c
119,LTL000119,189,35,-1,12,Quartz LogisticsTransportLoad 119,2020-04-29,2020-04-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fd2ed96c17556c0bf2a5f92ae434cbc8fd2ed96c17556c0bf2a5f92ae434cbc
120,LTL000120,404,392,394,10,Evergreen LogisticsTransportLoad 120,2020-04-30,2020-04-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ebea050c6a85eba856cea5f02ef18c65ebea050c6a85eba856cea5f02ef18c6
121,LTL000121,101,94,255,7,Summit LogisticsTransportLoad 121,2020-05-01,2020-05-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7744802eedce5ca3b6316df98c56e8137744802eedce5ca3b6316df98c56e813
122,LTL000122,166,122,91,8,Northstar LogisticsTransportLoad 122,2020-05-02,2020-05-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ffd1892203a5c37aa6992d7a79443439ffd1892203a5c37aa6992d7a7944343
123,LTL000123,295,182,147,3,Orion LogisticsTransportLoad 123,2020-05-03,2020-05-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d63ef06b2ece56ce8fd651bb80c6a755d63ef06b2ece56ce8fd651bb80c6a755
124,LTL000124,117,495,399,7,Vertex LogisticsTransportLoad 124,2020-05-04,2020-05-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b29b38edbd705127bdd8815c8c036336b29b38edbd705127bdd8815c8c036336
125,LTL000125,449,207,330,2,Liberty LogisticsTransportLoad 125,2020-05-05,2020-05-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,928736c00bb35765bc7b23c345a925de928736c00bb35765bc7b23c345a925de
126,LTL000126,138,108,338,5,Quartz LogisticsTransportLoad 126,2020-05-06,2020-05-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,988ff1589cb15a92963b5347f5eceba1988ff1589cb15a92963b5347f5eceba1
127,LTL000127,359,196,380,6,Quartz LogisticsTransportLoad 127,2020-05-07,2020-05-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c8cc314eac25af8ad606b84b624cdc58c8cc314eac25af8ad606b84b624cdc5
128,LTL000128,135,12,228,11,Ion LogisticsTransportLoad 128,2020-05-08,2020-05-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdd17a9593dc5b33b44a9c55e5ae5267cdd17a9593dc5b33b44a9c55e5ae5267
129,LTL000129,101,370,36,10,Titan LogisticsTransportLoad 129,2020-05-09,2020-05-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfc8697ac11252be886b8b75fe8bcb33cfc8697ac11252be886b8b75fe8bcb33
130,LTL000130,449,380,450,1,Titan LogisticsTransportLoad 130,2020-05-10,2020-05-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13e266194ade55f6a466c38257a16ff413e266194ade55f6a466c38257a16ff4
131,LTL000131,136,114,467,10,Summit LogisticsTransportLoad 131,2020-05-11,2020-05-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cce258c444752d0a7e5d66fe75307c60cce258c444752d0a7e5d66fe75307c6
132,LTL000132,102,89,273,3,Vertex LogisticsTransportLoad 132,2020-05-12,2020-05-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcc53f578eb858589201711826f168ebfcc53f578eb858589201711826f168eb
133,LTL000133,209,167,29,4,Liberty LogisticsTransportLoad 133,2020-05-13,2020-05-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,580078e54f69567682f2238a4f94bd24580078e54f69567682f2238a4f94bd24
134,LTL000134,422,414,428,13,Atlas LogisticsTransportLoad 134,2020-05-14,2020-05-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b366b49862d65c1a8730966e810b8270b366b49862d65c1a8730966e810b8270
135,LTL000135,101,35,168,1,Northstar LogisticsTransportLoad 135,2020-05-15,2020-05-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,252c19fde86a5dfbb22ac3018c5d8be7252c19fde86a5dfbb22ac3018c5d8be7
136,LTL000136,45,43,-1,14,Orion LogisticsTransportLoad 136,2020-05-16,2020-05-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8f313b810535687955ed51f4f73bc6cf8f313b810535687955ed51f4f73bc6c
137,LTL000137,422,19,463,10,Forge LogisticsTransportLoad 137,2020-05-17,2020-05-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6a34f934e455769bfbee9fa59f0e0e5b6a34f934e455769bfbee9fa59f0e0e5
138,LTL000138,383,305,197,1,Forge LogisticsTransportLoad 138,2020-05-18,2020-05-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,124eb0eea95956b898c9d8ede09dddf3124eb0eea95956b898c9d8ede09dddf3
139,LTL000139,200,420,439,11,Atlas LogisticsTransportLoad 139,2020-05-19,2020-05-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4367e2bfb9225b35afad7c78036757c24367e2bfb9225b35afad7c78036757c2
140,LTL000140,267,309,410,11,Delta LogisticsTransportLoad 140,2020-05-20,2020-05-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,365243fd00e3511fb7805c43d3cee58d365243fd00e3511fb7805c43d3cee58d
141,LTL000141,436,110,406,6,Riverton LogisticsTransportLoad 141,2020-05-21,2020-05-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51bc742cf764539d9051b26b922e143451bc742cf764539d9051b26b922e1434
142,LTL000142,432,351,225,13,Atlas LogisticsTransportLoad 142,2020-05-22,2020-05-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b4d20d54d3550e38c61de6e9be1072c7b4d20d54d3550e38c61de6e9be1072c
143,LTL000143,355,109,455,13,Forge LogisticsTransportLoad 143,2020-05-23,2020-05-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,624417b64b755d12adf4a0e9af6e130b624417b64b755d12adf4a0e9af6e130b
144,LTL000144,342,456,128,8,Unity LogisticsTransportLoad 144,2020-05-24,2020-05-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22a0ad7d8fd655b59ac3b0978f55a2d822a0ad7d8fd655b59ac3b0978f55a2d8
145,LTL000145,200,449,321,4,Willow LogisticsTransportLoad 145,2020-05-25,2020-05-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ca989f0796b594991cb7d46895784984ca989f0796b594991cb7d4689578498
146,LTL000146,456,169,214,1,Atlas LogisticsTransportLoad 146,2020-05-26,2020-05-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1015baef20555dfbb6da743abf62724a1015baef20555dfbb6da743abf62724a
147,LTL000147,35,361,173,3,Ion LogisticsTransportLoad 147,2020-05-27,2020-05-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0bd1bb191be5de3b3fb23c0afc44e18b0bd1bb191be5de3b3fb23c0afc44e18
148,LTL000148,413,130,235,3,Evergreen LogisticsTransportLoad 148,2020-05-28,2020-05-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,679e8ec34011571aad852635619faf96679e8ec34011571aad852635619faf96
149,LTL000149,337,124,263,8,Cedar LogisticsTransportLoad 149,2020-05-29,2020-05-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53960ca98db353288ae2fd1ccaf05f1653960ca98db353288ae2fd1ccaf05f16
150,LTL000150,109,361,61,12,Keystone LogisticsTransportLoad 150,2020-05-30,2020-05-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c51d4b7f6bb5353be45f414374968d02c51d4b7f6bb5353be45f414374968d0
151,LTL000151,408,376,197,1,Quartz LogisticsTransportLoad 151,2020-05-31,2020-05-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d5ed3edb52c507cb407e6749bd5e1a93d5ed3edb52c507cb407e6749bd5e1a9
152,LTL000152,1,252,385,7,Evergreen LogisticsTransportLoad 152,2020-06-01,2020-06-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d76720ddf7a154a9b28d7f44fae854e8d76720ddf7a154a9b28d7f44fae854e8
153,LTL000153,24,234,-1,5,Riverton LogisticsTransportLoad 153,2020-06-02,2020-06-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23f71dea4d0b5a27b8c6db02a739b78b23f71dea4d0b5a27b8c6db02a739b78b
154,LTL000154,455,319,193,5,Evergreen LogisticsTransportLoad 154,2020-06-03,2020-06-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af82ce02c3e65afe8200d9ba625c8ba4af82ce02c3e65afe8200d9ba625c8ba4
155,LTL000155,204,246,307,11,Quartz LogisticsTransportLoad 155,2020-06-04,2020-06-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fff76e0884dc5911b6ebe1331f159548fff76e0884dc5911b6ebe1331f159548
156,LTL000156,213,241,336,5,Unity LogisticsTransportLoad 156,2020-06-05,2020-06-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6328e026ea35ec2a55b45f2a1883321f6328e026ea35ec2a55b45f2a1883321
157,LTL000157,210,258,335,9,Zenith LogisticsTransportLoad 157,2020-06-06,2020-06-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29144abb5aa65386b67eea93c3e2978429144abb5aa65386b67eea93c3e29784
158,LTL000158,455,431,318,5,Vertex LogisticsTransportLoad 158,2020-06-07,2020-06-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a34418e57b845275ba43633e6f4307aea34418e57b845275ba43633e6f4307ae
159,LTL000159,336,87,98,2,Beacon LogisticsTransportLoad 159,2020-06-08,2020-06-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f2154f1f0285278b77ba957a136caf07f2154f1f0285278b77ba957a136caf0
160,LTL000160,60,465,9,11,Forge LogisticsTransportLoad 160,2020-06-09,2020-06-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95633b74b18f52f2b9946630a2ae987495633b74b18f52f2b9946630a2ae9874
161,LTL000161,486,263,477,3,Vertex LogisticsTransportLoad 161,2020-06-10,2020-06-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eed1ae9d677e5d94858b6c057d243dd8eed1ae9d677e5d94858b6c057d243dd8
162,LTL000162,235,2,377,14,Atlas LogisticsTransportLoad 162,2020-06-11,2020-06-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,684f51cf600a577382c08ece19ab3f56684f51cf600a577382c08ece19ab3f56
163,LTL000163,94,84,421,13,Beacon LogisticsTransportLoad 163,2020-06-12,2020-06-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d4ebee17ca75defbfd721a0d45b817c6d4ebee17ca75defbfd721a0d45b817c
164,LTL000164,415,373,264,6,Cedar LogisticsTransportLoad 164,2020-06-13,2020-06-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,314b82fa2b1e5520a95915cd5f208ca7314b82fa2b1e5520a95915cd5f208ca7
165,LTL000165,139,435,84,7,Zenith LogisticsTransportLoad 165,2020-06-14,2020-06-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f001225bebc5ae195b3eca550b384d12f001225bebc5ae195b3eca550b384d1
166,LTL000166,98,348,465,10,Willow LogisticsTransportLoad 166,2020-06-15,2020-06-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,735037abebd45a2386e14e918f7603a1735037abebd45a2386e14e918f7603a1
167,LTL000167,112,26,278,7,Atlas LogisticsTransportLoad 167,2020-06-16,2020-06-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9b260a97fea596181a51a06a2598f30c9b260a97fea596181a51a06a2598f30
168,LTL000168,219,290,1,8,Zenith LogisticsTransportLoad 168,2020-06-17,2020-06-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c95c8d4a30af505589c7f34b6bc71514c95c8d4a30af505589c7f34b6bc71514
169,LTL000169,132,76,39,12,Riverton LogisticsTransportLoad 169,2020-06-18,2020-06-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8db3d8f4c585393a7360f3fbbf70051f8db3d8f4c585393a7360f3fbbf70051
170,LTL000170,297,239,-1,13,Ion LogisticsTransportLoad 170,2020-06-19,2020-06-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,444698e03bcb53a59452b57fd80ed1f1444698e03bcb53a59452b57fd80ed1f1
171,LTL000171,371,37,339,3,Junction LogisticsTransportLoad 171,2020-06-20,2020-06-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9e8ce755ac158b7a3b09afcf8181a76d9e8ce755ac158b7a3b09afcf8181a76
172,LTL000172,313,493,221,7,Orion LogisticsTransportLoad 172,2020-06-21,2020-06-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f45de6faf3f5e84b36bd4dfff53c4e83f45de6faf3f5e84b36bd4dfff53c4e8
173,LTL000173,411,314,258,7,Forge LogisticsTransportLoad 173,2020-06-22,2020-06-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac9e705823925950bc1f3bad33624393ac9e705823925950bc1f3bad33624393
174,LTL000174,294,95,436,14,Quartz LogisticsTransportLoad 174,2020-06-23,2020-06-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3fb891ca5f1529383d64e3dc9847539e3fb891ca5f1529383d64e3dc9847539
175,LTL000175,23,166,70,4,Granite LogisticsTransportLoad 175,2020-06-24,2020-06-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,490ab44708895f69bcab2d24e6fb9a84490ab44708895f69bcab2d24e6fb9a84
176,LTL000176,199,21,362,6,Delta LogisticsTransportLoad 176,2020-06-25,2020-06-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a82d6cd07cb35a35b041aa9c21ff7388a82d6cd07cb35a35b041aa9c21ff7388
177,LTL000177,379,350,67,3,Quartz LogisticsTransportLoad 177,2020-06-26,2020-06-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57749bfe5e6651219e40b44da1d6545757749bfe5e6651219e40b44da1d65457
178,LTL000178,338,206,112,11,Meridian LogisticsTransportLoad 178,2020-06-27,2020-06-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c615f24eda5455f68022011d4b54e39dc615f24eda5455f68022011d4b54e39d
179,LTL000179,198,134,271,9,Vertex LogisticsTransportLoad 179,2020-06-28,2020-06-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a5e2605f0715eb5ab13aaa992d95bc54a5e2605f0715eb5ab13aaa992d95bc5
180,LTL000180,39,222,419,6,Junction LogisticsTransportLoad 180,2020-06-29,2020-06-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08a629c20bc054a880416a866a84465d08a629c20bc054a880416a866a84465d
181,LTL000181,419,179,407,3,Junction LogisticsTransportLoad 181,2020-06-30,2020-06-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,895ea9c3d9be53f49dcdac01760ed1be895ea9c3d9be53f49dcdac01760ed1be
182,LTL000182,163,360,93,4,Liberty LogisticsTransportLoad 182,2020-07-01,2020-07-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03a82b885d7d5482890c95c193e62fe803a82b885d7d5482890c95c193e62fe8
183,LTL000183,272,209,434,3,Atlas LogisticsTransportLoad 183,2020-07-02,2020-07-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c498c50b16b1586c9b348b13b9930fe7c498c50b16b1586c9b348b13b9930fe7
184,LTL000184,476,231,64,6,Delta LogisticsTransportLoad 184,2020-07-03,2020-07-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c43165c4b2e586494a717d099478a951c43165c4b2e586494a717d099478a95
185,LTL000185,90,108,217,14,Willow LogisticsTransportLoad 185,2020-07-04,2020-07-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d43e5c3d2d4558e1ae246d1de3cc6469d43e5c3d2d4558e1ae246d1de3cc6469
186,LTL000186,349,214,236,8,Keystone LogisticsTransportLoad 186,2020-07-05,2020-07-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bae31afd9051565499e0afd58f1f3a36bae31afd9051565499e0afd58f1f3a36
187,LTL000187,218,108,-1,12,Keystone LogisticsTransportLoad 187,2020-07-06,2020-07-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3c94624f4c254768f3b1b52d1bee2e7e3c94624f4c254768f3b1b52d1bee2e7
188,LTL000188,195,347,307,14,Cedar LogisticsTransportLoad 188,2020-07-07,2020-07-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a00f96640445634a74be308a5e842828a00f96640445634a74be308a5e84282
189,LTL000189,42,347,270,6,Liberty LogisticsTransportLoad 189,2020-07-08,2020-07-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6eca92ad8edc5deabdc381959afa921e6eca92ad8edc5deabdc381959afa921e
190,LTL000190,231,124,10,7,Zenith LogisticsTransportLoad 190,2020-07-09,2020-07-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98e908080aac5527891efb184936c55a98e908080aac5527891efb184936c55a
191,LTL000191,378,305,377,12,Quartz LogisticsTransportLoad 191,2020-07-10,2020-07-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7092cf43f08f5490829ccf8f7d236a177092cf43f08f5490829ccf8f7d236a17
192,LTL000192,252,215,454,10,Vertex LogisticsTransportLoad 192,2020-07-11,2020-07-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bc68f31b4305ff198d571c093cc13e32bc68f31b4305ff198d571c093cc13e3
193,LTL000193,91,10,385,8,Liberty LogisticsTransportLoad 193,2020-07-12,2020-07-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5c5834e131d5c7ba336acf223f16d3af5c5834e131d5c7ba336acf223f16d3a
