PurchaseBuyerAssignmentKey,PurchaseBuyerAssignmentCode,PurchaseSourcingDeskKey,PurchaseBuyerAssignmentName,SourceSystemKey,BatchId,LoadedAtUtc
284,PBA000284,34,Junction PurchaseBuyerAssignment 284,1,1,2026-08-24T00:00:00.000
285,PBA000285,200,Quartz PurchaseBuyerAssignment 285,1,1,2026-08-24T00:00:00.000
286,PBA000286,188,Ion PurchaseBuyerAssignment 286,1,1,2026-08-24T00:00:00.000
287,PBA000287,213,Evergreen PurchaseBuyerAssignment 287,1,1,2026-08-24T00:00:00.000
288,PBA000288,175,Harbor PurchaseBuyerAssignment 288,1,1,2026-08-24T00:00:00.000
289,PBA000289,33,Delta PurchaseBuyerAssignment 289,1,1,2026-08-24T00:00:00.000
290,PBA000290,64,Pioneer PurchaseBuyerAssignment 290,1,1,2026-08-24T00:00:00.000
291,PBA000291,2,Atlas PurchaseBuyerAssignment 291,1,1,2026-08-24T00:00:00.000
292,PBA000292,102,Beacon PurchaseBuyerAssignment 292,1,1,2026-08-24T00:00:00.000
293,PBA000293,39,Liberty PurchaseBuyerAssignment 293,1,1,2026-08-24T00:00:00.000
294,PBA000294,92,Junction PurchaseBuyerAssignment 294,1,1,2026-08-24T00:00:00.000
295,PBA000295,156,Zenith PurchaseBuyerAssignment 295,1,1,2026-08-24T00:00:00.000
296,PBA000296,230,Quartz PurchaseBuyerAssignment 296,1,1,2026-08-24T00:00:00.000
297,PBA000297,135,Atlas PurchaseBuyerAssignment 297,1,1,2026-08-24T00:00:00.000
298,PBA000298,179,Ion PurchaseBuyerAssignment 298,1,1,2026-08-24T00:00:00.000
299,PBA000299,54,Evergreen PurchaseBuyerAssignment 299,1,1,2026-08-24T00:00:00.000
300,PBA000300,95,Titan PurchaseBuyerAssignment 300,1,1,2026-08-24T00:00:00.000
301,PBA000301,196,Forge PurchaseBuyerAssignment 301,1,1,2026-08-24T00:00:00.000
302,PBA000302,78,Vertex PurchaseBuyerAssignment 302,1,1,2026-08-24T00:00:00.000
303,PBA000303,138,Summit PurchaseBuyerAssignment 303,1,1,2026-08-24T00:00:00.000
304,PBA000304,35,Quartz PurchaseBuyerAssignment 304,1,1,2026-08-24T00:00:00.000
305,PBA000305,1,Junction PurchaseBuyerAssignment 305,1,1,2026-08-24T00:00:00.000
306,PBA000306,217,Unity PurchaseBuyerAssignment 306,1,1,2026-08-24T00:00:00.000
307,PBA000307,82,Meridian PurchaseBuyerAssignment 307,1,1,2026-08-24T00:00:00.000
308,PBA000308,58,Pioneer PurchaseBuyerAssignment 308,1,1,2026-08-24T00:00:00.000
309,PBA000309,235,Northstar PurchaseBuyerAssignment 309,1,1,2026-08-24T00:00:00.000
310,PBA000310,59,Pioneer PurchaseBuyerAssignment 310,1,1,2026-08-24T00:00:00.000
311,PBA000311,64,Riverton PurchaseBuyerAssignment 311,1,1,2026-08-24T00:00:00.000
312,PBA000312,24,Vertex PurchaseBuyerAssignment 312,1,1,2026-08-24T00:00:00.000
313,PBA000313,23,Meridian PurchaseBuyerAssignment 313,1,1,2026-08-24T00:00:00.000
314,PBA000314,235,Beacon PurchaseBuyerAssignment 314,1,1,2026-08-24T00:00:00.000
315,PBA000315,230,Vertex PurchaseBuyerAssignment 315,1,1,2026-08-24T00:00:00.000
316,PBA000316,34,Ion PurchaseBuyerAssignment 316,1,1,2026-08-24T00:00:00.000
317,PBA000317,32,Forge PurchaseBuyerAssignment 317,1,1,2026-08-24T00:00:00.000
318,PBA000318,143,Granite PurchaseBuyerAssignment 318,1,1,2026-08-24T00:00:00.000
319,PBA000319,238,Forge PurchaseBuyerAssignment 319,1,1,2026-08-24T00:00:00.000
320,PBA000320,24,Quartz PurchaseBuyerAssignment 320,1,1,2026-08-24T00:00:00.000
321,PBA000321,122,Cedar PurchaseBuyerAssignment 321,1,1,2026-08-24T00:00:00.000
322,PBA000322,154,Junction PurchaseBuyerAssignment 322,1,1,2026-08-24T00:00:00.000
323,PBA000323,84,Atlas PurchaseBuyerAssignment 323,1,1,2026-08-24T00:00:00.000
324,PBA000324,55,Pioneer PurchaseBuyerAssignment 324,1,1,2026-08-24T00:00:00.000
325,PBA000325,93,Cedar PurchaseBuyerAssignment 325,1,1,2026-08-24T00:00:00.000
326,PBA000326,55,Quartz PurchaseBuyerAssignment 326,1,1,2026-08-24T00:00:00.000
327,PBA000327,61,Vertex PurchaseBuyerAssignment 327,1,1,2026-08-24T00:00:00.000
328,PBA000328,8,Cedar PurchaseBuyerAssignment 328,1,1,2026-08-24T00:00:00.000
329,PBA000329,142,Riverton PurchaseBuyerAssignment 329,1,1,2026-08-24T00:00:00.000
330,PBA000330,33,Vertex PurchaseBuyerAssignment 330,1,1,2026-08-24T00:00:00.000
331,PBA000331,7,Ion PurchaseBuyerAssignment 331,1,1,2026-08-24T00:00:00.000
332,PBA000332,43,Pioneer PurchaseBuyerAssignment 332,1,1,2026-08-24T00:00:00.000
333,PBA000333,125,Northstar PurchaseBuyerAssignment 333,1,1,2026-08-24T00:00:00.000
334,PBA000334,173,Unity PurchaseBuyerAssignment 334,1,1,2026-08-24T00:00:00.000
335,PBA000335,68,Titan PurchaseBuyerAssignment 335,1,1,2026-08-24T00:00:00.000
336,PBA000336,36,Harbor PurchaseBuyerAssignment 336,1,1,2026-08-24T00:00:00.000
337,PBA000337,233,Quartz PurchaseBuyerAssignment 337,1,1,2026-08-24T00:00:00.000
338,PBA000338,191,Willow PurchaseBuyerAssignment 338,1,1,2026-08-24T00:00:00.000
339,PBA000339,225,Northstar PurchaseBuyerAssignment 339,1,1,2026-08-24T00:00:00.000
340,PBA000340,52,Unity PurchaseBuyerAssignment 340,1,1,2026-08-24T00:00:00.000
341,PBA000341,207,Forge PurchaseBuyerAssignment 341,1,1,2026-08-24T00:00:00.000
342,PBA000342,78,Orion PurchaseBuyerAssignment 342,1,1,2026-08-24T00:00:00.000
343,PBA000343,230,Granite PurchaseBuyerAssignment 343,1,1,2026-08-24T00:00:00.000
344,PBA000344,166,Vertex PurchaseBuyerAssignment 344,1,1,2026-08-24T00:00:00.000
345,PBA000345,42,Ion PurchaseBuyerAssignment 345,1,1,2026-08-24T00:00:00.000
346,PBA000346,99,Ion PurchaseBuyerAssignment 346,1,1,2026-08-24T00:00:00.000
347,PBA000347,217,Vertex PurchaseBuyerAssignment 347,1,1,2026-08-24T00:00:00.000
348,PBA000348,74,Beacon PurchaseBuyerAssignment 348,1,1,2026-08-24T00:00:00.000
349,PBA000349,83,Zenith PurchaseBuyerAssignment 349,1,1,2026-08-24T00:00:00.000
350,PBA000350,134,Northstar PurchaseBuyerAssignment 350,1,1,2026-08-24T00:00:00.000
351,PBA000351,136,Delta PurchaseBuyerAssignment 351,1,1,2026-08-24T00:00:00.000
352,PBA000352,177,Granite PurchaseBuyerAssignment 352,1,1,2026-08-24T00:00:00.000
353,PBA000353,70,Zenith PurchaseBuyerAssignment 353,1,1,2026-08-24T00:00:00.000
354,PBA000354,188,Junction PurchaseBuyerAssignment 354,1,1,2026-08-24T00:00:00.000
355,PBA000355,182,Riverton PurchaseBuyerAssignment 355,1,1,2026-08-24T00:00:00.000
356,PBA000356,20,Granite PurchaseBuyerAssignment 356,1,1,2026-08-24T00:00:00.000
357,PBA000357,93,Keystone PurchaseBuyerAssignment 357,1,1,2026-08-24T00:00:00.000
358,PBA000358,21,Granite PurchaseBuyerAssignment 358,1,1,2026-08-24T00:00:00.000
359,PBA000359,161,Summit PurchaseBuyerAssignment 359,1,1,2026-08-24T00:00:00.000
360,PBA000360,226,Harbor PurchaseBuyerAssignment 360,1,1,2026-08-24T00:00:00.000
361,PBA000361,38,Summit PurchaseBuyerAssignment 361,1,1,2026-08-24T00:00:00.000
362,PBA000362,124,Riverton PurchaseBuyerAssignment 362,1,1,2026-08-24T00:00:00.000
363,PBA000363,168,Zenith PurchaseBuyerAssignment 363,1,1,2026-08-24T00:00:00.000
364,PBA000364,233,Harbor PurchaseBuyerAssignment 364,1,1,2026-08-24T00:00:00.000
365,PBA000365,131,Beacon PurchaseBuyerAssignment 365,1,1,2026-08-24T00:00:00.000
366,PBA000366,179,Summit PurchaseBuyerAssignment 366,1,1,2026-08-24T00:00:00.000
367,PBA000367,121,Riverton PurchaseBuyerAssignment 367,1,1,2026-08-24T00:00:00.000
368,PBA000368,8,Liberty PurchaseBuyerAssignment 368,1,1,2026-08-24T00:00:00.000
369,PBA000369,105,Summit PurchaseBuyerAssignment 369,1,1,2026-08-24T00:00:00.000
370,PBA000370,200,Northstar PurchaseBuyerAssignment 370,1,1,2026-08-24T00:00:00.000
371,PBA000371,129,Titan PurchaseBuyerAssignment 371,1,1,2026-08-24T00:00:00.000
372,PBA000372,236,Delta PurchaseBuyerAssignment 372,1,1,2026-08-24T00:00:00.000
373,PBA000373,43,Forge PurchaseBuyerAssignment 373,1,1,2026-08-24T00:00:00.000
374,PBA000374,50,Titan PurchaseBuyerAssignment 374,1,1,2026-08-24T00:00:00.000
375,PBA000375,191,Atlas PurchaseBuyerAssignment 375,1,1,2026-08-24T00:00:00.000
376,PBA000376,216,Titan PurchaseBuyerAssignment 376,1,1,2026-08-24T00:00:00.000
377,PBA000377,35,Zenith PurchaseBuyerAssignment 377,1,1,2026-08-24T00:00:00.000
378,PBA000378,141,Orion PurchaseBuyerAssignment 378,1,1,2026-08-24T00:00:00.000
379,PBA000379,231,Pioneer PurchaseBuyerAssignment 379,1,1,2026-08-24T00:00:00.000
380,PBA000380,218,Delta PurchaseBuyerAssignment 380,1,1,2026-08-24T00:00:00.000
381,PBA000381,168,Willow PurchaseBuyerAssignment 381,1,1,2026-08-24T00:00:00.000
382,PBA000382,197,Willow PurchaseBuyerAssignment 382,1,1,2026-08-24T00:00:00.000
383,PBA000383,80,Atlas PurchaseBuyerAssignment 383,1,1,2026-08-24T00:00:00.000
384,PBA000384,88,Ion PurchaseBuyerAssignment 384,1,1,2026-08-24T00:00:00.000
385,PBA000385,42,Vertex PurchaseBuyerAssignment 385,1,1,2026-08-24T00:00:00.000
386,PBA000386,205,Pioneer PurchaseBuyerAssignment 386,1,1,2026-08-24T00:00:00.000
387,PBA000387,128,Unity PurchaseBuyerAssignment 387,1,1,2026-08-24T00:00:00.000
388,PBA000388,81,Zenith PurchaseBuyerAssignment 388,1,1,2026-08-24T00:00:00.000
389,PBA000389,234,Beacon PurchaseBuyerAssignment 389,1,1,2026-08-24T00:00:00.000
390,PBA000390,141,Vertex PurchaseBuyerAssignment 390,1,1,2026-08-24T00:00:00.000
391,PBA000391,33,Atlas PurchaseBuyerAssignment 391,1,1,2026-08-24T00:00:00.000
392,PBA000392,44,Granite PurchaseBuyerAssignment 392,1,1,2026-08-24T00:00:00.000
393,PBA000393,90,Quartz PurchaseBuyerAssignment 393,1,1,2026-08-24T00:00:00.000
394,PBA000394,72,Titan PurchaseBuyerAssignment 394,1,1,2026-08-24T00:00:00.000
395,PBA000395,61,Quartz PurchaseBuyerAssignment 395,1,1,2026-08-24T00:00:00.000
396,PBA000396,47,Liberty PurchaseBuyerAssignment 396,1,1,2026-08-24T00:00:00.000
397,PBA000397,194,Meridian PurchaseBuyerAssignment 397,1,1,2026-08-24T00:00:00.000
398,PBA000398,35,Pioneer PurchaseBuyerAssignment 398,1,1,2026-08-24T00:00:00.000
399,PBA000399,208,Delta PurchaseBuyerAssignment 399,1,1,2026-08-24T00:00:00.000
400,PBA000400,165,Liberty PurchaseBuyerAssignment 400,1,1,2026-08-24T00:00:00.000
401,PBA000401,137,Orion PurchaseBuyerAssignment 401,1,1,2026-08-24T00:00:00.000
402,PBA000402,74,Pioneer PurchaseBuyerAssignment 402,1,1,2026-08-24T00:00:00.000
403,PBA000403,63,Keystone PurchaseBuyerAssignment 403,1,1,2026-08-24T00:00:00.000
404,PBA000404,222,Titan PurchaseBuyerAssignment 404,1,1,2026-08-24T00:00:00.000
405,PBA000405,100,Granite PurchaseBuyerAssignment 405,1,1,2026-08-24T00:00:00.000
406,PBA000406,85,Vertex PurchaseBuyerAssignment 406,1,1,2026-08-24T00:00:00.000
407,PBA000407,73,Junction PurchaseBuyerAssignment 407,1,1,2026-08-24T00:00:00.000
408,PBA000408,12,Delta PurchaseBuyerAssignment 408,1,1,2026-08-24T00:00:00.000
409,PBA000409,219,Northstar PurchaseBuyerAssignment 409,1,1,2026-08-24T00:00:00.000
410,PBA000410,188,Evergreen PurchaseBuyerAssignment 410,1,1,2026-08-24T00:00:00.000
411,PBA000411,34,Ion PurchaseBuyerAssignment 411,1,1,2026-08-24T00:00:00.000
412,PBA000412,126,Meridian PurchaseBuyerAssignment 412,1,1,2026-08-24T00:00:00.000
413,PBA000413,166,Evergreen PurchaseBuyerAssignment 413,1,1,2026-08-24T00:00:00.000
414,PBA000414,178,Granite PurchaseBuyerAssignment 414,1,1,2026-08-24T00:00:00.000
415,PBA000415,184,Keystone PurchaseBuyerAssignment 415,1,1,2026-08-24T00:00:00.000
416,PBA000416,162,Liberty PurchaseBuyerAssignment 416,1,1,2026-08-24T00:00:00.000
417,PBA000417,179,Cedar PurchaseBuyerAssignment 417,1,1,2026-08-24T00:00:00.000
418,PBA000418,35,Keystone PurchaseBuyerAssignment 418,1,1,2026-08-24T00:00:00.000
419,PBA000419,66,Harbor PurchaseBuyerAssignment 419,1,1,2026-08-24T00:00:00.000
420,PBA000420,105,Delta PurchaseBuyerAssignment 420,1,1,2026-08-24T00:00:00.000
421,PBA000421,183,Granite PurchaseBuyerAssignment 421,1,1,2026-08-24T00:00:00.000
422,PBA000422,227,Ion PurchaseBuyerAssignment 422,1,1,2026-08-24T00:00:00.000
423,PBA000423,168,Willow PurchaseBuyerAssignment 423,1,1,2026-08-24T00:00:00.000
424,PBA000424,50,Junction PurchaseBuyerAssignment 424,1,1,2026-08-24T00:00:00.000
425,PBA000425,214,Delta PurchaseBuyerAssignment 425,1,1,2026-08-24T00:00:00.000
426,PBA000426,48,Junction PurchaseBuyerAssignment 426,1,1,2026-08-24T00:00:00.000
427,PBA000427,222,Pioneer PurchaseBuyerAssignment 427,1,1,2026-08-24T00:00:00.000
428,PBA000428,64,Willow PurchaseBuyerAssignment 428,1,1,2026-08-24T00:00:00.000
429,PBA000429,101,Meridian PurchaseBuyerAssignment 429,1,1,2026-08-24T00:00:00.000
430,PBA000430,37,Quartz PurchaseBuyerAssignment 430,1,1,2026-08-24T00:00:00.000
431,PBA000431,228,Willow PurchaseBuyerAssignment 431,1,1,2026-08-24T00:00:00.000
432,PBA000432,171,Riverton PurchaseBuyerAssignment 432,1,1,2026-08-24T00:00:00.000
433,PBA000433,233,Harbor PurchaseBuyerAssignment 433,1,1,2026-08-24T00:00:00.000
434,PBA000434,37,Summit PurchaseBuyerAssignment 434,1,1,2026-08-24T00:00:00.000
435,PBA000435,169,Meridian PurchaseBuyerAssignment 435,1,1,2026-08-24T00:00:00.000
436,PBA000436,54,Titan PurchaseBuyerAssignment 436,1,1,2026-08-24T00:00:00.000
437,PBA000437,215,Zenith PurchaseBuyerAssignment 437,1,1,2026-08-24T00:00:00.000
438,PBA000438,185,Unity PurchaseBuyerAssignment 438,1,1,2026-08-24T00:00:00.000
439,PBA000439,211,Pioneer PurchaseBuyerAssignment 439,1,1,2026-08-24T00:00:00.000
440,PBA000440,90,Delta PurchaseBuyerAssignment 440,1,1,2026-08-24T00:00:00.000
441,PBA000441,169,Riverton PurchaseBuyerAssignment 441,1,1,2026-08-24T00:00:00.000
442,PBA000442,147,Riverton PurchaseBuyerAssignment 442,1,1,2026-08-24T00:00:00.000
443,PBA000443,1,Zenith PurchaseBuyerAssignment 443,1,1,2026-08-24T00:00:00.000
444,PBA000444,34,Beacon PurchaseBuyerAssignment 444,1,1,2026-08-24T00:00:00.000
445,PBA000445,203,Summit PurchaseBuyerAssignment 445,1,1,2026-08-24T00:00:00.000
446,PBA000446,166,Pioneer PurchaseBuyerAssignment 446,1,1,2026-08-24T00:00:00.000
447,PBA000447,23,Willow PurchaseBuyerAssignment 447,1,1,2026-08-24T00:00:00.000
448,PBA000448,129,Beacon PurchaseBuyerAssignment 448,1,1,2026-08-24T00:00:00.000
449,PBA000449,52,Cedar PurchaseBuyerAssignment 449,1,1,2026-08-24T00:00:00.000
450,PBA000450,53,Zenith PurchaseBuyerAssignment 450,1,1,2026-08-24T00:00:00.000
451,PBA000451,4,Cedar PurchaseBuyerAssignment 451,1,1,2026-08-24T00:00:00.000
452,PBA000452,100,Granite PurchaseBuyerAssignment 452,1,1,2026-08-24T00:00:00.000
453,PBA000453,206,Summit PurchaseBuyerAssignment 453,1,1,2026-08-24T00:00:00.000
454,PBA000454,215,Pioneer PurchaseBuyerAssignment 454,1,1,2026-08-24T00:00:00.000
455,PBA000455,87,Riverton PurchaseBuyerAssignment 455,1,1,2026-08-24T00:00:00.000
456,PBA000456,18,Northstar PurchaseBuyerAssignment 456,1,1,2026-08-24T00:00:00.000
457,PBA000457,206,Cedar PurchaseBuyerAssignment 457,1,1,2026-08-24T00:00:00.000
458,PBA000458,228,Vertex PurchaseBuyerAssignment 458,1,1,2026-08-24T00:00:00.000
459,PBA000459,62,Liberty PurchaseBuyerAssignment 459,1,1,2026-08-24T00:00:00.000
460,PBA000460,235,Pioneer PurchaseBuyerAssignment 460,1,1,2026-08-24T00:00:00.000
461,PBA000461,187,Delta PurchaseBuyerAssignment 461,1,1,2026-08-24T00:00:00.000
462,PBA000462,209,Atlas PurchaseBuyerAssignment 462,1,1,2026-08-24T00:00:00.000
463,PBA000463,214,Zenith PurchaseBuyerAssignment 463,1,1,2026-08-24T00:00:00.000
464,PBA000464,120,Keystone PurchaseBuyerAssignment 464,1,1,2026-08-24T00:00:00.000
465,PBA000465,98,Northstar PurchaseBuyerAssignment 465,1,1,2026-08-24T00:00:00.000
466,PBA000466,87,Atlas PurchaseBuyerAssignment 466,1,1,2026-08-24T00:00:00.000
467,PBA000467,208,Junction PurchaseBuyerAssignment 467,1,1,2026-08-24T00:00:00.000
468,PBA000468,151,Titan PurchaseBuyerAssignment 468,1,1,2026-08-24T00:00:00.000
469,PBA000469,201,Northstar PurchaseBuyerAssignment 469,1,1,2026-08-24T00:00:00.000
470,PBA000470,238,Pioneer PurchaseBuyerAssignment 470,1,1,2026-08-24T00:00:00.000
471,PBA000471,228,Forge PurchaseBuyerAssignment 471,1,1,2026-08-24T00:00:00.000
472,PBA000472,14,Riverton PurchaseBuyerAssignment 472,1,1,2026-08-24T00:00:00.000
473,PBA000473,46,Riverton PurchaseBuyerAssignment 473,1,1,2026-08-24T00:00:00.000
474,PBA000474,189,Evergreen PurchaseBuyerAssignment 474,1,1,2026-08-24T00:00:00.000
475,PBA000475,24,Ion PurchaseBuyerAssignment 475,1,1,2026-08-24T00:00:00.000
476,PBA000476,138,Delta PurchaseBuyerAssignment 476,1,1,2026-08-24T00:00:00.000
477,PBA000477,123,Junction PurchaseBuyerAssignment 477,1,1,2026-08-24T00:00:00.000
478,PBA000478,39,Zenith PurchaseBuyerAssignment 478,1,1,2026-08-24T00:00:00.000
479,PBA000479,145,Quartz PurchaseBuyerAssignment 479,1,1,2026-08-24T00:00:00.000
480,PBA000480,65,Zenith PurchaseBuyerAssignment 480,1,1,2026-08-24T00:00:00.000
481,PBA000481,214,Delta PurchaseBuyerAssignment 481,1,1,2026-08-24T00:00:00.000
482,PBA000482,17,Harbor PurchaseBuyerAssignment 482,1,1,2026-08-24T00:00:00.000
483,PBA000483,119,Liberty PurchaseBuyerAssignment 483,1,1,2026-08-24T00:00:00.000
484,PBA000484,94,Atlas PurchaseBuyerAssignment 484,1,1,2026-08-24T00:00:00.000
485,PBA000485,105,Orion PurchaseBuyerAssignment 485,1,1,2026-08-24T00:00:00.000
486,PBA000486,226,Northstar PurchaseBuyerAssignment 486,1,1,2026-08-24T00:00:00.000
487,PBA000487,37,Riverton PurchaseBuyerAssignment 487,1,1,2026-08-24T00:00:00.000
488,PBA000488,134,Quartz PurchaseBuyerAssignment 488,1,1,2026-08-24T00:00:00.000
489,PBA000489,11,Beacon PurchaseBuyerAssignment 489,1,1,2026-08-24T00:00:00.000
490,PBA000490,181,Harbor PurchaseBuyerAssignment 490,1,1,2026-08-24T00:00:00.000
491,PBA000491,227,Quartz PurchaseBuyerAssignment 491,1,1,2026-08-24T00:00:00.000
492,PBA000492,25,Quartz PurchaseBuyerAssignment 492,1,1,2026-08-24T00:00:00.000
493,PBA000493,151,Vertex PurchaseBuyerAssignment 493,1,1,2026-08-24T00:00:00.000
494,PBA000494,47,Harbor PurchaseBuyerAssignment 494,1,1,2026-08-24T00:00:00.000
495,PBA000495,190,Orion PurchaseBuyerAssignment 495,1,1,2026-08-24T00:00:00.000
496,PBA000496,12,Beacon PurchaseBuyerAssignment 496,1,1,2026-08-24T00:00:00.000
497,PBA000497,140,Forge PurchaseBuyerAssignment 497,1,1,2026-08-24T00:00:00.000
498,PBA000498,35,Orion PurchaseBuyerAssignment 498,1,1,2026-08-24T00:00:00.000
499,PBA000499,139,Summit PurchaseBuyerAssignment 499,1,1,2026-08-24T00:00:00.000
500,PBA000500,181,Liberty PurchaseBuyerAssignment 500,1,1,2026-08-24T00:00:00.000
