LogisticsCarrierServiceKey,LogisticsCarrierServiceCode,LogisticsCarrierKey,LogisticsCarrierServiceName,SourceSystemKey,BatchId,LoadedAtUtc
303,LCS000303,116,Liberty LogisticsCarrierService 303,1,1,2026-08-24T00:00:00.000
304,LCS000304,331,Unity LogisticsCarrierService 304,1,1,2026-08-24T00:00:00.000
305,LCS000305,225,Quartz LogisticsCarrierService 305,1,1,2026-08-24T00:00:00.000
306,LCS000306,499,Atlas LogisticsCarrierService 306,1,1,2026-08-24T00:00:00.000
307,LCS000307,410,Liberty LogisticsCarrierService 307,1,1,2026-08-24T00:00:00.000
308,LCS000308,97,Atlas LogisticsCarrierService 308,1,1,2026-08-24T00:00:00.000
309,LCS000309,433,Delta LogisticsCarrierService 309,1,1,2026-08-24T00:00:00.000
310,LCS000310,12,Evergreen LogisticsCarrierService 310,1,1,2026-08-24T00:00:00.000
311,LCS000311,141,Cedar LogisticsCarrierService 311,1,1,2026-08-24T00:00:00.000
312,LCS000312,7,Delta LogisticsCarrierService 312,1,1,2026-08-24T00:00:00.000
313,LCS000313,405,Pioneer LogisticsCarrierService 313,1,1,2026-08-24T00:00:00.000
314,LCS000314,347,Willow LogisticsCarrierService 314,1,1,2026-08-24T00:00:00.000
315,LCS000315,3,Forge LogisticsCarrierService 315,1,1,2026-08-24T00:00:00.000
316,LCS000316,413,Quartz LogisticsCarrierService 316,1,1,2026-08-24T00:00:00.000
317,LCS000317,429,Evergreen LogisticsCarrierService 317,1,1,2026-08-24T00:00:00.000
318,LCS000318,239,Cedar LogisticsCarrierService 318,1,1,2026-08-24T00:00:00.000
319,LCS000319,292,Northstar LogisticsCarrierService 319,1,1,2026-08-24T00:00:00.000
320,LCS000320,491,Northstar LogisticsCarrierService 320,1,1,2026-08-24T00:00:00.000
321,LCS000321,71,Quartz LogisticsCarrierService 321,1,1,2026-08-24T00:00:00.000
322,LCS000322,251,Orion LogisticsCarrierService 322,1,1,2026-08-24T00:00:00.000
323,LCS000323,180,Junction LogisticsCarrierService 323,1,1,2026-08-24T00:00:00.000
324,LCS000324,433,Keystone LogisticsCarrierService 324,1,1,2026-08-24T00:00:00.000
325,LCS000325,178,Keystone LogisticsCarrierService 325,1,1,2026-08-24T00:00:00.000
326,LCS000326,12,Ion LogisticsCarrierService 326,1,1,2026-08-24T00:00:00.000
327,LCS000327,297,Evergreen LogisticsCarrierService 327,1,1,2026-08-24T00:00:00.000
328,LCS000328,288,Junction LogisticsCarrierService 328,1,1,2026-08-24T00:00:00.000
329,LCS000329,159,Vertex LogisticsCarrierService 329,1,1,2026-08-24T00:00:00.000
330,LCS000330,462,Keystone LogisticsCarrierService 330,1,1,2026-08-24T00:00:00.000
331,LCS000331,324,Orion LogisticsCarrierService 331,1,1,2026-08-24T00:00:00.000
332,LCS000332,56,Orion LogisticsCarrierService 332,1,1,2026-08-24T00:00:00.000
333,LCS000333,15,Pioneer LogisticsCarrierService 333,1,1,2026-08-24T00:00:00.000
334,LCS000334,351,Granite LogisticsCarrierService 334,1,1,2026-08-24T00:00:00.000
335,LCS000335,121,Vertex LogisticsCarrierService 335,1,1,2026-08-24T00:00:00.000
336,LCS000336,320,Pioneer LogisticsCarrierService 336,1,1,2026-08-24T00:00:00.000
337,LCS000337,348,Junction LogisticsCarrierService 337,1,1,2026-08-24T00:00:00.000
338,LCS000338,158,Northstar LogisticsCarrierService 338,1,1,2026-08-24T00:00:00.000
339,LCS000339,430,Northstar LogisticsCarrierService 339,1,1,2026-08-24T00:00:00.000
340,LCS000340,186,Willow LogisticsCarrierService 340,1,1,2026-08-24T00:00:00.000
341,LCS000341,498,Ion LogisticsCarrierService 341,1,1,2026-08-24T00:00:00.000
342,LCS000342,199,Delta LogisticsCarrierService 342,1,1,2026-08-24T00:00:00.000
343,LCS000343,420,Junction LogisticsCarrierService 343,1,1,2026-08-24T00:00:00.000
344,LCS000344,68,Keystone LogisticsCarrierService 344,1,1,2026-08-24T00:00:00.000
345,LCS000345,219,Delta LogisticsCarrierService 345,1,1,2026-08-24T00:00:00.000
346,LCS000346,495,Delta LogisticsCarrierService 346,1,1,2026-08-24T00:00:00.000
347,LCS000347,113,Harbor LogisticsCarrierService 347,1,1,2026-08-24T00:00:00.000
348,LCS000348,206,Northstar LogisticsCarrierService 348,1,1,2026-08-24T00:00:00.000
349,LCS000349,10,Northstar LogisticsCarrierService 349,1,1,2026-08-24T00:00:00.000
350,LCS000350,325,Willow LogisticsCarrierService 350,1,1,2026-08-24T00:00:00.000
351,LCS000351,404,Forge LogisticsCarrierService 351,1,1,2026-08-24T00:00:00.000
352,LCS000352,345,Pioneer LogisticsCarrierService 352,1,1,2026-08-24T00:00:00.000
353,LCS000353,195,Forge LogisticsCarrierService 353,1,1,2026-08-24T00:00:00.000
354,LCS000354,17,Zenith LogisticsCarrierService 354,1,1,2026-08-24T00:00:00.000
355,LCS000355,438,Meridian LogisticsCarrierService 355,1,1,2026-08-24T00:00:00.000
356,LCS000356,150,Granite LogisticsCarrierService 356,1,1,2026-08-24T00:00:00.000
357,LCS000357,93,Delta LogisticsCarrierService 357,1,1,2026-08-24T00:00:00.000
358,LCS000358,418,Junction LogisticsCarrierService 358,1,1,2026-08-24T00:00:00.000
359,LCS000359,4,Atlas LogisticsCarrierService 359,1,1,2026-08-24T00:00:00.000
360,LCS000360,495,Atlas LogisticsCarrierService 360,1,1,2026-08-24T00:00:00.000
361,LCS000361,147,Pioneer LogisticsCarrierService 361,1,1,2026-08-24T00:00:00.000
362,LCS000362,407,Northstar LogisticsCarrierService 362,1,1,2026-08-24T00:00:00.000
363,LCS000363,351,Atlas LogisticsCarrierService 363,1,1,2026-08-24T00:00:00.000
364,LCS000364,85,Keystone LogisticsCarrierService 364,1,1,2026-08-24T00:00:00.000
365,LCS000365,473,Ion LogisticsCarrierService 365,1,1,2026-08-24T00:00:00.000
366,LCS000366,95,Junction LogisticsCarrierService 366,1,1,2026-08-24T00:00:00.000
367,LCS000367,361,Harbor LogisticsCarrierService 367,1,1,2026-08-24T00:00:00.000
368,LCS000368,365,Northstar LogisticsCarrierService 368,1,1,2026-08-24T00:00:00.000
369,LCS000369,141,Ion LogisticsCarrierService 369,1,1,2026-08-24T00:00:00.000
370,LCS000370,179,Keystone LogisticsCarrierService 370,1,1,2026-08-24T00:00:00.000
371,LCS000371,134,Junction LogisticsCarrierService 371,1,1,2026-08-24T00:00:00.000
372,LCS000372,153,Delta LogisticsCarrierService 372,1,1,2026-08-24T00:00:00.000
373,LCS000373,279,Liberty LogisticsCarrierService 373,1,1,2026-08-24T00:00:00.000
374,LCS000374,270,Harbor LogisticsCarrierService 374,1,1,2026-08-24T00:00:00.000
375,LCS000375,33,Willow LogisticsCarrierService 375,1,1,2026-08-24T00:00:00.000
376,LCS000376,234,Orion LogisticsCarrierService 376,1,1,2026-08-24T00:00:00.000
377,LCS000377,402,Junction LogisticsCarrierService 377,1,1,2026-08-24T00:00:00.000
378,LCS000378,174,Harbor LogisticsCarrierService 378,1,1,2026-08-24T00:00:00.000
379,LCS000379,245,Summit LogisticsCarrierService 379,1,1,2026-08-24T00:00:00.000
380,LCS000380,154,Cedar LogisticsCarrierService 380,1,1,2026-08-24T00:00:00.000
381,LCS000381,429,Vertex LogisticsCarrierService 381,1,1,2026-08-24T00:00:00.000
382,LCS000382,152,Zenith LogisticsCarrierService 382,1,1,2026-08-24T00:00:00.000
383,LCS000383,95,Forge LogisticsCarrierService 383,1,1,2026-08-24T00:00:00.000
384,LCS000384,128,Liberty LogisticsCarrierService 384,1,1,2026-08-24T00:00:00.000
385,LCS000385,255,Quartz LogisticsCarrierService 385,1,1,2026-08-24T00:00:00.000
386,LCS000386,149,Liberty LogisticsCarrierService 386,1,1,2026-08-24T00:00:00.000
387,LCS000387,323,Junction LogisticsCarrierService 387,1,1,2026-08-24T00:00:00.000
388,LCS000388,332,Quartz LogisticsCarrierService 388,1,1,2026-08-24T00:00:00.000
389,LCS000389,304,Northstar LogisticsCarrierService 389,1,1,2026-08-24T00:00:00.000
390,LCS000390,440,Forge LogisticsCarrierService 390,1,1,2026-08-24T00:00:00.000
391,LCS000391,334,Summit LogisticsCarrierService 391,1,1,2026-08-24T00:00:00.000
392,LCS000392,177,Liberty LogisticsCarrierService 392,1,1,2026-08-24T00:00:00.000
393,LCS000393,191,Riverton LogisticsCarrierService 393,1,1,2026-08-24T00:00:00.000
394,LCS000394,466,Cedar LogisticsCarrierService 394,1,1,2026-08-24T00:00:00.000
395,LCS000395,278,Unity LogisticsCarrierService 395,1,1,2026-08-24T00:00:00.000
396,LCS000396,46,Evergreen LogisticsCarrierService 396,1,1,2026-08-24T00:00:00.000
397,LCS000397,44,Northstar LogisticsCarrierService 397,1,1,2026-08-24T00:00:00.000
398,LCS000398,252,Unity LogisticsCarrierService 398,1,1,2026-08-24T00:00:00.000
399,LCS000399,298,Junction LogisticsCarrierService 399,1,1,2026-08-24T00:00:00.000
400,LCS000400,328,Summit LogisticsCarrierService 400,1,1,2026-08-24T00:00:00.000
401,LCS000401,65,Granite LogisticsCarrierService 401,1,1,2026-08-24T00:00:00.000
402,LCS000402,408,Vertex LogisticsCarrierService 402,1,1,2026-08-24T00:00:00.000
403,LCS000403,459,Quartz LogisticsCarrierService 403,1,1,2026-08-24T00:00:00.000
404,LCS000404,164,Orion LogisticsCarrierService 404,1,1,2026-08-24T00:00:00.000
405,LCS000405,81,Orion LogisticsCarrierService 405,1,1,2026-08-24T00:00:00.000
406,LCS000406,10,Willow LogisticsCarrierService 406,1,1,2026-08-24T00:00:00.000
407,LCS000407,101,Zenith LogisticsCarrierService 407,1,1,2026-08-24T00:00:00.000
408,LCS000408,447,Summit LogisticsCarrierService 408,1,1,2026-08-24T00:00:00.000
409,LCS000409,354,Liberty LogisticsCarrierService 409,1,1,2026-08-24T00:00:00.000
410,LCS000410,422,Ion LogisticsCarrierService 410,1,1,2026-08-24T00:00:00.000
411,LCS000411,350,Vertex LogisticsCarrierService 411,1,1,2026-08-24T00:00:00.000
412,LCS000412,176,Summit LogisticsCarrierService 412,1,1,2026-08-24T00:00:00.000
413,LCS000413,110,Granite LogisticsCarrierService 413,1,1,2026-08-24T00:00:00.000
414,LCS000414,474,Cedar LogisticsCarrierService 414,1,1,2026-08-24T00:00:00.000
415,LCS000415,312,Cedar LogisticsCarrierService 415,1,1,2026-08-24T00:00:00.000
416,LCS000416,36,Pioneer LogisticsCarrierService 416,1,1,2026-08-24T00:00:00.000
417,LCS000417,379,Quartz LogisticsCarrierService 417,1,1,2026-08-24T00:00:00.000
418,LCS000418,79,Junction LogisticsCarrierService 418,1,1,2026-08-24T00:00:00.000
419,LCS000419,268,Zenith LogisticsCarrierService 419,1,1,2026-08-24T00:00:00.000
420,LCS000420,378,Summit LogisticsCarrierService 420,1,1,2026-08-24T00:00:00.000
421,LCS000421,197,Ion LogisticsCarrierService 421,1,1,2026-08-24T00:00:00.000
422,LCS000422,485,Titan LogisticsCarrierService 422,1,1,2026-08-24T00:00:00.000
423,LCS000423,415,Junction LogisticsCarrierService 423,1,1,2026-08-24T00:00:00.000
424,LCS000424,8,Forge LogisticsCarrierService 424,1,1,2026-08-24T00:00:00.000
425,LCS000425,452,Atlas LogisticsCarrierService 425,1,1,2026-08-24T00:00:00.000
426,LCS000426,34,Junction LogisticsCarrierService 426,1,1,2026-08-24T00:00:00.000
427,LCS000427,320,Unity LogisticsCarrierService 427,1,1,2026-08-24T00:00:00.000
428,LCS000428,438,Riverton LogisticsCarrierService 428,1,1,2026-08-24T00:00:00.000
429,LCS000429,499,Meridian LogisticsCarrierService 429,1,1,2026-08-24T00:00:00.000
430,LCS000430,354,Northstar LogisticsCarrierService 430,1,1,2026-08-24T00:00:00.000
431,LCS000431,153,Summit LogisticsCarrierService 431,1,1,2026-08-24T00:00:00.000
432,LCS000432,496,Northstar LogisticsCarrierService 432,1,1,2026-08-24T00:00:00.000
433,LCS000433,48,Riverton LogisticsCarrierService 433,1,1,2026-08-24T00:00:00.000
434,LCS000434,47,Ion LogisticsCarrierService 434,1,1,2026-08-24T00:00:00.000
435,LCS000435,45,Liberty LogisticsCarrierService 435,1,1,2026-08-24T00:00:00.000
436,LCS000436,274,Unity LogisticsCarrierService 436,1,1,2026-08-24T00:00:00.000
437,LCS000437,293,Beacon LogisticsCarrierService 437,1,1,2026-08-24T00:00:00.000
438,LCS000438,19,Zenith LogisticsCarrierService 438,1,1,2026-08-24T00:00:00.000
439,LCS000439,282,Delta LogisticsCarrierService 439,1,1,2026-08-24T00:00:00.000
440,LCS000440,336,Titan LogisticsCarrierService 440,1,1,2026-08-24T00:00:00.000
441,LCS000441,189,Riverton LogisticsCarrierService 441,1,1,2026-08-24T00:00:00.000
442,LCS000442,476,Evergreen LogisticsCarrierService 442,1,1,2026-08-24T00:00:00.000
443,LCS000443,116,Delta LogisticsCarrierService 443,1,1,2026-08-24T00:00:00.000
444,LCS000444,500,Pioneer LogisticsCarrierService 444,1,1,2026-08-24T00:00:00.000
445,LCS000445,237,Meridian LogisticsCarrierService 445,1,1,2026-08-24T00:00:00.000
446,LCS000446,60,Unity LogisticsCarrierService 446,1,1,2026-08-24T00:00:00.000
447,LCS000447,220,Pioneer LogisticsCarrierService 447,1,1,2026-08-24T00:00:00.000
448,LCS000448,479,Cedar LogisticsCarrierService 448,1,1,2026-08-24T00:00:00.000
449,LCS000449,485,Quartz LogisticsCarrierService 449,1,1,2026-08-24T00:00:00.000
450,LCS000450,239,Cedar LogisticsCarrierService 450,1,1,2026-08-24T00:00:00.000
451,LCS000451,416,Northstar LogisticsCarrierService 451,1,1,2026-08-24T00:00:00.000
452,LCS000452,256,Willow LogisticsCarrierService 452,1,1,2026-08-24T00:00:00.000
453,LCS000453,89,Orion LogisticsCarrierService 453,1,1,2026-08-24T00:00:00.000
454,LCS000454,47,Unity LogisticsCarrierService 454,1,1,2026-08-24T00:00:00.000
455,LCS000455,313,Atlas LogisticsCarrierService 455,1,1,2026-08-24T00:00:00.000
456,LCS000456,494,Riverton LogisticsCarrierService 456,1,1,2026-08-24T00:00:00.000
457,LCS000457,139,Pioneer LogisticsCarrierService 457,1,1,2026-08-24T00:00:00.000
458,LCS000458,407,Atlas LogisticsCarrierService 458,1,1,2026-08-24T00:00:00.000
459,LCS000459,252,Orion LogisticsCarrierService 459,1,1,2026-08-24T00:00:00.000
460,LCS000460,425,Beacon LogisticsCarrierService 460,1,1,2026-08-24T00:00:00.000
461,LCS000461,209,Ion LogisticsCarrierService 461,1,1,2026-08-24T00:00:00.000
462,LCS000462,49,Willow LogisticsCarrierService 462,1,1,2026-08-24T00:00:00.000
463,LCS000463,247,Summit LogisticsCarrierService 463,1,1,2026-08-24T00:00:00.000
464,LCS000464,381,Quartz LogisticsCarrierService 464,1,1,2026-08-24T00:00:00.000
465,LCS000465,254,Evergreen LogisticsCarrierService 465,1,1,2026-08-24T00:00:00.000
466,LCS000466,334,Ion LogisticsCarrierService 466,1,1,2026-08-24T00:00:00.000
467,LCS000467,104,Harbor LogisticsCarrierService 467,1,1,2026-08-24T00:00:00.000
468,LCS000468,247,Evergreen LogisticsCarrierService 468,1,1,2026-08-24T00:00:00.000
469,LCS000469,74,Quartz LogisticsCarrierService 469,1,1,2026-08-24T00:00:00.000
470,LCS000470,173,Beacon LogisticsCarrierService 470,1,1,2026-08-24T00:00:00.000
471,LCS000471,14,Forge LogisticsCarrierService 471,1,1,2026-08-24T00:00:00.000
472,LCS000472,286,Willow LogisticsCarrierService 472,1,1,2026-08-24T00:00:00.000
473,LCS000473,476,Junction LogisticsCarrierService 473,1,1,2026-08-24T00:00:00.000
474,LCS000474,291,Liberty LogisticsCarrierService 474,1,1,2026-08-24T00:00:00.000
475,LCS000475,107,Cedar LogisticsCarrierService 475,1,1,2026-08-24T00:00:00.000
476,LCS000476,452,Pioneer LogisticsCarrierService 476,1,1,2026-08-24T00:00:00.000
477,LCS000477,273,Orion LogisticsCarrierService 477,1,1,2026-08-24T00:00:00.000
478,LCS000478,318,Zenith LogisticsCarrierService 478,1,1,2026-08-24T00:00:00.000
479,LCS000479,433,Quartz LogisticsCarrierService 479,1,1,2026-08-24T00:00:00.000
480,LCS000480,56,Summit LogisticsCarrierService 480,1,1,2026-08-24T00:00:00.000
481,LCS000481,368,Atlas LogisticsCarrierService 481,1,1,2026-08-24T00:00:00.000
482,LCS000482,340,Atlas LogisticsCarrierService 482,1,1,2026-08-24T00:00:00.000
483,LCS000483,330,Atlas LogisticsCarrierService 483,1,1,2026-08-24T00:00:00.000
484,LCS000484,99,Delta LogisticsCarrierService 484,1,1,2026-08-24T00:00:00.000
485,LCS000485,42,Beacon LogisticsCarrierService 485,1,1,2026-08-24T00:00:00.000
486,LCS000486,246,Meridian LogisticsCarrierService 486,1,1,2026-08-24T00:00:00.000
487,LCS000487,111,Zenith LogisticsCarrierService 487,1,1,2026-08-24T00:00:00.000
488,LCS000488,112,Forge LogisticsCarrierService 488,1,1,2026-08-24T00:00:00.000
489,LCS000489,448,Unity LogisticsCarrierService 489,1,1,2026-08-24T00:00:00.000
490,LCS000490,75,Ion LogisticsCarrierService 490,1,1,2026-08-24T00:00:00.000
491,LCS000491,212,Riverton LogisticsCarrierService 491,1,1,2026-08-24T00:00:00.000
492,LCS000492,485,Atlas LogisticsCarrierService 492,1,1,2026-08-24T00:00:00.000
493,LCS000493,305,Granite LogisticsCarrierService 493,1,1,2026-08-24T00:00:00.000
494,LCS000494,88,Titan LogisticsCarrierService 494,1,1,2026-08-24T00:00:00.000
495,LCS000495,495,Vertex LogisticsCarrierService 495,1,1,2026-08-24T00:00:00.000
496,LCS000496,340,Titan LogisticsCarrierService 496,1,1,2026-08-24T00:00:00.000
497,LCS000497,114,Liberty LogisticsCarrierService 497,1,1,2026-08-24T00:00:00.000
498,LCS000498,47,Delta LogisticsCarrierService 498,1,1,2026-08-24T00:00:00.000
499,LCS000499,378,Atlas LogisticsCarrierService 499,1,1,2026-08-24T00:00:00.000
500,LCS000500,46,Atlas LogisticsCarrierService 500,1,1,2026-08-24T00:00:00.000
