LaborLeaveEntitlementKey,LeaveEntitlementCode,LaborJobGradeKey,LaborAbsenceReasonKey,LeaveEntitlementName,AnnualHours,CarryoverHours,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
104,LLE000104,17,2,Forge LaborLeaveEntitlement 104,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc3c21d30962595087d73951af3625dfbc3c21d30962595087d73951af3625df
105,LLE000105,1,11,Zenith LaborLeaveEntitlement 105,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37c8ae2ea7ab59a1b0996bce92a18bd937c8ae2ea7ab59a1b0996bce92a18bd9
106,LLE000106,5,11,Northstar LaborLeaveEntitlement 106,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,456d1543155b545a80da3f111159126d456d1543155b545a80da3f111159126d
107,LLE000107,31,17,Cedar LaborLeaveEntitlement 107,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,430bc5c0df25536c98abd4d3471af99e430bc5c0df25536c98abd4d3471af99e
108,LLE000108,1,1,Atlas LaborLeaveEntitlement 108,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3884cf53ad0d53dd84c5fbb92c6153f33884cf53ad0d53dd84c5fbb92c6153f3
109,LLE000109,17,3,Quartz LaborLeaveEntitlement 109,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98cf9bcdff005e4fadaa81f2f78776e598cf9bcdff005e4fadaa81f2f78776e5
110,LLE000110,24,13,Harbor LaborLeaveEntitlement 110,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1d0674893b15111bc62bbf96807aceda1d0674893b15111bc62bbf96807aced
111,LLE000111,2,8,Pioneer LaborLeaveEntitlement 111,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,512612252b6f52879bcb9698099561a0512612252b6f52879bcb9698099561a0
112,LLE000112,18,15,Ion LaborLeaveEntitlement 112,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec1c14b0294d5a1d86a0efb2fc62448fec1c14b0294d5a1d86a0efb2fc62448f
113,LLE000113,21,1,Granite LaborLeaveEntitlement 113,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54055d1821ec58b5a817144c9614ff4454055d1821ec58b5a817144c9614ff44
114,LLE000114,12,11,Harbor LaborLeaveEntitlement 114,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd1b7131cc52526aa49aaa05d9c7aea2bd1b7131cc52526aa49aaa05d9c7aea2
115,LLE000115,32,12,Cedar LaborLeaveEntitlement 115,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ad601881e785f1ab4ba4246eb9a2ee52ad601881e785f1ab4ba4246eb9a2ee5
116,LLE000116,4,10,Riverton LaborLeaveEntitlement 116,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bce7661326456cd88adf9be64c39c164bce7661326456cd88adf9be64c39c16
117,LLE000117,22,11,Zenith LaborLeaveEntitlement 117,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bcc05f686af50e3abebd24d58d2b0033bcc05f686af50e3abebd24d58d2b003
118,LLE000118,1,3,Liberty LaborLeaveEntitlement 118,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67da1ea76ac35679a533f8d97b523dff67da1ea76ac35679a533f8d97b523dff
119,LLE000119,2,4,Summit LaborLeaveEntitlement 119,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfab1ed0e4b65effb1d5925b97c7b4cdbfab1ed0e4b65effb1d5925b97c7b4cd
120,LLE000120,28,17,Keystone LaborLeaveEntitlement 120,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05e1300eb1f853919409076bb8e71d9905e1300eb1f853919409076bb8e71d99
121,LLE000121,3,3,Forge LaborLeaveEntitlement 121,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9efd7d343e254e898a10ed739eee2fdf9efd7d343e254e898a10ed739eee2fd
122,LLE000122,28,4,Zenith LaborLeaveEntitlement 122,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,209e661bd9e1516b880bef8208792138209e661bd9e1516b880bef8208792138
123,LLE000123,10,7,Vertex LaborLeaveEntitlement 123,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,843ec45f1f74527d8e722ea0597f44f2843ec45f1f74527d8e722ea0597f44f2
124,LLE000124,22,15,Willow LaborLeaveEntitlement 124,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e77db2e97275d4aaa2401c22383ce7f1e77db2e97275d4aaa2401c22383ce7f
125,LLE000125,27,13,Granite LaborLeaveEntitlement 125,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79d33a175bac57d68316021969c17b5c79d33a175bac57d68316021969c17b5c
126,LLE000126,22,16,Junction LaborLeaveEntitlement 126,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,493b9a7961dc5ed28c4fe4b728a93391493b9a7961dc5ed28c4fe4b728a93391
127,LLE000127,1,2,Willow LaborLeaveEntitlement 127,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69be5a09fef8510ba64ab895d279ff7469be5a09fef8510ba64ab895d279ff74
128,LLE000128,4,14,Keystone LaborLeaveEntitlement 128,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68ecf9c26cf25ac09c9b42d2b946f5d368ecf9c26cf25ac09c9b42d2b946f5d3
129,LLE000129,34,1,Keystone LaborLeaveEntitlement 129,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1a8bbd00af8599682d8654da3d92257b1a8bbd00af8599682d8654da3d92257
130,LLE000130,30,8,Forge LaborLeaveEntitlement 130,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77b9df8365b25f0f82a388a4ed81b15f77b9df8365b25f0f82a388a4ed81b15f
131,LLE000131,15,8,Forge LaborLeaveEntitlement 131,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c87b9a61fa0059d7bddd98a03f93f0d8c87b9a61fa0059d7bddd98a03f93f0d8
132,LLE000132,9,16,Meridian LaborLeaveEntitlement 132,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26b26e597fdc576b9095e0be4c72723426b26e597fdc576b9095e0be4c727234
133,LLE000133,19,7,Northstar LaborLeaveEntitlement 133,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4500dcaf590450e79ab7ac937b9171074500dcaf590450e79ab7ac937b917107
134,LLE000134,1,6,Unity LaborLeaveEntitlement 134,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72d590f99fab5b6798752230fe38204572d590f99fab5b6798752230fe382045
135,LLE000135,11,15,Granite LaborLeaveEntitlement 135,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74bc21d7eb63541ca25ce46d166716ae74bc21d7eb63541ca25ce46d166716ae
136,LLE000136,9,5,Ion LaborLeaveEntitlement 136,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,026ed6cdac315277a4164a525ab182dc026ed6cdac315277a4164a525ab182dc
137,LLE000137,12,12,Willow LaborLeaveEntitlement 137,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fc9b827dead59b09463c66ad0292fe35fc9b827dead59b09463c66ad0292fe3
138,LLE000138,11,9,Northstar LaborLeaveEntitlement 138,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbc7aa37f8f15db5a914cff378473d0ccbc7aa37f8f15db5a914cff378473d0c
139,LLE000139,31,8,Zenith LaborLeaveEntitlement 139,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55022cbbf5555008a7c6691ad54bdcca55022cbbf5555008a7c6691ad54bdcca
140,LLE000140,12,15,Evergreen LaborLeaveEntitlement 140,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95d0402882715a948296e9e1e1b12f7e95d0402882715a948296e9e1e1b12f7e
141,LLE000141,18,18,Riverton LaborLeaveEntitlement 141,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03212281a5be5f3a935c4a66397cd13203212281a5be5f3a935c4a66397cd132
142,LLE000142,20,15,Liberty LaborLeaveEntitlement 142,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3b308994c8f5cc3acdade17cda5244cd3b308994c8f5cc3acdade17cda5244c
143,LLE000143,9,18,Titan LaborLeaveEntitlement 143,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90b0d94b17bc5adbb11ef3ec84b6404090b0d94b17bc5adbb11ef3ec84b64040
144,LLE000144,18,3,Cedar LaborLeaveEntitlement 144,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1de85050462a592c82342c81ec2a2e521de85050462a592c82342c81ec2a2e52
145,LLE000145,1,7,Unity LaborLeaveEntitlement 145,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4a2ec19bede5ead8812207f7a162e3ad4a2ec19bede5ead8812207f7a162e3a
146,LLE000146,5,15,Harbor LaborLeaveEntitlement 146,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9e110938f8850de8b69a767ccd7d9f3d9e110938f8850de8b69a767ccd7d9f3
147,LLE000147,6,14,Junction LaborLeaveEntitlement 147,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9061ff6138f65b598083cc72f3993f519061ff6138f65b598083cc72f3993f51
148,LLE000148,16,16,Harbor LaborLeaveEntitlement 148,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,072aacc35cc658598cc29ae31c2205cc072aacc35cc658598cc29ae31c2205cc
149,LLE000149,16,9,Riverton LaborLeaveEntitlement 149,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04a42d2ee6a856368ede205a0915d06404a42d2ee6a856368ede205a0915d064
150,LLE000150,22,13,Forge LaborLeaveEntitlement 150,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e827b2b6706855f0ac7c63df4ebd23fbe827b2b6706855f0ac7c63df4ebd23fb
151,LLE000151,27,17,Harbor LaborLeaveEntitlement 151,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39fc9c97ffbd5b0786fbb342ceed233c39fc9c97ffbd5b0786fbb342ceed233c
152,LLE000152,20,16,Atlas LaborLeaveEntitlement 152,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68c4aeb3c6d55cf4b4892aeb47bc927b68c4aeb3c6d55cf4b4892aeb47bc927b
153,LLE000153,27,8,Cedar LaborLeaveEntitlement 153,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b7728b81866523faf7ceb2b817004e89b7728b81866523faf7ceb2b817004e8
154,LLE000154,10,8,Orion LaborLeaveEntitlement 154,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c26ca87c0c7c53468fb41eb0091171b6c26ca87c0c7c53468fb41eb0091171b6
155,LLE000155,12,13,Summit LaborLeaveEntitlement 155,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34b311c21c635e3490d65c3470a91bfb34b311c21c635e3490d65c3470a91bfb
156,LLE000156,11,9,Vertex LaborLeaveEntitlement 156,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64d53f84b9635d1ea400751bc7442bd864d53f84b9635d1ea400751bc7442bd8
157,LLE000157,25,18,Vertex LaborLeaveEntitlement 157,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e5d59ea9fb95c4885eb703cb5e605767e5d59ea9fb95c4885eb703cb5e60576
158,LLE000158,16,10,Quartz LaborLeaveEntitlement 158,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,425af03c3cb05eccba421849de135b35425af03c3cb05eccba421849de135b35
159,LLE000159,2,15,Vertex LaborLeaveEntitlement 159,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aee4e40ac98e56d7acf0610de0465f62aee4e40ac98e56d7acf0610de0465f62
160,LLE000160,3,2,Junction LaborLeaveEntitlement 160,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b27de4141c050958b6d6ad6ede0f4c25b27de4141c050958b6d6ad6ede0f4c2
161,LLE000161,20,9,Junction LaborLeaveEntitlement 161,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ef7195c8e6f5e6d82d58da2817825c25ef7195c8e6f5e6d82d58da2817825c2
162,LLE000162,5,11,Zenith LaborLeaveEntitlement 162,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdf755ead9935b6eb328d66094487c90cdf755ead9935b6eb328d66094487c90
163,LLE000163,18,1,Keystone LaborLeaveEntitlement 163,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e2fb5e4c6c25203959b6a8026456f088e2fb5e4c6c25203959b6a8026456f08
164,LLE000164,9,4,Granite LaborLeaveEntitlement 164,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93a30dc396cc57598df5297690dd314793a30dc396cc57598df5297690dd3147
165,LLE000165,25,13,Riverton LaborLeaveEntitlement 165,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8366c995477e561e98448e3c60aede3d8366c995477e561e98448e3c60aede3d
166,LLE000166,11,5,Quartz LaborLeaveEntitlement 166,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9e80ebaefa65e48a795c88669dbdc3fe9e80ebaefa65e48a795c88669dbdc3f
167,LLE000167,25,7,Pioneer LaborLeaveEntitlement 167,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,849616c0c7755d31bdefbca58b2e8d57849616c0c7755d31bdefbca58b2e8d57
168,LLE000168,15,8,Evergreen LaborLeaveEntitlement 168,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfffbf10e0095661a18c5ca4b4d34872bfffbf10e0095661a18c5ca4b4d34872
169,LLE000169,4,8,Orion LaborLeaveEntitlement 169,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c84b566b6be1567db7913a948d108b68c84b566b6be1567db7913a948d108b68
170,LLE000170,15,2,Unity LaborLeaveEntitlement 170,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,127af096b6bf545a9b42aac910b5f90e127af096b6bf545a9b42aac910b5f90e
171,LLE000171,29,2,Delta LaborLeaveEntitlement 171,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f101ac7b1eb5591adc864515d0fbcd14f101ac7b1eb5591adc864515d0fbcd1
172,LLE000172,6,8,Evergreen LaborLeaveEntitlement 172,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b940c06accd75604b6fda93a27fdc38eb940c06accd75604b6fda93a27fdc38e
173,LLE000173,30,11,Quartz LaborLeaveEntitlement 173,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48800c61f5665a3b82adc51e2b33aa8248800c61f5665a3b82adc51e2b33aa82
174,LLE000174,21,9,Ion LaborLeaveEntitlement 174,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5d8ce0dae2951de91574bcc1d5a9532c5d8ce0dae2951de91574bcc1d5a9532
175,LLE000175,2,18,Meridian LaborLeaveEntitlement 175,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8855edf72c05bbfa153386b3895976bb8855edf72c05bbfa153386b3895976b
176,LLE000176,2,8,Harbor LaborLeaveEntitlement 176,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66ac932b40e854faabe336f592d22d8266ac932b40e854faabe336f592d22d82
177,LLE000177,31,14,Harbor LaborLeaveEntitlement 177,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9103ce7608e551d99b68a62dff97deeb9103ce7608e551d99b68a62dff97deeb
178,LLE000178,7,7,Riverton LaborLeaveEntitlement 178,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbd3bdb825b5525ea5251777033d00f6dbd3bdb825b5525ea5251777033d00f6
179,LLE000179,7,10,Forge LaborLeaveEntitlement 179,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27f63ff7468e5ce6b6caf17ef92a879327f63ff7468e5ce6b6caf17ef92a8793
180,LLE000180,16,12,Summit LaborLeaveEntitlement 180,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96b659501dbf57e2b54cae55ae644b0a96b659501dbf57e2b54cae55ae644b0a
181,LLE000181,12,18,Summit LaborLeaveEntitlement 181,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1df488140b6a572596735aead09876841df488140b6a572596735aead0987684
182,LLE000182,23,9,Vertex LaborLeaveEntitlement 182,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b1cb8c93258552899dd2054745217a50b1cb8c93258552899dd2054745217a5
183,LLE000183,5,6,Ion LaborLeaveEntitlement 183,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f14300276ca587798258abd0c88593e5f14300276ca587798258abd0c88593e
184,LLE000184,11,16,Titan LaborLeaveEntitlement 184,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b447d275492527aae1092b13b4fe15f8b447d275492527aae1092b13b4fe15f
185,LLE000185,18,15,Liberty LaborLeaveEntitlement 185,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cce5b1688c395f36b861861c204487b3cce5b1688c395f36b861861c204487b3
186,LLE000186,4,10,Evergreen LaborLeaveEntitlement 186,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcea61518daa5ec1a83389259c72aefcbcea61518daa5ec1a83389259c72aefc
187,LLE000187,19,14,Evergreen LaborLeaveEntitlement 187,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0fdf9eb014858e986e5bd597bedf75ed0fdf9eb014858e986e5bd597bedf75e
188,LLE000188,15,10,Orion LaborLeaveEntitlement 188,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ea3df1a1d985b3cab6bad09277b6f146ea3df1a1d985b3cab6bad09277b6f14
189,LLE000189,32,7,Beacon LaborLeaveEntitlement 189,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce96806ed9ed5c59bc14066792ff878ace96806ed9ed5c59bc14066792ff878a
190,LLE000190,20,12,Meridian LaborLeaveEntitlement 190,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5aa3168afa7852f8821cf2e0ad5ef7735aa3168afa7852f8821cf2e0ad5ef773
191,LLE000191,20,8,Quartz LaborLeaveEntitlement 191,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99610a0a825d51449ba1d0c658bb246599610a0a825d51449ba1d0c658bb2465
192,LLE000192,25,14,Delta LaborLeaveEntitlement 192,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cb1b2474d6d58188bed61e70b4f5dc88cb1b2474d6d58188bed61e70b4f5dc8
193,LLE000193,21,5,Evergreen LaborLeaveEntitlement 193,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc036666509450959cfcf5a797d84ef8cc036666509450959cfcf5a797d84ef8
194,LLE000194,4,5,Pioneer LaborLeaveEntitlement 194,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08b9ff3c505755aaafb83f9d9973a94508b9ff3c505755aaafb83f9d9973a945
195,LLE000195,16,2,Northstar LaborLeaveEntitlement 195,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff017aa5627d5376a127a900ee7c29ecff017aa5627d5376a127a900ee7c29ec
196,LLE000196,33,16,Unity LaborLeaveEntitlement 196,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca76869acddb5c7996e9b49f0cf099b8ca76869acddb5c7996e9b49f0cf099b8
197,LLE000197,34,17,Cedar LaborLeaveEntitlement 197,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9d936fe0adf566395fb4d0daf67b544e9d936fe0adf566395fb4d0daf67b544
198,LLE000198,16,6,Cedar LaborLeaveEntitlement 198,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73aa12eca4255ade8f8c1d87ee7952d273aa12eca4255ade8f8c1d87ee7952d2
199,LLE000199,32,12,Granite LaborLeaveEntitlement 199,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf801c7679fe5c309b2a5023eef097dacf801c7679fe5c309b2a5023eef097da
200,LLE000200,16,2,Summit LaborLeaveEntitlement 200,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0551913211a651b2858a7febad8094a00551913211a651b2858a7febad8094a0
201,LLE000201,24,4,Orion LaborLeaveEntitlement 201,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00d3a1ca1bb4586ba91a0bd89aaf746400d3a1ca1bb4586ba91a0bd89aaf7464
202,LLE000202,5,17,Junction LaborLeaveEntitlement 202,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea730b0a8f115de5a3e94290efafd3d4ea730b0a8f115de5a3e94290efafd3d4
203,LLE000203,4,5,Northstar LaborLeaveEntitlement 203,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d35953005a895626b99e400196285e0bd35953005a895626b99e400196285e0b
204,LLE000204,3,3,Zenith LaborLeaveEntitlement 204,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09c9f015aed45b1a9b680d96361fd76009c9f015aed45b1a9b680d96361fd760
205,LLE000205,22,10,Willow LaborLeaveEntitlement 205,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7e73c5f32e852968c968e8c2115a6d9c7e73c5f32e852968c968e8c2115a6d9
206,LLE000206,25,15,Liberty LaborLeaveEntitlement 206,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a3cf375dad551f99e9e5381b228ed802a3cf375dad551f99e9e5381b228ed80
207,LLE000207,10,11,Quartz LaborLeaveEntitlement 207,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e16892acc0a7550da9cb4377a7f09be1e16892acc0a7550da9cb4377a7f09be1
208,LLE000208,6,2,Harbor LaborLeaveEntitlement 208,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06304fd239905fff8352182c26d6042106304fd239905fff8352182c26d60421
