InventoryStorageProfileKey,InventoryStorageProfileCode,InventoryStorageSubtypeKey,InventoryStorageProfileName,SourceSystemKey,BatchId,LoadedAtUtc
302,ISP000302,209,Keystone InventoryStorageProfile 302,1,1,2026-08-24T00:00:00.000
303,ISP000303,102,Cedar InventoryStorageProfile 303,1,1,2026-08-24T00:00:00.000
304,ISP000304,190,Delta InventoryStorageProfile 304,1,1,2026-08-24T00:00:00.000
305,ISP000305,36,Willow InventoryStorageProfile 305,1,1,2026-08-24T00:00:00.000
306,ISP000306,154,Pioneer InventoryStorageProfile 306,1,1,2026-08-24T00:00:00.000
307,ISP000307,38,Granite InventoryStorageProfile 307,1,1,2026-08-24T00:00:00.000
308,ISP000308,106,Liberty InventoryStorageProfile 308,1,1,2026-08-24T00:00:00.000
309,ISP000309,156,Riverton InventoryStorageProfile 309,1,1,2026-08-24T00:00:00.000
310,ISP000310,55,Unity InventoryStorageProfile 310,1,1,2026-08-24T00:00:00.000
311,ISP000311,36,Summit InventoryStorageProfile 311,1,1,2026-08-24T00:00:00.000
312,ISP000312,142,Summit InventoryStorageProfile 312,1,1,2026-08-24T00:00:00.000
313,ISP000313,1,Beacon InventoryStorageProfile 313,1,1,2026-08-24T00:00:00.000
314,ISP000314,130,Forge InventoryStorageProfile 314,1,1,2026-08-24T00:00:00.000
315,ISP000315,221,Northstar InventoryStorageProfile 315,1,1,2026-08-24T00:00:00.000
316,ISP000316,172,Delta InventoryStorageProfile 316,1,1,2026-08-24T00:00:00.000
317,ISP000317,26,Riverton InventoryStorageProfile 317,1,1,2026-08-24T00:00:00.000
318,ISP000318,198,Riverton InventoryStorageProfile 318,1,1,2026-08-24T00:00:00.000
319,ISP000319,209,Pioneer InventoryStorageProfile 319,1,1,2026-08-24T00:00:00.000
320,ISP000320,178,Atlas InventoryStorageProfile 320,1,1,2026-08-24T00:00:00.000
321,ISP000321,189,Beacon InventoryStorageProfile 321,1,1,2026-08-24T00:00:00.000
322,ISP000322,79,Junction InventoryStorageProfile 322,1,1,2026-08-24T00:00:00.000
323,ISP000323,114,Harbor InventoryStorageProfile 323,1,1,2026-08-24T00:00:00.000
324,ISP000324,214,Pioneer InventoryStorageProfile 324,1,1,2026-08-24T00:00:00.000
325,ISP000325,216,Cedar InventoryStorageProfile 325,1,1,2026-08-24T00:00:00.000
326,ISP000326,210,Cedar InventoryStorageProfile 326,1,1,2026-08-24T00:00:00.000
327,ISP000327,45,Granite InventoryStorageProfile 327,1,1,2026-08-24T00:00:00.000
328,ISP000328,94,Atlas InventoryStorageProfile 328,1,1,2026-08-24T00:00:00.000
329,ISP000329,100,Pioneer InventoryStorageProfile 329,1,1,2026-08-24T00:00:00.000
330,ISP000330,146,Orion InventoryStorageProfile 330,1,1,2026-08-24T00:00:00.000
331,ISP000331,59,Northstar InventoryStorageProfile 331,1,1,2026-08-24T00:00:00.000
332,ISP000332,212,Ion InventoryStorageProfile 332,1,1,2026-08-24T00:00:00.000
333,ISP000333,112,Evergreen InventoryStorageProfile 333,1,1,2026-08-24T00:00:00.000
334,ISP000334,33,Pioneer InventoryStorageProfile 334,1,1,2026-08-24T00:00:00.000
335,ISP000335,2,Junction InventoryStorageProfile 335,1,1,2026-08-24T00:00:00.000
336,ISP000336,117,Forge InventoryStorageProfile 336,1,1,2026-08-24T00:00:00.000
337,ISP000337,151,Orion InventoryStorageProfile 337,1,1,2026-08-24T00:00:00.000
338,ISP000338,76,Evergreen InventoryStorageProfile 338,1,1,2026-08-24T00:00:00.000
339,ISP000339,182,Cedar InventoryStorageProfile 339,1,1,2026-08-24T00:00:00.000
340,ISP000340,112,Forge InventoryStorageProfile 340,1,1,2026-08-24T00:00:00.000
341,ISP000341,103,Riverton InventoryStorageProfile 341,1,1,2026-08-24T00:00:00.000
342,ISP000342,205,Riverton InventoryStorageProfile 342,1,1,2026-08-24T00:00:00.000
343,ISP000343,236,Harbor InventoryStorageProfile 343,1,1,2026-08-24T00:00:00.000
344,ISP000344,55,Summit InventoryStorageProfile 344,1,1,2026-08-24T00:00:00.000
345,ISP000345,232,Atlas InventoryStorageProfile 345,1,1,2026-08-24T00:00:00.000
346,ISP000346,84,Atlas InventoryStorageProfile 346,1,1,2026-08-24T00:00:00.000
347,ISP000347,6,Beacon InventoryStorageProfile 347,1,1,2026-08-24T00:00:00.000
348,ISP000348,145,Ion InventoryStorageProfile 348,1,1,2026-08-24T00:00:00.000
349,ISP000349,60,Atlas InventoryStorageProfile 349,1,1,2026-08-24T00:00:00.000
350,ISP000350,200,Evergreen InventoryStorageProfile 350,1,1,2026-08-24T00:00:00.000
351,ISP000351,223,Atlas InventoryStorageProfile 351,1,1,2026-08-24T00:00:00.000
352,ISP000352,6,Forge InventoryStorageProfile 352,1,1,2026-08-24T00:00:00.000
353,ISP000353,37,Forge InventoryStorageProfile 353,1,1,2026-08-24T00:00:00.000
354,ISP000354,92,Evergreen InventoryStorageProfile 354,1,1,2026-08-24T00:00:00.000
355,ISP000355,138,Meridian InventoryStorageProfile 355,1,1,2026-08-24T00:00:00.000
356,ISP000356,101,Unity InventoryStorageProfile 356,1,1,2026-08-24T00:00:00.000
357,ISP000357,3,Willow InventoryStorageProfile 357,1,1,2026-08-24T00:00:00.000
358,ISP000358,40,Quartz InventoryStorageProfile 358,1,1,2026-08-24T00:00:00.000
359,ISP000359,172,Riverton InventoryStorageProfile 359,1,1,2026-08-24T00:00:00.000
360,ISP000360,138,Willow InventoryStorageProfile 360,1,1,2026-08-24T00:00:00.000
361,ISP000361,93,Unity InventoryStorageProfile 361,1,1,2026-08-24T00:00:00.000
362,ISP000362,113,Unity InventoryStorageProfile 362,1,1,2026-08-24T00:00:00.000
363,ISP000363,223,Ion InventoryStorageProfile 363,1,1,2026-08-24T00:00:00.000
364,ISP000364,174,Junction InventoryStorageProfile 364,1,1,2026-08-24T00:00:00.000
365,ISP000365,68,Harbor InventoryStorageProfile 365,1,1,2026-08-24T00:00:00.000
366,ISP000366,97,Vertex InventoryStorageProfile 366,1,1,2026-08-24T00:00:00.000
367,ISP000367,13,Meridian InventoryStorageProfile 367,1,1,2026-08-24T00:00:00.000
368,ISP000368,225,Summit InventoryStorageProfile 368,1,1,2026-08-24T00:00:00.000
369,ISP000369,103,Willow InventoryStorageProfile 369,1,1,2026-08-24T00:00:00.000
370,ISP000370,169,Unity InventoryStorageProfile 370,1,1,2026-08-24T00:00:00.000
371,ISP000371,61,Pioneer InventoryStorageProfile 371,1,1,2026-08-24T00:00:00.000
372,ISP000372,112,Meridian InventoryStorageProfile 372,1,1,2026-08-24T00:00:00.000
373,ISP000373,238,Cedar InventoryStorageProfile 373,1,1,2026-08-24T00:00:00.000
374,ISP000374,221,Cedar InventoryStorageProfile 374,1,1,2026-08-24T00:00:00.000
375,ISP000375,41,Ion InventoryStorageProfile 375,1,1,2026-08-24T00:00:00.000
376,ISP000376,74,Beacon InventoryStorageProfile 376,1,1,2026-08-24T00:00:00.000
377,ISP000377,203,Northstar InventoryStorageProfile 377,1,1,2026-08-24T00:00:00.000
378,ISP000378,43,Evergreen InventoryStorageProfile 378,1,1,2026-08-24T00:00:00.000
379,ISP000379,6,Atlas InventoryStorageProfile 379,1,1,2026-08-24T00:00:00.000
380,ISP000380,72,Harbor InventoryStorageProfile 380,1,1,2026-08-24T00:00:00.000
381,ISP000381,6,Summit InventoryStorageProfile 381,1,1,2026-08-24T00:00:00.000
382,ISP000382,79,Vertex InventoryStorageProfile 382,1,1,2026-08-24T00:00:00.000
383,ISP000383,180,Evergreen InventoryStorageProfile 383,1,1,2026-08-24T00:00:00.000
384,ISP000384,11,Orion InventoryStorageProfile 384,1,1,2026-08-24T00:00:00.000
385,ISP000385,149,Cedar InventoryStorageProfile 385,1,1,2026-08-24T00:00:00.000
386,ISP000386,192,Delta InventoryStorageProfile 386,1,1,2026-08-24T00:00:00.000
387,ISP000387,174,Evergreen InventoryStorageProfile 387,1,1,2026-08-24T00:00:00.000
388,ISP000388,29,Cedar InventoryStorageProfile 388,1,1,2026-08-24T00:00:00.000
389,ISP000389,57,Meridian InventoryStorageProfile 389,1,1,2026-08-24T00:00:00.000
390,ISP000390,41,Keystone InventoryStorageProfile 390,1,1,2026-08-24T00:00:00.000
391,ISP000391,32,Unity InventoryStorageProfile 391,1,1,2026-08-24T00:00:00.000
392,ISP000392,162,Ion InventoryStorageProfile 392,1,1,2026-08-24T00:00:00.000
393,ISP000393,111,Orion InventoryStorageProfile 393,1,1,2026-08-24T00:00:00.000
394,ISP000394,146,Keystone InventoryStorageProfile 394,1,1,2026-08-24T00:00:00.000
395,ISP000395,194,Cedar InventoryStorageProfile 395,1,1,2026-08-24T00:00:00.000
396,ISP000396,190,Willow InventoryStorageProfile 396,1,1,2026-08-24T00:00:00.000
397,ISP000397,186,Liberty InventoryStorageProfile 397,1,1,2026-08-24T00:00:00.000
398,ISP000398,225,Cedar InventoryStorageProfile 398,1,1,2026-08-24T00:00:00.000
399,ISP000399,73,Keystone InventoryStorageProfile 399,1,1,2026-08-24T00:00:00.000
400,ISP000400,220,Junction InventoryStorageProfile 400,1,1,2026-08-24T00:00:00.000
401,ISP000401,156,Granite InventoryStorageProfile 401,1,1,2026-08-24T00:00:00.000
402,ISP000402,61,Beacon InventoryStorageProfile 402,1,1,2026-08-24T00:00:00.000
403,ISP000403,2,Junction InventoryStorageProfile 403,1,1,2026-08-24T00:00:00.000
404,ISP000404,160,Keystone InventoryStorageProfile 404,1,1,2026-08-24T00:00:00.000
405,ISP000405,212,Pioneer InventoryStorageProfile 405,1,1,2026-08-24T00:00:00.000
406,ISP000406,117,Meridian InventoryStorageProfile 406,1,1,2026-08-24T00:00:00.000
407,ISP000407,172,Forge InventoryStorageProfile 407,1,1,2026-08-24T00:00:00.000
408,ISP000408,54,Beacon InventoryStorageProfile 408,1,1,2026-08-24T00:00:00.000
409,ISP000409,206,Summit InventoryStorageProfile 409,1,1,2026-08-24T00:00:00.000
410,ISP000410,175,Granite InventoryStorageProfile 410,1,1,2026-08-24T00:00:00.000
411,ISP000411,146,Summit InventoryStorageProfile 411,1,1,2026-08-24T00:00:00.000
412,ISP000412,86,Granite InventoryStorageProfile 412,1,1,2026-08-24T00:00:00.000
413,ISP000413,61,Liberty InventoryStorageProfile 413,1,1,2026-08-24T00:00:00.000
414,ISP000414,132,Willow InventoryStorageProfile 414,1,1,2026-08-24T00:00:00.000
415,ISP000415,226,Forge InventoryStorageProfile 415,1,1,2026-08-24T00:00:00.000
416,ISP000416,99,Delta InventoryStorageProfile 416,1,1,2026-08-24T00:00:00.000
417,ISP000417,144,Cedar InventoryStorageProfile 417,1,1,2026-08-24T00:00:00.000
418,ISP000418,16,Cedar InventoryStorageProfile 418,1,1,2026-08-24T00:00:00.000
419,ISP000419,171,Willow InventoryStorageProfile 419,1,1,2026-08-24T00:00:00.000
420,ISP000420,232,Ion InventoryStorageProfile 420,1,1,2026-08-24T00:00:00.000
421,ISP000421,41,Meridian InventoryStorageProfile 421,1,1,2026-08-24T00:00:00.000
422,ISP000422,170,Delta InventoryStorageProfile 422,1,1,2026-08-24T00:00:00.000
423,ISP000423,9,Keystone InventoryStorageProfile 423,1,1,2026-08-24T00:00:00.000
424,ISP000424,99,Vertex InventoryStorageProfile 424,1,1,2026-08-24T00:00:00.000
425,ISP000425,138,Quartz InventoryStorageProfile 425,1,1,2026-08-24T00:00:00.000
426,ISP000426,76,Cedar InventoryStorageProfile 426,1,1,2026-08-24T00:00:00.000
427,ISP000427,137,Pioneer InventoryStorageProfile 427,1,1,2026-08-24T00:00:00.000
428,ISP000428,174,Cedar InventoryStorageProfile 428,1,1,2026-08-24T00:00:00.000
429,ISP000429,202,Pioneer InventoryStorageProfile 429,1,1,2026-08-24T00:00:00.000
430,ISP000430,76,Zenith InventoryStorageProfile 430,1,1,2026-08-24T00:00:00.000
431,ISP000431,213,Granite InventoryStorageProfile 431,1,1,2026-08-24T00:00:00.000
432,ISP000432,51,Vertex InventoryStorageProfile 432,1,1,2026-08-24T00:00:00.000
433,ISP000433,62,Quartz InventoryStorageProfile 433,1,1,2026-08-24T00:00:00.000
434,ISP000434,145,Forge InventoryStorageProfile 434,1,1,2026-08-24T00:00:00.000
435,ISP000435,60,Summit InventoryStorageProfile 435,1,1,2026-08-24T00:00:00.000
436,ISP000436,36,Summit InventoryStorageProfile 436,1,1,2026-08-24T00:00:00.000
437,ISP000437,179,Riverton InventoryStorageProfile 437,1,1,2026-08-24T00:00:00.000
438,ISP000438,113,Riverton InventoryStorageProfile 438,1,1,2026-08-24T00:00:00.000
439,ISP000439,88,Junction InventoryStorageProfile 439,1,1,2026-08-24T00:00:00.000
440,ISP000440,104,Summit InventoryStorageProfile 440,1,1,2026-08-24T00:00:00.000
441,ISP000441,14,Summit InventoryStorageProfile 441,1,1,2026-08-24T00:00:00.000
442,ISP000442,142,Unity InventoryStorageProfile 442,1,1,2026-08-24T00:00:00.000
443,ISP000443,88,Ion InventoryStorageProfile 443,1,1,2026-08-24T00:00:00.000
444,ISP000444,229,Orion InventoryStorageProfile 444,1,1,2026-08-24T00:00:00.000
445,ISP000445,77,Cedar InventoryStorageProfile 445,1,1,2026-08-24T00:00:00.000
446,ISP000446,189,Willow InventoryStorageProfile 446,1,1,2026-08-24T00:00:00.000
447,ISP000447,158,Zenith InventoryStorageProfile 447,1,1,2026-08-24T00:00:00.000
448,ISP000448,59,Beacon InventoryStorageProfile 448,1,1,2026-08-24T00:00:00.000
449,ISP000449,78,Ion InventoryStorageProfile 449,1,1,2026-08-24T00:00:00.000
450,ISP000450,20,Riverton InventoryStorageProfile 450,1,1,2026-08-24T00:00:00.000
451,ISP000451,79,Northstar InventoryStorageProfile 451,1,1,2026-08-24T00:00:00.000
452,ISP000452,200,Quartz InventoryStorageProfile 452,1,1,2026-08-24T00:00:00.000
453,ISP000453,113,Beacon InventoryStorageProfile 453,1,1,2026-08-24T00:00:00.000
454,ISP000454,40,Atlas InventoryStorageProfile 454,1,1,2026-08-24T00:00:00.000
455,ISP000455,105,Summit InventoryStorageProfile 455,1,1,2026-08-24T00:00:00.000
456,ISP000456,67,Harbor InventoryStorageProfile 456,1,1,2026-08-24T00:00:00.000
457,ISP000457,210,Willow InventoryStorageProfile 457,1,1,2026-08-24T00:00:00.000
458,ISP000458,209,Evergreen InventoryStorageProfile 458,1,1,2026-08-24T00:00:00.000
459,ISP000459,204,Northstar InventoryStorageProfile 459,1,1,2026-08-24T00:00:00.000
460,ISP000460,56,Ion InventoryStorageProfile 460,1,1,2026-08-24T00:00:00.000
461,ISP000461,29,Meridian InventoryStorageProfile 461,1,1,2026-08-24T00:00:00.000
462,ISP000462,67,Orion InventoryStorageProfile 462,1,1,2026-08-24T00:00:00.000
463,ISP000463,1,Willow InventoryStorageProfile 463,1,1,2026-08-24T00:00:00.000
464,ISP000464,147,Vertex InventoryStorageProfile 464,1,1,2026-08-24T00:00:00.000
465,ISP000465,101,Granite InventoryStorageProfile 465,1,1,2026-08-24T00:00:00.000
466,ISP000466,185,Vertex InventoryStorageProfile 466,1,1,2026-08-24T00:00:00.000
467,ISP000467,68,Delta InventoryStorageProfile 467,1,1,2026-08-24T00:00:00.000
468,ISP000468,1,Junction InventoryStorageProfile 468,1,1,2026-08-24T00:00:00.000
469,ISP000469,179,Pioneer InventoryStorageProfile 469,1,1,2026-08-24T00:00:00.000
470,ISP000470,166,Keystone InventoryStorageProfile 470,1,1,2026-08-24T00:00:00.000
471,ISP000471,212,Zenith InventoryStorageProfile 471,1,1,2026-08-24T00:00:00.000
472,ISP000472,225,Cedar InventoryStorageProfile 472,1,1,2026-08-24T00:00:00.000
473,ISP000473,69,Riverton InventoryStorageProfile 473,1,1,2026-08-24T00:00:00.000
474,ISP000474,229,Quartz InventoryStorageProfile 474,1,1,2026-08-24T00:00:00.000
475,ISP000475,141,Northstar InventoryStorageProfile 475,1,1,2026-08-24T00:00:00.000
476,ISP000476,32,Vertex InventoryStorageProfile 476,1,1,2026-08-24T00:00:00.000
477,ISP000477,92,Harbor InventoryStorageProfile 477,1,1,2026-08-24T00:00:00.000
478,ISP000478,170,Keystone InventoryStorageProfile 478,1,1,2026-08-24T00:00:00.000
479,ISP000479,37,Keystone InventoryStorageProfile 479,1,1,2026-08-24T00:00:00.000
480,ISP000480,69,Meridian InventoryStorageProfile 480,1,1,2026-08-24T00:00:00.000
481,ISP000481,47,Forge InventoryStorageProfile 481,1,1,2026-08-24T00:00:00.000
482,ISP000482,141,Vertex InventoryStorageProfile 482,1,1,2026-08-24T00:00:00.000
483,ISP000483,239,Willow InventoryStorageProfile 483,1,1,2026-08-24T00:00:00.000
484,ISP000484,228,Unity InventoryStorageProfile 484,1,1,2026-08-24T00:00:00.000
485,ISP000485,151,Pioneer InventoryStorageProfile 485,1,1,2026-08-24T00:00:00.000
486,ISP000486,54,Granite InventoryStorageProfile 486,1,1,2026-08-24T00:00:00.000
487,ISP000487,223,Northstar InventoryStorageProfile 487,1,1,2026-08-24T00:00:00.000
488,ISP000488,176,Delta InventoryStorageProfile 488,1,1,2026-08-24T00:00:00.000
489,ISP000489,67,Beacon InventoryStorageProfile 489,1,1,2026-08-24T00:00:00.000
490,ISP000490,216,Zenith InventoryStorageProfile 490,1,1,2026-08-24T00:00:00.000
491,ISP000491,170,Cedar InventoryStorageProfile 491,1,1,2026-08-24T00:00:00.000
492,ISP000492,17,Keystone InventoryStorageProfile 492,1,1,2026-08-24T00:00:00.000
493,ISP000493,95,Pioneer InventoryStorageProfile 493,1,1,2026-08-24T00:00:00.000
494,ISP000494,176,Forge InventoryStorageProfile 494,1,1,2026-08-24T00:00:00.000
495,ISP000495,78,Meridian InventoryStorageProfile 495,1,1,2026-08-24T00:00:00.000
496,ISP000496,35,Zenith InventoryStorageProfile 496,1,1,2026-08-24T00:00:00.000
497,ISP000497,80,Beacon InventoryStorageProfile 497,1,1,2026-08-24T00:00:00.000
498,ISP000498,198,Northstar InventoryStorageProfile 498,1,1,2026-08-24T00:00:00.000
499,ISP000499,193,Keystone InventoryStorageProfile 499,1,1,2026-08-24T00:00:00.000
500,ISP000500,38,Vertex InventoryStorageProfile 500,1,1,2026-08-24T00:00:00.000
