MaintenanceSparePartKey,SparePartNumber,ProductKey,MaintenanceAssetComponentTypeKey,UnitOfMeasureKey,HazardClassKey,MaintenanceSparePartName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
98,MSP000098,480,248,7,8,Delta MaintenanceSparePart 98,MSP000098,1,144.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10a975fb09805ffcadc517f1f9afdf1510a975fb09805ffcadc517f1f9afdf15
99,MSP000099,148,258,1,16,Atlas MaintenanceSparePart 99,MSP000099,1,145.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cc120ff7a2b542bbe04a4722993b2a23cc120ff7a2b542bbe04a4722993b2a2
100,MSP000100,327,261,6,13,Quartz MaintenanceSparePart 100,MSP000100,0,147.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1dd0f4ce0e275e13b7c1b71419337a2a1dd0f4ce0e275e13b7c1b71419337a2a
101,MSP000101,110,183,1,16,Summit MaintenanceSparePart 101,MSP000101,1,148.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e106a5b2f7850c0b30b34def829b0ce7e106a5b2f7850c0b30b34def829b0ce
102,MSP000102,234,63,7,10,Cedar MaintenanceSparePart 102,MSP000102,1,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16b62169f0ba5f3f8998cb65504eef4016b62169f0ba5f3f8998cb65504eef40
103,MSP000103,185,85,2,7,Meridian MaintenanceSparePart 103,MSP000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1777550de52c5905a6d910cf99e54b3e1777550de52c5905a6d910cf99e54b3e
104,MSP000104,69,308,7,6,Junction MaintenanceSparePart 104,MSP000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aec02f613fb25f96853c61dcb0c39424aec02f613fb25f96853c61dcb0c39424
105,MSP000105,427,467,1,8,Junction MaintenanceSparePart 105,MSP000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b782b1ecda0b5bb98a83d3cdd1d0b89bb782b1ecda0b5bb98a83d3cdd1d0b89b
106,MSP000106,136,119,5,1,Vertex MaintenanceSparePart 106,MSP000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,243a32c0221b5f00acd56630f0583761243a32c0221b5f00acd56630f0583761
107,MSP000107,374,135,7,7,Evergreen MaintenanceSparePart 107,MSP000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af71a6910c605afc83d3f0ffc66407cfaf71a6910c605afc83d3f0ffc66407cf
108,MSP000108,170,349,6,11,Delta MaintenanceSparePart 108,MSP000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a37d7b788ab55bf8ffd64214b6042065a37d7b788ab55bf8ffd64214b604206
109,MSP000109,292,432,5,10,Riverton MaintenanceSparePart 109,MSP000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,445e5a721458516f9176c19d1e782ab5445e5a721458516f9176c19d1e782ab5
110,MSP000110,437,142,7,10,Meridian MaintenanceSparePart 110,MSP000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5884ae0084254b59a8e693fec50c846b5884ae0084254b59a8e693fec50c846
111,MSP000111,129,76,4,11,Beacon MaintenanceSparePart 111,MSP000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4361d09146859a79c5ffd5724bf3d05f4361d09146859a79c5ffd5724bf3d05
112,MSP000112,267,120,6,7,Evergreen MaintenanceSparePart 112,MSP000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3894c18317e456d2a0ecef79d3ccb9923894c18317e456d2a0ecef79d3ccb992
113,MSP000113,462,369,7,1,Summit MaintenanceSparePart 113,MSP000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f4b7a3e59e559ab9d98c96188eb7ec07f4b7a3e59e559ab9d98c96188eb7ec0
114,MSP000114,114,148,3,8,Ion MaintenanceSparePart 114,MSP000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,403ed259a31d55289f2fabb39e22057e403ed259a31d55289f2fabb39e22057e
115,MSP000115,135,228,7,10,Unity MaintenanceSparePart 115,MSP000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4dbce3186e954c18b3fbbef5e3a70c7b4dbce3186e954c18b3fbbef5e3a70c7
116,MSP000116,344,178,4,7,Ion MaintenanceSparePart 116,MSP000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a84efb622a7954eda128a9671aa7d4d9a84efb622a7954eda128a9671aa7d4d9
117,MSP000117,489,106,5,6,Zenith MaintenanceSparePart 117,MSP000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1a1698558c253e5a4ab151cc6c9eb7dd1a1698558c253e5a4ab151cc6c9eb7d
118,MSP000118,468,433,1,11,Forge MaintenanceSparePart 118,MSP000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52520e698ab350b9a2a2e86c65755cad52520e698ab350b9a2a2e86c65755cad
119,MSP000119,349,84,4,14,Junction MaintenanceSparePart 119,MSP000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1dad248cc019518f96ef4576d992fab61dad248cc019518f96ef4576d992fab6
120,MSP000120,254,413,5,11,Keystone MaintenanceSparePart 120,MSP000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78a4cd53e4725e0d843a143d5d1223d978a4cd53e4725e0d843a143d5d1223d9
121,MSP000121,134,5,2,1,Willow MaintenanceSparePart 121,MSP000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91f96a3ff9685f15a49109b05e01f80291f96a3ff9685f15a49109b05e01f802
122,MSP000122,473,459,7,9,Ion MaintenanceSparePart 122,MSP000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bfd6b32ccb25a34b02dfbbd2dcfcd717bfd6b32ccb25a34b02dfbbd2dcfcd71
123,MSP000123,54,132,5,9,Delta MaintenanceSparePart 123,MSP000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0062f4e26c0552adb7a8283285869df80062f4e26c0552adb7a8283285869df8
124,MSP000124,38,437,7,15,Orion MaintenanceSparePart 124,MSP000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50d2aef6ea76510fa68088d0c30f2aea50d2aef6ea76510fa68088d0c30f2aea
125,MSP000125,373,488,4,14,Northstar MaintenanceSparePart 125,MSP000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a023d5cfe03c5b69960390edca17f50da023d5cfe03c5b69960390edca17f50d
126,MSP000126,243,403,6,14,Meridian MaintenanceSparePart 126,MSP000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e47f593730955ff6892be577b602d298e47f593730955ff6892be577b602d298
127,MSP000127,376,186,3,7,Ion MaintenanceSparePart 127,MSP000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e25af5fecf17553194bfccfb6ea0f4f8e25af5fecf17553194bfccfb6ea0f4f8
128,MSP000128,23,209,6,4,Willow MaintenanceSparePart 128,MSP000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78a5443007515aa3b9f488b5c3713b9378a5443007515aa3b9f488b5c3713b93
129,MSP000129,216,257,4,3,Meridian MaintenanceSparePart 129,MSP000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07dd4cd4d62c58a0bb244a46f55c91ad07dd4cd4d62c58a0bb244a46f55c91ad
130,MSP000130,414,476,1,8,Beacon MaintenanceSparePart 130,MSP000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c29e58e9b2b6518d81b6e0f2d677c60fc29e58e9b2b6518d81b6e0f2d677c60f
131,MSP000131,73,474,7,7,Harbor MaintenanceSparePart 131,MSP000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38fbb45bd7515560b7356afdfe8d75da38fbb45bd7515560b7356afdfe8d75da
132,MSP000132,119,71,3,16,Cedar MaintenanceSparePart 132,MSP000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb54847b88db5e04b2d9daf79d753d1ceb54847b88db5e04b2d9daf79d753d1c
133,MSP000133,436,95,6,2,Keystone MaintenanceSparePart 133,MSP000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c599a25caeb15869ae8c22094182292bc599a25caeb15869ae8c22094182292b
134,MSP000134,372,65,2,10,Atlas MaintenanceSparePart 134,MSP000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31f492453e7a520195f6d24bc10c6be031f492453e7a520195f6d24bc10c6be0
135,MSP000135,174,500,7,3,Summit MaintenanceSparePart 135,MSP000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,610c7492d1795607888db5ac78d76b7d610c7492d1795607888db5ac78d76b7d
136,MSP000136,187,408,4,4,Keystone MaintenanceSparePart 136,MSP000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e95e826bebb653c7a5b776b12ff39552e95e826bebb653c7a5b776b12ff39552
137,MSP000137,18,213,5,10,Forge MaintenanceSparePart 137,MSP000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ae3028496a05e2282b428097658363e5ae3028496a05e2282b428097658363e
138,MSP000138,133,19,4,10,Atlas MaintenanceSparePart 138,MSP000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6a3ff2e829c5d3094c8dfa2dfdbed63b6a3ff2e829c5d3094c8dfa2dfdbed63
139,MSP000139,318,465,6,10,Granite MaintenanceSparePart 139,MSP000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef41e8bbe8665694aeb48f84f121c03bef41e8bbe8665694aeb48f84f121c03b
140,MSP000140,99,105,3,16,Quartz MaintenanceSparePart 140,MSP000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1869ef5897e855ce9d62bbad65aaedbc1869ef5897e855ce9d62bbad65aaedbc
141,MSP000141,333,146,2,6,Beacon MaintenanceSparePart 141,MSP000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37f5d39e8f1952cf9cf4718aa72b936c37f5d39e8f1952cf9cf4718aa72b936c
142,MSP000142,300,78,7,15,Junction MaintenanceSparePart 142,MSP000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61d9871b461655e7a543476e066567ee61d9871b461655e7a543476e066567ee
143,MSP000143,79,104,6,9,Evergreen MaintenanceSparePart 143,MSP000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95b2254aff0e5941809a289767c0610195b2254aff0e5941809a289767c06101
144,MSP000144,292,326,7,8,Liberty MaintenanceSparePart 144,MSP000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48f7c835697b5a70abb1a452ed6ad70e48f7c835697b5a70abb1a452ed6ad70e
145,MSP000145,29,109,3,17,Harbor MaintenanceSparePart 145,MSP000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41bf879feeed5cd2942e9185d0c3c87e41bf879feeed5cd2942e9185d0c3c87e
146,MSP000146,358,120,5,8,Evergreen MaintenanceSparePart 146,MSP000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20b9d24a084453eaaead49fce191698a20b9d24a084453eaaead49fce191698a
147,MSP000147,320,373,4,8,Unity MaintenanceSparePart 147,MSP000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa256a60776e5e1b8f523b79df5a2d62aa256a60776e5e1b8f523b79df5a2d62
148,MSP000148,144,325,2,18,Junction MaintenanceSparePart 148,MSP000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,782401805d2a531fb983f1bb05856b61782401805d2a531fb983f1bb05856b61
149,MSP000149,109,15,1,4,Delta MaintenanceSparePart 149,MSP000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1d99f24b972575b99423765c939f491c1d99f24b972575b99423765c939f491
150,MSP000150,276,180,2,18,Beacon MaintenanceSparePart 150,MSP000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39f563952b155449aa6925661179c91339f563952b155449aa6925661179c913
151,MSP000151,219,355,1,13,Unity MaintenanceSparePart 151,MSP000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b70a580377105af096b27c75f2b66da5b70a580377105af096b27c75f2b66da5
152,MSP000152,82,228,6,7,Unity MaintenanceSparePart 152,MSP000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c4138218fe95b99a4134eb0c666b89b7c4138218fe95b99a4134eb0c666b89b
153,MSP000153,110,445,6,17,Pioneer MaintenanceSparePart 153,MSP000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d21cbd7424f5551c8f5adfb121d59d28d21cbd7424f5551c8f5adfb121d59d28
154,MSP000154,54,295,6,13,Forge MaintenanceSparePart 154,MSP000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9af323ca6d35215acff79fd90469ef5d9af323ca6d35215acff79fd90469ef5
155,MSP000155,59,420,4,3,Forge MaintenanceSparePart 155,MSP000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0885cfe036985554b54ee067a0aa85f90885cfe036985554b54ee067a0aa85f9
156,MSP000156,404,453,6,18,Pioneer MaintenanceSparePart 156,MSP000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b355f44d91f853e38447b1a7b280224cb355f44d91f853e38447b1a7b280224c
157,MSP000157,8,385,4,8,Granite MaintenanceSparePart 157,MSP000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a486861c3e1578f9a37cfeb3b37c17f9a486861c3e1578f9a37cfeb3b37c17f
158,MSP000158,254,310,5,18,Titan MaintenanceSparePart 158,MSP000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ffe3a0b2274513c80f2956e26d4b2c82ffe3a0b2274513c80f2956e26d4b2c8
159,MSP000159,62,22,7,5,Unity MaintenanceSparePart 159,MSP000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ef9266fbe5350c1a9cb08a150f5de3b4ef9266fbe5350c1a9cb08a150f5de3b
160,MSP000160,75,472,3,13,Zenith MaintenanceSparePart 160,MSP000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b283a287f1cd509c9caf744c4d5cae75b283a287f1cd509c9caf744c4d5cae75
161,MSP000161,96,366,1,4,Titan MaintenanceSparePart 161,MSP000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,257a2b40c40955ce8b9e92feb5fa5fe1257a2b40c40955ce8b9e92feb5fa5fe1
162,MSP000162,329,485,2,3,Zenith MaintenanceSparePart 162,MSP000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9277e62868985168831aaa8fdc9388e09277e62868985168831aaa8fdc9388e0
163,MSP000163,62,48,7,11,Unity MaintenanceSparePart 163,MSP000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28a6c174e4a059909ffe2fe01a48aa9228a6c174e4a059909ffe2fe01a48aa92
164,MSP000164,238,20,5,5,Pioneer MaintenanceSparePart 164,MSP000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20acfb9975275546a32e59eecec24d9820acfb9975275546a32e59eecec24d98
165,MSP000165,139,450,4,11,Ion MaintenanceSparePart 165,MSP000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3643f3e3fde51a9ac6f97864534ff92e3643f3e3fde51a9ac6f97864534ff92
166,MSP000166,347,39,6,4,Forge MaintenanceSparePart 166,MSP000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb15561d0d545f9fb1687197caae8a77fb15561d0d545f9fb1687197caae8a77
167,MSP000167,95,192,3,18,Quartz MaintenanceSparePart 167,MSP000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b65ab5ccf2525bfd800a78d94962299fb65ab5ccf2525bfd800a78d94962299f
168,MSP000168,207,362,1,7,Willow MaintenanceSparePart 168,MSP000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07e2a897004c52b1ade3fa6f8dc8774707e2a897004c52b1ade3fa6f8dc87747
169,MSP000169,22,448,6,12,Liberty MaintenanceSparePart 169,MSP000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32f84c8c2db75731b9aed51f203c5f5532f84c8c2db75731b9aed51f203c5f55
170,MSP000170,160,33,3,17,Willow MaintenanceSparePart 170,MSP000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b779262d81c59efb9a3cb789606e8907b779262d81c59efb9a3cb789606e890
171,MSP000171,339,184,4,8,Quartz MaintenanceSparePart 171,MSP000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a31208848f25a64a5718111d6c1badd9a31208848f25a64a5718111d6c1badd
172,MSP000172,385,106,6,8,Keystone MaintenanceSparePart 172,MSP000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6edd9e8d7a751f991d14b78a7e8317bc6edd9e8d7a751f991d14b78a7e8317b
173,MSP000173,86,73,1,14,Harbor MaintenanceSparePart 173,MSP000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7993b1008dc35b0b81b70e7fba05f89c7993b1008dc35b0b81b70e7fba05f89c
174,MSP000174,397,317,4,9,Meridian MaintenanceSparePart 174,MSP000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bcca8025a1d52c990573719b614f4d37bcca8025a1d52c990573719b614f4d3
175,MSP000175,67,263,1,17,Vertex MaintenanceSparePart 175,MSP000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47cde6bc93025afa86b17b5c921f79a947cde6bc93025afa86b17b5c921f79a9
176,MSP000176,268,76,3,6,Junction MaintenanceSparePart 176,MSP000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42903d5271eb58a783306c98f6a95e0342903d5271eb58a783306c98f6a95e03
177,MSP000177,427,205,7,3,Delta MaintenanceSparePart 177,MSP000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ab905be015b5c90bde58d94d7056c6f9ab905be015b5c90bde58d94d7056c6f
178,MSP000178,492,339,2,8,Unity MaintenanceSparePart 178,MSP000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f594486e0f8556d9fd8286f3426c19e4f594486e0f8556d9fd8286f3426c19e
179,MSP000179,351,31,7,5,Unity MaintenanceSparePart 179,MSP000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,015940da3c5654be87c3138ac7e0ceb2015940da3c5654be87c3138ac7e0ceb2
180,MSP000180,269,473,2,9,Orion MaintenanceSparePart 180,MSP000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a4e7a33d9995caaa76f0a4fe40173cb4a4e7a33d9995caaa76f0a4fe40173cb
181,MSP000181,61,66,3,3,Meridian MaintenanceSparePart 181,MSP000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f982724509e53a1ba96a9e4e95f75590f982724509e53a1ba96a9e4e95f7559
182,MSP000182,171,61,6,14,Willow MaintenanceSparePart 182,MSP000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac8488cd106d5e70b28374460eaacd9aac8488cd106d5e70b28374460eaacd9a
183,MSP000183,211,250,7,10,Granite MaintenanceSparePart 183,MSP000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3697b7de41a65acaa836d4beff268c5b3697b7de41a65acaa836d4beff268c5b
184,MSP000184,173,229,6,7,Unity MaintenanceSparePart 184,MSP000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f506c4cb8a65db892e7fa01aba878240f506c4cb8a65db892e7fa01aba87824
185,MSP000185,278,244,5,9,Summit MaintenanceSparePart 185,MSP000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2687de233b195603913df3a7ada58b952687de233b195603913df3a7ada58b95
186,MSP000186,357,286,7,1,Quartz MaintenanceSparePart 186,MSP000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb5256e80ad35c2794adc4db427f8134eb5256e80ad35c2794adc4db427f8134
187,MSP000187,395,439,3,8,Unity MaintenanceSparePart 187,MSP000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,387a2da6807757419e90344ec50b5e0f387a2da6807757419e90344ec50b5e0f
188,MSP000188,185,436,3,4,Keystone MaintenanceSparePart 188,MSP000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5a6db14b60f500ca5ed1a84a7d1c146e5a6db14b60f500ca5ed1a84a7d1c146
189,MSP000189,161,397,7,6,Titan MaintenanceSparePart 189,MSP000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f445563fba555cd0b2961e169e86f653f445563fba555cd0b2961e169e86f653
190,MSP000190,337,226,1,6,Titan MaintenanceSparePart 190,MSP000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35bbf53f3c395b52a24e986c2cd8b77c35bbf53f3c395b52a24e986c2cd8b77c
191,MSP000191,360,474,2,12,Ion MaintenanceSparePart 191,MSP000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f98ae17c53458d5920b602b9a6dda305f98ae17c53458d5920b602b9a6dda30
192,MSP000192,137,98,3,12,Harbor MaintenanceSparePart 192,MSP000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff9b482644495d068178101cd8822a89ff9b482644495d068178101cd8822a89
193,MSP000193,339,381,2,17,Harbor MaintenanceSparePart 193,MSP000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1941a521f5b4561bab6f26805ec4ae7e1941a521f5b4561bab6f26805ec4ae7e
194,MSP000194,232,245,3,12,Vertex MaintenanceSparePart 194,MSP000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,996a8ab07a915498973028ff091b268f996a8ab07a915498973028ff091b268f
195,MSP000195,118,6,3,16,Delta MaintenanceSparePart 195,MSP000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,162e5c4083df5a48a8fe77f23cf7be6d162e5c4083df5a48a8fe77f23cf7be6d
196,MSP000196,383,237,7,14,Titan MaintenanceSparePart 196,MSP000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8d4ff880fdf5469bc8edfc0f932d5c0c8d4ff880fdf5469bc8edfc0f932d5c0
