InventoryPolicySegmentKey,InventoryPolicySegmentCode,InventoryReplenishmentGroupKey,InventoryPolicySegmentName,SourceSystemKey,BatchId,LoadedAtUtc
303,IPS000303,161,Vertex InventoryPolicySegment 303,1,1,2026-08-24T00:00:00.000
304,IPS000304,205,Evergreen InventoryPolicySegment 304,1,1,2026-08-24T00:00:00.000
305,IPS000305,188,Meridian InventoryPolicySegment 305,1,1,2026-08-24T00:00:00.000
306,IPS000306,275,Summit InventoryPolicySegment 306,1,1,2026-08-24T00:00:00.000
307,IPS000307,308,Beacon InventoryPolicySegment 307,1,1,2026-08-24T00:00:00.000
308,IPS000308,39,Liberty InventoryPolicySegment 308,1,1,2026-08-24T00:00:00.000
309,IPS000309,206,Granite InventoryPolicySegment 309,1,1,2026-08-24T00:00:00.000
310,IPS000310,30,Cedar InventoryPolicySegment 310,1,1,2026-08-24T00:00:00.000
311,IPS000311,39,Atlas InventoryPolicySegment 311,1,1,2026-08-24T00:00:00.000
312,IPS000312,307,Summit InventoryPolicySegment 312,1,1,2026-08-24T00:00:00.000
313,IPS000313,38,Pioneer InventoryPolicySegment 313,1,1,2026-08-24T00:00:00.000
314,IPS000314,138,Meridian InventoryPolicySegment 314,1,1,2026-08-24T00:00:00.000
315,IPS000315,341,Harbor InventoryPolicySegment 315,1,1,2026-08-24T00:00:00.000
316,IPS000316,160,Beacon InventoryPolicySegment 316,1,1,2026-08-24T00:00:00.000
317,IPS000317,103,Meridian InventoryPolicySegment 317,1,1,2026-08-24T00:00:00.000
318,IPS000318,187,Liberty InventoryPolicySegment 318,1,1,2026-08-24T00:00:00.000
319,IPS000319,278,Evergreen InventoryPolicySegment 319,1,1,2026-08-24T00:00:00.000
320,IPS000320,1,Beacon InventoryPolicySegment 320,1,1,2026-08-24T00:00:00.000
321,IPS000321,206,Beacon InventoryPolicySegment 321,1,1,2026-08-24T00:00:00.000
322,IPS000322,9,Unity InventoryPolicySegment 322,1,1,2026-08-24T00:00:00.000
323,IPS000323,202,Beacon InventoryPolicySegment 323,1,1,2026-08-24T00:00:00.000
324,IPS000324,247,Titan InventoryPolicySegment 324,1,1,2026-08-24T00:00:00.000
325,IPS000325,145,Junction InventoryPolicySegment 325,1,1,2026-08-24T00:00:00.000
326,IPS000326,308,Orion InventoryPolicySegment 326,1,1,2026-08-24T00:00:00.000
327,IPS000327,221,Quartz InventoryPolicySegment 327,1,1,2026-08-24T00:00:00.000
328,IPS000328,200,Titan InventoryPolicySegment 328,1,1,2026-08-24T00:00:00.000
329,IPS000329,289,Vertex InventoryPolicySegment 329,1,1,2026-08-24T00:00:00.000
330,IPS000330,140,Willow InventoryPolicySegment 330,1,1,2026-08-24T00:00:00.000
331,IPS000331,122,Evergreen InventoryPolicySegment 331,1,1,2026-08-24T00:00:00.000
332,IPS000332,309,Keystone InventoryPolicySegment 332,1,1,2026-08-24T00:00:00.000
333,IPS000333,133,Granite InventoryPolicySegment 333,1,1,2026-08-24T00:00:00.000
334,IPS000334,152,Granite InventoryPolicySegment 334,1,1,2026-08-24T00:00:00.000
335,IPS000335,24,Meridian InventoryPolicySegment 335,1,1,2026-08-24T00:00:00.000
336,IPS000336,168,Pioneer InventoryPolicySegment 336,1,1,2026-08-24T00:00:00.000
337,IPS000337,110,Quartz InventoryPolicySegment 337,1,1,2026-08-24T00:00:00.000
338,IPS000338,282,Beacon InventoryPolicySegment 338,1,1,2026-08-24T00:00:00.000
339,IPS000339,33,Unity InventoryPolicySegment 339,1,1,2026-08-24T00:00:00.000
340,IPS000340,246,Summit InventoryPolicySegment 340,1,1,2026-08-24T00:00:00.000
341,IPS000341,73,Pioneer InventoryPolicySegment 341,1,1,2026-08-24T00:00:00.000
342,IPS000342,176,Unity InventoryPolicySegment 342,1,1,2026-08-24T00:00:00.000
343,IPS000343,153,Summit InventoryPolicySegment 343,1,1,2026-08-24T00:00:00.000
344,IPS000344,164,Unity InventoryPolicySegment 344,1,1,2026-08-24T00:00:00.000
345,IPS000345,316,Titan InventoryPolicySegment 345,1,1,2026-08-24T00:00:00.000
346,IPS000346,78,Willow InventoryPolicySegment 346,1,1,2026-08-24T00:00:00.000
347,IPS000347,68,Beacon InventoryPolicySegment 347,1,1,2026-08-24T00:00:00.000
348,IPS000348,270,Evergreen InventoryPolicySegment 348,1,1,2026-08-24T00:00:00.000
349,IPS000349,217,Harbor InventoryPolicySegment 349,1,1,2026-08-24T00:00:00.000
350,IPS000350,250,Forge InventoryPolicySegment 350,1,1,2026-08-24T00:00:00.000
351,IPS000351,346,Harbor InventoryPolicySegment 351,1,1,2026-08-24T00:00:00.000
352,IPS000352,111,Summit InventoryPolicySegment 352,1,1,2026-08-24T00:00:00.000
353,IPS000353,52,Riverton InventoryPolicySegment 353,1,1,2026-08-24T00:00:00.000
354,IPS000354,74,Evergreen InventoryPolicySegment 354,1,1,2026-08-24T00:00:00.000
355,IPS000355,162,Liberty InventoryPolicySegment 355,1,1,2026-08-24T00:00:00.000
356,IPS000356,240,Unity InventoryPolicySegment 356,1,1,2026-08-24T00:00:00.000
357,IPS000357,48,Titan InventoryPolicySegment 357,1,1,2026-08-24T00:00:00.000
358,IPS000358,13,Willow InventoryPolicySegment 358,1,1,2026-08-24T00:00:00.000
359,IPS000359,159,Summit InventoryPolicySegment 359,1,1,2026-08-24T00:00:00.000
360,IPS000360,149,Summit InventoryPolicySegment 360,1,1,2026-08-24T00:00:00.000
361,IPS000361,100,Cedar InventoryPolicySegment 361,1,1,2026-08-24T00:00:00.000
362,IPS000362,174,Granite InventoryPolicySegment 362,1,1,2026-08-24T00:00:00.000
363,IPS000363,267,Granite InventoryPolicySegment 363,1,1,2026-08-24T00:00:00.000
364,IPS000364,234,Pioneer InventoryPolicySegment 364,1,1,2026-08-24T00:00:00.000
365,IPS000365,117,Vertex InventoryPolicySegment 365,1,1,2026-08-24T00:00:00.000
366,IPS000366,339,Willow InventoryPolicySegment 366,1,1,2026-08-24T00:00:00.000
367,IPS000367,3,Orion InventoryPolicySegment 367,1,1,2026-08-24T00:00:00.000
368,IPS000368,187,Meridian InventoryPolicySegment 368,1,1,2026-08-24T00:00:00.000
369,IPS000369,307,Summit InventoryPolicySegment 369,1,1,2026-08-24T00:00:00.000
370,IPS000370,277,Granite InventoryPolicySegment 370,1,1,2026-08-24T00:00:00.000
371,IPS000371,161,Willow InventoryPolicySegment 371,1,1,2026-08-24T00:00:00.000
372,IPS000372,296,Atlas InventoryPolicySegment 372,1,1,2026-08-24T00:00:00.000
373,IPS000373,157,Evergreen InventoryPolicySegment 373,1,1,2026-08-24T00:00:00.000
374,IPS000374,165,Summit InventoryPolicySegment 374,1,1,2026-08-24T00:00:00.000
375,IPS000375,326,Zenith InventoryPolicySegment 375,1,1,2026-08-24T00:00:00.000
376,IPS000376,45,Pioneer InventoryPolicySegment 376,1,1,2026-08-24T00:00:00.000
377,IPS000377,106,Atlas InventoryPolicySegment 377,1,1,2026-08-24T00:00:00.000
378,IPS000378,324,Meridian InventoryPolicySegment 378,1,1,2026-08-24T00:00:00.000
379,IPS000379,47,Titan InventoryPolicySegment 379,1,1,2026-08-24T00:00:00.000
380,IPS000380,233,Delta InventoryPolicySegment 380,1,1,2026-08-24T00:00:00.000
381,IPS000381,308,Riverton InventoryPolicySegment 381,1,1,2026-08-24T00:00:00.000
382,IPS000382,241,Quartz InventoryPolicySegment 382,1,1,2026-08-24T00:00:00.000
383,IPS000383,306,Riverton InventoryPolicySegment 383,1,1,2026-08-24T00:00:00.000
384,IPS000384,212,Delta InventoryPolicySegment 384,1,1,2026-08-24T00:00:00.000
385,IPS000385,262,Vertex InventoryPolicySegment 385,1,1,2026-08-24T00:00:00.000
386,IPS000386,286,Junction InventoryPolicySegment 386,1,1,2026-08-24T00:00:00.000
387,IPS000387,109,Quartz InventoryPolicySegment 387,1,1,2026-08-24T00:00:00.000
388,IPS000388,201,Atlas InventoryPolicySegment 388,1,1,2026-08-24T00:00:00.000
389,IPS000389,67,Quartz InventoryPolicySegment 389,1,1,2026-08-24T00:00:00.000
390,IPS000390,90,Meridian InventoryPolicySegment 390,1,1,2026-08-24T00:00:00.000
391,IPS000391,122,Granite InventoryPolicySegment 391,1,1,2026-08-24T00:00:00.000
392,IPS000392,25,Quartz InventoryPolicySegment 392,1,1,2026-08-24T00:00:00.000
393,IPS000393,54,Ion InventoryPolicySegment 393,1,1,2026-08-24T00:00:00.000
394,IPS000394,325,Riverton InventoryPolicySegment 394,1,1,2026-08-24T00:00:00.000
395,IPS000395,188,Atlas InventoryPolicySegment 395,1,1,2026-08-24T00:00:00.000
396,IPS000396,356,Vertex InventoryPolicySegment 396,1,1,2026-08-24T00:00:00.000
397,IPS000397,229,Beacon InventoryPolicySegment 397,1,1,2026-08-24T00:00:00.000
398,IPS000398,172,Unity InventoryPolicySegment 398,1,1,2026-08-24T00:00:00.000
399,IPS000399,292,Zenith InventoryPolicySegment 399,1,1,2026-08-24T00:00:00.000
400,IPS000400,97,Ion InventoryPolicySegment 400,1,1,2026-08-24T00:00:00.000
401,IPS000401,258,Keystone InventoryPolicySegment 401,1,1,2026-08-24T00:00:00.000
402,IPS000402,308,Forge InventoryPolicySegment 402,1,1,2026-08-24T00:00:00.000
403,IPS000403,308,Cedar InventoryPolicySegment 403,1,1,2026-08-24T00:00:00.000
404,IPS000404,97,Willow InventoryPolicySegment 404,1,1,2026-08-24T00:00:00.000
405,IPS000405,299,Pioneer InventoryPolicySegment 405,1,1,2026-08-24T00:00:00.000
406,IPS000406,23,Unity InventoryPolicySegment 406,1,1,2026-08-24T00:00:00.000
407,IPS000407,48,Willow InventoryPolicySegment 407,1,1,2026-08-24T00:00:00.000
408,IPS000408,83,Beacon InventoryPolicySegment 408,1,1,2026-08-24T00:00:00.000
409,IPS000409,245,Pioneer InventoryPolicySegment 409,1,1,2026-08-24T00:00:00.000
410,IPS000410,59,Pioneer InventoryPolicySegment 410,1,1,2026-08-24T00:00:00.000
411,IPS000411,333,Northstar InventoryPolicySegment 411,1,1,2026-08-24T00:00:00.000
412,IPS000412,33,Zenith InventoryPolicySegment 412,1,1,2026-08-24T00:00:00.000
413,IPS000413,217,Vertex InventoryPolicySegment 413,1,1,2026-08-24T00:00:00.000
414,IPS000414,323,Titan InventoryPolicySegment 414,1,1,2026-08-24T00:00:00.000
415,IPS000415,187,Keystone InventoryPolicySegment 415,1,1,2026-08-24T00:00:00.000
416,IPS000416,102,Cedar InventoryPolicySegment 416,1,1,2026-08-24T00:00:00.000
417,IPS000417,32,Vertex InventoryPolicySegment 417,1,1,2026-08-24T00:00:00.000
418,IPS000418,328,Quartz InventoryPolicySegment 418,1,1,2026-08-24T00:00:00.000
419,IPS000419,24,Northstar InventoryPolicySegment 419,1,1,2026-08-24T00:00:00.000
420,IPS000420,253,Riverton InventoryPolicySegment 420,1,1,2026-08-24T00:00:00.000
421,IPS000421,180,Willow InventoryPolicySegment 421,1,1,2026-08-24T00:00:00.000
422,IPS000422,288,Orion InventoryPolicySegment 422,1,1,2026-08-24T00:00:00.000
423,IPS000423,195,Quartz InventoryPolicySegment 423,1,1,2026-08-24T00:00:00.000
424,IPS000424,283,Willow InventoryPolicySegment 424,1,1,2026-08-24T00:00:00.000
425,IPS000425,157,Willow InventoryPolicySegment 425,1,1,2026-08-24T00:00:00.000
426,IPS000426,76,Granite InventoryPolicySegment 426,1,1,2026-08-24T00:00:00.000
427,IPS000427,47,Keystone InventoryPolicySegment 427,1,1,2026-08-24T00:00:00.000
428,IPS000428,44,Zenith InventoryPolicySegment 428,1,1,2026-08-24T00:00:00.000
429,IPS000429,58,Keystone InventoryPolicySegment 429,1,1,2026-08-24T00:00:00.000
430,IPS000430,240,Liberty InventoryPolicySegment 430,1,1,2026-08-24T00:00:00.000
431,IPS000431,48,Titan InventoryPolicySegment 431,1,1,2026-08-24T00:00:00.000
432,IPS000432,245,Harbor InventoryPolicySegment 432,1,1,2026-08-24T00:00:00.000
433,IPS000433,199,Titan InventoryPolicySegment 433,1,1,2026-08-24T00:00:00.000
434,IPS000434,2,Zenith InventoryPolicySegment 434,1,1,2026-08-24T00:00:00.000
435,IPS000435,41,Orion InventoryPolicySegment 435,1,1,2026-08-24T00:00:00.000
436,IPS000436,48,Northstar InventoryPolicySegment 436,1,1,2026-08-24T00:00:00.000
437,IPS000437,17,Forge InventoryPolicySegment 437,1,1,2026-08-24T00:00:00.000
438,IPS000438,56,Vertex InventoryPolicySegment 438,1,1,2026-08-24T00:00:00.000
439,IPS000439,258,Forge InventoryPolicySegment 439,1,1,2026-08-24T00:00:00.000
440,IPS000440,122,Quartz InventoryPolicySegment 440,1,1,2026-08-24T00:00:00.000
441,IPS000441,209,Beacon InventoryPolicySegment 441,1,1,2026-08-24T00:00:00.000
442,IPS000442,103,Quartz InventoryPolicySegment 442,1,1,2026-08-24T00:00:00.000
443,IPS000443,192,Evergreen InventoryPolicySegment 443,1,1,2026-08-24T00:00:00.000
444,IPS000444,224,Liberty InventoryPolicySegment 444,1,1,2026-08-24T00:00:00.000
445,IPS000445,41,Northstar InventoryPolicySegment 445,1,1,2026-08-24T00:00:00.000
446,IPS000446,24,Orion InventoryPolicySegment 446,1,1,2026-08-24T00:00:00.000
447,IPS000447,5,Cedar InventoryPolicySegment 447,1,1,2026-08-24T00:00:00.000
448,IPS000448,73,Quartz InventoryPolicySegment 448,1,1,2026-08-24T00:00:00.000
449,IPS000449,278,Atlas InventoryPolicySegment 449,1,1,2026-08-24T00:00:00.000
450,IPS000450,29,Meridian InventoryPolicySegment 450,1,1,2026-08-24T00:00:00.000
451,IPS000451,97,Vertex InventoryPolicySegment 451,1,1,2026-08-24T00:00:00.000
452,IPS000452,170,Keystone InventoryPolicySegment 452,1,1,2026-08-24T00:00:00.000
453,IPS000453,84,Harbor InventoryPolicySegment 453,1,1,2026-08-24T00:00:00.000
454,IPS000454,2,Summit InventoryPolicySegment 454,1,1,2026-08-24T00:00:00.000
455,IPS000455,302,Meridian InventoryPolicySegment 455,1,1,2026-08-24T00:00:00.000
456,IPS000456,156,Orion InventoryPolicySegment 456,1,1,2026-08-24T00:00:00.000
457,IPS000457,252,Riverton InventoryPolicySegment 457,1,1,2026-08-24T00:00:00.000
458,IPS000458,292,Delta InventoryPolicySegment 458,1,1,2026-08-24T00:00:00.000
459,IPS000459,159,Atlas InventoryPolicySegment 459,1,1,2026-08-24T00:00:00.000
460,IPS000460,320,Junction InventoryPolicySegment 460,1,1,2026-08-24T00:00:00.000
461,IPS000461,317,Junction InventoryPolicySegment 461,1,1,2026-08-24T00:00:00.000
462,IPS000462,177,Vertex InventoryPolicySegment 462,1,1,2026-08-24T00:00:00.000
463,IPS000463,37,Delta InventoryPolicySegment 463,1,1,2026-08-24T00:00:00.000
464,IPS000464,210,Titan InventoryPolicySegment 464,1,1,2026-08-24T00:00:00.000
465,IPS000465,358,Northstar InventoryPolicySegment 465,1,1,2026-08-24T00:00:00.000
466,IPS000466,73,Pioneer InventoryPolicySegment 466,1,1,2026-08-24T00:00:00.000
467,IPS000467,242,Harbor InventoryPolicySegment 467,1,1,2026-08-24T00:00:00.000
468,IPS000468,332,Ion InventoryPolicySegment 468,1,1,2026-08-24T00:00:00.000
469,IPS000469,293,Evergreen InventoryPolicySegment 469,1,1,2026-08-24T00:00:00.000
470,IPS000470,89,Willow InventoryPolicySegment 470,1,1,2026-08-24T00:00:00.000
471,IPS000471,257,Keystone InventoryPolicySegment 471,1,1,2026-08-24T00:00:00.000
472,IPS000472,123,Summit InventoryPolicySegment 472,1,1,2026-08-24T00:00:00.000
473,IPS000473,81,Titan InventoryPolicySegment 473,1,1,2026-08-24T00:00:00.000
474,IPS000474,116,Orion InventoryPolicySegment 474,1,1,2026-08-24T00:00:00.000
475,IPS000475,351,Pioneer InventoryPolicySegment 475,1,1,2026-08-24T00:00:00.000
476,IPS000476,119,Unity InventoryPolicySegment 476,1,1,2026-08-24T00:00:00.000
477,IPS000477,319,Willow InventoryPolicySegment 477,1,1,2026-08-24T00:00:00.000
478,IPS000478,26,Pioneer InventoryPolicySegment 478,1,1,2026-08-24T00:00:00.000
479,IPS000479,180,Forge InventoryPolicySegment 479,1,1,2026-08-24T00:00:00.000
480,IPS000480,215,Summit InventoryPolicySegment 480,1,1,2026-08-24T00:00:00.000
481,IPS000481,201,Quartz InventoryPolicySegment 481,1,1,2026-08-24T00:00:00.000
482,IPS000482,218,Granite InventoryPolicySegment 482,1,1,2026-08-24T00:00:00.000
483,IPS000483,117,Ion InventoryPolicySegment 483,1,1,2026-08-24T00:00:00.000
484,IPS000484,186,Meridian InventoryPolicySegment 484,1,1,2026-08-24T00:00:00.000
485,IPS000485,107,Vertex InventoryPolicySegment 485,1,1,2026-08-24T00:00:00.000
486,IPS000486,25,Keystone InventoryPolicySegment 486,1,1,2026-08-24T00:00:00.000
487,IPS000487,44,Ion InventoryPolicySegment 487,1,1,2026-08-24T00:00:00.000
488,IPS000488,282,Titan InventoryPolicySegment 488,1,1,2026-08-24T00:00:00.000
489,IPS000489,286,Summit InventoryPolicySegment 489,1,1,2026-08-24T00:00:00.000
490,IPS000490,229,Riverton InventoryPolicySegment 490,1,1,2026-08-24T00:00:00.000
491,IPS000491,255,Ion InventoryPolicySegment 491,1,1,2026-08-24T00:00:00.000
492,IPS000492,339,Northstar InventoryPolicySegment 492,1,1,2026-08-24T00:00:00.000
493,IPS000493,173,Northstar InventoryPolicySegment 493,1,1,2026-08-24T00:00:00.000
494,IPS000494,92,Evergreen InventoryPolicySegment 494,1,1,2026-08-24T00:00:00.000
495,IPS000495,192,Summit InventoryPolicySegment 495,1,1,2026-08-24T00:00:00.000
496,IPS000496,295,Cedar InventoryPolicySegment 496,1,1,2026-08-24T00:00:00.000
497,IPS000497,136,Pioneer InventoryPolicySegment 497,1,1,2026-08-24T00:00:00.000
498,IPS000498,89,Vertex InventoryPolicySegment 498,1,1,2026-08-24T00:00:00.000
499,IPS000499,287,Liberty InventoryPolicySegment 499,1,1,2026-08-24T00:00:00.000
500,IPS000500,48,Ion InventoryPolicySegment 500,1,1,2026-08-24T00:00:00.000
