QualityLabCellKey,QualityLabCellCode,QualityLabGroupKey,QualityLabCellName,SourceSystemKey,BatchId,LoadedAtUtc
325,QLC000325,48,Pioneer QualityLabCell 325,1,1,2026-08-24T00:00:00.000
326,QLC000326,92,Riverton QualityLabCell 326,1,1,2026-08-24T00:00:00.000
327,QLC000327,110,Keystone QualityLabCell 327,1,1,2026-08-24T00:00:00.000
328,QLC000328,48,Ion QualityLabCell 328,1,1,2026-08-24T00:00:00.000
329,QLC000329,79,Harbor QualityLabCell 329,1,1,2026-08-24T00:00:00.000
330,QLC000330,102,Meridian QualityLabCell 330,1,1,2026-08-24T00:00:00.000
331,QLC000331,104,Northstar QualityLabCell 331,1,1,2026-08-24T00:00:00.000
332,QLC000332,55,Vertex QualityLabCell 332,1,1,2026-08-24T00:00:00.000
333,QLC000333,151,Evergreen QualityLabCell 333,1,1,2026-08-24T00:00:00.000
334,QLC000334,88,Unity QualityLabCell 334,1,1,2026-08-24T00:00:00.000
335,QLC000335,13,Liberty QualityLabCell 335,1,1,2026-08-24T00:00:00.000
336,QLC000336,63,Summit QualityLabCell 336,1,1,2026-08-24T00:00:00.000
337,QLC000337,51,Vertex QualityLabCell 337,1,1,2026-08-24T00:00:00.000
338,QLC000338,40,Ion QualityLabCell 338,1,1,2026-08-24T00:00:00.000
339,QLC000339,112,Orion QualityLabCell 339,1,1,2026-08-24T00:00:00.000
340,QLC000340,38,Orion QualityLabCell 340,1,1,2026-08-24T00:00:00.000
341,QLC000341,158,Granite QualityLabCell 341,1,1,2026-08-24T00:00:00.000
342,QLC000342,144,Zenith QualityLabCell 342,1,1,2026-08-24T00:00:00.000
343,QLC000343,94,Meridian QualityLabCell 343,1,1,2026-08-24T00:00:00.000
344,QLC000344,33,Liberty QualityLabCell 344,1,1,2026-08-24T00:00:00.000
345,QLC000345,97,Summit QualityLabCell 345,1,1,2026-08-24T00:00:00.000
346,QLC000346,16,Orion QualityLabCell 346,1,1,2026-08-24T00:00:00.000
347,QLC000347,147,Keystone QualityLabCell 347,1,1,2026-08-24T00:00:00.000
348,QLC000348,16,Granite QualityLabCell 348,1,1,2026-08-24T00:00:00.000
349,QLC000349,22,Granite QualityLabCell 349,1,1,2026-08-24T00:00:00.000
350,QLC000350,88,Beacon QualityLabCell 350,1,1,2026-08-24T00:00:00.000
351,QLC000351,42,Quartz QualityLabCell 351,1,1,2026-08-24T00:00:00.000
352,QLC000352,122,Beacon QualityLabCell 352,1,1,2026-08-24T00:00:00.000
353,QLC000353,19,Atlas QualityLabCell 353,1,1,2026-08-24T00:00:00.000
354,QLC000354,115,Orion QualityLabCell 354,1,1,2026-08-24T00:00:00.000
355,QLC000355,46,Evergreen QualityLabCell 355,1,1,2026-08-24T00:00:00.000
356,QLC000356,54,Orion QualityLabCell 356,1,1,2026-08-24T00:00:00.000
357,QLC000357,154,Liberty QualityLabCell 357,1,1,2026-08-24T00:00:00.000
358,QLC000358,158,Forge QualityLabCell 358,1,1,2026-08-24T00:00:00.000
359,QLC000359,160,Evergreen QualityLabCell 359,1,1,2026-08-24T00:00:00.000
360,QLC000360,74,Atlas QualityLabCell 360,1,1,2026-08-24T00:00:00.000
361,QLC000361,149,Harbor QualityLabCell 361,1,1,2026-08-24T00:00:00.000
362,QLC000362,120,Pioneer QualityLabCell 362,1,1,2026-08-24T00:00:00.000
363,QLC000363,76,Liberty QualityLabCell 363,1,1,2026-08-24T00:00:00.000
364,QLC000364,141,Unity QualityLabCell 364,1,1,2026-08-24T00:00:00.000
365,QLC000365,50,Vertex QualityLabCell 365,1,1,2026-08-24T00:00:00.000
366,QLC000366,59,Orion QualityLabCell 366,1,1,2026-08-24T00:00:00.000
367,QLC000367,42,Granite QualityLabCell 367,1,1,2026-08-24T00:00:00.000
368,QLC000368,140,Beacon QualityLabCell 368,1,1,2026-08-24T00:00:00.000
369,QLC000369,121,Granite QualityLabCell 369,1,1,2026-08-24T00:00:00.000
370,QLC000370,45,Northstar QualityLabCell 370,1,1,2026-08-24T00:00:00.000
371,QLC000371,107,Unity QualityLabCell 371,1,1,2026-08-24T00:00:00.000
372,QLC000372,109,Unity QualityLabCell 372,1,1,2026-08-24T00:00:00.000
373,QLC000373,58,Junction QualityLabCell 373,1,1,2026-08-24T00:00:00.000
374,QLC000374,67,Vertex QualityLabCell 374,1,1,2026-08-24T00:00:00.000
375,QLC000375,77,Willow QualityLabCell 375,1,1,2026-08-24T00:00:00.000
376,QLC000376,42,Zenith QualityLabCell 376,1,1,2026-08-24T00:00:00.000
377,QLC000377,41,Zenith QualityLabCell 377,1,1,2026-08-24T00:00:00.000
378,QLC000378,82,Riverton QualityLabCell 378,1,1,2026-08-24T00:00:00.000
379,QLC000379,108,Pioneer QualityLabCell 379,1,1,2026-08-24T00:00:00.000
380,QLC000380,158,Zenith QualityLabCell 380,1,1,2026-08-24T00:00:00.000
381,QLC000381,112,Orion QualityLabCell 381,1,1,2026-08-24T00:00:00.000
382,QLC000382,23,Titan QualityLabCell 382,1,1,2026-08-24T00:00:00.000
383,QLC000383,129,Willow QualityLabCell 383,1,1,2026-08-24T00:00:00.000
384,QLC000384,129,Ion QualityLabCell 384,1,1,2026-08-24T00:00:00.000
385,QLC000385,37,Summit QualityLabCell 385,1,1,2026-08-24T00:00:00.000
386,QLC000386,120,Liberty QualityLabCell 386,1,1,2026-08-24T00:00:00.000
387,QLC000387,36,Delta QualityLabCell 387,1,1,2026-08-24T00:00:00.000
388,QLC000388,95,Atlas QualityLabCell 388,1,1,2026-08-24T00:00:00.000
389,QLC000389,136,Liberty QualityLabCell 389,1,1,2026-08-24T00:00:00.000
390,QLC000390,89,Northstar QualityLabCell 390,1,1,2026-08-24T00:00:00.000
391,QLC000391,76,Riverton QualityLabCell 391,1,1,2026-08-24T00:00:00.000
392,QLC000392,136,Zenith QualityLabCell 392,1,1,2026-08-24T00:00:00.000
393,QLC000393,111,Granite QualityLabCell 393,1,1,2026-08-24T00:00:00.000
394,QLC000394,30,Liberty QualityLabCell 394,1,1,2026-08-24T00:00:00.000
395,QLC000395,24,Keystone QualityLabCell 395,1,1,2026-08-24T00:00:00.000
396,QLC000396,107,Orion QualityLabCell 396,1,1,2026-08-24T00:00:00.000
397,QLC000397,141,Willow QualityLabCell 397,1,1,2026-08-24T00:00:00.000
398,QLC000398,30,Meridian QualityLabCell 398,1,1,2026-08-24T00:00:00.000
399,QLC000399,84,Harbor QualityLabCell 399,1,1,2026-08-24T00:00:00.000
400,QLC000400,60,Liberty QualityLabCell 400,1,1,2026-08-24T00:00:00.000
401,QLC000401,49,Beacon QualityLabCell 401,1,1,2026-08-24T00:00:00.000
402,QLC000402,52,Ion QualityLabCell 402,1,1,2026-08-24T00:00:00.000
403,QLC000403,151,Atlas QualityLabCell 403,1,1,2026-08-24T00:00:00.000
404,QLC000404,26,Vertex QualityLabCell 404,1,1,2026-08-24T00:00:00.000
405,QLC000405,134,Quartz QualityLabCell 405,1,1,2026-08-24T00:00:00.000
406,QLC000406,60,Evergreen QualityLabCell 406,1,1,2026-08-24T00:00:00.000
407,QLC000407,55,Summit QualityLabCell 407,1,1,2026-08-24T00:00:00.000
408,QLC000408,119,Orion QualityLabCell 408,1,1,2026-08-24T00:00:00.000
409,QLC000409,89,Harbor QualityLabCell 409,1,1,2026-08-24T00:00:00.000
410,QLC000410,90,Keystone QualityLabCell 410,1,1,2026-08-24T00:00:00.000
411,QLC000411,51,Forge QualityLabCell 411,1,1,2026-08-24T00:00:00.000
412,QLC000412,14,Willow QualityLabCell 412,1,1,2026-08-24T00:00:00.000
413,QLC000413,96,Meridian QualityLabCell 413,1,1,2026-08-24T00:00:00.000
414,QLC000414,152,Keystone QualityLabCell 414,1,1,2026-08-24T00:00:00.000
415,QLC000415,91,Liberty QualityLabCell 415,1,1,2026-08-24T00:00:00.000
416,QLC000416,112,Forge QualityLabCell 416,1,1,2026-08-24T00:00:00.000
417,QLC000417,44,Pioneer QualityLabCell 417,1,1,2026-08-24T00:00:00.000
418,QLC000418,101,Granite QualityLabCell 418,1,1,2026-08-24T00:00:00.000
419,QLC000419,52,Orion QualityLabCell 419,1,1,2026-08-24T00:00:00.000
420,QLC000420,80,Northstar QualityLabCell 420,1,1,2026-08-24T00:00:00.000
421,QLC000421,111,Harbor QualityLabCell 421,1,1,2026-08-24T00:00:00.000
422,QLC000422,123,Pioneer QualityLabCell 422,1,1,2026-08-24T00:00:00.000
423,QLC000423,118,Junction QualityLabCell 423,1,1,2026-08-24T00:00:00.000
424,QLC000424,117,Liberty QualityLabCell 424,1,1,2026-08-24T00:00:00.000
425,QLC000425,124,Titan QualityLabCell 425,1,1,2026-08-24T00:00:00.000
426,QLC000426,124,Harbor QualityLabCell 426,1,1,2026-08-24T00:00:00.000
427,QLC000427,159,Granite QualityLabCell 427,1,1,2026-08-24T00:00:00.000
428,QLC000428,139,Meridian QualityLabCell 428,1,1,2026-08-24T00:00:00.000
429,QLC000429,58,Harbor QualityLabCell 429,1,1,2026-08-24T00:00:00.000
430,QLC000430,56,Junction QualityLabCell 430,1,1,2026-08-24T00:00:00.000
431,QLC000431,4,Pioneer QualityLabCell 431,1,1,2026-08-24T00:00:00.000
432,QLC000432,3,Harbor QualityLabCell 432,1,1,2026-08-24T00:00:00.000
433,QLC000433,58,Quartz QualityLabCell 433,1,1,2026-08-24T00:00:00.000
434,QLC000434,32,Junction QualityLabCell 434,1,1,2026-08-24T00:00:00.000
435,QLC000435,60,Cedar QualityLabCell 435,1,1,2026-08-24T00:00:00.000
436,QLC000436,144,Granite QualityLabCell 436,1,1,2026-08-24T00:00:00.000
437,QLC000437,57,Junction QualityLabCell 437,1,1,2026-08-24T00:00:00.000
438,QLC000438,45,Forge QualityLabCell 438,1,1,2026-08-24T00:00:00.000
439,QLC000439,74,Orion QualityLabCell 439,1,1,2026-08-24T00:00:00.000
440,QLC000440,93,Atlas QualityLabCell 440,1,1,2026-08-24T00:00:00.000
441,QLC000441,96,Granite QualityLabCell 441,1,1,2026-08-24T00:00:00.000
442,QLC000442,83,Junction QualityLabCell 442,1,1,2026-08-24T00:00:00.000
443,QLC000443,91,Atlas QualityLabCell 443,1,1,2026-08-24T00:00:00.000
444,QLC000444,115,Evergreen QualityLabCell 444,1,1,2026-08-24T00:00:00.000
445,QLC000445,38,Riverton QualityLabCell 445,1,1,2026-08-24T00:00:00.000
446,QLC000446,63,Titan QualityLabCell 446,1,1,2026-08-24T00:00:00.000
447,QLC000447,86,Vertex QualityLabCell 447,1,1,2026-08-24T00:00:00.000
448,QLC000448,17,Cedar QualityLabCell 448,1,1,2026-08-24T00:00:00.000
449,QLC000449,73,Willow QualityLabCell 449,1,1,2026-08-24T00:00:00.000
450,QLC000450,47,Vertex QualityLabCell 450,1,1,2026-08-24T00:00:00.000
451,QLC000451,136,Evergreen QualityLabCell 451,1,1,2026-08-24T00:00:00.000
452,QLC000452,106,Unity QualityLabCell 452,1,1,2026-08-24T00:00:00.000
453,QLC000453,114,Junction QualityLabCell 453,1,1,2026-08-24T00:00:00.000
454,QLC000454,50,Ion QualityLabCell 454,1,1,2026-08-24T00:00:00.000
455,QLC000455,60,Atlas QualityLabCell 455,1,1,2026-08-24T00:00:00.000
456,QLC000456,68,Delta QualityLabCell 456,1,1,2026-08-24T00:00:00.000
457,QLC000457,105,Riverton QualityLabCell 457,1,1,2026-08-24T00:00:00.000
458,QLC000458,96,Liberty QualityLabCell 458,1,1,2026-08-24T00:00:00.000
459,QLC000459,126,Keystone QualityLabCell 459,1,1,2026-08-24T00:00:00.000
460,QLC000460,131,Quartz QualityLabCell 460,1,1,2026-08-24T00:00:00.000
461,QLC000461,132,Ion QualityLabCell 461,1,1,2026-08-24T00:00:00.000
462,QLC000462,65,Northstar QualityLabCell 462,1,1,2026-08-24T00:00:00.000
463,QLC000463,142,Ion QualityLabCell 463,1,1,2026-08-24T00:00:00.000
464,QLC000464,136,Vertex QualityLabCell 464,1,1,2026-08-24T00:00:00.000
465,QLC000465,115,Orion QualityLabCell 465,1,1,2026-08-24T00:00:00.000
466,QLC000466,14,Beacon QualityLabCell 466,1,1,2026-08-24T00:00:00.000
467,QLC000467,12,Titan QualityLabCell 467,1,1,2026-08-24T00:00:00.000
468,QLC000468,21,Unity QualityLabCell 468,1,1,2026-08-24T00:00:00.000
469,QLC000469,124,Beacon QualityLabCell 469,1,1,2026-08-24T00:00:00.000
470,QLC000470,98,Riverton QualityLabCell 470,1,1,2026-08-24T00:00:00.000
471,QLC000471,11,Ion QualityLabCell 471,1,1,2026-08-24T00:00:00.000
472,QLC000472,33,Delta QualityLabCell 472,1,1,2026-08-24T00:00:00.000
473,QLC000473,105,Granite QualityLabCell 473,1,1,2026-08-24T00:00:00.000
474,QLC000474,72,Junction QualityLabCell 474,1,1,2026-08-24T00:00:00.000
475,QLC000475,135,Keystone QualityLabCell 475,1,1,2026-08-24T00:00:00.000
476,QLC000476,133,Zenith QualityLabCell 476,1,1,2026-08-24T00:00:00.000
477,QLC000477,77,Zenith QualityLabCell 477,1,1,2026-08-24T00:00:00.000
478,QLC000478,50,Delta QualityLabCell 478,1,1,2026-08-24T00:00:00.000
479,QLC000479,96,Cedar QualityLabCell 479,1,1,2026-08-24T00:00:00.000
480,QLC000480,42,Vertex QualityLabCell 480,1,1,2026-08-24T00:00:00.000
481,QLC000481,64,Harbor QualityLabCell 481,1,1,2026-08-24T00:00:00.000
482,QLC000482,157,Ion QualityLabCell 482,1,1,2026-08-24T00:00:00.000
483,QLC000483,23,Vertex QualityLabCell 483,1,1,2026-08-24T00:00:00.000
484,QLC000484,47,Harbor QualityLabCell 484,1,1,2026-08-24T00:00:00.000
485,QLC000485,155,Unity QualityLabCell 485,1,1,2026-08-24T00:00:00.000
486,QLC000486,143,Keystone QualityLabCell 486,1,1,2026-08-24T00:00:00.000
487,QLC000487,144,Vertex QualityLabCell 487,1,1,2026-08-24T00:00:00.000
488,QLC000488,77,Beacon QualityLabCell 488,1,1,2026-08-24T00:00:00.000
489,QLC000489,84,Delta QualityLabCell 489,1,1,2026-08-24T00:00:00.000
490,QLC000490,106,Atlas QualityLabCell 490,1,1,2026-08-24T00:00:00.000
491,QLC000491,78,Liberty QualityLabCell 491,1,1,2026-08-24T00:00:00.000
492,QLC000492,33,Quartz QualityLabCell 492,1,1,2026-08-24T00:00:00.000
493,QLC000493,11,Junction QualityLabCell 493,1,1,2026-08-24T00:00:00.000
494,QLC000494,45,Harbor QualityLabCell 494,1,1,2026-08-24T00:00:00.000
495,QLC000495,9,Atlas QualityLabCell 495,1,1,2026-08-24T00:00:00.000
496,QLC000496,107,Pioneer QualityLabCell 496,1,1,2026-08-24T00:00:00.000
497,QLC000497,40,Liberty QualityLabCell 497,1,1,2026-08-24T00:00:00.000
498,QLC000498,87,Liberty QualityLabCell 498,1,1,2026-08-24T00:00:00.000
499,QLC000499,37,Titan QualityLabCell 499,1,1,2026-08-24T00:00:00.000
500,QLC000500,91,Ion QualityLabCell 500,1,1,2026-08-24T00:00:00.000
