LogisticsTradeCorridorKey,LogisticsTradeCorridorCode,LogisticsTradeRegionKey,LogisticsTradeCorridorName,SourceSystemKey,BatchId,LoadedAtUtc
290,LTC000290,3,Vertex LogisticsTradeCorridor 290,1,1,2026-08-24T00:00:00.000
291,LTC000291,5,Zenith LogisticsTradeCorridor 291,1,1,2026-08-24T00:00:00.000
292,LTC000292,26,Pioneer LogisticsTradeCorridor 292,1,1,2026-08-24T00:00:00.000
293,LTC000293,27,Quartz LogisticsTradeCorridor 293,1,1,2026-08-24T00:00:00.000
294,LTC000294,24,Orion LogisticsTradeCorridor 294,1,1,2026-08-24T00:00:00.000
295,LTC000295,23,Granite LogisticsTradeCorridor 295,1,1,2026-08-24T00:00:00.000
296,LTC000296,16,Pioneer LogisticsTradeCorridor 296,1,1,2026-08-24T00:00:00.000
297,LTC000297,6,Riverton LogisticsTradeCorridor 297,1,1,2026-08-24T00:00:00.000
298,LTC000298,17,Meridian LogisticsTradeCorridor 298,1,1,2026-08-24T00:00:00.000
299,LTC000299,22,Quartz LogisticsTradeCorridor 299,1,1,2026-08-24T00:00:00.000
300,LTC000300,23,Pioneer LogisticsTradeCorridor 300,1,1,2026-08-24T00:00:00.000
