ServiceRepairActionKey,ServiceRepairActionCode,ServiceRepairSubcategoryKey,ServiceRepairActionName,SourceSystemKey,BatchId,LoadedAtUtc
309,SRA000309,158,Summit ServiceRepairAction 309,1,1,2026-08-24T00:00:00.000
310,SRA000310,54,Delta ServiceRepairAction 310,1,1,2026-08-24T00:00:00.000
311,SRA000311,30,Beacon ServiceRepairAction 311,1,1,2026-08-24T00:00:00.000
312,SRA000312,71,Summit ServiceRepairAction 312,1,1,2026-08-24T00:00:00.000
313,SRA000313,152,Granite ServiceRepairAction 313,1,1,2026-08-24T00:00:00.000
314,SRA000314,120,Cedar ServiceRepairAction 314,1,1,2026-08-24T00:00:00.000
315,SRA000315,79,Junction ServiceRepairAction 315,1,1,2026-08-24T00:00:00.000
316,SRA000316,74,Quartz ServiceRepairAction 316,1,1,2026-08-24T00:00:00.000
317,SRA000317,158,Unity ServiceRepairAction 317,1,1,2026-08-24T00:00:00.000
318,SRA000318,39,Zenith ServiceRepairAction 318,1,1,2026-08-24T00:00:00.000
319,SRA000319,273,Willow ServiceRepairAction 319,1,1,2026-08-24T00:00:00.000
320,SRA000320,198,Junction ServiceRepairAction 320,1,1,2026-08-24T00:00:00.000
321,SRA000321,144,Atlas ServiceRepairAction 321,1,1,2026-08-24T00:00:00.000
322,SRA000322,54,Evergreen ServiceRepairAction 322,1,1,2026-08-24T00:00:00.000
323,SRA000323,264,Cedar ServiceRepairAction 323,1,1,2026-08-24T00:00:00.000
324,SRA000324,128,Orion ServiceRepairAction 324,1,1,2026-08-24T00:00:00.000
325,SRA000325,57,Junction ServiceRepairAction 325,1,1,2026-08-24T00:00:00.000
326,SRA000326,124,Meridian ServiceRepairAction 326,1,1,2026-08-24T00:00:00.000
327,SRA000327,256,Vertex ServiceRepairAction 327,1,1,2026-08-24T00:00:00.000
328,SRA000328,31,Unity ServiceRepairAction 328,1,1,2026-08-24T00:00:00.000
329,SRA000329,76,Keystone ServiceRepairAction 329,1,1,2026-08-24T00:00:00.000
330,SRA000330,69,Liberty ServiceRepairAction 330,1,1,2026-08-24T00:00:00.000
331,SRA000331,183,Keystone ServiceRepairAction 331,1,1,2026-08-24T00:00:00.000
332,SRA000332,221,Unity ServiceRepairAction 332,1,1,2026-08-24T00:00:00.000
333,SRA000333,269,Keystone ServiceRepairAction 333,1,1,2026-08-24T00:00:00.000
334,SRA000334,265,Granite ServiceRepairAction 334,1,1,2026-08-24T00:00:00.000
335,SRA000335,138,Titan ServiceRepairAction 335,1,1,2026-08-24T00:00:00.000
336,SRA000336,241,Vertex ServiceRepairAction 336,1,1,2026-08-24T00:00:00.000
337,SRA000337,50,Riverton ServiceRepairAction 337,1,1,2026-08-24T00:00:00.000
338,SRA000338,82,Forge ServiceRepairAction 338,1,1,2026-08-24T00:00:00.000
339,SRA000339,173,Junction ServiceRepairAction 339,1,1,2026-08-24T00:00:00.000
340,SRA000340,205,Beacon ServiceRepairAction 340,1,1,2026-08-24T00:00:00.000
341,SRA000341,36,Atlas ServiceRepairAction 341,1,1,2026-08-24T00:00:00.000
342,SRA000342,91,Evergreen ServiceRepairAction 342,1,1,2026-08-24T00:00:00.000
343,SRA000343,263,Pioneer ServiceRepairAction 343,1,1,2026-08-24T00:00:00.000
344,SRA000344,248,Zenith ServiceRepairAction 344,1,1,2026-08-24T00:00:00.000
345,SRA000345,206,Zenith ServiceRepairAction 345,1,1,2026-08-24T00:00:00.000
346,SRA000346,182,Keystone ServiceRepairAction 346,1,1,2026-08-24T00:00:00.000
347,SRA000347,194,Pioneer ServiceRepairAction 347,1,1,2026-08-24T00:00:00.000
348,SRA000348,75,Unity ServiceRepairAction 348,1,1,2026-08-24T00:00:00.000
349,SRA000349,117,Ion ServiceRepairAction 349,1,1,2026-08-24T00:00:00.000
350,SRA000350,3,Beacon ServiceRepairAction 350,1,1,2026-08-24T00:00:00.000
351,SRA000351,11,Northstar ServiceRepairAction 351,1,1,2026-08-24T00:00:00.000
352,SRA000352,262,Delta ServiceRepairAction 352,1,1,2026-08-24T00:00:00.000
353,SRA000353,258,Ion ServiceRepairAction 353,1,1,2026-08-24T00:00:00.000
354,SRA000354,170,Granite ServiceRepairAction 354,1,1,2026-08-24T00:00:00.000
355,SRA000355,169,Meridian ServiceRepairAction 355,1,1,2026-08-24T00:00:00.000
356,SRA000356,19,Cedar ServiceRepairAction 356,1,1,2026-08-24T00:00:00.000
357,SRA000357,32,Willow ServiceRepairAction 357,1,1,2026-08-24T00:00:00.000
358,SRA000358,69,Delta ServiceRepairAction 358,1,1,2026-08-24T00:00:00.000
359,SRA000359,39,Meridian ServiceRepairAction 359,1,1,2026-08-24T00:00:00.000
360,SRA000360,160,Vertex ServiceRepairAction 360,1,1,2026-08-24T00:00:00.000
361,SRA000361,59,Forge ServiceRepairAction 361,1,1,2026-08-24T00:00:00.000
362,SRA000362,43,Titan ServiceRepairAction 362,1,1,2026-08-24T00:00:00.000
363,SRA000363,186,Orion ServiceRepairAction 363,1,1,2026-08-24T00:00:00.000
364,SRA000364,201,Zenith ServiceRepairAction 364,1,1,2026-08-24T00:00:00.000
365,SRA000365,86,Summit ServiceRepairAction 365,1,1,2026-08-24T00:00:00.000
366,SRA000366,236,Orion ServiceRepairAction 366,1,1,2026-08-24T00:00:00.000
367,SRA000367,169,Quartz ServiceRepairAction 367,1,1,2026-08-24T00:00:00.000
368,SRA000368,234,Atlas ServiceRepairAction 368,1,1,2026-08-24T00:00:00.000
369,SRA000369,129,Orion ServiceRepairAction 369,1,1,2026-08-24T00:00:00.000
370,SRA000370,245,Junction ServiceRepairAction 370,1,1,2026-08-24T00:00:00.000
371,SRA000371,189,Harbor ServiceRepairAction 371,1,1,2026-08-24T00:00:00.000
372,SRA000372,259,Junction ServiceRepairAction 372,1,1,2026-08-24T00:00:00.000
373,SRA000373,192,Orion ServiceRepairAction 373,1,1,2026-08-24T00:00:00.000
374,SRA000374,112,Titan ServiceRepairAction 374,1,1,2026-08-24T00:00:00.000
375,SRA000375,87,Vertex ServiceRepairAction 375,1,1,2026-08-24T00:00:00.000
376,SRA000376,12,Delta ServiceRepairAction 376,1,1,2026-08-24T00:00:00.000
377,SRA000377,198,Cedar ServiceRepairAction 377,1,1,2026-08-24T00:00:00.000
378,SRA000378,99,Keystone ServiceRepairAction 378,1,1,2026-08-24T00:00:00.000
379,SRA000379,186,Evergreen ServiceRepairAction 379,1,1,2026-08-24T00:00:00.000
380,SRA000380,167,Beacon ServiceRepairAction 380,1,1,2026-08-24T00:00:00.000
381,SRA000381,107,Willow ServiceRepairAction 381,1,1,2026-08-24T00:00:00.000
382,SRA000382,219,Delta ServiceRepairAction 382,1,1,2026-08-24T00:00:00.000
383,SRA000383,28,Unity ServiceRepairAction 383,1,1,2026-08-24T00:00:00.000
384,SRA000384,250,Northstar ServiceRepairAction 384,1,1,2026-08-24T00:00:00.000
385,SRA000385,133,Granite ServiceRepairAction 385,1,1,2026-08-24T00:00:00.000
386,SRA000386,148,Evergreen ServiceRepairAction 386,1,1,2026-08-24T00:00:00.000
387,SRA000387,65,Willow ServiceRepairAction 387,1,1,2026-08-24T00:00:00.000
388,SRA000388,82,Liberty ServiceRepairAction 388,1,1,2026-08-24T00:00:00.000
389,SRA000389,7,Keystone ServiceRepairAction 389,1,1,2026-08-24T00:00:00.000
390,SRA000390,143,Riverton ServiceRepairAction 390,1,1,2026-08-24T00:00:00.000
391,SRA000391,262,Meridian ServiceRepairAction 391,1,1,2026-08-24T00:00:00.000
392,SRA000392,189,Northstar ServiceRepairAction 392,1,1,2026-08-24T00:00:00.000
393,SRA000393,244,Granite ServiceRepairAction 393,1,1,2026-08-24T00:00:00.000
394,SRA000394,147,Liberty ServiceRepairAction 394,1,1,2026-08-24T00:00:00.000
395,SRA000395,177,Junction ServiceRepairAction 395,1,1,2026-08-24T00:00:00.000
396,SRA000396,183,Beacon ServiceRepairAction 396,1,1,2026-08-24T00:00:00.000
397,SRA000397,69,Ion ServiceRepairAction 397,1,1,2026-08-24T00:00:00.000
398,SRA000398,253,Titan ServiceRepairAction 398,1,1,2026-08-24T00:00:00.000
399,SRA000399,103,Evergreen ServiceRepairAction 399,1,1,2026-08-24T00:00:00.000
400,SRA000400,30,Granite ServiceRepairAction 400,1,1,2026-08-24T00:00:00.000
401,SRA000401,53,Quartz ServiceRepairAction 401,1,1,2026-08-24T00:00:00.000
402,SRA000402,40,Evergreen ServiceRepairAction 402,1,1,2026-08-24T00:00:00.000
403,SRA000403,213,Liberty ServiceRepairAction 403,1,1,2026-08-24T00:00:00.000
404,SRA000404,112,Quartz ServiceRepairAction 404,1,1,2026-08-24T00:00:00.000
405,SRA000405,91,Willow ServiceRepairAction 405,1,1,2026-08-24T00:00:00.000
406,SRA000406,15,Atlas ServiceRepairAction 406,1,1,2026-08-24T00:00:00.000
407,SRA000407,129,Junction ServiceRepairAction 407,1,1,2026-08-24T00:00:00.000
408,SRA000408,118,Quartz ServiceRepairAction 408,1,1,2026-08-24T00:00:00.000
409,SRA000409,7,Titan ServiceRepairAction 409,1,1,2026-08-24T00:00:00.000
410,SRA000410,62,Granite ServiceRepairAction 410,1,1,2026-08-24T00:00:00.000
411,SRA000411,133,Junction ServiceRepairAction 411,1,1,2026-08-24T00:00:00.000
412,SRA000412,16,Orion ServiceRepairAction 412,1,1,2026-08-24T00:00:00.000
413,SRA000413,70,Harbor ServiceRepairAction 413,1,1,2026-08-24T00:00:00.000
414,SRA000414,136,Pioneer ServiceRepairAction 414,1,1,2026-08-24T00:00:00.000
415,SRA000415,96,Unity ServiceRepairAction 415,1,1,2026-08-24T00:00:00.000
416,SRA000416,137,Beacon ServiceRepairAction 416,1,1,2026-08-24T00:00:00.000
417,SRA000417,5,Atlas ServiceRepairAction 417,1,1,2026-08-24T00:00:00.000
418,SRA000418,123,Granite ServiceRepairAction 418,1,1,2026-08-24T00:00:00.000
419,SRA000419,275,Cedar ServiceRepairAction 419,1,1,2026-08-24T00:00:00.000
420,SRA000420,105,Junction ServiceRepairAction 420,1,1,2026-08-24T00:00:00.000
421,SRA000421,2,Atlas ServiceRepairAction 421,1,1,2026-08-24T00:00:00.000
422,SRA000422,123,Keystone ServiceRepairAction 422,1,1,2026-08-24T00:00:00.000
423,SRA000423,238,Harbor ServiceRepairAction 423,1,1,2026-08-24T00:00:00.000
424,SRA000424,130,Ion ServiceRepairAction 424,1,1,2026-08-24T00:00:00.000
425,SRA000425,113,Orion ServiceRepairAction 425,1,1,2026-08-24T00:00:00.000
426,SRA000426,100,Evergreen ServiceRepairAction 426,1,1,2026-08-24T00:00:00.000
427,SRA000427,160,Delta ServiceRepairAction 427,1,1,2026-08-24T00:00:00.000
428,SRA000428,73,Granite ServiceRepairAction 428,1,1,2026-08-24T00:00:00.000
429,SRA000429,82,Liberty ServiceRepairAction 429,1,1,2026-08-24T00:00:00.000
430,SRA000430,247,Ion ServiceRepairAction 430,1,1,2026-08-24T00:00:00.000
431,SRA000431,253,Ion ServiceRepairAction 431,1,1,2026-08-24T00:00:00.000
432,SRA000432,37,Harbor ServiceRepairAction 432,1,1,2026-08-24T00:00:00.000
433,SRA000433,6,Summit ServiceRepairAction 433,1,1,2026-08-24T00:00:00.000
434,SRA000434,87,Delta ServiceRepairAction 434,1,1,2026-08-24T00:00:00.000
435,SRA000435,67,Harbor ServiceRepairAction 435,1,1,2026-08-24T00:00:00.000
436,SRA000436,189,Evergreen ServiceRepairAction 436,1,1,2026-08-24T00:00:00.000
437,SRA000437,251,Quartz ServiceRepairAction 437,1,1,2026-08-24T00:00:00.000
438,SRA000438,36,Meridian ServiceRepairAction 438,1,1,2026-08-24T00:00:00.000
439,SRA000439,236,Riverton ServiceRepairAction 439,1,1,2026-08-24T00:00:00.000
440,SRA000440,80,Junction ServiceRepairAction 440,1,1,2026-08-24T00:00:00.000
441,SRA000441,171,Evergreen ServiceRepairAction 441,1,1,2026-08-24T00:00:00.000
442,SRA000442,120,Cedar ServiceRepairAction 442,1,1,2026-08-24T00:00:00.000
443,SRA000443,147,Riverton ServiceRepairAction 443,1,1,2026-08-24T00:00:00.000
444,SRA000444,60,Titan ServiceRepairAction 444,1,1,2026-08-24T00:00:00.000
445,SRA000445,108,Pioneer ServiceRepairAction 445,1,1,2026-08-24T00:00:00.000
446,SRA000446,237,Vertex ServiceRepairAction 446,1,1,2026-08-24T00:00:00.000
447,SRA000447,21,Summit ServiceRepairAction 447,1,1,2026-08-24T00:00:00.000
448,SRA000448,273,Unity ServiceRepairAction 448,1,1,2026-08-24T00:00:00.000
449,SRA000449,202,Keystone ServiceRepairAction 449,1,1,2026-08-24T00:00:00.000
450,SRA000450,148,Granite ServiceRepairAction 450,1,1,2026-08-24T00:00:00.000
451,SRA000451,265,Harbor ServiceRepairAction 451,1,1,2026-08-24T00:00:00.000
452,SRA000452,241,Willow ServiceRepairAction 452,1,1,2026-08-24T00:00:00.000
453,SRA000453,43,Meridian ServiceRepairAction 453,1,1,2026-08-24T00:00:00.000
454,SRA000454,21,Quartz ServiceRepairAction 454,1,1,2026-08-24T00:00:00.000
455,SRA000455,278,Orion ServiceRepairAction 455,1,1,2026-08-24T00:00:00.000
456,SRA000456,251,Unity ServiceRepairAction 456,1,1,2026-08-24T00:00:00.000
457,SRA000457,171,Orion ServiceRepairAction 457,1,1,2026-08-24T00:00:00.000
458,SRA000458,153,Ion ServiceRepairAction 458,1,1,2026-08-24T00:00:00.000
459,SRA000459,160,Forge ServiceRepairAction 459,1,1,2026-08-24T00:00:00.000
460,SRA000460,216,Pioneer ServiceRepairAction 460,1,1,2026-08-24T00:00:00.000
461,SRA000461,85,Ion ServiceRepairAction 461,1,1,2026-08-24T00:00:00.000
462,SRA000462,279,Beacon ServiceRepairAction 462,1,1,2026-08-24T00:00:00.000
463,SRA000463,81,Atlas ServiceRepairAction 463,1,1,2026-08-24T00:00:00.000
464,SRA000464,75,Pioneer ServiceRepairAction 464,1,1,2026-08-24T00:00:00.000
465,SRA000465,129,Summit ServiceRepairAction 465,1,1,2026-08-24T00:00:00.000
466,SRA000466,160,Delta ServiceRepairAction 466,1,1,2026-08-24T00:00:00.000
467,SRA000467,218,Orion ServiceRepairAction 467,1,1,2026-08-24T00:00:00.000
468,SRA000468,59,Junction ServiceRepairAction 468,1,1,2026-08-24T00:00:00.000
469,SRA000469,71,Cedar ServiceRepairAction 469,1,1,2026-08-24T00:00:00.000
470,SRA000470,119,Riverton ServiceRepairAction 470,1,1,2026-08-24T00:00:00.000
471,SRA000471,213,Meridian ServiceRepairAction 471,1,1,2026-08-24T00:00:00.000
472,SRA000472,196,Vertex ServiceRepairAction 472,1,1,2026-08-24T00:00:00.000
473,SRA000473,217,Vertex ServiceRepairAction 473,1,1,2026-08-24T00:00:00.000
474,SRA000474,267,Quartz ServiceRepairAction 474,1,1,2026-08-24T00:00:00.000
475,SRA000475,144,Liberty ServiceRepairAction 475,1,1,2026-08-24T00:00:00.000
476,SRA000476,142,Vertex ServiceRepairAction 476,1,1,2026-08-24T00:00:00.000
477,SRA000477,209,Vertex ServiceRepairAction 477,1,1,2026-08-24T00:00:00.000
478,SRA000478,203,Harbor ServiceRepairAction 478,1,1,2026-08-24T00:00:00.000
479,SRA000479,86,Meridian ServiceRepairAction 479,1,1,2026-08-24T00:00:00.000
480,SRA000480,179,Harbor ServiceRepairAction 480,1,1,2026-08-24T00:00:00.000
481,SRA000481,104,Harbor ServiceRepairAction 481,1,1,2026-08-24T00:00:00.000
482,SRA000482,229,Liberty ServiceRepairAction 482,1,1,2026-08-24T00:00:00.000
483,SRA000483,130,Evergreen ServiceRepairAction 483,1,1,2026-08-24T00:00:00.000
484,SRA000484,8,Pioneer ServiceRepairAction 484,1,1,2026-08-24T00:00:00.000
485,SRA000485,137,Northstar ServiceRepairAction 485,1,1,2026-08-24T00:00:00.000
486,SRA000486,233,Riverton ServiceRepairAction 486,1,1,2026-08-24T00:00:00.000
487,SRA000487,211,Quartz ServiceRepairAction 487,1,1,2026-08-24T00:00:00.000
488,SRA000488,108,Orion ServiceRepairAction 488,1,1,2026-08-24T00:00:00.000
489,SRA000489,91,Cedar ServiceRepairAction 489,1,1,2026-08-24T00:00:00.000
490,SRA000490,274,Delta ServiceRepairAction 490,1,1,2026-08-24T00:00:00.000
491,SRA000491,94,Riverton ServiceRepairAction 491,1,1,2026-08-24T00:00:00.000
492,SRA000492,115,Summit ServiceRepairAction 492,1,1,2026-08-24T00:00:00.000
493,SRA000493,207,Summit ServiceRepairAction 493,1,1,2026-08-24T00:00:00.000
494,SRA000494,198,Delta ServiceRepairAction 494,1,1,2026-08-24T00:00:00.000
495,SRA000495,230,Harbor ServiceRepairAction 495,1,1,2026-08-24T00:00:00.000
496,SRA000496,188,Vertex ServiceRepairAction 496,1,1,2026-08-24T00:00:00.000
497,SRA000497,11,Summit ServiceRepairAction 497,1,1,2026-08-24T00:00:00.000
498,SRA000498,227,Unity ServiceRepairAction 498,1,1,2026-08-24T00:00:00.000
499,SRA000499,132,Zenith ServiceRepairAction 499,1,1,2026-08-24T00:00:00.000
500,SRA000500,32,Atlas ServiceRepairAction 500,1,1,2026-08-24T00:00:00.000
