GeoCityKey,GeoCityCode,GeoStateProvinceKey,GeoCityName,SourceSystemKey,BatchId,LoadedAtUtc
350,GC000350,458,Northstar GeoCity 350,1,1,2026-08-24T00:00:00.000
351,GC000351,454,Liberty GeoCity 351,1,1,2026-08-24T00:00:00.000
352,GC000352,273,Pioneer GeoCity 352,1,1,2026-08-24T00:00:00.000
353,GC000353,245,Beacon GeoCity 353,1,1,2026-08-24T00:00:00.000
354,GC000354,101,Harbor GeoCity 354,1,1,2026-08-24T00:00:00.000
355,GC000355,421,Atlas GeoCity 355,1,1,2026-08-24T00:00:00.000
356,GC000356,275,Vertex GeoCity 356,1,1,2026-08-24T00:00:00.000
357,GC000357,19,Unity GeoCity 357,1,1,2026-08-24T00:00:00.000
358,GC000358,40,Summit GeoCity 358,1,1,2026-08-24T00:00:00.000
359,GC000359,254,Quartz GeoCity 359,1,1,2026-08-24T00:00:00.000
360,GC000360,327,Keystone GeoCity 360,1,1,2026-08-24T00:00:00.000
361,GC000361,71,Meridian GeoCity 361,1,1,2026-08-24T00:00:00.000
362,GC000362,391,Keystone GeoCity 362,1,1,2026-08-24T00:00:00.000
363,GC000363,452,Beacon GeoCity 363,1,1,2026-08-24T00:00:00.000
364,GC000364,14,Junction GeoCity 364,1,1,2026-08-24T00:00:00.000
365,GC000365,394,Unity GeoCity 365,1,1,2026-08-24T00:00:00.000
366,GC000366,289,Zenith GeoCity 366,1,1,2026-08-24T00:00:00.000
367,GC000367,467,Ion GeoCity 367,1,1,2026-08-24T00:00:00.000
368,GC000368,410,Orion GeoCity 368,1,1,2026-08-24T00:00:00.000
369,GC000369,293,Vertex GeoCity 369,1,1,2026-08-24T00:00:00.000
370,GC000370,368,Granite GeoCity 370,1,1,2026-08-24T00:00:00.000
371,GC000371,465,Cedar GeoCity 371,1,1,2026-08-24T00:00:00.000
372,GC000372,281,Unity GeoCity 372,1,1,2026-08-24T00:00:00.000
373,GC000373,28,Pioneer GeoCity 373,1,1,2026-08-24T00:00:00.000
374,GC000374,206,Northstar GeoCity 374,1,1,2026-08-24T00:00:00.000
375,GC000375,63,Keystone GeoCity 375,1,1,2026-08-24T00:00:00.000
376,GC000376,399,Willow GeoCity 376,1,1,2026-08-24T00:00:00.000
377,GC000377,455,Riverton GeoCity 377,1,1,2026-08-24T00:00:00.000
378,GC000378,85,Delta GeoCity 378,1,1,2026-08-24T00:00:00.000
379,GC000379,305,Zenith GeoCity 379,1,1,2026-08-24T00:00:00.000
380,GC000380,45,Zenith GeoCity 380,1,1,2026-08-24T00:00:00.000
381,GC000381,286,Unity GeoCity 381,1,1,2026-08-24T00:00:00.000
382,GC000382,407,Atlas GeoCity 382,1,1,2026-08-24T00:00:00.000
383,GC000383,130,Vertex GeoCity 383,1,1,2026-08-24T00:00:00.000
384,GC000384,51,Forge GeoCity 384,1,1,2026-08-24T00:00:00.000
385,GC000385,14,Junction GeoCity 385,1,1,2026-08-24T00:00:00.000
386,GC000386,371,Junction GeoCity 386,1,1,2026-08-24T00:00:00.000
387,GC000387,481,Granite GeoCity 387,1,1,2026-08-24T00:00:00.000
388,GC000388,310,Summit GeoCity 388,1,1,2026-08-24T00:00:00.000
389,GC000389,36,Forge GeoCity 389,1,1,2026-08-24T00:00:00.000
390,GC000390,199,Granite GeoCity 390,1,1,2026-08-24T00:00:00.000
391,GC000391,264,Orion GeoCity 391,1,1,2026-08-24T00:00:00.000
392,GC000392,243,Zenith GeoCity 392,1,1,2026-08-24T00:00:00.000
393,GC000393,485,Granite GeoCity 393,1,1,2026-08-24T00:00:00.000
394,GC000394,3,Willow GeoCity 394,1,1,2026-08-24T00:00:00.000
395,GC000395,328,Atlas GeoCity 395,1,1,2026-08-24T00:00:00.000
396,GC000396,488,Willow GeoCity 396,1,1,2026-08-24T00:00:00.000
397,GC000397,126,Riverton GeoCity 397,1,1,2026-08-24T00:00:00.000
398,GC000398,385,Atlas GeoCity 398,1,1,2026-08-24T00:00:00.000
399,GC000399,192,Summit GeoCity 399,1,1,2026-08-24T00:00:00.000
400,GC000400,471,Zenith GeoCity 400,1,1,2026-08-24T00:00:00.000
401,GC000401,239,Quartz GeoCity 401,1,1,2026-08-24T00:00:00.000
402,GC000402,55,Willow GeoCity 402,1,1,2026-08-24T00:00:00.000
403,GC000403,235,Harbor GeoCity 403,1,1,2026-08-24T00:00:00.000
404,GC000404,190,Unity GeoCity 404,1,1,2026-08-24T00:00:00.000
405,GC000405,322,Liberty GeoCity 405,1,1,2026-08-24T00:00:00.000
406,GC000406,198,Keystone GeoCity 406,1,1,2026-08-24T00:00:00.000
407,GC000407,342,Delta GeoCity 407,1,1,2026-08-24T00:00:00.000
408,GC000408,281,Riverton GeoCity 408,1,1,2026-08-24T00:00:00.000
409,GC000409,441,Titan GeoCity 409,1,1,2026-08-24T00:00:00.000
410,GC000410,490,Quartz GeoCity 410,1,1,2026-08-24T00:00:00.000
411,GC000411,352,Beacon GeoCity 411,1,1,2026-08-24T00:00:00.000
412,GC000412,259,Unity GeoCity 412,1,1,2026-08-24T00:00:00.000
413,GC000413,260,Atlas GeoCity 413,1,1,2026-08-24T00:00:00.000
414,GC000414,178,Orion GeoCity 414,1,1,2026-08-24T00:00:00.000
415,GC000415,202,Willow GeoCity 415,1,1,2026-08-24T00:00:00.000
416,GC000416,214,Summit GeoCity 416,1,1,2026-08-24T00:00:00.000
417,GC000417,427,Willow GeoCity 417,1,1,2026-08-24T00:00:00.000
418,GC000418,440,Zenith GeoCity 418,1,1,2026-08-24T00:00:00.000
419,GC000419,63,Beacon GeoCity 419,1,1,2026-08-24T00:00:00.000
420,GC000420,361,Cedar GeoCity 420,1,1,2026-08-24T00:00:00.000
421,GC000421,412,Willow GeoCity 421,1,1,2026-08-24T00:00:00.000
422,GC000422,59,Keystone GeoCity 422,1,1,2026-08-24T00:00:00.000
423,GC000423,386,Delta GeoCity 423,1,1,2026-08-24T00:00:00.000
424,GC000424,369,Titan GeoCity 424,1,1,2026-08-24T00:00:00.000
425,GC000425,352,Atlas GeoCity 425,1,1,2026-08-24T00:00:00.000
426,GC000426,409,Northstar GeoCity 426,1,1,2026-08-24T00:00:00.000
427,GC000427,81,Harbor GeoCity 427,1,1,2026-08-24T00:00:00.000
428,GC000428,61,Evergreen GeoCity 428,1,1,2026-08-24T00:00:00.000
429,GC000429,239,Harbor GeoCity 429,1,1,2026-08-24T00:00:00.000
430,GC000430,150,Evergreen GeoCity 430,1,1,2026-08-24T00:00:00.000
431,GC000431,64,Ion GeoCity 431,1,1,2026-08-24T00:00:00.000
432,GC000432,235,Riverton GeoCity 432,1,1,2026-08-24T00:00:00.000
433,GC000433,237,Willow GeoCity 433,1,1,2026-08-24T00:00:00.000
434,GC000434,244,Meridian GeoCity 434,1,1,2026-08-24T00:00:00.000
435,GC000435,130,Unity GeoCity 435,1,1,2026-08-24T00:00:00.000
436,GC000436,313,Liberty GeoCity 436,1,1,2026-08-24T00:00:00.000
437,GC000437,153,Orion GeoCity 437,1,1,2026-08-24T00:00:00.000
438,GC000438,158,Quartz GeoCity 438,1,1,2026-08-24T00:00:00.000
439,GC000439,131,Orion GeoCity 439,1,1,2026-08-24T00:00:00.000
440,GC000440,148,Northstar GeoCity 440,1,1,2026-08-24T00:00:00.000
441,GC000441,414,Vertex GeoCity 441,1,1,2026-08-24T00:00:00.000
442,GC000442,348,Liberty GeoCity 442,1,1,2026-08-24T00:00:00.000
443,GC000443,333,Liberty GeoCity 443,1,1,2026-08-24T00:00:00.000
444,GC000444,197,Meridian GeoCity 444,1,1,2026-08-24T00:00:00.000
445,GC000445,300,Harbor GeoCity 445,1,1,2026-08-24T00:00:00.000
446,GC000446,248,Riverton GeoCity 446,1,1,2026-08-24T00:00:00.000
447,GC000447,161,Pioneer GeoCity 447,1,1,2026-08-24T00:00:00.000
448,GC000448,165,Granite GeoCity 448,1,1,2026-08-24T00:00:00.000
449,GC000449,159,Harbor GeoCity 449,1,1,2026-08-24T00:00:00.000
450,GC000450,302,Harbor GeoCity 450,1,1,2026-08-24T00:00:00.000
451,GC000451,385,Evergreen GeoCity 451,1,1,2026-08-24T00:00:00.000
452,GC000452,138,Cedar GeoCity 452,1,1,2026-08-24T00:00:00.000
453,GC000453,152,Northstar GeoCity 453,1,1,2026-08-24T00:00:00.000
454,GC000454,11,Liberty GeoCity 454,1,1,2026-08-24T00:00:00.000
455,GC000455,492,Meridian GeoCity 455,1,1,2026-08-24T00:00:00.000
456,GC000456,84,Willow GeoCity 456,1,1,2026-08-24T00:00:00.000
457,GC000457,436,Beacon GeoCity 457,1,1,2026-08-24T00:00:00.000
458,GC000458,87,Meridian GeoCity 458,1,1,2026-08-24T00:00:00.000
459,GC000459,4,Forge GeoCity 459,1,1,2026-08-24T00:00:00.000
460,GC000460,405,Cedar GeoCity 460,1,1,2026-08-24T00:00:00.000
461,GC000461,68,Meridian GeoCity 461,1,1,2026-08-24T00:00:00.000
462,GC000462,96,Riverton GeoCity 462,1,1,2026-08-24T00:00:00.000
463,GC000463,68,Titan GeoCity 463,1,1,2026-08-24T00:00:00.000
464,GC000464,313,Atlas GeoCity 464,1,1,2026-08-24T00:00:00.000
465,GC000465,52,Orion GeoCity 465,1,1,2026-08-24T00:00:00.000
466,GC000466,161,Forge GeoCity 466,1,1,2026-08-24T00:00:00.000
467,GC000467,373,Atlas GeoCity 467,1,1,2026-08-24T00:00:00.000
468,GC000468,311,Titan GeoCity 468,1,1,2026-08-24T00:00:00.000
469,GC000469,242,Beacon GeoCity 469,1,1,2026-08-24T00:00:00.000
470,GC000470,156,Riverton GeoCity 470,1,1,2026-08-24T00:00:00.000
471,GC000471,94,Atlas GeoCity 471,1,1,2026-08-24T00:00:00.000
472,GC000472,186,Meridian GeoCity 472,1,1,2026-08-24T00:00:00.000
473,GC000473,148,Liberty GeoCity 473,1,1,2026-08-24T00:00:00.000
474,GC000474,284,Keystone GeoCity 474,1,1,2026-08-24T00:00:00.000
475,GC000475,241,Titan GeoCity 475,1,1,2026-08-24T00:00:00.000
476,GC000476,256,Willow GeoCity 476,1,1,2026-08-24T00:00:00.000
477,GC000477,34,Orion GeoCity 477,1,1,2026-08-24T00:00:00.000
478,GC000478,338,Delta GeoCity 478,1,1,2026-08-24T00:00:00.000
479,GC000479,403,Delta GeoCity 479,1,1,2026-08-24T00:00:00.000
480,GC000480,16,Titan GeoCity 480,1,1,2026-08-24T00:00:00.000
481,GC000481,352,Riverton GeoCity 481,1,1,2026-08-24T00:00:00.000
482,GC000482,21,Keystone GeoCity 482,1,1,2026-08-24T00:00:00.000
483,GC000483,197,Evergreen GeoCity 483,1,1,2026-08-24T00:00:00.000
484,GC000484,56,Granite GeoCity 484,1,1,2026-08-24T00:00:00.000
485,GC000485,116,Unity GeoCity 485,1,1,2026-08-24T00:00:00.000
486,GC000486,187,Harbor GeoCity 486,1,1,2026-08-24T00:00:00.000
487,GC000487,290,Meridian GeoCity 487,1,1,2026-08-24T00:00:00.000
488,GC000488,478,Quartz GeoCity 488,1,1,2026-08-24T00:00:00.000
489,GC000489,246,Meridian GeoCity 489,1,1,2026-08-24T00:00:00.000
490,GC000490,377,Titan GeoCity 490,1,1,2026-08-24T00:00:00.000
491,GC000491,383,Unity GeoCity 491,1,1,2026-08-24T00:00:00.000
492,GC000492,497,Quartz GeoCity 492,1,1,2026-08-24T00:00:00.000
493,GC000493,327,Ion GeoCity 493,1,1,2026-08-24T00:00:00.000
494,GC000494,221,Ion GeoCity 494,1,1,2026-08-24T00:00:00.000
495,GC000495,152,Cedar GeoCity 495,1,1,2026-08-24T00:00:00.000
496,GC000496,148,Titan GeoCity 496,1,1,2026-08-24T00:00:00.000
497,GC000497,392,Harbor GeoCity 497,1,1,2026-08-24T00:00:00.000
498,GC000498,14,Northstar GeoCity 498,1,1,2026-08-24T00:00:00.000
499,GC000499,390,Harbor GeoCity 499,1,1,2026-08-24T00:00:00.000
500,GC000500,461,Beacon GeoCity 500,1,1,2026-08-24T00:00:00.000
