SalesCustomerDivisionKey,SalesCustomerDivisionCode,SalesCustomerChainKey,SalesCustomerDivisionName,SourceSystemKey,BatchId,LoadedAtUtc
303,SCD000303,12,Quartz SalesCustomerDivision 303,1,1,2026-08-24T00:00:00.000
304,SCD000304,469,Quartz SalesCustomerDivision 304,1,1,2026-08-24T00:00:00.000
305,SCD000305,343,Ion SalesCustomerDivision 305,1,1,2026-08-24T00:00:00.000
306,SCD000306,163,Harbor SalesCustomerDivision 306,1,1,2026-08-24T00:00:00.000
307,SCD000307,293,Zenith SalesCustomerDivision 307,1,1,2026-08-24T00:00:00.000
308,SCD000308,282,Pioneer SalesCustomerDivision 308,1,1,2026-08-24T00:00:00.000
309,SCD000309,415,Ion SalesCustomerDivision 309,1,1,2026-08-24T00:00:00.000
310,SCD000310,286,Orion SalesCustomerDivision 310,1,1,2026-08-24T00:00:00.000
311,SCD000311,170,Cedar SalesCustomerDivision 311,1,1,2026-08-24T00:00:00.000
312,SCD000312,300,Orion SalesCustomerDivision 312,1,1,2026-08-24T00:00:00.000
313,SCD000313,49,Unity SalesCustomerDivision 313,1,1,2026-08-24T00:00:00.000
314,SCD000314,191,Willow SalesCustomerDivision 314,1,1,2026-08-24T00:00:00.000
315,SCD000315,465,Orion SalesCustomerDivision 315,1,1,2026-08-24T00:00:00.000
316,SCD000316,294,Delta SalesCustomerDivision 316,1,1,2026-08-24T00:00:00.000
317,SCD000317,355,Ion SalesCustomerDivision 317,1,1,2026-08-24T00:00:00.000
318,SCD000318,426,Willow SalesCustomerDivision 318,1,1,2026-08-24T00:00:00.000
319,SCD000319,56,Riverton SalesCustomerDivision 319,1,1,2026-08-24T00:00:00.000
320,SCD000320,278,Forge SalesCustomerDivision 320,1,1,2026-08-24T00:00:00.000
321,SCD000321,63,Zenith SalesCustomerDivision 321,1,1,2026-08-24T00:00:00.000
322,SCD000322,16,Orion SalesCustomerDivision 322,1,1,2026-08-24T00:00:00.000
323,SCD000323,393,Pioneer SalesCustomerDivision 323,1,1,2026-08-24T00:00:00.000
324,SCD000324,234,Keystone SalesCustomerDivision 324,1,1,2026-08-24T00:00:00.000
325,SCD000325,196,Delta SalesCustomerDivision 325,1,1,2026-08-24T00:00:00.000
326,SCD000326,353,Junction SalesCustomerDivision 326,1,1,2026-08-24T00:00:00.000
327,SCD000327,442,Meridian SalesCustomerDivision 327,1,1,2026-08-24T00:00:00.000
328,SCD000328,139,Ion SalesCustomerDivision 328,1,1,2026-08-24T00:00:00.000
329,SCD000329,123,Delta SalesCustomerDivision 329,1,1,2026-08-24T00:00:00.000
330,SCD000330,266,Ion SalesCustomerDivision 330,1,1,2026-08-24T00:00:00.000
331,SCD000331,492,Ion SalesCustomerDivision 331,1,1,2026-08-24T00:00:00.000
332,SCD000332,147,Quartz SalesCustomerDivision 332,1,1,2026-08-24T00:00:00.000
333,SCD000333,7,Evergreen SalesCustomerDivision 333,1,1,2026-08-24T00:00:00.000
334,SCD000334,347,Cedar SalesCustomerDivision 334,1,1,2026-08-24T00:00:00.000
335,SCD000335,37,Pioneer SalesCustomerDivision 335,1,1,2026-08-24T00:00:00.000
336,SCD000336,61,Atlas SalesCustomerDivision 336,1,1,2026-08-24T00:00:00.000
337,SCD000337,423,Willow SalesCustomerDivision 337,1,1,2026-08-24T00:00:00.000
338,SCD000338,210,Evergreen SalesCustomerDivision 338,1,1,2026-08-24T00:00:00.000
339,SCD000339,115,Atlas SalesCustomerDivision 339,1,1,2026-08-24T00:00:00.000
340,SCD000340,355,Unity SalesCustomerDivision 340,1,1,2026-08-24T00:00:00.000
341,SCD000341,325,Quartz SalesCustomerDivision 341,1,1,2026-08-24T00:00:00.000
342,SCD000342,490,Pioneer SalesCustomerDivision 342,1,1,2026-08-24T00:00:00.000
343,SCD000343,141,Unity SalesCustomerDivision 343,1,1,2026-08-24T00:00:00.000
344,SCD000344,167,Zenith SalesCustomerDivision 344,1,1,2026-08-24T00:00:00.000
345,SCD000345,498,Keystone SalesCustomerDivision 345,1,1,2026-08-24T00:00:00.000
346,SCD000346,141,Summit SalesCustomerDivision 346,1,1,2026-08-24T00:00:00.000
347,SCD000347,311,Willow SalesCustomerDivision 347,1,1,2026-08-24T00:00:00.000
348,SCD000348,182,Unity SalesCustomerDivision 348,1,1,2026-08-24T00:00:00.000
349,SCD000349,221,Zenith SalesCustomerDivision 349,1,1,2026-08-24T00:00:00.000
350,SCD000350,277,Quartz SalesCustomerDivision 350,1,1,2026-08-24T00:00:00.000
351,SCD000351,260,Evergreen SalesCustomerDivision 351,1,1,2026-08-24T00:00:00.000
352,SCD000352,297,Cedar SalesCustomerDivision 352,1,1,2026-08-24T00:00:00.000
353,SCD000353,275,Unity SalesCustomerDivision 353,1,1,2026-08-24T00:00:00.000
354,SCD000354,350,Atlas SalesCustomerDivision 354,1,1,2026-08-24T00:00:00.000
355,SCD000355,326,Keystone SalesCustomerDivision 355,1,1,2026-08-24T00:00:00.000
356,SCD000356,397,Ion SalesCustomerDivision 356,1,1,2026-08-24T00:00:00.000
357,SCD000357,123,Harbor SalesCustomerDivision 357,1,1,2026-08-24T00:00:00.000
358,SCD000358,415,Keystone SalesCustomerDivision 358,1,1,2026-08-24T00:00:00.000
359,SCD000359,293,Quartz SalesCustomerDivision 359,1,1,2026-08-24T00:00:00.000
360,SCD000360,290,Forge SalesCustomerDivision 360,1,1,2026-08-24T00:00:00.000
361,SCD000361,493,Pioneer SalesCustomerDivision 361,1,1,2026-08-24T00:00:00.000
362,SCD000362,291,Cedar SalesCustomerDivision 362,1,1,2026-08-24T00:00:00.000
363,SCD000363,134,Quartz SalesCustomerDivision 363,1,1,2026-08-24T00:00:00.000
364,SCD000364,88,Unity SalesCustomerDivision 364,1,1,2026-08-24T00:00:00.000
365,SCD000365,211,Atlas SalesCustomerDivision 365,1,1,2026-08-24T00:00:00.000
366,SCD000366,460,Riverton SalesCustomerDivision 366,1,1,2026-08-24T00:00:00.000
367,SCD000367,356,Delta SalesCustomerDivision 367,1,1,2026-08-24T00:00:00.000
368,SCD000368,174,Summit SalesCustomerDivision 368,1,1,2026-08-24T00:00:00.000
369,SCD000369,258,Liberty SalesCustomerDivision 369,1,1,2026-08-24T00:00:00.000
370,SCD000370,114,Summit SalesCustomerDivision 370,1,1,2026-08-24T00:00:00.000
371,SCD000371,237,Meridian SalesCustomerDivision 371,1,1,2026-08-24T00:00:00.000
372,SCD000372,208,Meridian SalesCustomerDivision 372,1,1,2026-08-24T00:00:00.000
373,SCD000373,494,Vertex SalesCustomerDivision 373,1,1,2026-08-24T00:00:00.000
374,SCD000374,248,Forge SalesCustomerDivision 374,1,1,2026-08-24T00:00:00.000
375,SCD000375,223,Delta SalesCustomerDivision 375,1,1,2026-08-24T00:00:00.000
376,SCD000376,331,Granite SalesCustomerDivision 376,1,1,2026-08-24T00:00:00.000
377,SCD000377,116,Willow SalesCustomerDivision 377,1,1,2026-08-24T00:00:00.000
378,SCD000378,10,Junction SalesCustomerDivision 378,1,1,2026-08-24T00:00:00.000
379,SCD000379,140,Titan SalesCustomerDivision 379,1,1,2026-08-24T00:00:00.000
380,SCD000380,34,Unity SalesCustomerDivision 380,1,1,2026-08-24T00:00:00.000
381,SCD000381,473,Riverton SalesCustomerDivision 381,1,1,2026-08-24T00:00:00.000
382,SCD000382,185,Orion SalesCustomerDivision 382,1,1,2026-08-24T00:00:00.000
383,SCD000383,55,Orion SalesCustomerDivision 383,1,1,2026-08-24T00:00:00.000
384,SCD000384,453,Riverton SalesCustomerDivision 384,1,1,2026-08-24T00:00:00.000
385,SCD000385,207,Granite SalesCustomerDivision 385,1,1,2026-08-24T00:00:00.000
386,SCD000386,52,Harbor SalesCustomerDivision 386,1,1,2026-08-24T00:00:00.000
387,SCD000387,226,Orion SalesCustomerDivision 387,1,1,2026-08-24T00:00:00.000
388,SCD000388,466,Pioneer SalesCustomerDivision 388,1,1,2026-08-24T00:00:00.000
389,SCD000389,149,Liberty SalesCustomerDivision 389,1,1,2026-08-24T00:00:00.000
390,SCD000390,225,Unity SalesCustomerDivision 390,1,1,2026-08-24T00:00:00.000
391,SCD000391,107,Harbor SalesCustomerDivision 391,1,1,2026-08-24T00:00:00.000
392,SCD000392,429,Willow SalesCustomerDivision 392,1,1,2026-08-24T00:00:00.000
393,SCD000393,79,Ion SalesCustomerDivision 393,1,1,2026-08-24T00:00:00.000
394,SCD000394,284,Forge SalesCustomerDivision 394,1,1,2026-08-24T00:00:00.000
395,SCD000395,54,Zenith SalesCustomerDivision 395,1,1,2026-08-24T00:00:00.000
396,SCD000396,421,Evergreen SalesCustomerDivision 396,1,1,2026-08-24T00:00:00.000
397,SCD000397,139,Orion SalesCustomerDivision 397,1,1,2026-08-24T00:00:00.000
398,SCD000398,181,Atlas SalesCustomerDivision 398,1,1,2026-08-24T00:00:00.000
399,SCD000399,264,Vertex SalesCustomerDivision 399,1,1,2026-08-24T00:00:00.000
400,SCD000400,45,Liberty SalesCustomerDivision 400,1,1,2026-08-24T00:00:00.000
401,SCD000401,316,Delta SalesCustomerDivision 401,1,1,2026-08-24T00:00:00.000
402,SCD000402,397,Beacon SalesCustomerDivision 402,1,1,2026-08-24T00:00:00.000
403,SCD000403,337,Northstar SalesCustomerDivision 403,1,1,2026-08-24T00:00:00.000
404,SCD000404,237,Delta SalesCustomerDivision 404,1,1,2026-08-24T00:00:00.000
405,SCD000405,111,Unity SalesCustomerDivision 405,1,1,2026-08-24T00:00:00.000
406,SCD000406,231,Harbor SalesCustomerDivision 406,1,1,2026-08-24T00:00:00.000
407,SCD000407,152,Junction SalesCustomerDivision 407,1,1,2026-08-24T00:00:00.000
408,SCD000408,338,Vertex SalesCustomerDivision 408,1,1,2026-08-24T00:00:00.000
409,SCD000409,401,Titan SalesCustomerDivision 409,1,1,2026-08-24T00:00:00.000
410,SCD000410,331,Beacon SalesCustomerDivision 410,1,1,2026-08-24T00:00:00.000
411,SCD000411,309,Willow SalesCustomerDivision 411,1,1,2026-08-24T00:00:00.000
412,SCD000412,42,Liberty SalesCustomerDivision 412,1,1,2026-08-24T00:00:00.000
413,SCD000413,394,Summit SalesCustomerDivision 413,1,1,2026-08-24T00:00:00.000
414,SCD000414,96,Titan SalesCustomerDivision 414,1,1,2026-08-24T00:00:00.000
415,SCD000415,172,Willow SalesCustomerDivision 415,1,1,2026-08-24T00:00:00.000
416,SCD000416,90,Evergreen SalesCustomerDivision 416,1,1,2026-08-24T00:00:00.000
417,SCD000417,252,Titan SalesCustomerDivision 417,1,1,2026-08-24T00:00:00.000
418,SCD000418,178,Riverton SalesCustomerDivision 418,1,1,2026-08-24T00:00:00.000
419,SCD000419,361,Willow SalesCustomerDivision 419,1,1,2026-08-24T00:00:00.000
420,SCD000420,471,Beacon SalesCustomerDivision 420,1,1,2026-08-24T00:00:00.000
421,SCD000421,87,Cedar SalesCustomerDivision 421,1,1,2026-08-24T00:00:00.000
422,SCD000422,175,Quartz SalesCustomerDivision 422,1,1,2026-08-24T00:00:00.000
423,SCD000423,376,Evergreen SalesCustomerDivision 423,1,1,2026-08-24T00:00:00.000
424,SCD000424,324,Titan SalesCustomerDivision 424,1,1,2026-08-24T00:00:00.000
425,SCD000425,356,Beacon SalesCustomerDivision 425,1,1,2026-08-24T00:00:00.000
426,SCD000426,235,Liberty SalesCustomerDivision 426,1,1,2026-08-24T00:00:00.000
427,SCD000427,169,Harbor SalesCustomerDivision 427,1,1,2026-08-24T00:00:00.000
428,SCD000428,445,Meridian SalesCustomerDivision 428,1,1,2026-08-24T00:00:00.000
429,SCD000429,250,Forge SalesCustomerDivision 429,1,1,2026-08-24T00:00:00.000
430,SCD000430,100,Quartz SalesCustomerDivision 430,1,1,2026-08-24T00:00:00.000
431,SCD000431,222,Unity SalesCustomerDivision 431,1,1,2026-08-24T00:00:00.000
432,SCD000432,90,Liberty SalesCustomerDivision 432,1,1,2026-08-24T00:00:00.000
433,SCD000433,399,Beacon SalesCustomerDivision 433,1,1,2026-08-24T00:00:00.000
434,SCD000434,149,Orion SalesCustomerDivision 434,1,1,2026-08-24T00:00:00.000
435,SCD000435,165,Beacon SalesCustomerDivision 435,1,1,2026-08-24T00:00:00.000
436,SCD000436,446,Quartz SalesCustomerDivision 436,1,1,2026-08-24T00:00:00.000
437,SCD000437,443,Orion SalesCustomerDivision 437,1,1,2026-08-24T00:00:00.000
438,SCD000438,339,Delta SalesCustomerDivision 438,1,1,2026-08-24T00:00:00.000
439,SCD000439,280,Granite SalesCustomerDivision 439,1,1,2026-08-24T00:00:00.000
440,SCD000440,453,Liberty SalesCustomerDivision 440,1,1,2026-08-24T00:00:00.000
441,SCD000441,303,Ion SalesCustomerDivision 441,1,1,2026-08-24T00:00:00.000
442,SCD000442,246,Unity SalesCustomerDivision 442,1,1,2026-08-24T00:00:00.000
443,SCD000443,72,Willow SalesCustomerDivision 443,1,1,2026-08-24T00:00:00.000
444,SCD000444,450,Meridian SalesCustomerDivision 444,1,1,2026-08-24T00:00:00.000
445,SCD000445,97,Cedar SalesCustomerDivision 445,1,1,2026-08-24T00:00:00.000
446,SCD000446,161,Titan SalesCustomerDivision 446,1,1,2026-08-24T00:00:00.000
447,SCD000447,45,Junction SalesCustomerDivision 447,1,1,2026-08-24T00:00:00.000
448,SCD000448,151,Junction SalesCustomerDivision 448,1,1,2026-08-24T00:00:00.000
449,SCD000449,2,Ion SalesCustomerDivision 449,1,1,2026-08-24T00:00:00.000
450,SCD000450,97,Vertex SalesCustomerDivision 450,1,1,2026-08-24T00:00:00.000
451,SCD000451,430,Cedar SalesCustomerDivision 451,1,1,2026-08-24T00:00:00.000
452,SCD000452,207,Evergreen SalesCustomerDivision 452,1,1,2026-08-24T00:00:00.000
453,SCD000453,275,Zenith SalesCustomerDivision 453,1,1,2026-08-24T00:00:00.000
454,SCD000454,476,Delta SalesCustomerDivision 454,1,1,2026-08-24T00:00:00.000
455,SCD000455,484,Zenith SalesCustomerDivision 455,1,1,2026-08-24T00:00:00.000
456,SCD000456,187,Unity SalesCustomerDivision 456,1,1,2026-08-24T00:00:00.000
457,SCD000457,204,Granite SalesCustomerDivision 457,1,1,2026-08-24T00:00:00.000
458,SCD000458,271,Riverton SalesCustomerDivision 458,1,1,2026-08-24T00:00:00.000
459,SCD000459,141,Keystone SalesCustomerDivision 459,1,1,2026-08-24T00:00:00.000
460,SCD000460,198,Titan SalesCustomerDivision 460,1,1,2026-08-24T00:00:00.000
461,SCD000461,255,Granite SalesCustomerDivision 461,1,1,2026-08-24T00:00:00.000
462,SCD000462,37,Keystone SalesCustomerDivision 462,1,1,2026-08-24T00:00:00.000
463,SCD000463,425,Orion SalesCustomerDivision 463,1,1,2026-08-24T00:00:00.000
464,SCD000464,369,Meridian SalesCustomerDivision 464,1,1,2026-08-24T00:00:00.000
465,SCD000465,207,Ion SalesCustomerDivision 465,1,1,2026-08-24T00:00:00.000
466,SCD000466,53,Quartz SalesCustomerDivision 466,1,1,2026-08-24T00:00:00.000
467,SCD000467,19,Junction SalesCustomerDivision 467,1,1,2026-08-24T00:00:00.000
468,SCD000468,17,Junction SalesCustomerDivision 468,1,1,2026-08-24T00:00:00.000
469,SCD000469,288,Quartz SalesCustomerDivision 469,1,1,2026-08-24T00:00:00.000
470,SCD000470,297,Summit SalesCustomerDivision 470,1,1,2026-08-24T00:00:00.000
471,SCD000471,46,Atlas SalesCustomerDivision 471,1,1,2026-08-24T00:00:00.000
472,SCD000472,413,Titan SalesCustomerDivision 472,1,1,2026-08-24T00:00:00.000
473,SCD000473,305,Cedar SalesCustomerDivision 473,1,1,2026-08-24T00:00:00.000
474,SCD000474,291,Zenith SalesCustomerDivision 474,1,1,2026-08-24T00:00:00.000
475,SCD000475,457,Northstar SalesCustomerDivision 475,1,1,2026-08-24T00:00:00.000
476,SCD000476,367,Granite SalesCustomerDivision 476,1,1,2026-08-24T00:00:00.000
477,SCD000477,88,Keystone SalesCustomerDivision 477,1,1,2026-08-24T00:00:00.000
478,SCD000478,33,Meridian SalesCustomerDivision 478,1,1,2026-08-24T00:00:00.000
479,SCD000479,199,Vertex SalesCustomerDivision 479,1,1,2026-08-24T00:00:00.000
480,SCD000480,95,Forge SalesCustomerDivision 480,1,1,2026-08-24T00:00:00.000
481,SCD000481,21,Riverton SalesCustomerDivision 481,1,1,2026-08-24T00:00:00.000
482,SCD000482,233,Northstar SalesCustomerDivision 482,1,1,2026-08-24T00:00:00.000
483,SCD000483,274,Harbor SalesCustomerDivision 483,1,1,2026-08-24T00:00:00.000
484,SCD000484,359,Summit SalesCustomerDivision 484,1,1,2026-08-24T00:00:00.000
485,SCD000485,68,Orion SalesCustomerDivision 485,1,1,2026-08-24T00:00:00.000
486,SCD000486,197,Vertex SalesCustomerDivision 486,1,1,2026-08-24T00:00:00.000
487,SCD000487,254,Harbor SalesCustomerDivision 487,1,1,2026-08-24T00:00:00.000
488,SCD000488,355,Atlas SalesCustomerDivision 488,1,1,2026-08-24T00:00:00.000
489,SCD000489,136,Keystone SalesCustomerDivision 489,1,1,2026-08-24T00:00:00.000
490,SCD000490,197,Atlas SalesCustomerDivision 490,1,1,2026-08-24T00:00:00.000
491,SCD000491,164,Beacon SalesCustomerDivision 491,1,1,2026-08-24T00:00:00.000
492,SCD000492,222,Orion SalesCustomerDivision 492,1,1,2026-08-24T00:00:00.000
493,SCD000493,263,Liberty SalesCustomerDivision 493,1,1,2026-08-24T00:00:00.000
494,SCD000494,290,Cedar SalesCustomerDivision 494,1,1,2026-08-24T00:00:00.000
495,SCD000495,324,Atlas SalesCustomerDivision 495,1,1,2026-08-24T00:00:00.000
496,SCD000496,430,Cedar SalesCustomerDivision 496,1,1,2026-08-24T00:00:00.000
497,SCD000497,263,Keystone SalesCustomerDivision 497,1,1,2026-08-24T00:00:00.000
498,SCD000498,197,Forge SalesCustomerDivision 498,1,1,2026-08-24T00:00:00.000
499,SCD000499,280,Keystone SalesCustomerDivision 499,1,1,2026-08-24T00:00:00.000
500,SCD000500,223,Granite SalesCustomerDivision 500,1,1,2026-08-24T00:00:00.000
