EnergyDemandContractKey,DemandContractNumber,EnergyUtilityAccountKey,EnergyTariffKey,UnitOfMeasureKey,ContractDemandQuantity,DemandPenaltyAmount,MinimumBillingQuantity,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
111,EDC000111,100,5,5,77.8000,162.0700,77.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1611d5fc4b7650848d070e2c7a9827841611d5fc4b7650848d070e2c7a982784
112,EDC000112,234,203,6,78.5000,163.4400,78.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ca26202bd7a54ed923b6d6f8cdc9f427ca26202bd7a54ed923b6d6f8cdc9f42
113,EDC000113,309,220,6,79.2000,164.8100,79.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c8a09bcfaea5a67bf740e0c976a0b197c8a09bcfaea5a67bf740e0c976a0b19
114,EDC000114,264,86,1,79.9000,166.1800,79.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c7041c0a0205fc48df863668c3c14a35c7041c0a0205fc48df863668c3c14a3
115,EDC000115,283,158,1,80.6000,167.5500,80.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0aeb04c507995200ad048c9c74650c610aeb04c507995200ad048c9c74650c61
116,EDC000116,497,208,1,81.3000,168.9200,81.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e9f8ce5789e5b67b19033e94bd543634e9f8ce5789e5b67b19033e94bd54363
117,EDC000117,287,61,4,82.0000,170.2900,82.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c42d212ac1fa5854b85070d1ec07b24ac42d212ac1fa5854b85070d1ec07b24a
118,EDC000118,428,487,7,82.7000,171.6600,82.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02e51fd41c545231b39fa7b7c642b35c02e51fd41c545231b39fa7b7c642b35c
119,EDC000119,336,434,2,83.4000,173.0300,83.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04312ebb4a9b5519a3390c7a0eeab08804312ebb4a9b5519a3390c7a0eeab088
120,EDC000120,327,172,6,84.1000,174.4000,84.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bde5a51ed02355d29f8424c943cc78e0bde5a51ed02355d29f8424c943cc78e0
121,EDC000121,413,75,1,84.8000,175.7700,84.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd4572e3e74d536eb2789ca29b285c34cd4572e3e74d536eb2789ca29b285c34
122,EDC000122,331,138,5,85.5000,177.1400,85.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f314c38e74559868d17c4bcf6a0ac270f314c38e74559868d17c4bcf6a0ac27
123,EDC000123,311,408,4,86.2000,178.5100,86.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e19bbdd979956d6878962aa0ae47db44e19bbdd979956d6878962aa0ae47db4
124,EDC000124,269,35,7,86.9000,179.8800,86.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56d2869e58815c978a12f448e389219856d2869e58815c978a12f448e3892198
125,EDC000125,139,113,4,87.6000,181.2500,87.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa96fd4f89cc5a439a1f6b5a57e463e7aa96fd4f89cc5a439a1f6b5a57e463e7
126,EDC000126,429,473,4,88.3000,182.6200,88.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e348d9b19c0757ec87aaabaff8aa79bce348d9b19c0757ec87aaabaff8aa79bc
127,EDC000127,46,26,4,89.0000,183.9900,89.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21052247452d5e28bd751ae69286d3ef21052247452d5e28bd751ae69286d3ef
128,EDC000128,2,475,2,89.7000,185.3600,89.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f48713f1fdf5494b53ab27541e043b69f48713f1fdf5494b53ab27541e043b6
129,EDC000129,490,69,6,90.4000,186.7300,90.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5ec7b4c3965549b886c5e6a5967bd76d5ec7b4c3965549b886c5e6a5967bd76
130,EDC000130,127,385,4,91.1000,188.1000,91.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eaff5bb4bc22572a8ccbc65b0b45c3f8eaff5bb4bc22572a8ccbc65b0b45c3f8
131,EDC000131,87,305,7,91.8000,189.4700,91.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfe8ff5521c95a4f89269a95a874471ebfe8ff5521c95a4f89269a95a874471e
132,EDC000132,360,72,3,92.5000,190.8400,92.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3047d2786fac572fa2361f4e059e8f353047d2786fac572fa2361f4e059e8f35
133,EDC000133,276,438,4,93.2000,192.2100,93.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a94291bc77d59c98745284d446b4aa57a94291bc77d59c98745284d446b4aa5
134,EDC000134,436,294,6,93.9000,193.5800,93.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0473993998353c185db3b88769ba65af0473993998353c185db3b88769ba65a
135,EDC000135,186,137,7,94.6000,194.9500,94.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e15fdd7446235309806b47bb755426c4e15fdd7446235309806b47bb755426c4
136,EDC000136,115,193,6,95.3000,196.3200,95.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec4c4c5767e5511e9f7f32615921c3e9ec4c4c5767e5511e9f7f32615921c3e9
137,EDC000137,90,465,6,96.0000,197.6900,96.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f33fd90aa5b5173b6866bd0ee3f045d2f33fd90aa5b5173b6866bd0ee3f045d
138,EDC000138,111,130,5,96.7000,199.0600,96.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e171e072564552cb9da840c6c18747dce171e072564552cb9da840c6c18747dc
139,EDC000139,290,4,1,97.4000,200.4300,97.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81d11d8e6fdd5e79a6d807ca8c43abf281d11d8e6fdd5e79a6d807ca8c43abf2
140,EDC000140,488,213,6,98.1000,201.8000,98.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,514e31f40de659fab5e5c515770bf4ff514e31f40de659fab5e5c515770bf4ff
141,EDC000141,11,272,5,98.8000,203.1700,98.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d14d39bf2ff55eca893d537f4ea1c006d14d39bf2ff55eca893d537f4ea1c006
142,EDC000142,31,135,2,99.5000,204.5400,99.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af6e98056dfe5c0c81d226d1fcaf02d2af6e98056dfe5c0c81d226d1fcaf02d2
143,EDC000143,259,134,3,100.2000,205.9100,100.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88887ddbe1a856c9bc640fac08e2af7888887ddbe1a856c9bc640fac08e2af78
144,EDC000144,404,159,1,100.9000,207.2800,100.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69cfeaa7940859478aba3dcaf30c332a69cfeaa7940859478aba3dcaf30c332a
145,EDC000145,474,323,6,101.6000,208.6500,101.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d50438892edf529a9cd0a31ce73d00e2d50438892edf529a9cd0a31ce73d00e2
146,EDC000146,60,293,3,102.3000,210.0200,102.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4469d12fb5635947b680491e144e094d4469d12fb5635947b680491e144e094d
147,EDC000147,314,328,2,103.0000,211.3900,103.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9947d1ffda3353efb726d1ffba7a79b09947d1ffda3353efb726d1ffba7a79b0
148,EDC000148,390,118,5,103.7000,212.7600,103.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4005cc5d16c5ce6a3036acba7b53ecfb4005cc5d16c5ce6a3036acba7b53ecf
149,EDC000149,154,262,5,104.4000,214.1300,104.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1814c2da78fd582ba2de7aced65bf9881814c2da78fd582ba2de7aced65bf988
150,EDC000150,166,6,3,105.1000,215.5000,105.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fe7cf4307a1587fa0448cbe943aaa2d4fe7cf4307a1587fa0448cbe943aaa2d
151,EDC000151,402,355,3,105.8000,216.8700,105.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76d481ea71ee56a886f70939ed65aa4a76d481ea71ee56a886f70939ed65aa4a
152,EDC000152,361,145,3,106.5000,218.2400,106.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,491ab9e4438e5abba826465cf41cd9f4491ab9e4438e5abba826465cf41cd9f4
153,EDC000153,361,483,4,107.2000,219.6100,107.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,164a3bec074e5ebeb81e97b201b1633e164a3bec074e5ebeb81e97b201b1633e
154,EDC000154,441,294,5,107.9000,220.9800,107.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6236e2d51d558a3baeee9b95d9ac64cc6236e2d51d558a3baeee9b95d9ac64c
155,EDC000155,166,77,5,108.6000,222.3500,108.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58a62bee57a2570ea0b0a5e385608d7058a62bee57a2570ea0b0a5e385608d70
156,EDC000156,469,162,6,109.3000,223.7200,109.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7f5ea0eda0d5cc2be0280c529a216fcc7f5ea0eda0d5cc2be0280c529a216fc
157,EDC000157,88,21,5,110.0000,225.0900,110.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd3873a3825a58f585b2da12fca0f0cdbd3873a3825a58f585b2da12fca0f0cd
158,EDC000158,366,158,4,110.7000,226.4600,110.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6d52ace36b65051b226799391d003d2f6d52ace36b65051b226799391d003d2
159,EDC000159,154,476,3,111.4000,227.8300,111.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,258809b8d893564b988a756f5d3df6da258809b8d893564b988a756f5d3df6da
160,EDC000160,348,36,6,112.1000,229.2000,112.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6108768230065e37b9c2f1f778ba75a56108768230065e37b9c2f1f778ba75a5
161,EDC000161,138,498,3,112.8000,230.5700,112.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91eb820d05e75bd88afffb9fa6e81bcb91eb820d05e75bd88afffb9fa6e81bcb
162,EDC000162,205,203,7,113.5000,231.9400,113.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d13b5dc467d8530aae71e999a9a4b154d13b5dc467d8530aae71e999a9a4b154
163,EDC000163,41,152,2,114.2000,233.3100,114.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,119aff2af2c751e181d6e9d76d43e1be119aff2af2c751e181d6e9d76d43e1be
164,EDC000164,177,64,6,114.9000,234.6800,114.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,140b1313bad15ab0a6c27bf5d2986d6e140b1313bad15ab0a6c27bf5d2986d6e
165,EDC000165,23,463,7,115.6000,236.0500,115.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,145bd08ee24f51ad9b3d870927e0a4c5145bd08ee24f51ad9b3d870927e0a4c5
166,EDC000166,292,462,3,116.3000,237.4200,116.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da0258161d265589927f4f547184f386da0258161d265589927f4f547184f386
167,EDC000167,24,38,1,117.0000,238.7900,117.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a1d6ce2cc6153eca39f10da1e320acc4a1d6ce2cc6153eca39f10da1e320acc
168,EDC000168,282,449,1,117.7000,240.1600,117.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d66d6b6c0de55dab948004e25a3448ced66d6b6c0de55dab948004e25a3448ce
169,EDC000169,336,187,4,118.4000,241.5300,118.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b451446c28dd53fc97739097c9ffc3c5b451446c28dd53fc97739097c9ffc3c5
170,EDC000170,273,254,4,119.1000,242.9000,119.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8907afd0d10f552da88bd34a5ede1ad58907afd0d10f552da88bd34a5ede1ad5
171,EDC000171,381,267,6,119.8000,244.2700,119.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41d523e975925f3284da6ad80b30b5ac41d523e975925f3284da6ad80b30b5ac
172,EDC000172,473,108,4,120.5000,245.6400,120.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e4408cf1e475af4b6c10195b38778606e4408cf1e475af4b6c10195b3877860
173,EDC000173,282,317,7,121.2000,247.0100,121.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32d5b20444bb5c89b03054668e0793b932d5b20444bb5c89b03054668e0793b9
174,EDC000174,270,479,2,121.9000,248.3800,121.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcb9f558ce655d808c642f6320c3b322fcb9f558ce655d808c642f6320c3b322
175,EDC000175,496,290,7,122.6000,249.7500,122.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49b6261032485b27b8feedee754264de49b6261032485b27b8feedee754264de
176,EDC000176,5,36,3,123.3000,251.1200,123.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74afa577c5af5048857134691d4820d074afa577c5af5048857134691d4820d0
177,EDC000177,75,91,1,124.0000,252.4900,124.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c92206375f3d517f944bd62b2002cb0ec92206375f3d517f944bd62b2002cb0e
178,EDC000178,390,372,3,124.7000,253.8600,124.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cf32a736ac95b729b920a1104a76a467cf32a736ac95b729b920a1104a76a46
179,EDC000179,185,460,2,125.4000,255.2300,125.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa05c5410c475df5afc4fced1e7c26a4aa05c5410c475df5afc4fced1e7c26a4
180,EDC000180,449,179,7,126.1000,256.6000,126.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e02fae5b60795f1da67c443f20711f1be02fae5b60795f1da67c443f20711f1b
181,EDC000181,257,443,3,126.8000,257.9700,126.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff33038e08265ea38ed945df37fc0ac7ff33038e08265ea38ed945df37fc0ac7
182,EDC000182,472,232,3,127.5000,259.3400,127.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,703b1516efa95d7c8f9de993fe43314b703b1516efa95d7c8f9de993fe43314b
183,EDC000183,500,387,7,128.2000,260.7100,128.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5697e44a8952535085a525a8dc02a37c5697e44a8952535085a525a8dc02a37c
184,EDC000184,58,422,2,128.9000,262.0800,128.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b61ee13c89a85000b9cbabd20c9b3191b61ee13c89a85000b9cbabd20c9b3191
185,EDC000185,14,172,3,129.6000,263.4500,129.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3438dd5075615ce4a8b9ff689f7912e73438dd5075615ce4a8b9ff689f7912e7
186,EDC000186,90,482,3,130.3000,264.8200,130.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aed28cfd39ea5d74acc17f8caa28f81aaed28cfd39ea5d74acc17f8caa28f81a
187,EDC000187,340,413,7,131.0000,266.1900,131.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eaf41bac42235154925cdb62a838a1f9eaf41bac42235154925cdb62a838a1f9
188,EDC000188,274,465,4,131.7000,267.5600,131.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec37e74aa88f59aab2aa3c552c606feeec37e74aa88f59aab2aa3c552c606fee
189,EDC000189,310,430,7,132.4000,268.9300,132.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2be526aa493b500c93aac90ee00d4d8a2be526aa493b500c93aac90ee00d4d8a
190,EDC000190,74,40,1,133.1000,270.3000,133.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4222ba27072c5643bc820cf2ed166c294222ba27072c5643bc820cf2ed166c29
191,EDC000191,93,458,4,133.8000,271.6700,133.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eef9a06612f95bcb987418b950ee2f47eef9a06612f95bcb987418b950ee2f47
192,EDC000192,285,65,1,134.5000,273.0400,134.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43e064571545565e8189ef5eedfcdf0743e064571545565e8189ef5eedfcdf07
193,EDC000193,463,360,5,135.2000,274.4100,135.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,237dab710f2f5fb1a69af55ba1d8d44b237dab710f2f5fb1a69af55ba1d8d44b
194,EDC000194,412,19,4,135.9000,275.7800,135.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1134ab738da751ef95058f7858cdb6151134ab738da751ef95058f7858cdb615
195,EDC000195,80,251,7,136.6000,277.1500,136.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9b54ad028ab51c5b2e56216a701602df9b54ad028ab51c5b2e56216a701602d
196,EDC000196,133,270,6,137.3000,278.5200,137.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57755f602be958dbb129f0cb131ea6bd57755f602be958dbb129f0cb131ea6bd
197,EDC000197,39,110,6,138.0000,279.8900,138.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3439bf0fea355ce3bc5410af394e76ff3439bf0fea355ce3bc5410af394e76ff
198,EDC000198,285,229,1,138.7000,281.2600,138.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,292d2e8f32bb5914b5a13ef6b415d49e292d2e8f32bb5914b5a13ef6b415d49e
199,EDC000199,28,273,3,139.4000,282.6300,139.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ee2b2ea02c4504bb578f69ffc1c15660ee2b2ea02c4504bb578f69ffc1c1566
200,EDC000200,192,275,7,140.1000,284.0000,140.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2b7887984cb5d57b5cbf17edcd4e78aa2b7887984cb5d57b5cbf17edcd4e78a
201,EDC000201,242,57,3,140.8000,285.3700,140.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,389222c2cf0f512782231bdf87d1599b389222c2cf0f512782231bdf87d1599b
202,EDC000202,20,263,3,141.5000,286.7400,141.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1019ed52475e5c6587073c5fff95c1b31019ed52475e5c6587073c5fff95c1b3
203,EDC000203,59,14,4,142.2000,288.1100,142.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edfc1a13e3d15c699d05581ad08b54e5edfc1a13e3d15c699d05581ad08b54e5
204,EDC000204,40,224,3,142.9000,289.4800,142.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8ee3bb2878d5aca995cac8818986848b8ee3bb2878d5aca995cac8818986848
205,EDC000205,27,98,2,143.6000,290.8500,143.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,344ef75d0e3e5216b54d53f9ca7b6078344ef75d0e3e5216b54d53f9ca7b6078
206,EDC000206,1,415,4,144.3000,292.2200,144.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbaf7092d97b55ab9438c3ef798c4ce7dbaf7092d97b55ab9438c3ef798c4ce7
207,EDC000207,113,314,4,145.0000,293.5900,145.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68b6cbffd8de56e8aa3621103256a97a68b6cbffd8de56e8aa3621103256a97a
208,EDC000208,231,146,3,145.7000,294.9600,145.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a37a67976bb5a46b9eef32301b42e586a37a67976bb5a46b9eef32301b42e58
209,EDC000209,449,477,4,146.4000,296.3300,146.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ac151ae65ea54b89f0f1c9eb7bac14a0ac151ae65ea54b89f0f1c9eb7bac14a
210,EDC000210,353,137,1,147.1000,297.7000,147.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,708da82022cf5888a2c8b3bc33d3798f708da82022cf5888a2c8b3bc33d3798f
211,EDC000211,311,37,6,147.8000,299.0700,147.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,444412df461050d2932f90601b114e95444412df461050d2932f90601b114e95
212,EDC000212,169,208,2,148.5000,300.4400,148.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,303eef51004c5c41912f56420b44a183303eef51004c5c41912f56420b44a183
213,EDC000213,38,76,7,149.2000,301.8100,149.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a8b62a5e76150baa1b6fd6f4a1352892a8b62a5e76150baa1b6fd6f4a135289
214,EDC000214,25,323,5,149.9000,303.1800,149.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b34031f34395c0a8de8a401e3a1bb3f0b34031f34395c0a8de8a401e3a1bb3f
215,EDC000215,174,388,7,150.6000,304.5500,150.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e61ab2a287753929422430ecf10847e0e61ab2a287753929422430ecf10847e
216,EDC000216,284,163,5,151.3000,305.9200,151.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69fa0b2ffcd253a4aa3846d4a4b2de2e69fa0b2ffcd253a4aa3846d4a4b2de2e
217,EDC000217,230,172,1,152.0000,307.2900,152.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2db5bbce889a5f6e9b7731c335eded3c2db5bbce889a5f6e9b7731c335eded3c
218,EDC000218,471,207,7,152.7000,308.6600,152.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0725f67c2d3c57ef8ee61471780ee0ba0725f67c2d3c57ef8ee61471780ee0ba
219,EDC000219,72,211,5,153.4000,310.0300,153.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f0124fe716f52f18b682963de35796d6f0124fe716f52f18b682963de35796d
220,EDC000220,161,301,6,154.1000,311.4000,154.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a15880bd2e2c59cdb5cddabed956a804a15880bd2e2c59cdb5cddabed956a804
221,EDC000221,344,61,4,154.8000,312.7700,154.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,830b5f96c9ce54e5ad1ec7e78e3ae00a830b5f96c9ce54e5ad1ec7e78e3ae00a
222,EDC000222,337,361,3,155.5000,314.1400,155.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1c7a31702fc5670a9048d050de3dc0ae1c7a31702fc5670a9048d050de3dc0a
