PurchaseOrderLineKey,PurchaseOrderLineCode,PurchaseOrderHeaderKey,ProductKey,PurchaseCommodityKey,PurchaseOrderLifecycleStatusKey,UnitOfMeasureKey,LineSequenceNumber,LineDescription,PromisedDeliveryDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
100,POL000100,471,77,396,2,1,100,PurchaseOrderLine starter record 100,2020-04-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4787980340a5ed7baaf61f179e860afe4787980340a5ed7baaf61f179e860af
101,POL000101,289,204,286,8,1,101,PurchaseOrderLine starter record 101,2020-04-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,923417ae644b54caaea8cd9f981bc153923417ae644b54caaea8cd9f981bc153
102,POL000102,333,-1,171,9,5,102,PurchaseOrderLine starter record 102,2020-04-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1daa1451d5155999a938458616baf4f81daa1451d5155999a938458616baf4f8
103,POL000103,178,232,36,5,1,103,PurchaseOrderLine starter record 103,2020-04-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,119414ebbb2050cf9ec9108ca9361984119414ebbb2050cf9ec9108ca9361984
104,POL000104,361,410,459,5,3,104,PurchaseOrderLine starter record 104,2020-04-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c216cda4740551c9b3b2d4f8c15d5cb0c216cda4740551c9b3b2d4f8c15d5cb
105,POL000105,444,416,320,6,3,105,PurchaseOrderLine starter record 105,2020-04-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3da8820aedc57649bb444134b2dd69de3da8820aedc57649bb444134b2dd69d
106,POL000106,397,25,255,6,1,106,PurchaseOrderLine starter record 106,2020-04-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,256fbeb317725733859c3ba4c7a05b2b256fbeb317725733859c3ba4c7a05b2b
107,POL000107,202,167,306,1,6,107,PurchaseOrderLine starter record 107,2020-04-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6168e954b0675f72af85bef2b44fdc3a6168e954b0675f72af85bef2b44fdc3a
108,POL000108,91,178,489,5,3,108,PurchaseOrderLine starter record 108,2020-04-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73a4546254fe572bab494e65fc665d3c73a4546254fe572bab494e65fc665d3c
109,POL000109,367,8,374,2,5,109,PurchaseOrderLine starter record 109,2020-04-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8074e0b59dd95cba88767b54ece41d598074e0b59dd95cba88767b54ece41d59
110,POL000110,456,154,48,5,4,110,PurchaseOrderLine starter record 110,2020-04-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1baa8db5c4245e169daf3af56f33fb4a1baa8db5c4245e169daf3af56f33fb4a
111,POL000111,368,43,61,9,3,111,PurchaseOrderLine starter record 111,2020-04-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d1cfadfeaba59499a9d5014a2a803f25d1cfadfeaba59499a9d5014a2a803f2
112,POL000112,276,193,278,7,1,112,PurchaseOrderLine starter record 112,2020-04-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4fcedd76b5d5bb6a5065da67bb1a06fc4fcedd76b5d5bb6a5065da67bb1a06f
113,POL000113,474,453,325,9,7,113,PurchaseOrderLine starter record 113,2020-04-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59c4d67ab67a5738b37caffa77a840c459c4d67ab67a5738b37caffa77a840c4
114,POL000114,173,493,277,11,7,114,PurchaseOrderLine starter record 114,2020-04-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fd4f613b45856a9a9404347c7ba93c81fd4f613b45856a9a9404347c7ba93c8
115,POL000115,23,34,20,4,5,115,PurchaseOrderLine starter record 115,2020-04-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe9e46aa6daf597e9aa8e6cbafc73e87fe9e46aa6daf597e9aa8e6cbafc73e87
116,POL000116,112,314,396,8,5,116,PurchaseOrderLine starter record 116,2020-04-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bef9f7cffcb85dae8c253a9e3c01303dbef9f7cffcb85dae8c253a9e3c01303d
117,POL000117,15,426,104,11,7,117,PurchaseOrderLine starter record 117,2020-04-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,721f46abd1d75077afe42b37b0f4c9e8721f46abd1d75077afe42b37b0f4c9e8
118,POL000118,204,113,132,9,6,118,PurchaseOrderLine starter record 118,2020-04-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33ba325002ae5fbc80e6f76a7612d0cd33ba325002ae5fbc80e6f76a7612d0cd
119,POL000119,134,-1,223,8,3,119,PurchaseOrderLine starter record 119,2020-04-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2b3233568995dc39a62f8353064b290a2b3233568995dc39a62f8353064b290
120,POL000120,159,404,86,2,1,120,PurchaseOrderLine starter record 120,2020-04-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e00d8ef1e69e566d81628fc28a4b8aafe00d8ef1e69e566d81628fc28a4b8aaf
121,POL000121,412,499,295,7,3,121,PurchaseOrderLine starter record 121,2020-05-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e6ff51935455c208e22b07f31cf2da56e6ff51935455c208e22b07f31cf2da5
122,POL000122,468,346,421,6,1,122,PurchaseOrderLine starter record 122,2020-05-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2871eba18bc05318b5863d28cd47e58c2871eba18bc05318b5863d28cd47e58c
123,POL000123,200,218,259,3,4,123,PurchaseOrderLine starter record 123,2020-05-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e504f1a6c0b654fab7efd203add87875e504f1a6c0b654fab7efd203add87875
124,POL000124,451,361,71,4,4,124,PurchaseOrderLine starter record 124,2020-05-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bd8176f6fe05a108b851022947923a64bd8176f6fe05a108b851022947923a6
125,POL000125,357,385,159,11,4,125,PurchaseOrderLine starter record 125,2020-05-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,925a0c82e9865f6e8d5024372b0cf87c925a0c82e9865f6e8d5024372b0cf87c
126,POL000126,475,431,235,10,6,126,PurchaseOrderLine starter record 126,2020-05-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,182dd04738d75315956b6d3cfd7ca12f182dd04738d75315956b6d3cfd7ca12f
127,POL000127,466,142,492,4,4,127,PurchaseOrderLine starter record 127,2020-05-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91a59c7077045b32a2da636138bfff5591a59c7077045b32a2da636138bfff55
128,POL000128,31,265,223,4,4,128,PurchaseOrderLine starter record 128,2020-05-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55b111588f8d5c7ba15dd7c952a21f3d55b111588f8d5c7ba15dd7c952a21f3d
129,POL000129,16,50,18,10,4,129,PurchaseOrderLine starter record 129,2020-05-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f838c248962567cbfff005b79caa3a57f838c248962567cbfff005b79caa3a5
130,POL000130,128,127,149,3,1,130,PurchaseOrderLine starter record 130,2020-05-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d989de3b76975ec281148ab341a4e33cd989de3b76975ec281148ab341a4e33c
131,POL000131,135,257,193,7,3,131,PurchaseOrderLine starter record 131,2020-05-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d338640457b5521dba825b3ff6a91e2bd338640457b5521dba825b3ff6a91e2b
132,POL000132,466,249,306,9,2,132,PurchaseOrderLine starter record 132,2020-05-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bcff1032fc95f6f965b6dcf23a8d6900bcff1032fc95f6f965b6dcf23a8d690
133,POL000133,190,280,449,6,3,133,PurchaseOrderLine starter record 133,2020-05-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f8273dfa0c55e64b387157780cbdcdf9f8273dfa0c55e64b387157780cbdcdf
134,POL000134,376,468,170,10,1,134,PurchaseOrderLine starter record 134,2020-05-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71115311ccbf52e8a51382147a815e4d71115311ccbf52e8a51382147a815e4d
135,POL000135,151,196,463,1,6,135,PurchaseOrderLine starter record 135,2020-05-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd1f0aff04a85c338b1e2910774caff7fd1f0aff04a85c338b1e2910774caff7
136,POL000136,71,-1,92,6,3,136,PurchaseOrderLine starter record 136,2020-05-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,862b1fea881e5187bde8f275b2acceb1862b1fea881e5187bde8f275b2acceb1
137,POL000137,332,229,31,12,5,137,PurchaseOrderLine starter record 137,2020-05-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6ccc4a0776f5e129a1287fd104d11c7f6ccc4a0776f5e129a1287fd104d11c7
138,POL000138,240,484,52,2,4,138,PurchaseOrderLine starter record 138,2020-05-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1fbdcb7b7c753cd84f185fd8084dd6ca1fbdcb7b7c753cd84f185fd8084dd6c
139,POL000139,369,291,132,12,6,139,PurchaseOrderLine starter record 139,2020-05-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e4b2f5f98c85efc91729d7ee41b696a9e4b2f5f98c85efc91729d7ee41b696a
140,POL000140,386,492,28,4,5,140,PurchaseOrderLine starter record 140,2020-05-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb26c85cd5265ffd9b024e15d50153c2bb26c85cd5265ffd9b024e15d50153c2
141,POL000141,98,456,478,8,2,141,PurchaseOrderLine starter record 141,2020-05-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50e515025f1455cdade9d92c83727e1e50e515025f1455cdade9d92c83727e1e
142,POL000142,240,318,157,1,4,142,PurchaseOrderLine starter record 142,2020-05-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5bfaa457405560ba40923aba72c263db5bfaa457405560ba40923aba72c263d
143,POL000143,452,324,11,6,2,143,PurchaseOrderLine starter record 143,2020-05-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb5604d3a20954dfae7220ff646f59d5bb5604d3a20954dfae7220ff646f59d5
144,POL000144,483,162,90,4,6,144,PurchaseOrderLine starter record 144,2020-05-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9de3d02e0b3551329cc5b66a01cbceae9de3d02e0b3551329cc5b66a01cbceae
145,POL000145,202,451,73,7,4,145,PurchaseOrderLine starter record 145,2020-05-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f0d1e9bd1855ae68859ed7de816121e7f0d1e9bd1855ae68859ed7de816121e
146,POL000146,71,410,194,4,3,146,PurchaseOrderLine starter record 146,2020-05-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5147089a496549a984b0c92326e6c2ed5147089a496549a984b0c92326e6c2e
147,POL000147,9,255,95,6,6,147,PurchaseOrderLine starter record 147,2020-05-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27be93953d055653847497f37ba0fd4127be93953d055653847497f37ba0fd41
148,POL000148,101,357,218,11,3,148,PurchaseOrderLine starter record 148,2020-05-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69fc36312226538f8ac2b38aebb12a2c69fc36312226538f8ac2b38aebb12a2c
149,POL000149,112,304,42,3,3,149,PurchaseOrderLine starter record 149,2020-05-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7ac96a624f55e5c9c7b9954bd8f34eaa7ac96a624f55e5c9c7b9954bd8f34ea
150,POL000150,381,331,424,4,4,150,PurchaseOrderLine starter record 150,2020-05-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c618b7f42a75e989ee174d516ecc7733c618b7f42a75e989ee174d516ecc773
151,POL000151,328,79,303,3,7,151,PurchaseOrderLine starter record 151,2020-05-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c79295d9b20c589b8070acd128baf016c79295d9b20c589b8070acd128baf016
152,POL000152,367,1,328,5,5,152,PurchaseOrderLine starter record 152,2020-06-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f45f4b973f15036aa27b4e7924d44948f45f4b973f15036aa27b4e7924d4494
153,POL000153,24,-1,187,7,3,153,PurchaseOrderLine starter record 153,2020-06-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ab473fc7752598eb1b17752d3f4ab153ab473fc7752598eb1b17752d3f4ab15
154,POL000154,24,77,431,7,3,154,PurchaseOrderLine starter record 154,2020-06-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bbac93976705e5795adb8ad0a6235bb4bbac93976705e5795adb8ad0a6235bb
155,POL000155,47,47,35,8,7,155,PurchaseOrderLine starter record 155,2020-06-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e071cca6c6359d0a8db220327f0bc509e071cca6c6359d0a8db220327f0bc50
156,POL000156,397,439,78,2,2,156,PurchaseOrderLine starter record 156,2020-06-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51e89911ea0b591892562dd6651e80df51e89911ea0b591892562dd6651e80df
157,POL000157,463,69,462,8,1,157,PurchaseOrderLine starter record 157,2020-06-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6e1f39185355cb09372a1b07beeab89b6e1f39185355cb09372a1b07beeab89
158,POL000158,214,454,243,7,3,158,PurchaseOrderLine starter record 158,2020-06-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52c6596d76b7581484c05b4f133d194252c6596d76b7581484c05b4f133d1942
159,POL000159,478,67,348,4,3,159,PurchaseOrderLine starter record 159,2020-06-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d974b2bbb6d358f1a537f735cf37fc26d974b2bbb6d358f1a537f735cf37fc26
160,POL000160,374,442,219,1,5,160,PurchaseOrderLine starter record 160,2020-06-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00ce86e725915098bb0ac133fa99f32100ce86e725915098bb0ac133fa99f321
161,POL000161,382,130,35,10,2,161,PurchaseOrderLine starter record 161,2020-06-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dc6164b44cb5034a3c260edb870e5994dc6164b44cb5034a3c260edb870e599
162,POL000162,441,166,247,4,1,162,PurchaseOrderLine starter record 162,2020-06-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,586ab8f5813e5527a465a477afde8223586ab8f5813e5527a465a477afde8223
163,POL000163,167,116,185,3,6,163,PurchaseOrderLine starter record 163,2020-06-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75204d4e078b5ba981970cf8137a42f175204d4e078b5ba981970cf8137a42f1
164,POL000164,199,205,161,7,7,164,PurchaseOrderLine starter record 164,2020-06-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca1ef868fed25107afb6fa0a42581f2dca1ef868fed25107afb6fa0a42581f2d
165,POL000165,282,205,183,1,5,165,PurchaseOrderLine starter record 165,2020-06-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6c45ef104525cababcc5d6c34f4975ca6c45ef104525cababcc5d6c34f4975c
166,POL000166,278,465,267,11,3,166,PurchaseOrderLine starter record 166,2020-06-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b83bcfae91b85329b85b3ad87dfb50d1b83bcfae91b85329b85b3ad87dfb50d1
167,POL000167,267,445,195,9,5,167,PurchaseOrderLine starter record 167,2020-06-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cf9046837c057878f68bf766638f00b1cf9046837c057878f68bf766638f00b
168,POL000168,321,295,83,10,2,168,PurchaseOrderLine starter record 168,2020-06-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc82c389d8315b0a8b8046521ea03b50bc82c389d8315b0a8b8046521ea03b50
169,POL000169,342,201,87,1,1,169,PurchaseOrderLine starter record 169,2020-06-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6ecc3c0d7da545eb14e41d34407bce5e6ecc3c0d7da545eb14e41d34407bce5
170,POL000170,195,-1,389,11,3,170,PurchaseOrderLine starter record 170,2020-06-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b1da56b878b504fa2e6a6819fe91e283b1da56b878b504fa2e6a6819fe91e28
171,POL000171,66,192,28,9,7,171,PurchaseOrderLine starter record 171,2020-06-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b497ccc6899b51d5a0a2d84cc14928e8b497ccc6899b51d5a0a2d84cc14928e8
172,POL000172,105,201,7,1,5,172,PurchaseOrderLine starter record 172,2020-06-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8835934073b0571db37253efb88105c68835934073b0571db37253efb88105c6
173,POL000173,347,149,202,9,5,173,PurchaseOrderLine starter record 173,2020-06-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d293f68373965f73b3e9859e02210bafd293f68373965f73b3e9859e02210baf
174,POL000174,97,446,55,2,7,174,PurchaseOrderLine starter record 174,2020-06-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06fec110800b556f98cefc7e67c9ffc606fec110800b556f98cefc7e67c9ffc6
175,POL000175,322,122,239,1,1,175,PurchaseOrderLine starter record 175,2020-06-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c86638e7b25558c79670012be0ebf1e3c86638e7b25558c79670012be0ebf1e3
176,POL000176,166,178,62,10,4,176,PurchaseOrderLine starter record 176,2020-06-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36b783cf76715ab6a4daa1edc48b3a8036b783cf76715ab6a4daa1edc48b3a80
177,POL000177,396,231,386,5,6,177,PurchaseOrderLine starter record 177,2020-06-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb66d5b6c63a5b6f95c31b401a07387dbb66d5b6c63a5b6f95c31b401a07387d
178,POL000178,336,387,96,3,7,178,PurchaseOrderLine starter record 178,2020-06-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11d95e6968e358b69da7e0c307082b3011d95e6968e358b69da7e0c307082b30
179,POL000179,118,227,77,5,1,179,PurchaseOrderLine starter record 179,2020-06-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd3d1c70538d534f9194ebd3349d2246cd3d1c70538d534f9194ebd3349d2246
180,POL000180,69,106,491,3,4,180,PurchaseOrderLine starter record 180,2020-06-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c740a5a7f4d52dbb3477623dd393e4b6c740a5a7f4d52dbb3477623dd393e4b
181,POL000181,496,27,219,10,6,181,PurchaseOrderLine starter record 181,2020-06-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ea03ac37b7d52aeb4bce0630c5b1b652ea03ac37b7d52aeb4bce0630c5b1b65
182,POL000182,130,53,183,6,4,182,PurchaseOrderLine starter record 182,2020-07-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad2127c031ee5952af8e1ac2c92a0ea5ad2127c031ee5952af8e1ac2c92a0ea5
183,POL000183,144,275,285,8,3,183,PurchaseOrderLine starter record 183,2020-07-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,559ac41584345b89bec00e94e7023aba559ac41584345b89bec00e94e7023aba
184,POL000184,370,68,286,5,6,184,PurchaseOrderLine starter record 184,2020-07-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,037341ba0a54580c90909a8fde346de6037341ba0a54580c90909a8fde346de6
185,POL000185,499,390,152,6,1,185,PurchaseOrderLine starter record 185,2020-07-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d134491da2275134bf979aa42dbd7dbad134491da2275134bf979aa42dbd7dba
186,POL000186,11,62,15,4,1,186,PurchaseOrderLine starter record 186,2020-07-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d97c80980565575bbff5b43242b3df79d97c80980565575bbff5b43242b3df79
187,POL000187,181,-1,107,6,3,187,PurchaseOrderLine starter record 187,2020-07-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2212023e8f5650dfb430c106ef0df2a62212023e8f5650dfb430c106ef0df2a6
188,POL000188,436,326,66,9,5,188,PurchaseOrderLine starter record 188,2020-07-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c770100e87295111a7848cafcf96242fc770100e87295111a7848cafcf96242f
189,POL000189,202,151,67,7,3,189,PurchaseOrderLine starter record 189,2020-07-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21d68d070ddb5780a29923cda95ebb5221d68d070ddb5780a29923cda95ebb52
190,POL000190,144,457,203,9,5,190,PurchaseOrderLine starter record 190,2020-07-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6708e67488665aaaa8e83d4d2baded076708e67488665aaaa8e83d4d2baded07
191,POL000191,487,97,470,5,7,191,PurchaseOrderLine starter record 191,2020-07-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0805133729550f485587780bc826581c0805133729550f485587780bc826581
192,POL000192,435,39,500,4,2,192,PurchaseOrderLine starter record 192,2020-07-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d49353ae12b354cba18591db6c62598dd49353ae12b354cba18591db6c62598d
193,POL000193,478,46,378,11,3,193,PurchaseOrderLine starter record 193,2020-07-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,303921a085245020bace99158bf51e47303921a085245020bace99158bf51e47
194,POL000194,394,1,111,8,6,194,PurchaseOrderLine starter record 194,2020-07-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df4a7fb89a0555088be60525a2c9539bdf4a7fb89a0555088be60525a2c9539b
195,POL000195,246,284,381,7,5,195,PurchaseOrderLine starter record 195,2020-07-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c8add8b42d05a8294e38ed857d3a1b31c8add8b42d05a8294e38ed857d3a1b3
196,POL000196,113,323,364,2,1,196,PurchaseOrderLine starter record 196,2020-07-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5644c057b8cf56689bd0eda7c50b3a2b5644c057b8cf56689bd0eda7c50b3a2b
197,POL000197,370,291,392,3,6,197,PurchaseOrderLine starter record 197,2020-07-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff6b7e51af3f5116afca63cbefc93295ff6b7e51af3f5116afca63cbefc93295
198,POL000198,62,78,150,3,3,198,PurchaseOrderLine starter record 198,2020-07-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d16ebcd729bd58fb938760602c99d660d16ebcd729bd58fb938760602c99d660
199,POL000199,147,263,91,9,4,199,PurchaseOrderLine starter record 199,2020-07-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcc77048a4c350d29c383307abdeefebdcc77048a4c350d29c383307abdeefeb
200,POL000200,472,36,46,10,5,200,PurchaseOrderLine starter record 200,2020-07-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d754ac98de659e793789c7e46a94aa00d754ac98de659e793789c7e46a94aa0
201,POL000201,330,116,359,10,7,201,PurchaseOrderLine starter record 201,2020-07-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18b0991221c35cd9aad7f40a411c2f3218b0991221c35cd9aad7f40a411c2f32
