ServiceRepairCodeKey,ServiceRepairCodeCode,ServiceRepairActionKey,ServiceRepairCodeName,StandardRepairMinutes,SourceSystemKey,BatchId,LoadedAtUtc
354,SRC000354,133,SRC000354,359.00,1,1,2026-08-24T00:00:00.000
355,SRC000355,361,SRC000355,360.00,1,1,2026-08-24T00:00:00.000
356,SRC000356,354,SRC000356,361.00,1,1,2026-08-24T00:00:00.000
357,SRC000357,287,SRC000357,362.00,1,1,2026-08-24T00:00:00.000
358,SRC000358,222,SRC000358,363.00,1,1,2026-08-24T00:00:00.000
359,SRC000359,349,SRC000359,364.00,1,1,2026-08-24T00:00:00.000
360,SRC000360,151,SRC000360,365.00,1,1,2026-08-24T00:00:00.000
361,SRC000361,348,SRC000361,366.00,1,1,2026-08-24T00:00:00.000
362,SRC000362,85,SRC000362,367.00,1,1,2026-08-24T00:00:00.000
363,SRC000363,330,SRC000363,368.00,1,1,2026-08-24T00:00:00.000
364,SRC000364,262,SRC000364,369.00,1,1,2026-08-24T00:00:00.000
365,SRC000365,57,SRC000365,370.00,1,1,2026-08-24T00:00:00.000
366,SRC000366,133,SRC000366,371.00,1,1,2026-08-24T00:00:00.000
367,SRC000367,460,SRC000367,372.00,1,1,2026-08-24T00:00:00.000
368,SRC000368,410,SRC000368,373.00,1,1,2026-08-24T00:00:00.000
369,SRC000369,319,SRC000369,374.00,1,1,2026-08-24T00:00:00.000
370,SRC000370,177,SRC000370,375.00,1,1,2026-08-24T00:00:00.000
371,SRC000371,49,SRC000371,376.00,1,1,2026-08-24T00:00:00.000
372,SRC000372,98,SRC000372,377.00,1,1,2026-08-24T00:00:00.000
373,SRC000373,71,SRC000373,378.00,1,1,2026-08-24T00:00:00.000
374,SRC000374,382,SRC000374,379.00,1,1,2026-08-24T00:00:00.000
375,SRC000375,73,SRC000375,380.00,1,1,2026-08-24T00:00:00.000
376,SRC000376,176,SRC000376,381.00,1,1,2026-08-24T00:00:00.000
377,SRC000377,490,SRC000377,382.00,1,1,2026-08-24T00:00:00.000
378,SRC000378,268,SRC000378,383.00,1,1,2026-08-24T00:00:00.000
379,SRC000379,345,SRC000379,384.00,1,1,2026-08-24T00:00:00.000
380,SRC000380,27,SRC000380,385.00,1,1,2026-08-24T00:00:00.000
381,SRC000381,38,SRC000381,386.00,1,1,2026-08-24T00:00:00.000
382,SRC000382,21,SRC000382,387.00,1,1,2026-08-24T00:00:00.000
383,SRC000383,428,SRC000383,388.00,1,1,2026-08-24T00:00:00.000
384,SRC000384,467,SRC000384,389.00,1,1,2026-08-24T00:00:00.000
385,SRC000385,420,SRC000385,390.00,1,1,2026-08-24T00:00:00.000
386,SRC000386,470,SRC000386,391.00,1,1,2026-08-24T00:00:00.000
387,SRC000387,363,SRC000387,392.00,1,1,2026-08-24T00:00:00.000
388,SRC000388,494,SRC000388,393.00,1,1,2026-08-24T00:00:00.000
389,SRC000389,104,SRC000389,394.00,1,1,2026-08-24T00:00:00.000
390,SRC000390,196,SRC000390,395.00,1,1,2026-08-24T00:00:00.000
391,SRC000391,470,SRC000391,396.00,1,1,2026-08-24T00:00:00.000
392,SRC000392,74,SRC000392,397.00,1,1,2026-08-24T00:00:00.000
393,SRC000393,288,SRC000393,398.00,1,1,2026-08-24T00:00:00.000
394,SRC000394,56,SRC000394,399.00,1,1,2026-08-24T00:00:00.000
395,SRC000395,396,SRC000395,400.00,1,1,2026-08-24T00:00:00.000
396,SRC000396,172,SRC000396,401.00,1,1,2026-08-24T00:00:00.000
397,SRC000397,97,SRC000397,402.00,1,1,2026-08-24T00:00:00.000
398,SRC000398,330,SRC000398,403.00,1,1,2026-08-24T00:00:00.000
399,SRC000399,417,SRC000399,404.00,1,1,2026-08-24T00:00:00.000
400,SRC000400,94,SRC000400,405.00,1,1,2026-08-24T00:00:00.000
401,SRC000401,55,SRC000401,406.00,1,1,2026-08-24T00:00:00.000
402,SRC000402,323,SRC000402,407.00,1,1,2026-08-24T00:00:00.000
403,SRC000403,88,SRC000403,408.00,1,1,2026-08-24T00:00:00.000
404,SRC000404,183,SRC000404,409.00,1,1,2026-08-24T00:00:00.000
405,SRC000405,278,SRC000405,410.00,1,1,2026-08-24T00:00:00.000
406,SRC000406,301,SRC000406,411.00,1,1,2026-08-24T00:00:00.000
407,SRC000407,388,SRC000407,412.00,1,1,2026-08-24T00:00:00.000
408,SRC000408,390,SRC000408,413.00,1,1,2026-08-24T00:00:00.000
409,SRC000409,314,SRC000409,414.00,1,1,2026-08-24T00:00:00.000
410,SRC000410,100,SRC000410,415.00,1,1,2026-08-24T00:00:00.000
411,SRC000411,79,SRC000411,416.00,1,1,2026-08-24T00:00:00.000
412,SRC000412,367,SRC000412,417.00,1,1,2026-08-24T00:00:00.000
413,SRC000413,195,SRC000413,418.00,1,1,2026-08-24T00:00:00.000
414,SRC000414,307,SRC000414,419.00,1,1,2026-08-24T00:00:00.000
415,SRC000415,393,SRC000415,420.00,1,1,2026-08-24T00:00:00.000
416,SRC000416,259,SRC000416,421.00,1,1,2026-08-24T00:00:00.000
417,SRC000417,266,SRC000417,422.00,1,1,2026-08-24T00:00:00.000
418,SRC000418,118,SRC000418,423.00,1,1,2026-08-24T00:00:00.000
419,SRC000419,50,SRC000419,424.00,1,1,2026-08-24T00:00:00.000
420,SRC000420,292,SRC000420,425.00,1,1,2026-08-24T00:00:00.000
421,SRC000421,88,SRC000421,426.00,1,1,2026-08-24T00:00:00.000
422,SRC000422,4,SRC000422,427.00,1,1,2026-08-24T00:00:00.000
423,SRC000423,452,SRC000423,428.00,1,1,2026-08-24T00:00:00.000
424,SRC000424,291,SRC000424,429.00,1,1,2026-08-24T00:00:00.000
425,SRC000425,452,SRC000425,430.00,1,1,2026-08-24T00:00:00.000
426,SRC000426,268,SRC000426,431.00,1,1,2026-08-24T00:00:00.000
427,SRC000427,13,SRC000427,432.00,1,1,2026-08-24T00:00:00.000
428,SRC000428,42,SRC000428,433.00,1,1,2026-08-24T00:00:00.000
429,SRC000429,200,SRC000429,434.00,1,1,2026-08-24T00:00:00.000
430,SRC000430,241,SRC000430,435.00,1,1,2026-08-24T00:00:00.000
431,SRC000431,289,SRC000431,436.00,1,1,2026-08-24T00:00:00.000
432,SRC000432,491,SRC000432,437.00,1,1,2026-08-24T00:00:00.000
433,SRC000433,447,SRC000433,438.00,1,1,2026-08-24T00:00:00.000
434,SRC000434,136,SRC000434,439.00,1,1,2026-08-24T00:00:00.000
435,SRC000435,218,SRC000435,440.00,1,1,2026-08-24T00:00:00.000
436,SRC000436,463,SRC000436,441.00,1,1,2026-08-24T00:00:00.000
437,SRC000437,396,SRC000437,442.00,1,1,2026-08-24T00:00:00.000
438,SRC000438,48,SRC000438,443.00,1,1,2026-08-24T00:00:00.000
439,SRC000439,382,SRC000439,444.00,1,1,2026-08-24T00:00:00.000
440,SRC000440,363,SRC000440,445.00,1,1,2026-08-24T00:00:00.000
441,SRC000441,221,SRC000441,446.00,1,1,2026-08-24T00:00:00.000
442,SRC000442,302,SRC000442,447.00,1,1,2026-08-24T00:00:00.000
443,SRC000443,74,SRC000443,448.00,1,1,2026-08-24T00:00:00.000
444,SRC000444,421,SRC000444,449.00,1,1,2026-08-24T00:00:00.000
445,SRC000445,265,SRC000445,450.00,1,1,2026-08-24T00:00:00.000
446,SRC000446,230,SRC000446,451.00,1,1,2026-08-24T00:00:00.000
447,SRC000447,97,SRC000447,452.00,1,1,2026-08-24T00:00:00.000
448,SRC000448,476,SRC000448,453.00,1,1,2026-08-24T00:00:00.000
449,SRC000449,477,SRC000449,454.00,1,1,2026-08-24T00:00:00.000
450,SRC000450,59,SRC000450,455.00,1,1,2026-08-24T00:00:00.000
451,SRC000451,167,SRC000451,456.00,1,1,2026-08-24T00:00:00.000
452,SRC000452,249,SRC000452,457.00,1,1,2026-08-24T00:00:00.000
453,SRC000453,260,SRC000453,458.00,1,1,2026-08-24T00:00:00.000
454,SRC000454,275,SRC000454,459.00,1,1,2026-08-24T00:00:00.000
455,SRC000455,74,SRC000455,460.00,1,1,2026-08-24T00:00:00.000
456,SRC000456,202,SRC000456,461.00,1,1,2026-08-24T00:00:00.000
457,SRC000457,320,SRC000457,462.00,1,1,2026-08-24T00:00:00.000
458,SRC000458,357,SRC000458,463.00,1,1,2026-08-24T00:00:00.000
459,SRC000459,215,SRC000459,464.00,1,1,2026-08-24T00:00:00.000
460,SRC000460,257,SRC000460,465.00,1,1,2026-08-24T00:00:00.000
461,SRC000461,390,SRC000461,466.00,1,1,2026-08-24T00:00:00.000
462,SRC000462,444,SRC000462,467.00,1,1,2026-08-24T00:00:00.000
463,SRC000463,457,SRC000463,468.00,1,1,2026-08-24T00:00:00.000
464,SRC000464,178,SRC000464,469.00,1,1,2026-08-24T00:00:00.000
465,SRC000465,322,SRC000465,470.00,1,1,2026-08-24T00:00:00.000
466,SRC000466,14,SRC000466,471.00,1,1,2026-08-24T00:00:00.000
467,SRC000467,421,SRC000467,472.00,1,1,2026-08-24T00:00:00.000
468,SRC000468,396,SRC000468,473.00,1,1,2026-08-24T00:00:00.000
469,SRC000469,372,SRC000469,474.00,1,1,2026-08-24T00:00:00.000
470,SRC000470,194,SRC000470,475.00,1,1,2026-08-24T00:00:00.000
471,SRC000471,257,SRC000471,476.00,1,1,2026-08-24T00:00:00.000
472,SRC000472,296,SRC000472,477.00,1,1,2026-08-24T00:00:00.000
473,SRC000473,316,SRC000473,478.00,1,1,2026-08-24T00:00:00.000
474,SRC000474,161,SRC000474,479.00,1,1,2026-08-24T00:00:00.000
475,SRC000475,259,SRC000475,480.00,1,1,2026-08-24T00:00:00.000
476,SRC000476,38,SRC000476,481.00,1,1,2026-08-24T00:00:00.000
477,SRC000477,488,SRC000477,482.00,1,1,2026-08-24T00:00:00.000
478,SRC000478,311,SRC000478,483.00,1,1,2026-08-24T00:00:00.000
479,SRC000479,433,SRC000479,484.00,1,1,2026-08-24T00:00:00.000
480,SRC000480,416,SRC000480,485.00,1,1,2026-08-24T00:00:00.000
481,SRC000481,424,SRC000481,486.00,1,1,2026-08-24T00:00:00.000
482,SRC000482,103,SRC000482,487.00,1,1,2026-08-24T00:00:00.000
483,SRC000483,239,SRC000483,488.00,1,1,2026-08-24T00:00:00.000
484,SRC000484,500,SRC000484,489.00,1,1,2026-08-24T00:00:00.000
485,SRC000485,469,SRC000485,490.00,1,1,2026-08-24T00:00:00.000
486,SRC000486,487,SRC000486,491.00,1,1,2026-08-24T00:00:00.000
487,SRC000487,146,SRC000487,492.00,1,1,2026-08-24T00:00:00.000
488,SRC000488,344,SRC000488,493.00,1,1,2026-08-24T00:00:00.000
489,SRC000489,473,SRC000489,494.00,1,1,2026-08-24T00:00:00.000
490,SRC000490,116,SRC000490,495.00,1,1,2026-08-24T00:00:00.000
491,SRC000491,292,SRC000491,496.00,1,1,2026-08-24T00:00:00.000
492,SRC000492,192,SRC000492,497.00,1,1,2026-08-24T00:00:00.000
493,SRC000493,292,SRC000493,498.00,1,1,2026-08-24T00:00:00.000
494,SRC000494,152,SRC000494,499.00,1,1,2026-08-24T00:00:00.000
495,SRC000495,191,SRC000495,500.00,1,1,2026-08-24T00:00:00.000
496,SRC000496,122,SRC000496,501.00,1,1,2026-08-24T00:00:00.000
497,SRC000497,288,SRC000497,502.00,1,1,2026-08-24T00:00:00.000
498,SRC000498,152,SRC000498,503.00,1,1,2026-08-24T00:00:00.000
499,SRC000499,487,SRC000499,504.00,1,1,2026-08-24T00:00:00.000
500,SRC000500,198,SRC000500,505.00,1,1,2026-08-24T00:00:00.000
