ProductSubfamilyKey,ProductSubfamilyCode,ProductFamilyKey,ProductSubfamilyName,SourceSystemKey,BatchId,LoadedAtUtc
324,PS000324,55,Cedar ProductSubfamily 324,1,1,2026-08-24T00:00:00.000
325,PS000325,17,Orion ProductSubfamily 325,1,1,2026-08-24T00:00:00.000
326,PS000326,3,Orion ProductSubfamily 326,1,1,2026-08-24T00:00:00.000
327,PS000327,148,Vertex ProductSubfamily 327,1,1,2026-08-24T00:00:00.000
328,PS000328,57,Atlas ProductSubfamily 328,1,1,2026-08-24T00:00:00.000
329,PS000329,60,Meridian ProductSubfamily 329,1,1,2026-08-24T00:00:00.000
330,PS000330,90,Riverton ProductSubfamily 330,1,1,2026-08-24T00:00:00.000
331,PS000331,51,Junction ProductSubfamily 331,1,1,2026-08-24T00:00:00.000
332,PS000332,132,Junction ProductSubfamily 332,1,1,2026-08-24T00:00:00.000
333,PS000333,140,Willow ProductSubfamily 333,1,1,2026-08-24T00:00:00.000
334,PS000334,27,Granite ProductSubfamily 334,1,1,2026-08-24T00:00:00.000
335,PS000335,148,Liberty ProductSubfamily 335,1,1,2026-08-24T00:00:00.000
336,PS000336,116,Northstar ProductSubfamily 336,1,1,2026-08-24T00:00:00.000
337,PS000337,52,Keystone ProductSubfamily 337,1,1,2026-08-24T00:00:00.000
338,PS000338,94,Forge ProductSubfamily 338,1,1,2026-08-24T00:00:00.000
339,PS000339,97,Forge ProductSubfamily 339,1,1,2026-08-24T00:00:00.000
340,PS000340,141,Junction ProductSubfamily 340,1,1,2026-08-24T00:00:00.000
341,PS000341,13,Delta ProductSubfamily 341,1,1,2026-08-24T00:00:00.000
342,PS000342,8,Keystone ProductSubfamily 342,1,1,2026-08-24T00:00:00.000
343,PS000343,122,Granite ProductSubfamily 343,1,1,2026-08-24T00:00:00.000
344,PS000344,68,Junction ProductSubfamily 344,1,1,2026-08-24T00:00:00.000
345,PS000345,17,Evergreen ProductSubfamily 345,1,1,2026-08-24T00:00:00.000
346,PS000346,96,Summit ProductSubfamily 346,1,1,2026-08-24T00:00:00.000
347,PS000347,118,Keystone ProductSubfamily 347,1,1,2026-08-24T00:00:00.000
348,PS000348,135,Titan ProductSubfamily 348,1,1,2026-08-24T00:00:00.000
349,PS000349,132,Delta ProductSubfamily 349,1,1,2026-08-24T00:00:00.000
350,PS000350,90,Delta ProductSubfamily 350,1,1,2026-08-24T00:00:00.000
351,PS000351,27,Harbor ProductSubfamily 351,1,1,2026-08-24T00:00:00.000
352,PS000352,62,Granite ProductSubfamily 352,1,1,2026-08-24T00:00:00.000
353,PS000353,26,Harbor ProductSubfamily 353,1,1,2026-08-24T00:00:00.000
354,PS000354,81,Granite ProductSubfamily 354,1,1,2026-08-24T00:00:00.000
355,PS000355,54,Harbor ProductSubfamily 355,1,1,2026-08-24T00:00:00.000
356,PS000356,133,Zenith ProductSubfamily 356,1,1,2026-08-24T00:00:00.000
357,PS000357,22,Vertex ProductSubfamily 357,1,1,2026-08-24T00:00:00.000
358,PS000358,136,Willow ProductSubfamily 358,1,1,2026-08-24T00:00:00.000
359,PS000359,102,Unity ProductSubfamily 359,1,1,2026-08-24T00:00:00.000
360,PS000360,10,Cedar ProductSubfamily 360,1,1,2026-08-24T00:00:00.000
361,PS000361,70,Granite ProductSubfamily 361,1,1,2026-08-24T00:00:00.000
362,PS000362,82,Beacon ProductSubfamily 362,1,1,2026-08-24T00:00:00.000
363,PS000363,59,Riverton ProductSubfamily 363,1,1,2026-08-24T00:00:00.000
364,PS000364,1,Harbor ProductSubfamily 364,1,1,2026-08-24T00:00:00.000
365,PS000365,58,Atlas ProductSubfamily 365,1,1,2026-08-24T00:00:00.000
366,PS000366,36,Titan ProductSubfamily 366,1,1,2026-08-24T00:00:00.000
367,PS000367,70,Cedar ProductSubfamily 367,1,1,2026-08-24T00:00:00.000
368,PS000368,29,Ion ProductSubfamily 368,1,1,2026-08-24T00:00:00.000
369,PS000369,133,Granite ProductSubfamily 369,1,1,2026-08-24T00:00:00.000
370,PS000370,32,Harbor ProductSubfamily 370,1,1,2026-08-24T00:00:00.000
371,PS000371,13,Meridian ProductSubfamily 371,1,1,2026-08-24T00:00:00.000
372,PS000372,126,Willow ProductSubfamily 372,1,1,2026-08-24T00:00:00.000
373,PS000373,139,Zenith ProductSubfamily 373,1,1,2026-08-24T00:00:00.000
374,PS000374,110,Meridian ProductSubfamily 374,1,1,2026-08-24T00:00:00.000
375,PS000375,109,Titan ProductSubfamily 375,1,1,2026-08-24T00:00:00.000
376,PS000376,120,Forge ProductSubfamily 376,1,1,2026-08-24T00:00:00.000
377,PS000377,70,Junction ProductSubfamily 377,1,1,2026-08-24T00:00:00.000
378,PS000378,74,Quartz ProductSubfamily 378,1,1,2026-08-24T00:00:00.000
379,PS000379,132,Beacon ProductSubfamily 379,1,1,2026-08-24T00:00:00.000
380,PS000380,61,Atlas ProductSubfamily 380,1,1,2026-08-24T00:00:00.000
381,PS000381,22,Orion ProductSubfamily 381,1,1,2026-08-24T00:00:00.000
382,PS000382,60,Evergreen ProductSubfamily 382,1,1,2026-08-24T00:00:00.000
383,PS000383,17,Evergreen ProductSubfamily 383,1,1,2026-08-24T00:00:00.000
384,PS000384,51,Ion ProductSubfamily 384,1,1,2026-08-24T00:00:00.000
385,PS000385,64,Forge ProductSubfamily 385,1,1,2026-08-24T00:00:00.000
386,PS000386,99,Pioneer ProductSubfamily 386,1,1,2026-08-24T00:00:00.000
387,PS000387,61,Liberty ProductSubfamily 387,1,1,2026-08-24T00:00:00.000
388,PS000388,140,Delta ProductSubfamily 388,1,1,2026-08-24T00:00:00.000
389,PS000389,98,Liberty ProductSubfamily 389,1,1,2026-08-24T00:00:00.000
390,PS000390,146,Titan ProductSubfamily 390,1,1,2026-08-24T00:00:00.000
391,PS000391,72,Willow ProductSubfamily 391,1,1,2026-08-24T00:00:00.000
392,PS000392,94,Liberty ProductSubfamily 392,1,1,2026-08-24T00:00:00.000
393,PS000393,68,Pioneer ProductSubfamily 393,1,1,2026-08-24T00:00:00.000
394,PS000394,130,Atlas ProductSubfamily 394,1,1,2026-08-24T00:00:00.000
395,PS000395,82,Cedar ProductSubfamily 395,1,1,2026-08-24T00:00:00.000
396,PS000396,90,Forge ProductSubfamily 396,1,1,2026-08-24T00:00:00.000
397,PS000397,52,Junction ProductSubfamily 397,1,1,2026-08-24T00:00:00.000
398,PS000398,80,Vertex ProductSubfamily 398,1,1,2026-08-24T00:00:00.000
399,PS000399,43,Riverton ProductSubfamily 399,1,1,2026-08-24T00:00:00.000
400,PS000400,48,Willow ProductSubfamily 400,1,1,2026-08-24T00:00:00.000
401,PS000401,62,Summit ProductSubfamily 401,1,1,2026-08-24T00:00:00.000
402,PS000402,68,Orion ProductSubfamily 402,1,1,2026-08-24T00:00:00.000
403,PS000403,119,Atlas ProductSubfamily 403,1,1,2026-08-24T00:00:00.000
404,PS000404,59,Summit ProductSubfamily 404,1,1,2026-08-24T00:00:00.000
405,PS000405,111,Granite ProductSubfamily 405,1,1,2026-08-24T00:00:00.000
406,PS000406,149,Keystone ProductSubfamily 406,1,1,2026-08-24T00:00:00.000
407,PS000407,22,Summit ProductSubfamily 407,1,1,2026-08-24T00:00:00.000
408,PS000408,111,Vertex ProductSubfamily 408,1,1,2026-08-24T00:00:00.000
409,PS000409,35,Forge ProductSubfamily 409,1,1,2026-08-24T00:00:00.000
410,PS000410,95,Zenith ProductSubfamily 410,1,1,2026-08-24T00:00:00.000
411,PS000411,43,Quartz ProductSubfamily 411,1,1,2026-08-24T00:00:00.000
412,PS000412,75,Riverton ProductSubfamily 412,1,1,2026-08-24T00:00:00.000
413,PS000413,122,Summit ProductSubfamily 413,1,1,2026-08-24T00:00:00.000
414,PS000414,123,Cedar ProductSubfamily 414,1,1,2026-08-24T00:00:00.000
415,PS000415,118,Ion ProductSubfamily 415,1,1,2026-08-24T00:00:00.000
416,PS000416,73,Evergreen ProductSubfamily 416,1,1,2026-08-24T00:00:00.000
417,PS000417,43,Meridian ProductSubfamily 417,1,1,2026-08-24T00:00:00.000
418,PS000418,17,Summit ProductSubfamily 418,1,1,2026-08-24T00:00:00.000
419,PS000419,80,Liberty ProductSubfamily 419,1,1,2026-08-24T00:00:00.000
420,PS000420,105,Forge ProductSubfamily 420,1,1,2026-08-24T00:00:00.000
421,PS000421,80,Summit ProductSubfamily 421,1,1,2026-08-24T00:00:00.000
422,PS000422,11,Liberty ProductSubfamily 422,1,1,2026-08-24T00:00:00.000
423,PS000423,9,Keystone ProductSubfamily 423,1,1,2026-08-24T00:00:00.000
424,PS000424,90,Forge ProductSubfamily 424,1,1,2026-08-24T00:00:00.000
425,PS000425,80,Meridian ProductSubfamily 425,1,1,2026-08-24T00:00:00.000
426,PS000426,139,Summit ProductSubfamily 426,1,1,2026-08-24T00:00:00.000
427,PS000427,138,Pioneer ProductSubfamily 427,1,1,2026-08-24T00:00:00.000
428,PS000428,19,Junction ProductSubfamily 428,1,1,2026-08-24T00:00:00.000
429,PS000429,86,Willow ProductSubfamily 429,1,1,2026-08-24T00:00:00.000
430,PS000430,146,Delta ProductSubfamily 430,1,1,2026-08-24T00:00:00.000
431,PS000431,14,Beacon ProductSubfamily 431,1,1,2026-08-24T00:00:00.000
432,PS000432,37,Quartz ProductSubfamily 432,1,1,2026-08-24T00:00:00.000
433,PS000433,104,Unity ProductSubfamily 433,1,1,2026-08-24T00:00:00.000
434,PS000434,113,Orion ProductSubfamily 434,1,1,2026-08-24T00:00:00.000
435,PS000435,83,Orion ProductSubfamily 435,1,1,2026-08-24T00:00:00.000
436,PS000436,49,Pioneer ProductSubfamily 436,1,1,2026-08-24T00:00:00.000
437,PS000437,113,Keystone ProductSubfamily 437,1,1,2026-08-24T00:00:00.000
438,PS000438,127,Evergreen ProductSubfamily 438,1,1,2026-08-24T00:00:00.000
439,PS000439,144,Riverton ProductSubfamily 439,1,1,2026-08-24T00:00:00.000
440,PS000440,54,Junction ProductSubfamily 440,1,1,2026-08-24T00:00:00.000
441,PS000441,51,Pioneer ProductSubfamily 441,1,1,2026-08-24T00:00:00.000
442,PS000442,8,Beacon ProductSubfamily 442,1,1,2026-08-24T00:00:00.000
443,PS000443,57,Evergreen ProductSubfamily 443,1,1,2026-08-24T00:00:00.000
444,PS000444,46,Evergreen ProductSubfamily 444,1,1,2026-08-24T00:00:00.000
445,PS000445,139,Pioneer ProductSubfamily 445,1,1,2026-08-24T00:00:00.000
446,PS000446,96,Meridian ProductSubfamily 446,1,1,2026-08-24T00:00:00.000
447,PS000447,134,Zenith ProductSubfamily 447,1,1,2026-08-24T00:00:00.000
448,PS000448,78,Forge ProductSubfamily 448,1,1,2026-08-24T00:00:00.000
449,PS000449,95,Evergreen ProductSubfamily 449,1,1,2026-08-24T00:00:00.000
450,PS000450,49,Summit ProductSubfamily 450,1,1,2026-08-24T00:00:00.000
451,PS000451,98,Granite ProductSubfamily 451,1,1,2026-08-24T00:00:00.000
452,PS000452,67,Harbor ProductSubfamily 452,1,1,2026-08-24T00:00:00.000
453,PS000453,120,Titan ProductSubfamily 453,1,1,2026-08-24T00:00:00.000
454,PS000454,67,Beacon ProductSubfamily 454,1,1,2026-08-24T00:00:00.000
455,PS000455,35,Ion ProductSubfamily 455,1,1,2026-08-24T00:00:00.000
456,PS000456,44,Evergreen ProductSubfamily 456,1,1,2026-08-24T00:00:00.000
457,PS000457,18,Northstar ProductSubfamily 457,1,1,2026-08-24T00:00:00.000
458,PS000458,22,Evergreen ProductSubfamily 458,1,1,2026-08-24T00:00:00.000
459,PS000459,141,Northstar ProductSubfamily 459,1,1,2026-08-24T00:00:00.000
460,PS000460,1,Ion ProductSubfamily 460,1,1,2026-08-24T00:00:00.000
461,PS000461,71,Ion ProductSubfamily 461,1,1,2026-08-24T00:00:00.000
462,PS000462,77,Vertex ProductSubfamily 462,1,1,2026-08-24T00:00:00.000
463,PS000463,111,Ion ProductSubfamily 463,1,1,2026-08-24T00:00:00.000
464,PS000464,21,Evergreen ProductSubfamily 464,1,1,2026-08-24T00:00:00.000
465,PS000465,147,Delta ProductSubfamily 465,1,1,2026-08-24T00:00:00.000
466,PS000466,37,Beacon ProductSubfamily 466,1,1,2026-08-24T00:00:00.000
467,PS000467,91,Riverton ProductSubfamily 467,1,1,2026-08-24T00:00:00.000
468,PS000468,109,Titan ProductSubfamily 468,1,1,2026-08-24T00:00:00.000
469,PS000469,11,Evergreen ProductSubfamily 469,1,1,2026-08-24T00:00:00.000
470,PS000470,140,Zenith ProductSubfamily 470,1,1,2026-08-24T00:00:00.000
471,PS000471,149,Atlas ProductSubfamily 471,1,1,2026-08-24T00:00:00.000
472,PS000472,17,Northstar ProductSubfamily 472,1,1,2026-08-24T00:00:00.000
473,PS000473,71,Harbor ProductSubfamily 473,1,1,2026-08-24T00:00:00.000
474,PS000474,148,Delta ProductSubfamily 474,1,1,2026-08-24T00:00:00.000
475,PS000475,27,Delta ProductSubfamily 475,1,1,2026-08-24T00:00:00.000
476,PS000476,110,Beacon ProductSubfamily 476,1,1,2026-08-24T00:00:00.000
477,PS000477,73,Beacon ProductSubfamily 477,1,1,2026-08-24T00:00:00.000
478,PS000478,128,Evergreen ProductSubfamily 478,1,1,2026-08-24T00:00:00.000
479,PS000479,45,Cedar ProductSubfamily 479,1,1,2026-08-24T00:00:00.000
480,PS000480,46,Harbor ProductSubfamily 480,1,1,2026-08-24T00:00:00.000
481,PS000481,98,Delta ProductSubfamily 481,1,1,2026-08-24T00:00:00.000
482,PS000482,125,Harbor ProductSubfamily 482,1,1,2026-08-24T00:00:00.000
483,PS000483,12,Junction ProductSubfamily 483,1,1,2026-08-24T00:00:00.000
484,PS000484,77,Summit ProductSubfamily 484,1,1,2026-08-24T00:00:00.000
485,PS000485,31,Keystone ProductSubfamily 485,1,1,2026-08-24T00:00:00.000
486,PS000486,136,Keystone ProductSubfamily 486,1,1,2026-08-24T00:00:00.000
487,PS000487,3,Forge ProductSubfamily 487,1,1,2026-08-24T00:00:00.000
488,PS000488,140,Summit ProductSubfamily 488,1,1,2026-08-24T00:00:00.000
489,PS000489,40,Quartz ProductSubfamily 489,1,1,2026-08-24T00:00:00.000
490,PS000490,55,Willow ProductSubfamily 490,1,1,2026-08-24T00:00:00.000
491,PS000491,56,Quartz ProductSubfamily 491,1,1,2026-08-24T00:00:00.000
492,PS000492,88,Ion ProductSubfamily 492,1,1,2026-08-24T00:00:00.000
493,PS000493,97,Titan ProductSubfamily 493,1,1,2026-08-24T00:00:00.000
494,PS000494,27,Riverton ProductSubfamily 494,1,1,2026-08-24T00:00:00.000
495,PS000495,121,Orion ProductSubfamily 495,1,1,2026-08-24T00:00:00.000
496,PS000496,18,Vertex ProductSubfamily 496,1,1,2026-08-24T00:00:00.000
497,PS000497,96,Junction ProductSubfamily 497,1,1,2026-08-24T00:00:00.000
498,PS000498,68,Vertex ProductSubfamily 498,1,1,2026-08-24T00:00:00.000
499,PS000499,132,Delta ProductSubfamily 499,1,1,2026-08-24T00:00:00.000
500,PS000500,83,Riverton ProductSubfamily 500,1,1,2026-08-24T00:00:00.000
