InventoryLotKey,LotNumber,ProductKey,PlantKey,InventoryStockStatusKey,LotDescription,ManufactureDate,ExpirationDate,IsRestricted,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
102,IL000102,38,42,8,InventoryLot starter record 102,2020-04-12,2020-04-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c07e69cc0af05296b3a23e37f85cdeadc07e69cc0af05296b3a23e37f85cdead
103,IL000103,126,110,3,InventoryLot starter record 103,2020-04-13,2020-04-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ea1754df7d257c1a38e1ca8427fcd3e9ea1754df7d257c1a38e1ca8427fcd3e
104,IL000104,444,201,8,InventoryLot starter record 104,2020-04-14,2020-04-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04ce34f76b6d5740aee0e487526ff09504ce34f76b6d5740aee0e487526ff095
105,IL000105,317,232,1,InventoryLot starter record 105,2020-04-15,2020-04-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,543c5f2e75895b6bae9061d69f7a5be2543c5f2e75895b6bae9061d69f7a5be2
106,IL000106,4,120,4,InventoryLot starter record 106,2020-04-16,2020-04-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1596a42a7055625bf3bdbb0e14f44b7d1596a42a7055625bf3bdbb0e14f44b7
107,IL000107,33,188,8,InventoryLot starter record 107,2020-04-17,2020-04-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fd384d5003d507ea1c4b901625107653fd384d5003d507ea1c4b90162510765
108,IL000108,260,304,4,InventoryLot starter record 108,2020-04-18,2020-04-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cad047f6d9ea5307a102343f42a5d54ccad047f6d9ea5307a102343f42a5d54c
109,IL000109,64,223,8,InventoryLot starter record 109,2020-04-19,2020-04-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f87af8cf2a435746be5275772a83c632f87af8cf2a435746be5275772a83c632
110,IL000110,478,223,2,InventoryLot starter record 110,2020-04-20,2020-04-20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a44a27675f045eabb845a95a193836eda44a27675f045eabb845a95a193836ed
111,IL000111,191,323,5,InventoryLot starter record 111,2020-04-21,2020-04-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b960ef72403b5ce994f13bd9a0625eeab960ef72403b5ce994f13bd9a0625eea
112,IL000112,12,350,1,InventoryLot starter record 112,2020-04-22,2020-04-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,081f6971ff6c5a1d9c18c58ef4b19cce081f6971ff6c5a1d9c18c58ef4b19cce
113,IL000113,280,297,10,InventoryLot starter record 113,2020-04-23,2020-04-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4098e765231c57f191bc6121af681a2d4098e765231c57f191bc6121af681a2d
114,IL000114,201,176,7,InventoryLot starter record 114,2020-04-24,2020-04-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,193c8fc3db435f6d82f839198e1fcfe7193c8fc3db435f6d82f839198e1fcfe7
115,IL000115,55,253,8,InventoryLot starter record 115,2020-04-25,2020-04-25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00b0757a5643525888a2ed4ab4cd3d8700b0757a5643525888a2ed4ab4cd3d87
116,IL000116,299,329,8,InventoryLot starter record 116,2020-04-26,2020-04-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84c4410cd51558fab574df3ba6bfc79a84c4410cd51558fab574df3ba6bfc79a
117,IL000117,496,142,6,InventoryLot starter record 117,2020-04-27,2020-04-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f662fe824215924a40e9977dcd56df23f662fe824215924a40e9977dcd56df2
118,IL000118,429,15,3,InventoryLot starter record 118,2020-04-28,2020-04-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffec1d2a32b75ea0858345cd95aec700ffec1d2a32b75ea0858345cd95aec700
119,IL000119,401,17,6,InventoryLot starter record 119,2020-04-29,2020-04-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72a4e3d39b6d5ed18b27c4b6d4588a4672a4e3d39b6d5ed18b27c4b6d4588a46
120,IL000120,279,10,4,InventoryLot starter record 120,2020-04-30,2020-04-30,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4583d747f40c566ca21505c74710cb0d4583d747f40c566ca21505c74710cb0d
121,IL000121,95,259,2,InventoryLot starter record 121,2020-05-01,2020-05-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1429890bf82a516398f62cd339a99df71429890bf82a516398f62cd339a99df7
122,IL000122,53,250,1,InventoryLot starter record 122,2020-05-02,2020-05-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a2ede45a2ce5d4abb5e08d4124e101f0a2ede45a2ce5d4abb5e08d4124e101f
123,IL000123,214,40,3,InventoryLot starter record 123,2020-05-03,2020-05-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9833ed83d34753e2baea4337a8426f139833ed83d34753e2baea4337a8426f13
124,IL000124,121,278,10,InventoryLot starter record 124,2020-05-04,2020-05-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07b44078ec535372ab1f6ffa7e74616807b44078ec535372ab1f6ffa7e746168
125,IL000125,155,27,8,InventoryLot starter record 125,2020-05-05,2020-05-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f04cb516effb56219313b367a2b0fb44f04cb516effb56219313b367a2b0fb44
126,IL000126,397,7,9,InventoryLot starter record 126,2020-05-06,2020-05-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4632bb3a188355ea8891a588cbd905934632bb3a188355ea8891a588cbd90593
127,IL000127,500,258,4,InventoryLot starter record 127,2020-05-07,2020-05-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f9f8b9a97615ec38d5bae751e0ec7062f9f8b9a97615ec38d5bae751e0ec706
128,IL000128,479,68,4,InventoryLot starter record 128,2020-05-08,2020-05-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e942df154a75a499373f8350437feba8e942df154a75a499373f8350437feba
129,IL000129,197,231,8,InventoryLot starter record 129,2020-05-09,2020-05-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ae9f9009a415072bde15437a937aec57ae9f9009a415072bde15437a937aec5
130,IL000130,208,104,2,InventoryLot starter record 130,2020-05-10,2020-05-10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,758a8c6ddb225a559e89ac33b8458764758a8c6ddb225a559e89ac33b8458764
131,IL000131,272,313,9,InventoryLot starter record 131,2020-05-11,2020-05-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b557b2464155444b542684b3a95982d6b557b2464155444b542684b3a95982d
132,IL000132,47,200,4,InventoryLot starter record 132,2020-05-12,2020-05-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4368cb8f7f358ceac6a05e1c9a777c5a4368cb8f7f358ceac6a05e1c9a777c5
133,IL000133,62,140,7,InventoryLot starter record 133,2020-05-13,2020-05-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f171e2c7008f595ab18f458fdd0a81e7f171e2c7008f595ab18f458fdd0a81e7
134,IL000134,124,220,8,InventoryLot starter record 134,2020-05-14,2020-05-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44f79bd536d75b0f8e5f8939cc8f544744f79bd536d75b0f8e5f8939cc8f5447
135,IL000135,25,43,6,InventoryLot starter record 135,2020-05-15,2020-05-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03c94bd750155f03b84c2e6574d25d5403c94bd750155f03b84c2e6574d25d54
136,IL000136,157,54,1,InventoryLot starter record 136,2020-05-16,2020-05-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f12fdc7d44fb59cd918d83df57b26d5af12fdc7d44fb59cd918d83df57b26d5a
137,IL000137,191,67,10,InventoryLot starter record 137,2020-05-17,2020-05-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a2168b90f2256fa8da8cb544ee2d4883a2168b90f2256fa8da8cb544ee2d488
138,IL000138,125,246,4,InventoryLot starter record 138,2020-05-18,2020-05-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e8745e42eaf507fb2f5719c7006553a4e8745e42eaf507fb2f5719c7006553a
139,IL000139,146,223,5,InventoryLot starter record 139,2020-05-19,2020-05-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd221564d3975bfdb6052c0f5a52bfc4dd221564d3975bfdb6052c0f5a52bfc4
140,IL000140,81,295,1,InventoryLot starter record 140,2020-05-20,2020-05-20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a9fbbb4ad0752aca11e40d63f3fa7255a9fbbb4ad0752aca11e40d63f3fa725
141,IL000141,475,57,10,InventoryLot starter record 141,2020-05-21,2020-05-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4537f97854dc50f1a4942723bf085e5f4537f97854dc50f1a4942723bf085e5f
142,IL000142,60,111,3,InventoryLot starter record 142,2020-05-22,2020-05-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fb1ac45d85255edbb076047e28083e49fb1ac45d85255edbb076047e28083e4
143,IL000143,98,153,3,InventoryLot starter record 143,2020-05-23,2020-05-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be4be7b3704a59eda43d29bf814b6fffbe4be7b3704a59eda43d29bf814b6fff
144,IL000144,63,133,9,InventoryLot starter record 144,2020-05-24,2020-05-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bb241d7de295f29990f5cd50dc8a8732bb241d7de295f29990f5cd50dc8a873
145,IL000145,55,127,2,InventoryLot starter record 145,2020-05-25,2020-05-25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b8eb9c72fd757b2a5ad90bf92d66aa07b8eb9c72fd757b2a5ad90bf92d66aa0
146,IL000146,53,115,2,InventoryLot starter record 146,2020-05-26,2020-05-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea074f1ae4015b2a88f630165505de61ea074f1ae4015b2a88f630165505de61
147,IL000147,108,334,8,InventoryLot starter record 147,2020-05-27,2020-05-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b41609baf095559bb12664d9ea7dd260b41609baf095559bb12664d9ea7dd26
148,IL000148,203,330,4,InventoryLot starter record 148,2020-05-28,2020-05-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78e94817da6452bf9f33693b328b800578e94817da6452bf9f33693b328b8005
149,IL000149,50,301,2,InventoryLot starter record 149,2020-05-29,2020-05-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67fb4c3780495fd99020ddad530491ae67fb4c3780495fd99020ddad530491ae
150,IL000150,178,290,4,InventoryLot starter record 150,2020-05-30,2020-05-30,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb033904e9e95b9285b08fdfa380c821eb033904e9e95b9285b08fdfa380c821
151,IL000151,396,129,5,InventoryLot starter record 151,2020-05-31,2020-05-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40826caf15b75c09a6d2ceaf9abe76f240826caf15b75c09a6d2ceaf9abe76f2
152,IL000152,53,338,4,InventoryLot starter record 152,2020-06-01,2020-06-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,141b31bf48be545882a61b5c4ab87e7b141b31bf48be545882a61b5c4ab87e7b
153,IL000153,300,255,1,InventoryLot starter record 153,2020-06-02,2020-06-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0f6996f93c55f9482664d1427658516b0f6996f93c55f9482664d1427658516
154,IL000154,22,41,8,InventoryLot starter record 154,2020-06-03,2020-06-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cbdf1d6b9cb526a89c2a40f661bc7a85cbdf1d6b9cb526a89c2a40f661bc7a8
155,IL000155,430,292,2,InventoryLot starter record 155,2020-06-04,2020-06-04,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,139d88af5b855316903726ebeca8ced4139d88af5b855316903726ebeca8ced4
156,IL000156,180,214,10,InventoryLot starter record 156,2020-06-05,2020-06-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb99474d97205c39adfee4d7f83e0d9abb99474d97205c39adfee4d7f83e0d9a
157,IL000157,488,285,2,InventoryLot starter record 157,2020-06-06,2020-06-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc2dac5d924251fc93421f9d51a70c2ecc2dac5d924251fc93421f9d51a70c2e
158,IL000158,220,288,9,InventoryLot starter record 158,2020-06-07,2020-06-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,199618c6a2ec5be89f81ec0591255385199618c6a2ec5be89f81ec0591255385
159,IL000159,24,66,9,InventoryLot starter record 159,2020-06-08,2020-06-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39241f06dada5c1aa64ad3e028fcdd1f39241f06dada5c1aa64ad3e028fcdd1f
160,IL000160,30,139,5,InventoryLot starter record 160,2020-06-09,2020-06-09,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ea9dda5dc195ecda9f806b7ff24b59a4ea9dda5dc195ecda9f806b7ff24b59a
161,IL000161,218,289,2,InventoryLot starter record 161,2020-06-10,2020-06-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab7deaf2160150169098a3a62ae8f230ab7deaf2160150169098a3a62ae8f230
162,IL000162,341,273,5,InventoryLot starter record 162,2020-06-11,2020-06-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d30997808756552c98ae4e2d5adc5f75d30997808756552c98ae4e2d5adc5f75
163,IL000163,353,49,3,InventoryLot starter record 163,2020-06-12,2020-06-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,628b4caa3ec655c0b6625cde83a99981628b4caa3ec655c0b6625cde83a99981
164,IL000164,268,74,1,InventoryLot starter record 164,2020-06-13,2020-06-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,401bbb0ade20588189f4be1f6acdd969401bbb0ade20588189f4be1f6acdd969
165,IL000165,369,159,5,InventoryLot starter record 165,2020-06-14,2020-06-14,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69579daf1f955004b7ac47b35fb4b0ae69579daf1f955004b7ac47b35fb4b0ae
166,IL000166,299,45,1,InventoryLot starter record 166,2020-06-15,2020-06-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4836f768ce5156698e95ac69fbdf5a814836f768ce5156698e95ac69fbdf5a81
167,IL000167,39,253,4,InventoryLot starter record 167,2020-06-16,2020-06-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5107cd1aabf259878d8bdb57902d19665107cd1aabf259878d8bdb57902d1966
168,IL000168,94,169,10,InventoryLot starter record 168,2020-06-17,2020-06-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,543407b480e2567cb6769eef38885e2b543407b480e2567cb6769eef38885e2b
169,IL000169,259,110,3,InventoryLot starter record 169,2020-06-18,2020-06-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bd25f48e3e059b59df4f9f316bc146d1bd25f48e3e059b59df4f9f316bc146d
170,IL000170,85,23,9,InventoryLot starter record 170,2020-06-19,2020-06-19,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38cd21faaf63578ebee59b763ae33afc38cd21faaf63578ebee59b763ae33afc
171,IL000171,295,41,9,InventoryLot starter record 171,2020-06-20,2020-06-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,136fbff2486d5228ac9182cdd912ed30136fbff2486d5228ac9182cdd912ed30
172,IL000172,76,53,1,InventoryLot starter record 172,2020-06-21,2020-06-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,515c11157c7650a885375444002e0f09515c11157c7650a885375444002e0f09
173,IL000173,81,161,1,InventoryLot starter record 173,2020-06-22,2020-06-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa8ce06bc36254d5923235db9e877e10aa8ce06bc36254d5923235db9e877e10
174,IL000174,140,321,10,InventoryLot starter record 174,2020-06-23,2020-06-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1686826a97b550cad414232a3326e5ff1686826a97b550cad414232a3326e5f
175,IL000175,500,176,9,InventoryLot starter record 175,2020-06-24,2020-06-24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c10cbfc2b565aaea14ac3fb63f112388c10cbfc2b565aaea14ac3fb63f11238
176,IL000176,265,263,2,InventoryLot starter record 176,2020-06-25,2020-06-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4ed18d83af75d84a89ab2f2f38b2dbaf4ed18d83af75d84a89ab2f2f38b2dba
177,IL000177,237,48,2,InventoryLot starter record 177,2020-06-26,2020-06-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb71bc5441a25a67af5b2fe66f48cfa6cb71bc5441a25a67af5b2fe66f48cfa6
178,IL000178,439,292,1,InventoryLot starter record 178,2020-06-27,2020-06-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52a5b790c8755515892bc9b8d4490e0852a5b790c8755515892bc9b8d4490e08
179,IL000179,164,102,5,InventoryLot starter record 179,2020-06-28,2020-06-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3daf5b54777f56f1bb4052b09082de4d3daf5b54777f56f1bb4052b09082de4d
180,IL000180,156,184,8,InventoryLot starter record 180,2020-06-29,2020-06-29,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9102bba51df59f598e355e2ed132a2cd9102bba51df59f598e355e2ed132a2c
181,IL000181,464,300,7,InventoryLot starter record 181,2020-06-30,2020-06-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,500f833aa2ac51c79661c50ed904f702500f833aa2ac51c79661c50ed904f702
182,IL000182,153,134,2,InventoryLot starter record 182,2020-07-01,2020-07-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8eb904548ae5870af7091cca8ec62ded8eb904548ae5870af7091cca8ec62de
183,IL000183,281,296,7,InventoryLot starter record 183,2020-07-02,2020-07-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6834cebfd1265e48b8360f2469522b066834cebfd1265e48b8360f2469522b06
184,IL000184,44,128,10,InventoryLot starter record 184,2020-07-03,2020-07-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8b385a0229c500281cce8c4f5514ac7a8b385a0229c500281cce8c4f5514ac7
185,IL000185,419,289,10,InventoryLot starter record 185,2020-07-04,2020-07-04,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90c93cf690e45b92894483bbfa4462d090c93cf690e45b92894483bbfa4462d0
186,IL000186,34,161,10,InventoryLot starter record 186,2020-07-05,2020-07-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a80aacf0ba6589cb2f2c98ad47dceff5a80aacf0ba6589cb2f2c98ad47dceff
187,IL000187,90,181,10,InventoryLot starter record 187,2020-07-06,2020-07-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d26873952d5151e18ea8070f68445410d26873952d5151e18ea8070f68445410
188,IL000188,381,263,3,InventoryLot starter record 188,2020-07-07,2020-07-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb8f2516b77c58b0ad005a423b4310febb8f2516b77c58b0ad005a423b4310fe
189,IL000189,329,275,10,InventoryLot starter record 189,2020-07-08,2020-07-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dc530b81ff1500097d0be77ca34a9aa7dc530b81ff1500097d0be77ca34a9aa
190,IL000190,278,220,2,InventoryLot starter record 190,2020-07-09,2020-07-09,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da39578d3e805fb7842285f6087c2788da39578d3e805fb7842285f6087c2788
191,IL000191,165,44,9,InventoryLot starter record 191,2020-07-10,2020-07-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6591d6d9a8685d7e98ebbc713ef3c4d16591d6d9a8685d7e98ebbc713ef3c4d1
192,IL000192,5,268,8,InventoryLot starter record 192,2020-07-11,2020-07-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcaa48c4c81354398aea6ee0b64e3a69bcaa48c4c81354398aea6ee0b64e3a69
193,IL000193,252,324,4,InventoryLot starter record 193,2020-07-12,2020-07-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0b0a0b094e15a9494a33f2a0161d2d9f0b0a0b094e15a9494a33f2a0161d2d9
194,IL000194,100,221,1,InventoryLot starter record 194,2020-07-13,2020-07-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec6876485b8e5f82af9aebc9b1c430a7ec6876485b8e5f82af9aebc9b1c430a7
195,IL000195,160,299,3,InventoryLot starter record 195,2020-07-14,2020-07-14,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ee1a1d3b0a154b2a0925da3fde973aa6ee1a1d3b0a154b2a0925da3fde973aa
196,IL000196,331,205,10,InventoryLot starter record 196,2020-07-15,2020-07-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d6b4b32df85585daa3bc16431be07226d6b4b32df85585daa3bc16431be0722
197,IL000197,137,41,10,InventoryLot starter record 197,2020-07-16,2020-07-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16ee78976cb95d7385f6a9d999bb073216ee78976cb95d7385f6a9d999bb0732
198,IL000198,351,246,5,InventoryLot starter record 198,2020-07-17,2020-07-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4dc1b004263518eaba4c5a9df0fef65e4dc1b004263518eaba4c5a9df0fef65
199,IL000199,216,42,8,InventoryLot starter record 199,2020-07-18,2020-07-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40d31f726e015e79a54fb7517d60caa640d31f726e015e79a54fb7517d60caa6
200,IL000200,383,142,4,InventoryLot starter record 200,2020-07-19,2020-07-19,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b53037e97c9c5e1b8672cbe5382b70e9b53037e97c9c5e1b8672cbe5382b70e9
201,IL000201,398,100,9,InventoryLot starter record 201,2020-07-20,2020-07-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dc9239e94ec5db9ad17de3bb773e1897dc9239e94ec5db9ad17de3bb773e189
202,IL000202,221,262,5,InventoryLot starter record 202,2020-07-21,2020-07-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6eee71709ab452e29973cfab68cdaa0c6eee71709ab452e29973cfab68cdaa0c
203,IL000203,265,149,6,InventoryLot starter record 203,2020-07-22,2020-07-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83c9810541c05810b25f906cca18677d83c9810541c05810b25f906cca18677d
204,IL000204,361,29,10,InventoryLot starter record 204,2020-07-23,2020-07-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b13422ac46375c04a10ece6d66c65b12b13422ac46375c04a10ece6d66c65b12
