InventoryDispositionKey,DispositionCode,ApprovalStatusKey,InventoryStockStatusKey,DispositionName,AllowsShipment,RequiresApproval,SourceSystemKey,BatchId,LoadedAtUtc
284,ID000284,3,3,Riverton InventoryDisposition 284,0,0,1,1,2026-08-24T00:00:00.000
285,ID000285,3,8,Riverton InventoryDisposition 285,1,1,1,1,2026-08-24T00:00:00.000
286,ID000286,2,8,Titan InventoryDisposition 286,0,0,1,1,2026-08-24T00:00:00.000
287,ID000287,2,7,Titan InventoryDisposition 287,1,1,1,1,2026-08-24T00:00:00.000
288,ID000288,1,8,Evergreen InventoryDisposition 288,0,0,1,1,2026-08-24T00:00:00.000
289,ID000289,5,8,Willow InventoryDisposition 289,1,1,1,1,2026-08-24T00:00:00.000
290,ID000290,5,2,Harbor InventoryDisposition 290,0,0,1,1,2026-08-24T00:00:00.000
291,ID000291,3,9,Willow InventoryDisposition 291,1,1,1,1,2026-08-24T00:00:00.000
292,ID000292,2,6,Pioneer InventoryDisposition 292,0,0,1,1,2026-08-24T00:00:00.000
293,ID000293,1,10,Atlas InventoryDisposition 293,1,1,1,1,2026-08-24T00:00:00.000
294,ID000294,1,10,Cedar InventoryDisposition 294,0,0,1,1,2026-08-24T00:00:00.000
295,ID000295,5,10,Harbor InventoryDisposition 295,1,1,1,1,2026-08-24T00:00:00.000
296,ID000296,2,8,Pioneer InventoryDisposition 296,0,0,1,1,2026-08-24T00:00:00.000
297,ID000297,4,4,Atlas InventoryDisposition 297,1,1,1,1,2026-08-24T00:00:00.000
298,ID000298,1,4,Willow InventoryDisposition 298,0,0,1,1,2026-08-24T00:00:00.000
299,ID000299,4,1,Evergreen InventoryDisposition 299,1,1,1,1,2026-08-24T00:00:00.000
300,ID000300,4,9,Summit InventoryDisposition 300,0,0,1,1,2026-08-24T00:00:00.000
301,ID000301,1,3,Liberty InventoryDisposition 301,1,1,1,1,2026-08-24T00:00:00.000
302,ID000302,1,8,Keystone InventoryDisposition 302,0,0,1,1,2026-08-24T00:00:00.000
303,ID000303,3,10,Ion InventoryDisposition 303,1,1,1,1,2026-08-24T00:00:00.000
304,ID000304,2,5,Beacon InventoryDisposition 304,0,0,1,1,2026-08-24T00:00:00.000
305,ID000305,3,2,Orion InventoryDisposition 305,1,1,1,1,2026-08-24T00:00:00.000
306,ID000306,3,8,Junction InventoryDisposition 306,0,0,1,1,2026-08-24T00:00:00.000
307,ID000307,5,4,Liberty InventoryDisposition 307,1,1,1,1,2026-08-24T00:00:00.000
308,ID000308,1,3,Forge InventoryDisposition 308,0,0,1,1,2026-08-24T00:00:00.000
309,ID000309,2,10,Northstar InventoryDisposition 309,1,1,1,1,2026-08-24T00:00:00.000
310,ID000310,1,5,Harbor InventoryDisposition 310,0,0,1,1,2026-08-24T00:00:00.000
311,ID000311,4,4,Vertex InventoryDisposition 311,1,1,1,1,2026-08-24T00:00:00.000
312,ID000312,4,3,Cedar InventoryDisposition 312,0,0,1,1,2026-08-24T00:00:00.000
313,ID000313,4,6,Unity InventoryDisposition 313,1,1,1,1,2026-08-24T00:00:00.000
314,ID000314,5,8,Granite InventoryDisposition 314,0,0,1,1,2026-08-24T00:00:00.000
315,ID000315,2,2,Zenith InventoryDisposition 315,1,1,1,1,2026-08-24T00:00:00.000
316,ID000316,3,3,Cedar InventoryDisposition 316,0,0,1,1,2026-08-24T00:00:00.000
317,ID000317,3,6,Zenith InventoryDisposition 317,1,1,1,1,2026-08-24T00:00:00.000
318,ID000318,3,1,Orion InventoryDisposition 318,0,0,1,1,2026-08-24T00:00:00.000
319,ID000319,5,7,Cedar InventoryDisposition 319,1,1,1,1,2026-08-24T00:00:00.000
320,ID000320,4,8,Willow InventoryDisposition 320,0,0,1,1,2026-08-24T00:00:00.000
321,ID000321,2,3,Orion InventoryDisposition 321,1,1,1,1,2026-08-24T00:00:00.000
322,ID000322,4,6,Atlas InventoryDisposition 322,0,0,1,1,2026-08-24T00:00:00.000
323,ID000323,1,2,Meridian InventoryDisposition 323,1,1,1,1,2026-08-24T00:00:00.000
324,ID000324,1,8,Keystone InventoryDisposition 324,0,0,1,1,2026-08-24T00:00:00.000
325,ID000325,4,4,Beacon InventoryDisposition 325,1,1,1,1,2026-08-24T00:00:00.000
326,ID000326,2,4,Harbor InventoryDisposition 326,0,0,1,1,2026-08-24T00:00:00.000
327,ID000327,3,3,Zenith InventoryDisposition 327,1,1,1,1,2026-08-24T00:00:00.000
328,ID000328,1,2,Ion InventoryDisposition 328,0,0,1,1,2026-08-24T00:00:00.000
329,ID000329,3,10,Atlas InventoryDisposition 329,1,1,1,1,2026-08-24T00:00:00.000
330,ID000330,5,2,Riverton InventoryDisposition 330,0,0,1,1,2026-08-24T00:00:00.000
331,ID000331,2,5,Summit InventoryDisposition 331,1,1,1,1,2026-08-24T00:00:00.000
332,ID000332,4,3,Delta InventoryDisposition 332,0,0,1,1,2026-08-24T00:00:00.000
333,ID000333,4,4,Atlas InventoryDisposition 333,1,1,1,1,2026-08-24T00:00:00.000
334,ID000334,4,2,Granite InventoryDisposition 334,0,0,1,1,2026-08-24T00:00:00.000
335,ID000335,4,3,Meridian InventoryDisposition 335,1,1,1,1,2026-08-24T00:00:00.000
336,ID000336,4,6,Harbor InventoryDisposition 336,0,0,1,1,2026-08-24T00:00:00.000
337,ID000337,1,4,Forge InventoryDisposition 337,1,1,1,1,2026-08-24T00:00:00.000
338,ID000338,2,6,Northstar InventoryDisposition 338,0,0,1,1,2026-08-24T00:00:00.000
339,ID000339,2,4,Pioneer InventoryDisposition 339,1,1,1,1,2026-08-24T00:00:00.000
340,ID000340,5,7,Unity InventoryDisposition 340,0,0,1,1,2026-08-24T00:00:00.000
341,ID000341,4,10,Junction InventoryDisposition 341,1,1,1,1,2026-08-24T00:00:00.000
342,ID000342,4,4,Keystone InventoryDisposition 342,0,0,1,1,2026-08-24T00:00:00.000
343,ID000343,2,9,Riverton InventoryDisposition 343,1,1,1,1,2026-08-24T00:00:00.000
344,ID000344,1,1,Ion InventoryDisposition 344,0,0,1,1,2026-08-24T00:00:00.000
345,ID000345,2,3,Liberty InventoryDisposition 345,1,1,1,1,2026-08-24T00:00:00.000
346,ID000346,3,3,Cedar InventoryDisposition 346,0,0,1,1,2026-08-24T00:00:00.000
347,ID000347,4,1,Evergreen InventoryDisposition 347,1,1,1,1,2026-08-24T00:00:00.000
348,ID000348,1,4,Beacon InventoryDisposition 348,0,0,1,1,2026-08-24T00:00:00.000
349,ID000349,2,6,Meridian InventoryDisposition 349,1,1,1,1,2026-08-24T00:00:00.000
350,ID000350,4,9,Zenith InventoryDisposition 350,0,0,1,1,2026-08-24T00:00:00.000
351,ID000351,1,8,Granite InventoryDisposition 351,1,1,1,1,2026-08-24T00:00:00.000
352,ID000352,1,3,Titan InventoryDisposition 352,0,0,1,1,2026-08-24T00:00:00.000
353,ID000353,2,7,Northstar InventoryDisposition 353,1,1,1,1,2026-08-24T00:00:00.000
354,ID000354,3,1,Forge InventoryDisposition 354,0,0,1,1,2026-08-24T00:00:00.000
355,ID000355,1,6,Granite InventoryDisposition 355,1,1,1,1,2026-08-24T00:00:00.000
356,ID000356,4,3,Ion InventoryDisposition 356,0,0,1,1,2026-08-24T00:00:00.000
357,ID000357,5,1,Beacon InventoryDisposition 357,1,1,1,1,2026-08-24T00:00:00.000
358,ID000358,3,8,Keystone InventoryDisposition 358,0,0,1,1,2026-08-24T00:00:00.000
359,ID000359,2,3,Delta InventoryDisposition 359,1,1,1,1,2026-08-24T00:00:00.000
360,ID000360,5,9,Beacon InventoryDisposition 360,0,0,1,1,2026-08-24T00:00:00.000
361,ID000361,4,8,Zenith InventoryDisposition 361,1,1,1,1,2026-08-24T00:00:00.000
362,ID000362,1,9,Pioneer InventoryDisposition 362,0,0,1,1,2026-08-24T00:00:00.000
363,ID000363,4,3,Zenith InventoryDisposition 363,1,1,1,1,2026-08-24T00:00:00.000
364,ID000364,2,1,Cedar InventoryDisposition 364,0,0,1,1,2026-08-24T00:00:00.000
365,ID000365,3,7,Atlas InventoryDisposition 365,1,1,1,1,2026-08-24T00:00:00.000
366,ID000366,1,6,Harbor InventoryDisposition 366,0,0,1,1,2026-08-24T00:00:00.000
367,ID000367,2,4,Zenith InventoryDisposition 367,1,1,1,1,2026-08-24T00:00:00.000
368,ID000368,5,7,Beacon InventoryDisposition 368,0,0,1,1,2026-08-24T00:00:00.000
369,ID000369,5,10,Pioneer InventoryDisposition 369,1,1,1,1,2026-08-24T00:00:00.000
370,ID000370,5,8,Summit InventoryDisposition 370,0,0,1,1,2026-08-24T00:00:00.000
371,ID000371,5,8,Meridian InventoryDisposition 371,1,1,1,1,2026-08-24T00:00:00.000
372,ID000372,1,4,Keystone InventoryDisposition 372,0,0,1,1,2026-08-24T00:00:00.000
373,ID000373,5,2,Forge InventoryDisposition 373,1,1,1,1,2026-08-24T00:00:00.000
374,ID000374,5,1,Forge InventoryDisposition 374,0,0,1,1,2026-08-24T00:00:00.000
375,ID000375,3,10,Riverton InventoryDisposition 375,1,1,1,1,2026-08-24T00:00:00.000
376,ID000376,1,4,Riverton InventoryDisposition 376,0,0,1,1,2026-08-24T00:00:00.000
377,ID000377,5,8,Liberty InventoryDisposition 377,1,1,1,1,2026-08-24T00:00:00.000
378,ID000378,3,2,Zenith InventoryDisposition 378,0,0,1,1,2026-08-24T00:00:00.000
379,ID000379,3,4,Evergreen InventoryDisposition 379,1,1,1,1,2026-08-24T00:00:00.000
380,ID000380,2,6,Evergreen InventoryDisposition 380,0,0,1,1,2026-08-24T00:00:00.000
381,ID000381,1,9,Beacon InventoryDisposition 381,1,1,1,1,2026-08-24T00:00:00.000
382,ID000382,5,4,Meridian InventoryDisposition 382,0,0,1,1,2026-08-24T00:00:00.000
383,ID000383,5,2,Delta InventoryDisposition 383,1,1,1,1,2026-08-24T00:00:00.000
384,ID000384,5,6,Evergreen InventoryDisposition 384,0,0,1,1,2026-08-24T00:00:00.000
385,ID000385,1,10,Ion InventoryDisposition 385,1,1,1,1,2026-08-24T00:00:00.000
386,ID000386,1,8,Summit InventoryDisposition 386,0,0,1,1,2026-08-24T00:00:00.000
387,ID000387,5,5,Liberty InventoryDisposition 387,1,1,1,1,2026-08-24T00:00:00.000
388,ID000388,5,9,Orion InventoryDisposition 388,0,0,1,1,2026-08-24T00:00:00.000
389,ID000389,1,1,Delta InventoryDisposition 389,1,1,1,1,2026-08-24T00:00:00.000
390,ID000390,2,2,Riverton InventoryDisposition 390,0,0,1,1,2026-08-24T00:00:00.000
391,ID000391,3,6,Pioneer InventoryDisposition 391,1,1,1,1,2026-08-24T00:00:00.000
392,ID000392,2,4,Vertex InventoryDisposition 392,0,0,1,1,2026-08-24T00:00:00.000
393,ID000393,1,6,Pioneer InventoryDisposition 393,1,1,1,1,2026-08-24T00:00:00.000
394,ID000394,2,7,Summit InventoryDisposition 394,0,0,1,1,2026-08-24T00:00:00.000
395,ID000395,4,3,Keystone InventoryDisposition 395,1,1,1,1,2026-08-24T00:00:00.000
396,ID000396,1,1,Beacon InventoryDisposition 396,0,0,1,1,2026-08-24T00:00:00.000
397,ID000397,5,10,Cedar InventoryDisposition 397,1,1,1,1,2026-08-24T00:00:00.000
398,ID000398,5,10,Liberty InventoryDisposition 398,0,0,1,1,2026-08-24T00:00:00.000
399,ID000399,3,4,Atlas InventoryDisposition 399,1,1,1,1,2026-08-24T00:00:00.000
400,ID000400,2,10,Harbor InventoryDisposition 400,0,0,1,1,2026-08-24T00:00:00.000
401,ID000401,3,10,Liberty InventoryDisposition 401,1,1,1,1,2026-08-24T00:00:00.000
402,ID000402,1,2,Harbor InventoryDisposition 402,0,0,1,1,2026-08-24T00:00:00.000
403,ID000403,1,10,Cedar InventoryDisposition 403,1,1,1,1,2026-08-24T00:00:00.000
404,ID000404,3,4,Cedar InventoryDisposition 404,0,0,1,1,2026-08-24T00:00:00.000
405,ID000405,5,6,Delta InventoryDisposition 405,1,1,1,1,2026-08-24T00:00:00.000
406,ID000406,3,4,Titan InventoryDisposition 406,0,0,1,1,2026-08-24T00:00:00.000
407,ID000407,5,1,Meridian InventoryDisposition 407,1,1,1,1,2026-08-24T00:00:00.000
408,ID000408,2,1,Evergreen InventoryDisposition 408,0,0,1,1,2026-08-24T00:00:00.000
409,ID000409,5,8,Delta InventoryDisposition 409,1,1,1,1,2026-08-24T00:00:00.000
410,ID000410,4,4,Junction InventoryDisposition 410,0,0,1,1,2026-08-24T00:00:00.000
411,ID000411,3,8,Zenith InventoryDisposition 411,1,1,1,1,2026-08-24T00:00:00.000
412,ID000412,3,3,Forge InventoryDisposition 412,0,0,1,1,2026-08-24T00:00:00.000
413,ID000413,4,2,Meridian InventoryDisposition 413,1,1,1,1,2026-08-24T00:00:00.000
414,ID000414,2,9,Orion InventoryDisposition 414,0,0,1,1,2026-08-24T00:00:00.000
415,ID000415,5,9,Beacon InventoryDisposition 415,1,1,1,1,2026-08-24T00:00:00.000
416,ID000416,1,8,Quartz InventoryDisposition 416,0,0,1,1,2026-08-24T00:00:00.000
417,ID000417,1,1,Granite InventoryDisposition 417,1,1,1,1,2026-08-24T00:00:00.000
418,ID000418,4,9,Forge InventoryDisposition 418,0,0,1,1,2026-08-24T00:00:00.000
419,ID000419,2,10,Unity InventoryDisposition 419,1,1,1,1,2026-08-24T00:00:00.000
420,ID000420,4,3,Evergreen InventoryDisposition 420,0,0,1,1,2026-08-24T00:00:00.000
421,ID000421,5,10,Zenith InventoryDisposition 421,1,1,1,1,2026-08-24T00:00:00.000
422,ID000422,1,9,Riverton InventoryDisposition 422,0,0,1,1,2026-08-24T00:00:00.000
423,ID000423,2,1,Delta InventoryDisposition 423,1,1,1,1,2026-08-24T00:00:00.000
424,ID000424,5,7,Cedar InventoryDisposition 424,0,0,1,1,2026-08-24T00:00:00.000
425,ID000425,4,7,Forge InventoryDisposition 425,1,1,1,1,2026-08-24T00:00:00.000
426,ID000426,2,2,Unity InventoryDisposition 426,0,0,1,1,2026-08-24T00:00:00.000
427,ID000427,4,2,Junction InventoryDisposition 427,1,1,1,1,2026-08-24T00:00:00.000
428,ID000428,3,3,Zenith InventoryDisposition 428,0,0,1,1,2026-08-24T00:00:00.000
429,ID000429,3,3,Orion InventoryDisposition 429,1,1,1,1,2026-08-24T00:00:00.000
430,ID000430,4,3,Summit InventoryDisposition 430,0,0,1,1,2026-08-24T00:00:00.000
431,ID000431,1,3,Vertex InventoryDisposition 431,1,1,1,1,2026-08-24T00:00:00.000
432,ID000432,4,10,Zenith InventoryDisposition 432,0,0,1,1,2026-08-24T00:00:00.000
433,ID000433,3,8,Northstar InventoryDisposition 433,1,1,1,1,2026-08-24T00:00:00.000
434,ID000434,4,10,Atlas InventoryDisposition 434,0,0,1,1,2026-08-24T00:00:00.000
435,ID000435,5,2,Zenith InventoryDisposition 435,1,1,1,1,2026-08-24T00:00:00.000
436,ID000436,4,6,Junction InventoryDisposition 436,0,0,1,1,2026-08-24T00:00:00.000
437,ID000437,5,8,Cedar InventoryDisposition 437,1,1,1,1,2026-08-24T00:00:00.000
438,ID000438,4,8,Summit InventoryDisposition 438,0,0,1,1,2026-08-24T00:00:00.000
439,ID000439,5,4,Junction InventoryDisposition 439,1,1,1,1,2026-08-24T00:00:00.000
440,ID000440,4,1,Harbor InventoryDisposition 440,0,0,1,1,2026-08-24T00:00:00.000
441,ID000441,3,2,Beacon InventoryDisposition 441,1,1,1,1,2026-08-24T00:00:00.000
442,ID000442,4,1,Atlas InventoryDisposition 442,0,0,1,1,2026-08-24T00:00:00.000
443,ID000443,1,7,Atlas InventoryDisposition 443,1,1,1,1,2026-08-24T00:00:00.000
444,ID000444,2,3,Orion InventoryDisposition 444,0,0,1,1,2026-08-24T00:00:00.000
445,ID000445,3,8,Evergreen InventoryDisposition 445,1,1,1,1,2026-08-24T00:00:00.000
446,ID000446,5,4,Willow InventoryDisposition 446,0,0,1,1,2026-08-24T00:00:00.000
447,ID000447,1,5,Granite InventoryDisposition 447,1,1,1,1,2026-08-24T00:00:00.000
448,ID000448,1,3,Vertex InventoryDisposition 448,0,0,1,1,2026-08-24T00:00:00.000
449,ID000449,5,9,Zenith InventoryDisposition 449,1,1,1,1,2026-08-24T00:00:00.000
450,ID000450,4,1,Quartz InventoryDisposition 450,0,0,1,1,2026-08-24T00:00:00.000
451,ID000451,1,2,Keystone InventoryDisposition 451,1,1,1,1,2026-08-24T00:00:00.000
452,ID000452,5,8,Willow InventoryDisposition 452,0,0,1,1,2026-08-24T00:00:00.000
453,ID000453,4,6,Delta InventoryDisposition 453,1,1,1,1,2026-08-24T00:00:00.000
454,ID000454,3,6,Riverton InventoryDisposition 454,0,0,1,1,2026-08-24T00:00:00.000
455,ID000455,1,1,Summit InventoryDisposition 455,1,1,1,1,2026-08-24T00:00:00.000
456,ID000456,3,1,Willow InventoryDisposition 456,0,0,1,1,2026-08-24T00:00:00.000
457,ID000457,3,8,Zenith InventoryDisposition 457,1,1,1,1,2026-08-24T00:00:00.000
458,ID000458,1,7,Granite InventoryDisposition 458,0,0,1,1,2026-08-24T00:00:00.000
459,ID000459,5,6,Summit InventoryDisposition 459,1,1,1,1,2026-08-24T00:00:00.000
460,ID000460,5,3,Pioneer InventoryDisposition 460,0,0,1,1,2026-08-24T00:00:00.000
461,ID000461,2,6,Meridian InventoryDisposition 461,1,1,1,1,2026-08-24T00:00:00.000
462,ID000462,1,4,Evergreen InventoryDisposition 462,0,0,1,1,2026-08-24T00:00:00.000
463,ID000463,3,1,Quartz InventoryDisposition 463,1,1,1,1,2026-08-24T00:00:00.000
464,ID000464,4,9,Beacon InventoryDisposition 464,0,0,1,1,2026-08-24T00:00:00.000
465,ID000465,1,3,Granite InventoryDisposition 465,1,1,1,1,2026-08-24T00:00:00.000
466,ID000466,2,1,Orion InventoryDisposition 466,0,0,1,1,2026-08-24T00:00:00.000
467,ID000467,3,10,Meridian InventoryDisposition 467,1,1,1,1,2026-08-24T00:00:00.000
468,ID000468,2,1,Cedar InventoryDisposition 468,0,0,1,1,2026-08-24T00:00:00.000
469,ID000469,5,9,Northstar InventoryDisposition 469,1,1,1,1,2026-08-24T00:00:00.000
470,ID000470,4,3,Keystone InventoryDisposition 470,0,0,1,1,2026-08-24T00:00:00.000
471,ID000471,4,1,Granite InventoryDisposition 471,1,1,1,1,2026-08-24T00:00:00.000
472,ID000472,5,1,Beacon InventoryDisposition 472,0,0,1,1,2026-08-24T00:00:00.000
473,ID000473,5,1,Beacon InventoryDisposition 473,1,1,1,1,2026-08-24T00:00:00.000
474,ID000474,3,4,Riverton InventoryDisposition 474,0,0,1,1,2026-08-24T00:00:00.000
475,ID000475,4,6,Titan InventoryDisposition 475,1,1,1,1,2026-08-24T00:00:00.000
476,ID000476,3,8,Unity InventoryDisposition 476,0,0,1,1,2026-08-24T00:00:00.000
477,ID000477,2,1,Harbor InventoryDisposition 477,1,1,1,1,2026-08-24T00:00:00.000
478,ID000478,4,7,Riverton InventoryDisposition 478,0,0,1,1,2026-08-24T00:00:00.000
479,ID000479,3,9,Pioneer InventoryDisposition 479,1,1,1,1,2026-08-24T00:00:00.000
480,ID000480,5,3,Zenith InventoryDisposition 480,0,0,1,1,2026-08-24T00:00:00.000
481,ID000481,5,3,Willow InventoryDisposition 481,1,1,1,1,2026-08-24T00:00:00.000
482,ID000482,1,6,Granite InventoryDisposition 482,0,0,1,1,2026-08-24T00:00:00.000
483,ID000483,1,1,Cedar InventoryDisposition 483,1,1,1,1,2026-08-24T00:00:00.000
484,ID000484,1,8,Keystone InventoryDisposition 484,0,0,1,1,2026-08-24T00:00:00.000
485,ID000485,5,8,Summit InventoryDisposition 485,1,1,1,1,2026-08-24T00:00:00.000
486,ID000486,2,3,Liberty InventoryDisposition 486,0,0,1,1,2026-08-24T00:00:00.000
487,ID000487,2,1,Ion InventoryDisposition 487,1,1,1,1,2026-08-24T00:00:00.000
488,ID000488,5,2,Ion InventoryDisposition 488,0,0,1,1,2026-08-24T00:00:00.000
489,ID000489,1,1,Vertex InventoryDisposition 489,1,1,1,1,2026-08-24T00:00:00.000
490,ID000490,4,10,Delta InventoryDisposition 490,0,0,1,1,2026-08-24T00:00:00.000
491,ID000491,4,9,Orion InventoryDisposition 491,1,1,1,1,2026-08-24T00:00:00.000
492,ID000492,4,2,Zenith InventoryDisposition 492,0,0,1,1,2026-08-24T00:00:00.000
493,ID000493,1,2,Ion InventoryDisposition 493,1,1,1,1,2026-08-24T00:00:00.000
494,ID000494,2,10,Summit InventoryDisposition 494,0,0,1,1,2026-08-24T00:00:00.000
495,ID000495,4,9,Forge InventoryDisposition 495,1,1,1,1,2026-08-24T00:00:00.000
496,ID000496,5,3,Keystone InventoryDisposition 496,0,0,1,1,2026-08-24T00:00:00.000
497,ID000497,2,10,Beacon InventoryDisposition 497,1,1,1,1,2026-08-24T00:00:00.000
498,ID000498,5,7,Harbor InventoryDisposition 498,0,0,1,1,2026-08-24T00:00:00.000
499,ID000499,1,6,Unity InventoryDisposition 499,1,1,1,1,2026-08-24T00:00:00.000
500,ID000500,3,9,Unity InventoryDisposition 500,0,0,1,1,2026-08-24T00:00:00.000
