QualityGaugeKey,GaugeNumber,AssetKey,QualityLabCellKey,QualityCalibrationStatusKey,UnitOfMeasureKey,QualityGaugeName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
103,QG000103,17,7,1,3,Forge QualityGauge 103,QG000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3435772ff14d51a58c685c7c79aad5c23435772ff14d51a58c685c7c79aad5c2
104,QG000104,360,33,1,3,Titan QualityGauge 104,QG000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0f6ce2a22d255a48e2d15b195e6d108b0f6ce2a22d255a48e2d15b195e6d108
105,QG000105,165,229,7,1,Beacon QualityGauge 105,QG000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5382a28fc1305d06bf881f4fb5ac58b55382a28fc1305d06bf881f4fb5ac58b5
106,QG000106,303,99,3,6,Unity QualityGauge 106,QG000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,338c863f2388589dbcea62adf63cb497338c863f2388589dbcea62adf63cb497
107,QG000107,48,241,5,5,Willow QualityGauge 107,QG000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f7fb76099655f65aefe09634787bc2d8f7fb76099655f65aefe09634787bc2d
108,QG000108,209,436,8,3,Ion QualityGauge 108,QG000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a877c5bed38d5ffea21040b47a9a0b28a877c5bed38d5ffea21040b47a9a0b28
109,QG000109,443,238,4,1,Vertex QualityGauge 109,QG000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0fe0d4b1c3b570895c94d6a7695f839b0fe0d4b1c3b570895c94d6a7695f839
110,QG000110,314,486,8,4,Ion QualityGauge 110,QG000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7843e00ea61c591caf3b56e96e72baff7843e00ea61c591caf3b56e96e72baff
111,QG000111,123,435,10,6,Titan QualityGauge 111,QG000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7849a08cc5ac5216a18ed8baa048730f7849a08cc5ac5216a18ed8baa048730f
112,QG000112,392,23,10,2,Ion QualityGauge 112,QG000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e32bcfdf9ca152e283adddc0037763eae32bcfdf9ca152e283adddc0037763ea
113,QG000113,348,421,5,5,Liberty QualityGauge 113,QG000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbada90edabf51a48ae7294ac2a83529dbada90edabf51a48ae7294ac2a83529
114,QG000114,324,293,1,5,Forge QualityGauge 114,QG000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c35f21d8e355e77a82dd8638caec3495c35f21d8e355e77a82dd8638caec349
115,QG000115,15,47,6,3,Harbor QualityGauge 115,QG000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f83f76f6086560aadd66f74231617384f83f76f6086560aadd66f7423161738
116,QG000116,328,422,8,2,Beacon QualityGauge 116,QG000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b7b334f3dca5d0c923e93b9ee7f2cb68b7b334f3dca5d0c923e93b9ee7f2cb6
117,QG000117,122,96,8,1,Northstar QualityGauge 117,QG000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5692c0d2ef045673884b22dbdb3ddbbc5692c0d2ef045673884b22dbdb3ddbbc
118,QG000118,214,145,12,3,Ion QualityGauge 118,QG000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9703dba4ad4e5efea700fb5bc5d4f7689703dba4ad4e5efea700fb5bc5d4f768
119,QG000119,-1,103,10,1,Harbor QualityGauge 119,QG000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67b1c3e1311b52348aa262c77eee45a367b1c3e1311b52348aa262c77eee45a3
120,QG000120,17,277,2,4,Junction QualityGauge 120,QG000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb03193033ca5d3788473307220a7445eb03193033ca5d3788473307220a7445
121,QG000121,399,27,10,7,Riverton QualityGauge 121,QG000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9f1f8154a5d5a41b3dd594267696f2ad9f1f8154a5d5a41b3dd594267696f2a
122,QG000122,233,360,9,6,Willow QualityGauge 122,QG000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,339d2c8f08da5d81875b23c3b26786be339d2c8f08da5d81875b23c3b26786be
123,QG000123,207,458,9,6,Orion QualityGauge 123,QG000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0ebb50bd8fe5752afe7d5a7eb6d2744d0ebb50bd8fe5752afe7d5a7eb6d2744
124,QG000124,378,380,9,2,Harbor QualityGauge 124,QG000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33b514c1d9a75d24b38740d7198adc0d33b514c1d9a75d24b38740d7198adc0d
125,QG000125,116,187,4,5,Cedar QualityGauge 125,QG000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b964ccd3009555d0a48e7aee7f9dda93b964ccd3009555d0a48e7aee7f9dda93
126,QG000126,406,414,6,2,Northstar QualityGauge 126,QG000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95d2708c985555ada5cba3bd076d709295d2708c985555ada5cba3bd076d7092
127,QG000127,208,203,11,5,Atlas QualityGauge 127,QG000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbe71392cdee507ea9b82517a51175e2fbe71392cdee507ea9b82517a51175e2
128,QG000128,256,71,7,7,Atlas QualityGauge 128,QG000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0617b7dc9c7d5479a8accf4e8262e03f0617b7dc9c7d5479a8accf4e8262e03f
129,QG000129,483,309,10,3,Riverton QualityGauge 129,QG000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a17290b0d0e5b8db58e8287816415377a17290b0d0e5b8db58e828781641537
130,QG000130,422,430,9,5,Willow QualityGauge 130,QG000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7df4bf0315095223b3bcd7dab396588e7df4bf0315095223b3bcd7dab396588e
131,QG000131,237,59,5,2,Orion QualityGauge 131,QG000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5db458fc81245717b566fe5e27a6d2695db458fc81245717b566fe5e27a6d269
132,QG000132,365,430,6,3,Granite QualityGauge 132,QG000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3db5b2b81f25b7888b8b3b6e59e5434e3db5b2b81f25b7888b8b3b6e59e5434
133,QG000133,152,127,9,1,Willow QualityGauge 133,QG000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de2881122c885717969075e654241577de2881122c885717969075e654241577
134,QG000134,284,406,11,5,Northstar QualityGauge 134,QG000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d21d2f2c29958c39094d25be54ae9876d21d2f2c29958c39094d25be54ae987
135,QG000135,8,490,9,2,Evergreen QualityGauge 135,QG000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c2dfc0a923d5d79b46fd7b4a92a31349c2dfc0a923d5d79b46fd7b4a92a3134
136,QG000136,-1,278,6,7,Summit QualityGauge 136,QG000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16202cba4b8159bba8aca389ddaea52316202cba4b8159bba8aca389ddaea523
137,QG000137,352,385,6,4,Pioneer QualityGauge 137,QG000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8389a6ba984f5e29b7b4c1adeec85f508389a6ba984f5e29b7b4c1adeec85f50
138,QG000138,240,173,11,5,Cedar QualityGauge 138,QG000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41f7614dc81c5e7b8931ea405881cbee41f7614dc81c5e7b8931ea405881cbee
139,QG000139,400,331,4,2,Northstar QualityGauge 139,QG000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0070cf52bcf95733b553bde1c062528e0070cf52bcf95733b553bde1c062528e
140,QG000140,265,172,4,5,Junction QualityGauge 140,QG000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b2a6ebead06501aa808025eaf9dd8ee7b2a6ebead06501aa808025eaf9dd8ee
141,QG000141,349,19,7,4,Titan QualityGauge 141,QG000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddb2b8430e615b4089960a912c566f3addb2b8430e615b4089960a912c566f3a
142,QG000142,29,64,7,2,Meridian QualityGauge 142,QG000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cd67ad81400534da0332f738e79aebf8cd67ad81400534da0332f738e79aebf
143,QG000143,447,142,12,6,Vertex QualityGauge 143,QG000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02048a6fb9fc5054b3f0e2ff9341202a02048a6fb9fc5054b3f0e2ff9341202a
144,QG000144,178,256,9,3,Quartz QualityGauge 144,QG000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f9d59a80348531f808ca97f07da33336f9d59a80348531f808ca97f07da3333
145,QG000145,396,104,8,3,Keystone QualityGauge 145,QG000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca0e9501f0135389860383a299c2b75bca0e9501f0135389860383a299c2b75b
146,QG000146,405,38,11,2,Titan QualityGauge 146,QG000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f77d052a72655dd7aaf6e8607d17dea4f77d052a72655dd7aaf6e8607d17dea4
147,QG000147,312,27,6,4,Vertex QualityGauge 147,QG000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75d147355cd95c0eb5403681df42f82275d147355cd95c0eb5403681df42f822
148,QG000148,482,65,9,5,Ion QualityGauge 148,QG000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,440c5150c03659d488f5983306976aca440c5150c03659d488f5983306976aca
149,QG000149,466,105,6,5,Evergreen QualityGauge 149,QG000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ae1ebdc95f85826a5d5495a884c7c220ae1ebdc95f85826a5d5495a884c7c22
150,QG000150,465,274,8,4,Willow QualityGauge 150,QG000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b70a64e7c2a65cb5bd6dd15a76c4b95db70a64e7c2a65cb5bd6dd15a76c4b95d
151,QG000151,55,240,3,4,Ion QualityGauge 151,QG000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72c10be6067d5c5d92ae27cb8e3b5e9e72c10be6067d5c5d92ae27cb8e3b5e9e
152,QG000152,156,17,2,7,Granite QualityGauge 152,QG000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d9f039511ef5ca1838b5889e2fcf0408d9f039511ef5ca1838b5889e2fcf040
153,QG000153,-1,299,8,3,Unity QualityGauge 153,QG000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48da0edbc18c5b7c800e02ae60e261c148da0edbc18c5b7c800e02ae60e261c1
154,QG000154,347,296,12,7,Atlas QualityGauge 154,QG000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1db7a4c3d4a516e97d7f76f6eeeeec4f1db7a4c3d4a516e97d7f76f6eeeeec4
155,QG000155,32,276,3,5,Zenith QualityGauge 155,QG000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c4855fc782a5becb7dc7f68a85fbcb02c4855fc782a5becb7dc7f68a85fbcb0
156,QG000156,6,486,7,4,Willow QualityGauge 156,QG000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76da8ec0fd105d11ae5623c94f5e59e276da8ec0fd105d11ae5623c94f5e59e2
157,QG000157,372,274,8,2,Atlas QualityGauge 157,QG000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fcd12a61d6f5edb9130b82156430fb01fcd12a61d6f5edb9130b82156430fb0
158,QG000158,452,145,4,5,Zenith QualityGauge 158,QG000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,929165f927ff54c8bebccbaa8f98cb2b929165f927ff54c8bebccbaa8f98cb2b
159,QG000159,245,188,12,3,Beacon QualityGauge 159,QG000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3754a98415a5940b3a15920185eb750a3754a98415a5940b3a15920185eb750
160,QG000160,93,3,2,4,Zenith QualityGauge 160,QG000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,682b0e3675c7550aad76c2d9f3c79276682b0e3675c7550aad76c2d9f3c79276
161,QG000161,183,500,6,2,Titan QualityGauge 161,QG000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c66c09046f4954b7aa7de858b224a41cc66c09046f4954b7aa7de858b224a41c
162,QG000162,279,196,12,6,Beacon QualityGauge 162,QG000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb546320df3a50b4b5cfedc895cbfb24cb546320df3a50b4b5cfedc895cbfb24
163,QG000163,256,203,11,3,Titan QualityGauge 163,QG000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b86f7a7ffe545d34b15f8595db487a11b86f7a7ffe545d34b15f8595db487a11
164,QG000164,49,43,10,1,Forge QualityGauge 164,QG000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3c401effb7e5800b9facedbe05e872bf3c401effb7e5800b9facedbe05e872b
165,QG000165,63,366,2,7,Ion QualityGauge 165,QG000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22224c0523945a3286691fc33be6234722224c0523945a3286691fc33be62347
166,QG000166,244,199,3,4,Zenith QualityGauge 166,QG000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,837c29a15a3958149811ae5141625914837c29a15a3958149811ae5141625914
167,QG000167,166,267,3,1,Beacon QualityGauge 167,QG000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f5f47ad7a6f59b9a836747dbdeff1823f5f47ad7a6f59b9a836747dbdeff182
168,QG000168,252,281,3,1,Ion QualityGauge 168,QG000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55ab50a790215132aa743d17132e106c55ab50a790215132aa743d17132e106c
169,QG000169,269,124,5,5,Summit QualityGauge 169,QG000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5ffbb73b61d53379e60c7c0c8a7c509d5ffbb73b61d53379e60c7c0c8a7c509
170,QG000170,-1,143,12,1,Harbor QualityGauge 170,QG000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41db55f5ff0d597e83e481a67f104f5a41db55f5ff0d597e83e481a67f104f5a
171,QG000171,132,115,7,2,Cedar QualityGauge 171,QG000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21dc0ee5bd035bad8d1a63b21058402e21dc0ee5bd035bad8d1a63b21058402e
172,QG000172,94,483,6,3,Harbor QualityGauge 172,QG000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55a631dc9a5e598186d330407389de8155a631dc9a5e598186d330407389de81
173,QG000173,411,371,3,3,Zenith QualityGauge 173,QG000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,296a0b565386548d91f02264d5542b58296a0b565386548d91f02264d5542b58
174,QG000174,74,408,5,3,Summit QualityGauge 174,QG000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8afe917700952109e2d9076d77cc359c8afe917700952109e2d9076d77cc359
175,QG000175,43,71,8,4,Riverton QualityGauge 175,QG000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e724f2d7bba5a0a80be3f6b1891b3022e724f2d7bba5a0a80be3f6b1891b302
176,QG000176,241,239,4,2,Pioneer QualityGauge 176,QG000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b15b1828f83658cbbb99c967eb488680b15b1828f83658cbbb99c967eb488680
177,QG000177,459,25,11,2,Riverton QualityGauge 177,QG000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b72501039ce158a0b62a16f459f84825b72501039ce158a0b62a16f459f84825
178,QG000178,75,14,5,1,Orion QualityGauge 178,QG000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b729f275c99e51f5a8a376e07e6856d9b729f275c99e51f5a8a376e07e6856d9
179,QG000179,269,160,12,5,Beacon QualityGauge 179,QG000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24f68759b7045e3cacdc36b4417f48f924f68759b7045e3cacdc36b4417f48f9
180,QG000180,136,316,4,4,Zenith QualityGauge 180,QG000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2379bd5ce2c65d6fb351232317cac6a12379bd5ce2c65d6fb351232317cac6a1
181,QG000181,179,267,11,3,Riverton QualityGauge 181,QG000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01dff2c9722e576db686c0d05280504c01dff2c9722e576db686c0d05280504c
182,QG000182,224,129,9,7,Meridian QualityGauge 182,QG000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91d6211f59d7502fbe6485c070559f8491d6211f59d7502fbe6485c070559f84
183,QG000183,278,423,12,7,Meridian QualityGauge 183,QG000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecd259c21ca052198189baa6cc5eb844ecd259c21ca052198189baa6cc5eb844
184,QG000184,140,51,9,5,Cedar QualityGauge 184,QG000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9013a573ca4f545cb78c9d3ffd6d70a19013a573ca4f545cb78c9d3ffd6d70a1
185,QG000185,377,166,6,3,Beacon QualityGauge 185,QG000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1be663584b1455ac90527ad0c5420c3e1be663584b1455ac90527ad0c5420c3e
186,QG000186,307,99,12,6,Vertex QualityGauge 186,QG000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c71231c4108a52f9ad2acca773c6b57ac71231c4108a52f9ad2acca773c6b57a
187,QG000187,-1,186,9,1,Beacon QualityGauge 187,QG000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85d4a57028f0565e952e98ab58847c4e85d4a57028f0565e952e98ab58847c4e
188,QG000188,470,28,12,3,Vertex QualityGauge 188,QG000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7f21dd9777856589095f78d576e1491c7f21dd9777856589095f78d576e1491
189,QG000189,355,67,5,7,Summit QualityGauge 189,QG000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baabda6ec37d536a974a5246e04625ecbaabda6ec37d536a974a5246e04625ec
190,QG000190,473,55,12,2,Atlas QualityGauge 190,QG000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70cce9a59db55ce79485ca0d9eef50bc70cce9a59db55ce79485ca0d9eef50bc
191,QG000191,137,189,3,5,Zenith QualityGauge 191,QG000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7ff8a1713d05c78b7820fd63b5f84a6c7ff8a1713d05c78b7820fd63b5f84a6
192,QG000192,166,173,4,1,Vertex QualityGauge 192,QG000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44810eff6cb35071879a863549ae380644810eff6cb35071879a863549ae3806
193,QG000193,128,391,3,4,Zenith QualityGauge 193,QG000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,128b443f113f5ce994a63e8bfd1be161128b443f113f5ce994a63e8bfd1be161
194,QG000194,200,167,7,7,Junction QualityGauge 194,QG000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b2be27052eb5b5fb103111d9c5b943c1b2be27052eb5b5fb103111d9c5b943c
195,QG000195,398,278,2,3,Junction QualityGauge 195,QG000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24e53a41b7a15841a3f7e6a96a55863824e53a41b7a15841a3f7e6a96a558638
196,QG000196,283,257,6,2,Atlas QualityGauge 196,QG000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27360103bd3b5ffa88de14fcf92c385b27360103bd3b5ffa88de14fcf92c385b
197,QG000197,451,40,7,2,Vertex QualityGauge 197,QG000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a885fdec0de45c20be9667df95780f37a885fdec0de45c20be9667df95780f37
198,QG000198,461,140,7,2,Harbor QualityGauge 198,QG000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ffedbcd3d6f50f595ea88c6d39e29914ffedbcd3d6f50f595ea88c6d39e2991
199,QG000199,201,396,10,1,Beacon QualityGauge 199,QG000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9feab0ba5fed516689efbfa7e640fa509feab0ba5fed516689efbfa7e640fa50
200,QG000200,13,152,8,4,Meridian QualityGauge 200,QG000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0ca0e8a74645842a67ada6b737a5c6df0ca0e8a74645842a67ada6b737a5c6d
201,QG000201,86,184,3,1,Ion QualityGauge 201,QG000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dd764baeaab5930a9e48846832953ad9dd764baeaab5930a9e48846832953ad
202,QG000202,411,438,7,6,Granite QualityGauge 202,QG000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4f017d3ca0b56e39b99128ff6b855b7f4f017d3ca0b56e39b99128ff6b855b7
203,QG000203,229,247,7,3,Titan QualityGauge 203,QG000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3db121cebbd95f9ba3d3efabfea4bec43db121cebbd95f9ba3d3efabfea4bec4
204,QG000204,-1,71,2,6,Harbor QualityGauge 204,QG000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6954a24537d65ba2adfc6f75f003d0096954a24537d65ba2adfc6f75f003d009
205,QG000205,327,418,7,4,Evergreen QualityGauge 205,QG000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ed3837632c85d3f8a0ddf36d203808d6ed3837632c85d3f8a0ddf36d203808d
206,QG000206,300,264,6,3,Junction QualityGauge 206,QG000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,285a4df81fd2567f83755397a3be8797285a4df81fd2567f83755397a3be8797
