SalesTerritoryPodKey,SalesTerritoryPodCode,SalesTerritoryKey,SalesTerritoryPodName,SourceSystemKey,BatchId,LoadedAtUtc
310,STP000310,68,Granite SalesTerritoryPod 310,1,1,2026-08-24T00:00:00.000
311,STP000311,290,Zenith SalesTerritoryPod 311,1,1,2026-08-24T00:00:00.000
312,STP000312,139,Pioneer SalesTerritoryPod 312,1,1,2026-08-24T00:00:00.000
313,STP000313,31,Orion SalesTerritoryPod 313,1,1,2026-08-24T00:00:00.000
314,STP000314,403,Pioneer SalesTerritoryPod 314,1,1,2026-08-24T00:00:00.000
315,STP000315,212,Willow SalesTerritoryPod 315,1,1,2026-08-24T00:00:00.000
316,STP000316,168,Liberty SalesTerritoryPod 316,1,1,2026-08-24T00:00:00.000
317,STP000317,462,Zenith SalesTerritoryPod 317,1,1,2026-08-24T00:00:00.000
318,STP000318,307,Pioneer SalesTerritoryPod 318,1,1,2026-08-24T00:00:00.000
319,STP000319,58,Northstar SalesTerritoryPod 319,1,1,2026-08-24T00:00:00.000
320,STP000320,172,Meridian SalesTerritoryPod 320,1,1,2026-08-24T00:00:00.000
321,STP000321,48,Junction SalesTerritoryPod 321,1,1,2026-08-24T00:00:00.000
322,STP000322,128,Pioneer SalesTerritoryPod 322,1,1,2026-08-24T00:00:00.000
323,STP000323,161,Beacon SalesTerritoryPod 323,1,1,2026-08-24T00:00:00.000
324,STP000324,370,Willow SalesTerritoryPod 324,1,1,2026-08-24T00:00:00.000
325,STP000325,455,Delta SalesTerritoryPod 325,1,1,2026-08-24T00:00:00.000
326,STP000326,498,Riverton SalesTerritoryPod 326,1,1,2026-08-24T00:00:00.000
327,STP000327,218,Willow SalesTerritoryPod 327,1,1,2026-08-24T00:00:00.000
328,STP000328,468,Titan SalesTerritoryPod 328,1,1,2026-08-24T00:00:00.000
329,STP000329,141,Meridian SalesTerritoryPod 329,1,1,2026-08-24T00:00:00.000
330,STP000330,319,Unity SalesTerritoryPod 330,1,1,2026-08-24T00:00:00.000
331,STP000331,16,Meridian SalesTerritoryPod 331,1,1,2026-08-24T00:00:00.000
332,STP000332,393,Forge SalesTerritoryPod 332,1,1,2026-08-24T00:00:00.000
333,STP000333,41,Harbor SalesTerritoryPod 333,1,1,2026-08-24T00:00:00.000
334,STP000334,22,Orion SalesTerritoryPod 334,1,1,2026-08-24T00:00:00.000
335,STP000335,495,Harbor SalesTerritoryPod 335,1,1,2026-08-24T00:00:00.000
336,STP000336,34,Vertex SalesTerritoryPod 336,1,1,2026-08-24T00:00:00.000
337,STP000337,413,Beacon SalesTerritoryPod 337,1,1,2026-08-24T00:00:00.000
338,STP000338,240,Zenith SalesTerritoryPod 338,1,1,2026-08-24T00:00:00.000
339,STP000339,301,Beacon SalesTerritoryPod 339,1,1,2026-08-24T00:00:00.000
340,STP000340,301,Liberty SalesTerritoryPod 340,1,1,2026-08-24T00:00:00.000
341,STP000341,365,Orion SalesTerritoryPod 341,1,1,2026-08-24T00:00:00.000
342,STP000342,148,Riverton SalesTerritoryPod 342,1,1,2026-08-24T00:00:00.000
343,STP000343,287,Junction SalesTerritoryPod 343,1,1,2026-08-24T00:00:00.000
344,STP000344,110,Liberty SalesTerritoryPod 344,1,1,2026-08-24T00:00:00.000
345,STP000345,213,Vertex SalesTerritoryPod 345,1,1,2026-08-24T00:00:00.000
346,STP000346,358,Granite SalesTerritoryPod 346,1,1,2026-08-24T00:00:00.000
347,STP000347,78,Meridian SalesTerritoryPod 347,1,1,2026-08-24T00:00:00.000
348,STP000348,236,Titan SalesTerritoryPod 348,1,1,2026-08-24T00:00:00.000
349,STP000349,380,Cedar SalesTerritoryPod 349,1,1,2026-08-24T00:00:00.000
350,STP000350,443,Ion SalesTerritoryPod 350,1,1,2026-08-24T00:00:00.000
351,STP000351,491,Atlas SalesTerritoryPod 351,1,1,2026-08-24T00:00:00.000
352,STP000352,297,Cedar SalesTerritoryPod 352,1,1,2026-08-24T00:00:00.000
353,STP000353,54,Vertex SalesTerritoryPod 353,1,1,2026-08-24T00:00:00.000
354,STP000354,411,Junction SalesTerritoryPod 354,1,1,2026-08-24T00:00:00.000
355,STP000355,20,Evergreen SalesTerritoryPod 355,1,1,2026-08-24T00:00:00.000
356,STP000356,322,Keystone SalesTerritoryPod 356,1,1,2026-08-24T00:00:00.000
357,STP000357,430,Junction SalesTerritoryPod 357,1,1,2026-08-24T00:00:00.000
358,STP000358,7,Pioneer SalesTerritoryPod 358,1,1,2026-08-24T00:00:00.000
359,STP000359,11,Cedar SalesTerritoryPod 359,1,1,2026-08-24T00:00:00.000
360,STP000360,351,Forge SalesTerritoryPod 360,1,1,2026-08-24T00:00:00.000
361,STP000361,42,Delta SalesTerritoryPod 361,1,1,2026-08-24T00:00:00.000
362,STP000362,378,Zenith SalesTerritoryPod 362,1,1,2026-08-24T00:00:00.000
363,STP000363,423,Willow SalesTerritoryPod 363,1,1,2026-08-24T00:00:00.000
364,STP000364,368,Delta SalesTerritoryPod 364,1,1,2026-08-24T00:00:00.000
365,STP000365,13,Harbor SalesTerritoryPod 365,1,1,2026-08-24T00:00:00.000
366,STP000366,140,Orion SalesTerritoryPod 366,1,1,2026-08-24T00:00:00.000
367,STP000367,499,Harbor SalesTerritoryPod 367,1,1,2026-08-24T00:00:00.000
368,STP000368,92,Willow SalesTerritoryPod 368,1,1,2026-08-24T00:00:00.000
369,STP000369,141,Summit SalesTerritoryPod 369,1,1,2026-08-24T00:00:00.000
370,STP000370,24,Riverton SalesTerritoryPod 370,1,1,2026-08-24T00:00:00.000
371,STP000371,458,Keystone SalesTerritoryPod 371,1,1,2026-08-24T00:00:00.000
372,STP000372,244,Ion SalesTerritoryPod 372,1,1,2026-08-24T00:00:00.000
373,STP000373,379,Atlas SalesTerritoryPod 373,1,1,2026-08-24T00:00:00.000
374,STP000374,187,Atlas SalesTerritoryPod 374,1,1,2026-08-24T00:00:00.000
375,STP000375,153,Liberty SalesTerritoryPod 375,1,1,2026-08-24T00:00:00.000
376,STP000376,385,Cedar SalesTerritoryPod 376,1,1,2026-08-24T00:00:00.000
377,STP000377,302,Summit SalesTerritoryPod 377,1,1,2026-08-24T00:00:00.000
378,STP000378,102,Forge SalesTerritoryPod 378,1,1,2026-08-24T00:00:00.000
379,STP000379,164,Willow SalesTerritoryPod 379,1,1,2026-08-24T00:00:00.000
380,STP000380,24,Forge SalesTerritoryPod 380,1,1,2026-08-24T00:00:00.000
381,STP000381,294,Liberty SalesTerritoryPod 381,1,1,2026-08-24T00:00:00.000
382,STP000382,442,Beacon SalesTerritoryPod 382,1,1,2026-08-24T00:00:00.000
383,STP000383,467,Atlas SalesTerritoryPod 383,1,1,2026-08-24T00:00:00.000
384,STP000384,190,Junction SalesTerritoryPod 384,1,1,2026-08-24T00:00:00.000
385,STP000385,307,Cedar SalesTerritoryPod 385,1,1,2026-08-24T00:00:00.000
386,STP000386,227,Harbor SalesTerritoryPod 386,1,1,2026-08-24T00:00:00.000
387,STP000387,140,Orion SalesTerritoryPod 387,1,1,2026-08-24T00:00:00.000
388,STP000388,32,Orion SalesTerritoryPod 388,1,1,2026-08-24T00:00:00.000
389,STP000389,21,Forge SalesTerritoryPod 389,1,1,2026-08-24T00:00:00.000
390,STP000390,211,Liberty SalesTerritoryPod 390,1,1,2026-08-24T00:00:00.000
391,STP000391,269,Atlas SalesTerritoryPod 391,1,1,2026-08-24T00:00:00.000
392,STP000392,240,Beacon SalesTerritoryPod 392,1,1,2026-08-24T00:00:00.000
393,STP000393,237,Zenith SalesTerritoryPod 393,1,1,2026-08-24T00:00:00.000
394,STP000394,148,Summit SalesTerritoryPod 394,1,1,2026-08-24T00:00:00.000
395,STP000395,5,Summit SalesTerritoryPod 395,1,1,2026-08-24T00:00:00.000
396,STP000396,340,Liberty SalesTerritoryPod 396,1,1,2026-08-24T00:00:00.000
397,STP000397,405,Beacon SalesTerritoryPod 397,1,1,2026-08-24T00:00:00.000
398,STP000398,82,Delta SalesTerritoryPod 398,1,1,2026-08-24T00:00:00.000
399,STP000399,308,Orion SalesTerritoryPod 399,1,1,2026-08-24T00:00:00.000
400,STP000400,171,Northstar SalesTerritoryPod 400,1,1,2026-08-24T00:00:00.000
401,STP000401,156,Cedar SalesTerritoryPod 401,1,1,2026-08-24T00:00:00.000
402,STP000402,490,Northstar SalesTerritoryPod 402,1,1,2026-08-24T00:00:00.000
403,STP000403,423,Liberty SalesTerritoryPod 403,1,1,2026-08-24T00:00:00.000
404,STP000404,171,Unity SalesTerritoryPod 404,1,1,2026-08-24T00:00:00.000
405,STP000405,287,Summit SalesTerritoryPod 405,1,1,2026-08-24T00:00:00.000
406,STP000406,49,Summit SalesTerritoryPod 406,1,1,2026-08-24T00:00:00.000
407,STP000407,313,Riverton SalesTerritoryPod 407,1,1,2026-08-24T00:00:00.000
408,STP000408,82,Unity SalesTerritoryPod 408,1,1,2026-08-24T00:00:00.000
409,STP000409,60,Summit SalesTerritoryPod 409,1,1,2026-08-24T00:00:00.000
410,STP000410,154,Harbor SalesTerritoryPod 410,1,1,2026-08-24T00:00:00.000
411,STP000411,330,Quartz SalesTerritoryPod 411,1,1,2026-08-24T00:00:00.000
412,STP000412,125,Junction SalesTerritoryPod 412,1,1,2026-08-24T00:00:00.000
413,STP000413,209,Cedar SalesTerritoryPod 413,1,1,2026-08-24T00:00:00.000
414,STP000414,63,Summit SalesTerritoryPod 414,1,1,2026-08-24T00:00:00.000
415,STP000415,57,Evergreen SalesTerritoryPod 415,1,1,2026-08-24T00:00:00.000
416,STP000416,235,Beacon SalesTerritoryPod 416,1,1,2026-08-24T00:00:00.000
417,STP000417,81,Unity SalesTerritoryPod 417,1,1,2026-08-24T00:00:00.000
418,STP000418,218,Northstar SalesTerritoryPod 418,1,1,2026-08-24T00:00:00.000
419,STP000419,470,Quartz SalesTerritoryPod 419,1,1,2026-08-24T00:00:00.000
420,STP000420,250,Quartz SalesTerritoryPod 420,1,1,2026-08-24T00:00:00.000
421,STP000421,181,Northstar SalesTerritoryPod 421,1,1,2026-08-24T00:00:00.000
422,STP000422,165,Quartz SalesTerritoryPod 422,1,1,2026-08-24T00:00:00.000
423,STP000423,82,Keystone SalesTerritoryPod 423,1,1,2026-08-24T00:00:00.000
424,STP000424,121,Northstar SalesTerritoryPod 424,1,1,2026-08-24T00:00:00.000
425,STP000425,251,Ion SalesTerritoryPod 425,1,1,2026-08-24T00:00:00.000
426,STP000426,415,Willow SalesTerritoryPod 426,1,1,2026-08-24T00:00:00.000
427,STP000427,52,Willow SalesTerritoryPod 427,1,1,2026-08-24T00:00:00.000
428,STP000428,31,Titan SalesTerritoryPod 428,1,1,2026-08-24T00:00:00.000
429,STP000429,401,Orion SalesTerritoryPod 429,1,1,2026-08-24T00:00:00.000
430,STP000430,389,Titan SalesTerritoryPod 430,1,1,2026-08-24T00:00:00.000
431,STP000431,301,Evergreen SalesTerritoryPod 431,1,1,2026-08-24T00:00:00.000
432,STP000432,272,Orion SalesTerritoryPod 432,1,1,2026-08-24T00:00:00.000
433,STP000433,98,Liberty SalesTerritoryPod 433,1,1,2026-08-24T00:00:00.000
434,STP000434,231,Atlas SalesTerritoryPod 434,1,1,2026-08-24T00:00:00.000
435,STP000435,184,Cedar SalesTerritoryPod 435,1,1,2026-08-24T00:00:00.000
436,STP000436,137,Forge SalesTerritoryPod 436,1,1,2026-08-24T00:00:00.000
437,STP000437,167,Granite SalesTerritoryPod 437,1,1,2026-08-24T00:00:00.000
438,STP000438,266,Willow SalesTerritoryPod 438,1,1,2026-08-24T00:00:00.000
439,STP000439,53,Willow SalesTerritoryPod 439,1,1,2026-08-24T00:00:00.000
440,STP000440,21,Delta SalesTerritoryPod 440,1,1,2026-08-24T00:00:00.000
441,STP000441,127,Delta SalesTerritoryPod 441,1,1,2026-08-24T00:00:00.000
442,STP000442,86,Meridian SalesTerritoryPod 442,1,1,2026-08-24T00:00:00.000
443,STP000443,210,Quartz SalesTerritoryPod 443,1,1,2026-08-24T00:00:00.000
444,STP000444,360,Ion SalesTerritoryPod 444,1,1,2026-08-24T00:00:00.000
445,STP000445,138,Summit SalesTerritoryPod 445,1,1,2026-08-24T00:00:00.000
446,STP000446,280,Vertex SalesTerritoryPod 446,1,1,2026-08-24T00:00:00.000
447,STP000447,439,Beacon SalesTerritoryPod 447,1,1,2026-08-24T00:00:00.000
448,STP000448,180,Keystone SalesTerritoryPod 448,1,1,2026-08-24T00:00:00.000
449,STP000449,5,Beacon SalesTerritoryPod 449,1,1,2026-08-24T00:00:00.000
450,STP000450,75,Vertex SalesTerritoryPod 450,1,1,2026-08-24T00:00:00.000
451,STP000451,482,Zenith SalesTerritoryPod 451,1,1,2026-08-24T00:00:00.000
452,STP000452,234,Atlas SalesTerritoryPod 452,1,1,2026-08-24T00:00:00.000
453,STP000453,300,Harbor SalesTerritoryPod 453,1,1,2026-08-24T00:00:00.000
454,STP000454,70,Unity SalesTerritoryPod 454,1,1,2026-08-24T00:00:00.000
455,STP000455,2,Unity SalesTerritoryPod 455,1,1,2026-08-24T00:00:00.000
456,STP000456,326,Ion SalesTerritoryPod 456,1,1,2026-08-24T00:00:00.000
457,STP000457,245,Forge SalesTerritoryPod 457,1,1,2026-08-24T00:00:00.000
458,STP000458,94,Zenith SalesTerritoryPod 458,1,1,2026-08-24T00:00:00.000
459,STP000459,424,Willow SalesTerritoryPod 459,1,1,2026-08-24T00:00:00.000
460,STP000460,436,Atlas SalesTerritoryPod 460,1,1,2026-08-24T00:00:00.000
461,STP000461,35,Atlas SalesTerritoryPod 461,1,1,2026-08-24T00:00:00.000
462,STP000462,240,Titan SalesTerritoryPod 462,1,1,2026-08-24T00:00:00.000
463,STP000463,440,Riverton SalesTerritoryPod 463,1,1,2026-08-24T00:00:00.000
464,STP000464,303,Summit SalesTerritoryPod 464,1,1,2026-08-24T00:00:00.000
465,STP000465,491,Harbor SalesTerritoryPod 465,1,1,2026-08-24T00:00:00.000
466,STP000466,123,Ion SalesTerritoryPod 466,1,1,2026-08-24T00:00:00.000
467,STP000467,367,Keystone SalesTerritoryPod 467,1,1,2026-08-24T00:00:00.000
468,STP000468,36,Zenith SalesTerritoryPod 468,1,1,2026-08-24T00:00:00.000
469,STP000469,26,Keystone SalesTerritoryPod 469,1,1,2026-08-24T00:00:00.000
470,STP000470,364,Pioneer SalesTerritoryPod 470,1,1,2026-08-24T00:00:00.000
471,STP000471,301,Beacon SalesTerritoryPod 471,1,1,2026-08-24T00:00:00.000
472,STP000472,420,Pioneer SalesTerritoryPod 472,1,1,2026-08-24T00:00:00.000
473,STP000473,490,Summit SalesTerritoryPod 473,1,1,2026-08-24T00:00:00.000
474,STP000474,28,Beacon SalesTerritoryPod 474,1,1,2026-08-24T00:00:00.000
475,STP000475,473,Liberty SalesTerritoryPod 475,1,1,2026-08-24T00:00:00.000
476,STP000476,147,Quartz SalesTerritoryPod 476,1,1,2026-08-24T00:00:00.000
477,STP000477,260,Zenith SalesTerritoryPod 477,1,1,2026-08-24T00:00:00.000
478,STP000478,300,Keystone SalesTerritoryPod 478,1,1,2026-08-24T00:00:00.000
479,STP000479,479,Riverton SalesTerritoryPod 479,1,1,2026-08-24T00:00:00.000
480,STP000480,224,Meridian SalesTerritoryPod 480,1,1,2026-08-24T00:00:00.000
481,STP000481,55,Harbor SalesTerritoryPod 481,1,1,2026-08-24T00:00:00.000
482,STP000482,261,Northstar SalesTerritoryPod 482,1,1,2026-08-24T00:00:00.000
483,STP000483,310,Orion SalesTerritoryPod 483,1,1,2026-08-24T00:00:00.000
484,STP000484,155,Junction SalesTerritoryPod 484,1,1,2026-08-24T00:00:00.000
485,STP000485,273,Junction SalesTerritoryPod 485,1,1,2026-08-24T00:00:00.000
486,STP000486,83,Cedar SalesTerritoryPod 486,1,1,2026-08-24T00:00:00.000
487,STP000487,380,Liberty SalesTerritoryPod 487,1,1,2026-08-24T00:00:00.000
488,STP000488,331,Zenith SalesTerritoryPod 488,1,1,2026-08-24T00:00:00.000
489,STP000489,95,Liberty SalesTerritoryPod 489,1,1,2026-08-24T00:00:00.000
490,STP000490,30,Forge SalesTerritoryPod 490,1,1,2026-08-24T00:00:00.000
491,STP000491,17,Titan SalesTerritoryPod 491,1,1,2026-08-24T00:00:00.000
492,STP000492,226,Summit SalesTerritoryPod 492,1,1,2026-08-24T00:00:00.000
493,STP000493,331,Delta SalesTerritoryPod 493,1,1,2026-08-24T00:00:00.000
494,STP000494,406,Beacon SalesTerritoryPod 494,1,1,2026-08-24T00:00:00.000
495,STP000495,25,Northstar SalesTerritoryPod 495,1,1,2026-08-24T00:00:00.000
496,STP000496,333,Harbor SalesTerritoryPod 496,1,1,2026-08-24T00:00:00.000
497,STP000497,425,Orion SalesTerritoryPod 497,1,1,2026-08-24T00:00:00.000
498,STP000498,288,Granite SalesTerritoryPod 498,1,1,2026-08-24T00:00:00.000
499,STP000499,117,Unity SalesTerritoryPod 499,1,1,2026-08-24T00:00:00.000
500,STP000500,248,Orion SalesTerritoryPod 500,1,1,2026-08-24T00:00:00.000
