PurchaseSupplierScorecardKey,SupplierScorecardCode,SupplierKey,PurchaseCommodityKey,SupplierScorecardName,QualityWeight,DeliveryWeight,CostWeight,SourceSystemKey,BatchId,LoadedAtUtc
210,PSS000210,440,403,Unity PurchaseSupplierScorecard 210,211.000000,211.000000,297.700000,1,1,2026-08-24T00:00:00.000
211,PSS000211,367,351,Titan PurchaseSupplierScorecard 211,212.000000,212.000000,299.070000,1,1,2026-08-24T00:00:00.000
212,PSS000212,458,335,Keystone PurchaseSupplierScorecard 212,213.000000,213.000000,300.440000,1,1,2026-08-24T00:00:00.000
213,PSS000213,419,128,Meridian PurchaseSupplierScorecard 213,214.000000,214.000000,301.810000,1,1,2026-08-24T00:00:00.000
214,PSS000214,316,248,Willow PurchaseSupplierScorecard 214,215.000000,215.000000,303.180000,1,1,2026-08-24T00:00:00.000
215,PSS000215,101,32,Evergreen PurchaseSupplierScorecard 215,216.000000,216.000000,304.550000,1,1,2026-08-24T00:00:00.000
216,PSS000216,357,338,Vertex PurchaseSupplierScorecard 216,217.000000,217.000000,305.920000,1,1,2026-08-24T00:00:00.000
217,PSS000217,123,313,Quartz PurchaseSupplierScorecard 217,218.000000,218.000000,307.290000,1,1,2026-08-24T00:00:00.000
218,PSS000218,374,300,Willow PurchaseSupplierScorecard 218,219.000000,219.000000,308.660000,1,1,2026-08-24T00:00:00.000
219,PSS000219,61,93,Junction PurchaseSupplierScorecard 219,220.000000,220.000000,310.030000,1,1,2026-08-24T00:00:00.000
220,PSS000220,418,429,Meridian PurchaseSupplierScorecard 220,221.000000,221.000000,311.400000,1,1,2026-08-24T00:00:00.000
221,PSS000221,168,379,Beacon PurchaseSupplierScorecard 221,222.000000,222.000000,312.770000,1,1,2026-08-24T00:00:00.000
222,PSS000222,184,301,Evergreen PurchaseSupplierScorecard 222,223.000000,223.000000,314.140000,1,1,2026-08-24T00:00:00.000
223,PSS000223,140,365,Zenith PurchaseSupplierScorecard 223,224.000000,224.000000,315.510000,1,1,2026-08-24T00:00:00.000
224,PSS000224,29,235,Meridian PurchaseSupplierScorecard 224,225.000000,225.000000,316.880000,1,1,2026-08-24T00:00:00.000
225,PSS000225,372,359,Granite PurchaseSupplierScorecard 225,226.000000,226.000000,318.250000,1,1,2026-08-24T00:00:00.000
226,PSS000226,425,222,Unity PurchaseSupplierScorecard 226,227.000000,227.000000,319.620000,1,1,2026-08-24T00:00:00.000
227,PSS000227,491,131,Forge PurchaseSupplierScorecard 227,228.000000,228.000000,320.990000,1,1,2026-08-24T00:00:00.000
228,PSS000228,10,60,Northstar PurchaseSupplierScorecard 228,229.000000,229.000000,322.360000,1,1,2026-08-24T00:00:00.000
229,PSS000229,314,434,Orion PurchaseSupplierScorecard 229,230.000000,230.000000,323.730000,1,1,2026-08-24T00:00:00.000
230,PSS000230,469,13,Harbor PurchaseSupplierScorecard 230,231.000000,231.000000,325.100000,1,1,2026-08-24T00:00:00.000
231,PSS000231,252,182,Delta PurchaseSupplierScorecard 231,232.000000,232.000000,326.470000,1,1,2026-08-24T00:00:00.000
232,PSS000232,165,125,Zenith PurchaseSupplierScorecard 232,233.000000,233.000000,327.840000,1,1,2026-08-24T00:00:00.000
233,PSS000233,229,69,Unity PurchaseSupplierScorecard 233,234.000000,234.000000,329.210000,1,1,2026-08-24T00:00:00.000
234,PSS000234,353,312,Summit PurchaseSupplierScorecard 234,235.000000,235.000000,330.580000,1,1,2026-08-24T00:00:00.000
235,PSS000235,173,154,Delta PurchaseSupplierScorecard 235,236.000000,236.000000,331.950000,1,1,2026-08-24T00:00:00.000
236,PSS000236,410,114,Cedar PurchaseSupplierScorecard 236,237.000000,237.000000,333.320000,1,1,2026-08-24T00:00:00.000
237,PSS000237,460,389,Harbor PurchaseSupplierScorecard 237,238.000000,238.000000,334.690000,1,1,2026-08-24T00:00:00.000
238,PSS000238,452,409,Beacon PurchaseSupplierScorecard 238,239.000000,239.000000,336.060000,1,1,2026-08-24T00:00:00.000
239,PSS000239,297,45,Junction PurchaseSupplierScorecard 239,240.000000,240.000000,337.430000,1,1,2026-08-24T00:00:00.000
240,PSS000240,227,469,Liberty PurchaseSupplierScorecard 240,241.000000,241.000000,338.800000,1,1,2026-08-24T00:00:00.000
241,PSS000241,55,469,Beacon PurchaseSupplierScorecard 241,242.000000,242.000000,340.170000,1,1,2026-08-24T00:00:00.000
242,PSS000242,152,40,Keystone PurchaseSupplierScorecard 242,243.000000,243.000000,341.540000,1,1,2026-08-24T00:00:00.000
243,PSS000243,257,48,Granite PurchaseSupplierScorecard 243,244.000000,244.000000,342.910000,1,1,2026-08-24T00:00:00.000
244,PSS000244,152,134,Delta PurchaseSupplierScorecard 244,245.000000,245.000000,344.280000,1,1,2026-08-24T00:00:00.000
245,PSS000245,100,169,Meridian PurchaseSupplierScorecard 245,246.000000,246.000000,345.650000,1,1,2026-08-24T00:00:00.000
246,PSS000246,271,464,Harbor PurchaseSupplierScorecard 246,247.000000,247.000000,347.020000,1,1,2026-08-24T00:00:00.000
247,PSS000247,440,267,Zenith PurchaseSupplierScorecard 247,248.000000,248.000000,348.390000,1,1,2026-08-24T00:00:00.000
248,PSS000248,147,335,Willow PurchaseSupplierScorecard 248,249.000000,249.000000,349.760000,1,1,2026-08-24T00:00:00.000
249,PSS000249,479,96,Cedar PurchaseSupplierScorecard 249,250.000000,250.000000,351.130000,1,1,2026-08-24T00:00:00.000
250,PSS000250,162,287,Vertex PurchaseSupplierScorecard 250,251.000000,251.000000,352.500000,1,1,2026-08-24T00:00:00.000
251,PSS000251,479,219,Northstar PurchaseSupplierScorecard 251,252.000000,252.000000,353.870000,1,1,2026-08-24T00:00:00.000
252,PSS000252,321,90,Junction PurchaseSupplierScorecard 252,253.000000,253.000000,355.240000,1,1,2026-08-24T00:00:00.000
253,PSS000253,299,98,Evergreen PurchaseSupplierScorecard 253,254.000000,254.000000,356.610000,1,1,2026-08-24T00:00:00.000
254,PSS000254,448,165,Unity PurchaseSupplierScorecard 254,255.000000,255.000000,357.980000,1,1,2026-08-24T00:00:00.000
255,PSS000255,121,440,Atlas PurchaseSupplierScorecard 255,256.000000,256.000000,359.350000,1,1,2026-08-24T00:00:00.000
256,PSS000256,355,310,Harbor PurchaseSupplierScorecard 256,257.000000,257.000000,360.720000,1,1,2026-08-24T00:00:00.000
257,PSS000257,329,28,Orion PurchaseSupplierScorecard 257,258.000000,258.000000,362.090000,1,1,2026-08-24T00:00:00.000
258,PSS000258,162,344,Harbor PurchaseSupplierScorecard 258,259.000000,259.000000,363.460000,1,1,2026-08-24T00:00:00.000
259,PSS000259,25,24,Cedar PurchaseSupplierScorecard 259,260.000000,260.000000,364.830000,1,1,2026-08-24T00:00:00.000
260,PSS000260,106,163,Cedar PurchaseSupplierScorecard 260,261.000000,261.000000,366.200000,1,1,2026-08-24T00:00:00.000
261,PSS000261,481,106,Riverton PurchaseSupplierScorecard 261,262.000000,262.000000,367.570000,1,1,2026-08-24T00:00:00.000
262,PSS000262,156,477,Willow PurchaseSupplierScorecard 262,263.000000,263.000000,368.940000,1,1,2026-08-24T00:00:00.000
263,PSS000263,481,158,Vertex PurchaseSupplierScorecard 263,264.000000,264.000000,370.310000,1,1,2026-08-24T00:00:00.000
264,PSS000264,474,355,Summit PurchaseSupplierScorecard 264,265.000000,265.000000,371.680000,1,1,2026-08-24T00:00:00.000
265,PSS000265,197,442,Keystone PurchaseSupplierScorecard 265,266.000000,266.000000,373.050000,1,1,2026-08-24T00:00:00.000
266,PSS000266,1,437,Forge PurchaseSupplierScorecard 266,267.000000,267.000000,374.420000,1,1,2026-08-24T00:00:00.000
267,PSS000267,158,286,Delta PurchaseSupplierScorecard 267,268.000000,268.000000,375.790000,1,1,2026-08-24T00:00:00.000
268,PSS000268,307,105,Riverton PurchaseSupplierScorecard 268,269.000000,269.000000,377.160000,1,1,2026-08-24T00:00:00.000
269,PSS000269,175,25,Riverton PurchaseSupplierScorecard 269,270.000000,270.000000,378.530000,1,1,2026-08-24T00:00:00.000
270,PSS000270,255,99,Beacon PurchaseSupplierScorecard 270,271.000000,271.000000,379.900000,1,1,2026-08-24T00:00:00.000
271,PSS000271,47,117,Junction PurchaseSupplierScorecard 271,272.000000,272.000000,381.270000,1,1,2026-08-24T00:00:00.000
272,PSS000272,326,464,Pioneer PurchaseSupplierScorecard 272,273.000000,273.000000,382.640000,1,1,2026-08-24T00:00:00.000
273,PSS000273,200,306,Orion PurchaseSupplierScorecard 273,274.000000,274.000000,384.010000,1,1,2026-08-24T00:00:00.000
274,PSS000274,115,249,Evergreen PurchaseSupplierScorecard 274,275.000000,275.000000,385.380000,1,1,2026-08-24T00:00:00.000
275,PSS000275,236,425,Quartz PurchaseSupplierScorecard 275,276.000000,276.000000,386.750000,1,1,2026-08-24T00:00:00.000
276,PSS000276,232,221,Liberty PurchaseSupplierScorecard 276,277.000000,277.000000,388.120000,1,1,2026-08-24T00:00:00.000
277,PSS000277,335,179,Cedar PurchaseSupplierScorecard 277,278.000000,278.000000,389.490000,1,1,2026-08-24T00:00:00.000
278,PSS000278,478,70,Northstar PurchaseSupplierScorecard 278,279.000000,279.000000,390.860000,1,1,2026-08-24T00:00:00.000
279,PSS000279,319,312,Keystone PurchaseSupplierScorecard 279,280.000000,280.000000,392.230000,1,1,2026-08-24T00:00:00.000
280,PSS000280,172,379,Keystone PurchaseSupplierScorecard 280,281.000000,281.000000,393.600000,1,1,2026-08-24T00:00:00.000
281,PSS000281,215,17,Keystone PurchaseSupplierScorecard 281,282.000000,282.000000,394.970000,1,1,2026-08-24T00:00:00.000
282,PSS000282,19,263,Beacon PurchaseSupplierScorecard 282,283.000000,283.000000,396.340000,1,1,2026-08-24T00:00:00.000
283,PSS000283,413,245,Granite PurchaseSupplierScorecard 283,284.000000,284.000000,397.710000,1,1,2026-08-24T00:00:00.000
284,PSS000284,387,9,Northstar PurchaseSupplierScorecard 284,285.000000,285.000000,399.080000,1,1,2026-08-24T00:00:00.000
285,PSS000285,278,440,Pioneer PurchaseSupplierScorecard 285,286.000000,286.000000,400.450000,1,1,2026-08-24T00:00:00.000
286,PSS000286,306,178,Orion PurchaseSupplierScorecard 286,287.000000,287.000000,401.820000,1,1,2026-08-24T00:00:00.000
287,PSS000287,455,467,Delta PurchaseSupplierScorecard 287,288.000000,288.000000,403.190000,1,1,2026-08-24T00:00:00.000
288,PSS000288,222,312,Orion PurchaseSupplierScorecard 288,289.000000,289.000000,404.560000,1,1,2026-08-24T00:00:00.000
289,PSS000289,274,19,Riverton PurchaseSupplierScorecard 289,290.000000,290.000000,405.930000,1,1,2026-08-24T00:00:00.000
290,PSS000290,493,110,Pioneer PurchaseSupplierScorecard 290,291.000000,291.000000,407.300000,1,1,2026-08-24T00:00:00.000
291,PSS000291,425,407,Harbor PurchaseSupplierScorecard 291,292.000000,292.000000,408.670000,1,1,2026-08-24T00:00:00.000
292,PSS000292,235,392,Beacon PurchaseSupplierScorecard 292,293.000000,293.000000,410.040000,1,1,2026-08-24T00:00:00.000
293,PSS000293,82,40,Vertex PurchaseSupplierScorecard 293,294.000000,294.000000,411.410000,1,1,2026-08-24T00:00:00.000
294,PSS000294,194,321,Riverton PurchaseSupplierScorecard 294,295.000000,295.000000,412.780000,1,1,2026-08-24T00:00:00.000
295,PSS000295,103,302,Willow PurchaseSupplierScorecard 295,296.000000,296.000000,414.150000,1,1,2026-08-24T00:00:00.000
296,PSS000296,311,188,Zenith PurchaseSupplierScorecard 296,297.000000,297.000000,415.520000,1,1,2026-08-24T00:00:00.000
297,PSS000297,235,132,Summit PurchaseSupplierScorecard 297,298.000000,298.000000,416.890000,1,1,2026-08-24T00:00:00.000
298,PSS000298,186,217,Vertex PurchaseSupplierScorecard 298,299.000000,299.000000,418.260000,1,1,2026-08-24T00:00:00.000
299,PSS000299,272,349,Meridian PurchaseSupplierScorecard 299,300.000000,300.000000,419.630000,1,1,2026-08-24T00:00:00.000
300,PSS000300,27,324,Junction PurchaseSupplierScorecard 300,301.000000,301.000000,421.000000,1,1,2026-08-24T00:00:00.000
301,PSS000301,141,158,Summit PurchaseSupplierScorecard 301,302.000000,302.000000,422.370000,1,1,2026-08-24T00:00:00.000
302,PSS000302,110,140,Titan PurchaseSupplierScorecard 302,303.000000,303.000000,423.740000,1,1,2026-08-24T00:00:00.000
303,PSS000303,139,133,Forge PurchaseSupplierScorecard 303,304.000000,304.000000,425.110000,1,1,2026-08-24T00:00:00.000
304,PSS000304,69,24,Junction PurchaseSupplierScorecard 304,305.000000,305.000000,426.480000,1,1,2026-08-24T00:00:00.000
305,PSS000305,252,307,Keystone PurchaseSupplierScorecard 305,306.000000,306.000000,427.850000,1,1,2026-08-24T00:00:00.000
306,PSS000306,459,283,Zenith PurchaseSupplierScorecard 306,307.000000,307.000000,429.220000,1,1,2026-08-24T00:00:00.000
307,PSS000307,41,148,Liberty PurchaseSupplierScorecard 307,308.000000,308.000000,430.590000,1,1,2026-08-24T00:00:00.000
308,PSS000308,446,75,Cedar PurchaseSupplierScorecard 308,309.000000,309.000000,431.960000,1,1,2026-08-24T00:00:00.000
309,PSS000309,34,367,Pioneer PurchaseSupplierScorecard 309,310.000000,310.000000,433.330000,1,1,2026-08-24T00:00:00.000
310,PSS000310,193,485,Harbor PurchaseSupplierScorecard 310,311.000000,311.000000,434.700000,1,1,2026-08-24T00:00:00.000
311,PSS000311,179,500,Summit PurchaseSupplierScorecard 311,312.000000,312.000000,436.070000,1,1,2026-08-24T00:00:00.000
312,PSS000312,410,157,Evergreen PurchaseSupplierScorecard 312,313.000000,313.000000,437.440000,1,1,2026-08-24T00:00:00.000
313,PSS000313,432,188,Willow PurchaseSupplierScorecard 313,314.000000,314.000000,438.810000,1,1,2026-08-24T00:00:00.000
314,PSS000314,358,348,Junction PurchaseSupplierScorecard 314,315.000000,315.000000,440.180000,1,1,2026-08-24T00:00:00.000
315,PSS000315,450,143,Meridian PurchaseSupplierScorecard 315,316.000000,316.000000,441.550000,1,1,2026-08-24T00:00:00.000
316,PSS000316,315,328,Harbor PurchaseSupplierScorecard 316,317.000000,317.000000,442.920000,1,1,2026-08-24T00:00:00.000
317,PSS000317,485,126,Cedar PurchaseSupplierScorecard 317,318.000000,318.000000,444.290000,1,1,2026-08-24T00:00:00.000
318,PSS000318,54,202,Orion PurchaseSupplierScorecard 318,319.000000,319.000000,445.660000,1,1,2026-08-24T00:00:00.000
319,PSS000319,383,55,Junction PurchaseSupplierScorecard 319,320.000000,320.000000,447.030000,1,1,2026-08-24T00:00:00.000
320,PSS000320,54,101,Vertex PurchaseSupplierScorecard 320,321.000000,321.000000,448.400000,1,1,2026-08-24T00:00:00.000
321,PSS000321,251,152,Evergreen PurchaseSupplierScorecard 321,322.000000,322.000000,449.770000,1,1,2026-08-24T00:00:00.000
322,PSS000322,483,141,Granite PurchaseSupplierScorecard 322,323.000000,323.000000,451.140000,1,1,2026-08-24T00:00:00.000
323,PSS000323,90,254,Pioneer PurchaseSupplierScorecard 323,324.000000,324.000000,452.510000,1,1,2026-08-24T00:00:00.000
324,PSS000324,407,129,Granite PurchaseSupplierScorecard 324,325.000000,325.000000,453.880000,1,1,2026-08-24T00:00:00.000
325,PSS000325,198,375,Junction PurchaseSupplierScorecard 325,326.000000,326.000000,455.250000,1,1,2026-08-24T00:00:00.000
326,PSS000326,413,360,Granite PurchaseSupplierScorecard 326,327.000000,327.000000,456.620000,1,1,2026-08-24T00:00:00.000
327,PSS000327,315,47,Evergreen PurchaseSupplierScorecard 327,328.000000,328.000000,457.990000,1,1,2026-08-24T00:00:00.000
328,PSS000328,140,467,Junction PurchaseSupplierScorecard 328,329.000000,329.000000,459.360000,1,1,2026-08-24T00:00:00.000
329,PSS000329,428,314,Northstar PurchaseSupplierScorecard 329,330.000000,330.000000,460.730000,1,1,2026-08-24T00:00:00.000
330,PSS000330,296,156,Cedar PurchaseSupplierScorecard 330,331.000000,331.000000,462.100000,1,1,2026-08-24T00:00:00.000
331,PSS000331,12,8,Orion PurchaseSupplierScorecard 331,332.000000,332.000000,463.470000,1,1,2026-08-24T00:00:00.000
332,PSS000332,432,493,Willow PurchaseSupplierScorecard 332,333.000000,333.000000,464.840000,1,1,2026-08-24T00:00:00.000
333,PSS000333,334,407,Beacon PurchaseSupplierScorecard 333,334.000000,334.000000,466.210000,1,1,2026-08-24T00:00:00.000
334,PSS000334,65,467,Vertex PurchaseSupplierScorecard 334,335.000000,335.000000,467.580000,1,1,2026-08-24T00:00:00.000
335,PSS000335,406,59,Northstar PurchaseSupplierScorecard 335,336.000000,336.000000,468.950000,1,1,2026-08-24T00:00:00.000
336,PSS000336,135,247,Unity PurchaseSupplierScorecard 336,337.000000,337.000000,470.320000,1,1,2026-08-24T00:00:00.000
337,PSS000337,26,483,Riverton PurchaseSupplierScorecard 337,338.000000,338.000000,471.690000,1,1,2026-08-24T00:00:00.000
338,PSS000338,58,73,Willow PurchaseSupplierScorecard 338,339.000000,339.000000,473.060000,1,1,2026-08-24T00:00:00.000
339,PSS000339,17,270,Evergreen PurchaseSupplierScorecard 339,340.000000,340.000000,474.430000,1,1,2026-08-24T00:00:00.000
340,PSS000340,277,286,Beacon PurchaseSupplierScorecard 340,341.000000,341.000000,475.800000,1,1,2026-08-24T00:00:00.000
341,PSS000341,280,388,Vertex PurchaseSupplierScorecard 341,342.000000,342.000000,477.170000,1,1,2026-08-24T00:00:00.000
342,PSS000342,445,10,Meridian PurchaseSupplierScorecard 342,343.000000,343.000000,478.540000,1,1,2026-08-24T00:00:00.000
343,PSS000343,49,246,Forge PurchaseSupplierScorecard 343,344.000000,344.000000,479.910000,1,1,2026-08-24T00:00:00.000
344,PSS000344,20,101,Vertex PurchaseSupplierScorecard 344,345.000000,345.000000,481.280000,1,1,2026-08-24T00:00:00.000
345,PSS000345,451,166,Quartz PurchaseSupplierScorecard 345,346.000000,346.000000,482.650000,1,1,2026-08-24T00:00:00.000
346,PSS000346,23,417,Granite PurchaseSupplierScorecard 346,347.000000,347.000000,484.020000,1,1,2026-08-24T00:00:00.000
347,PSS000347,92,84,Ion PurchaseSupplierScorecard 347,348.000000,348.000000,485.390000,1,1,2026-08-24T00:00:00.000
348,PSS000348,276,203,Harbor PurchaseSupplierScorecard 348,349.000000,349.000000,486.760000,1,1,2026-08-24T00:00:00.000
349,PSS000349,322,417,Titan PurchaseSupplierScorecard 349,350.000000,350.000000,488.130000,1,1,2026-08-24T00:00:00.000
350,PSS000350,67,437,Atlas PurchaseSupplierScorecard 350,351.000000,351.000000,489.500000,1,1,2026-08-24T00:00:00.000
351,PSS000351,123,459,Summit PurchaseSupplierScorecard 351,352.000000,352.000000,490.870000,1,1,2026-08-24T00:00:00.000
352,PSS000352,296,373,Vertex PurchaseSupplierScorecard 352,353.000000,353.000000,492.240000,1,1,2026-08-24T00:00:00.000
353,PSS000353,185,366,Junction PurchaseSupplierScorecard 353,354.000000,354.000000,493.610000,1,1,2026-08-24T00:00:00.000
354,PSS000354,418,49,Unity PurchaseSupplierScorecard 354,355.000000,355.000000,494.980000,1,1,2026-08-24T00:00:00.000
355,PSS000355,305,488,Granite PurchaseSupplierScorecard 355,356.000000,356.000000,496.350000,1,1,2026-08-24T00:00:00.000
356,PSS000356,295,124,Northstar PurchaseSupplierScorecard 356,357.000000,357.000000,497.720000,1,1,2026-08-24T00:00:00.000
357,PSS000357,480,231,Zenith PurchaseSupplierScorecard 357,358.000000,358.000000,499.090000,1,1,2026-08-24T00:00:00.000
358,PSS000358,390,142,Beacon PurchaseSupplierScorecard 358,359.000000,359.000000,500.460000,1,1,2026-08-24T00:00:00.000
359,PSS000359,142,271,Quartz PurchaseSupplierScorecard 359,360.000000,360.000000,501.830000,1,1,2026-08-24T00:00:00.000
360,PSS000360,219,346,Granite PurchaseSupplierScorecard 360,361.000000,361.000000,503.200000,1,1,2026-08-24T00:00:00.000
361,PSS000361,174,116,Vertex PurchaseSupplierScorecard 361,362.000000,362.000000,504.570000,1,1,2026-08-24T00:00:00.000
362,PSS000362,14,244,Forge PurchaseSupplierScorecard 362,363.000000,363.000000,505.940000,1,1,2026-08-24T00:00:00.000
363,PSS000363,278,53,Pioneer PurchaseSupplierScorecard 363,364.000000,364.000000,507.310000,1,1,2026-08-24T00:00:00.000
364,PSS000364,477,349,Titan PurchaseSupplierScorecard 364,365.000000,365.000000,508.680000,1,1,2026-08-24T00:00:00.000
365,PSS000365,14,15,Unity PurchaseSupplierScorecard 365,366.000000,366.000000,510.050000,1,1,2026-08-24T00:00:00.000
366,PSS000366,351,36,Atlas PurchaseSupplierScorecard 366,367.000000,367.000000,511.420000,1,1,2026-08-24T00:00:00.000
367,PSS000367,85,314,Delta PurchaseSupplierScorecard 367,368.000000,368.000000,512.790000,1,1,2026-08-24T00:00:00.000
368,PSS000368,400,364,Liberty PurchaseSupplierScorecard 368,369.000000,369.000000,514.160000,1,1,2026-08-24T00:00:00.000
369,PSS000369,358,449,Evergreen PurchaseSupplierScorecard 369,370.000000,370.000000,515.530000,1,1,2026-08-24T00:00:00.000
370,PSS000370,153,8,Forge PurchaseSupplierScorecard 370,371.000000,371.000000,516.900000,1,1,2026-08-24T00:00:00.000
371,PSS000371,296,199,Ion PurchaseSupplierScorecard 371,372.000000,372.000000,518.270000,1,1,2026-08-24T00:00:00.000
372,PSS000372,464,170,Northstar PurchaseSupplierScorecard 372,373.000000,373.000000,519.640000,1,1,2026-08-24T00:00:00.000
373,PSS000373,307,402,Forge PurchaseSupplierScorecard 373,374.000000,374.000000,521.010000,1,1,2026-08-24T00:00:00.000
374,PSS000374,81,441,Meridian PurchaseSupplierScorecard 374,375.000000,375.000000,522.380000,1,1,2026-08-24T00:00:00.000
375,PSS000375,62,470,Quartz PurchaseSupplierScorecard 375,376.000000,376.000000,523.750000,1,1,2026-08-24T00:00:00.000
376,PSS000376,154,176,Delta PurchaseSupplierScorecard 376,377.000000,377.000000,525.120000,1,1,2026-08-24T00:00:00.000
377,PSS000377,277,200,Northstar PurchaseSupplierScorecard 377,378.000000,378.000000,526.490000,1,1,2026-08-24T00:00:00.000
378,PSS000378,223,118,Quartz PurchaseSupplierScorecard 378,379.000000,379.000000,527.860000,1,1,2026-08-24T00:00:00.000
379,PSS000379,332,201,Harbor PurchaseSupplierScorecard 379,380.000000,380.000000,529.230000,1,1,2026-08-24T00:00:00.000
380,PSS000380,150,340,Ion PurchaseSupplierScorecard 380,381.000000,381.000000,530.600000,1,1,2026-08-24T00:00:00.000
381,PSS000381,90,123,Unity PurchaseSupplierScorecard 381,382.000000,382.000000,531.970000,1,1,2026-08-24T00:00:00.000
382,PSS000382,340,198,Northstar PurchaseSupplierScorecard 382,383.000000,383.000000,533.340000,1,1,2026-08-24T00:00:00.000
383,PSS000383,359,105,Titan PurchaseSupplierScorecard 383,384.000000,384.000000,534.710000,1,1,2026-08-24T00:00:00.000
384,PSS000384,232,362,Unity PurchaseSupplierScorecard 384,385.000000,385.000000,536.080000,1,1,2026-08-24T00:00:00.000
385,PSS000385,299,384,Harbor PurchaseSupplierScorecard 385,386.000000,386.000000,537.450000,1,1,2026-08-24T00:00:00.000
386,PSS000386,246,378,Forge PurchaseSupplierScorecard 386,387.000000,387.000000,538.820000,1,1,2026-08-24T00:00:00.000
387,PSS000387,462,418,Orion PurchaseSupplierScorecard 387,388.000000,388.000000,540.190000,1,1,2026-08-24T00:00:00.000
388,PSS000388,267,258,Titan PurchaseSupplierScorecard 388,389.000000,389.000000,541.560000,1,1,2026-08-24T00:00:00.000
389,PSS000389,331,358,Summit PurchaseSupplierScorecard 389,390.000000,390.000000,542.930000,1,1,2026-08-24T00:00:00.000
390,PSS000390,288,353,Summit PurchaseSupplierScorecard 390,391.000000,391.000000,544.300000,1,1,2026-08-24T00:00:00.000
391,PSS000391,41,107,Summit PurchaseSupplierScorecard 391,392.000000,392.000000,545.670000,1,1,2026-08-24T00:00:00.000
392,PSS000392,15,3,Keystone PurchaseSupplierScorecard 392,393.000000,393.000000,547.040000,1,1,2026-08-24T00:00:00.000
393,PSS000393,346,405,Keystone PurchaseSupplierScorecard 393,394.000000,394.000000,548.410000,1,1,2026-08-24T00:00:00.000
394,PSS000394,240,345,Meridian PurchaseSupplierScorecard 394,395.000000,395.000000,549.780000,1,1,2026-08-24T00:00:00.000
395,PSS000395,278,92,Atlas PurchaseSupplierScorecard 395,396.000000,396.000000,551.150000,1,1,2026-08-24T00:00:00.000
396,PSS000396,210,332,Granite PurchaseSupplierScorecard 396,397.000000,397.000000,552.520000,1,1,2026-08-24T00:00:00.000
397,PSS000397,412,409,Delta PurchaseSupplierScorecard 397,398.000000,398.000000,553.890000,1,1,2026-08-24T00:00:00.000
398,PSS000398,398,410,Unity PurchaseSupplierScorecard 398,399.000000,399.000000,555.260000,1,1,2026-08-24T00:00:00.000
399,PSS000399,90,491,Beacon PurchaseSupplierScorecard 399,400.000000,400.000000,556.630000,1,1,2026-08-24T00:00:00.000
400,PSS000400,341,17,Evergreen PurchaseSupplierScorecard 400,401.000000,401.000000,558.000000,1,1,2026-08-24T00:00:00.000
401,PSS000401,424,496,Beacon PurchaseSupplierScorecard 401,402.000000,402.000000,559.370000,1,1,2026-08-24T00:00:00.000
402,PSS000402,421,366,Willow PurchaseSupplierScorecard 402,403.000000,403.000000,560.740000,1,1,2026-08-24T00:00:00.000
403,PSS000403,19,332,Junction PurchaseSupplierScorecard 403,404.000000,404.000000,562.110000,1,1,2026-08-24T00:00:00.000
404,PSS000404,82,70,Summit PurchaseSupplierScorecard 404,405.000000,405.000000,563.480000,1,1,2026-08-24T00:00:00.000
405,PSS000405,300,328,Titan PurchaseSupplierScorecard 405,406.000000,406.000000,564.850000,1,1,2026-08-24T00:00:00.000
406,PSS000406,86,402,Riverton PurchaseSupplierScorecard 406,407.000000,407.000000,566.220000,1,1,2026-08-24T00:00:00.000
407,PSS000407,136,392,Quartz PurchaseSupplierScorecard 407,408.000000,408.000000,567.590000,1,1,2026-08-24T00:00:00.000
408,PSS000408,235,163,Zenith PurchaseSupplierScorecard 408,409.000000,409.000000,568.960000,1,1,2026-08-24T00:00:00.000
409,PSS000409,464,158,Meridian PurchaseSupplierScorecard 409,410.000000,410.000000,570.330000,1,1,2026-08-24T00:00:00.000
410,PSS000410,111,127,Harbor PurchaseSupplierScorecard 410,411.000000,411.000000,571.700000,1,1,2026-08-24T00:00:00.000
411,PSS000411,412,380,Orion PurchaseSupplierScorecard 411,412.000000,412.000000,573.070000,1,1,2026-08-24T00:00:00.000
412,PSS000412,388,486,Granite PurchaseSupplierScorecard 412,413.000000,413.000000,574.440000,1,1,2026-08-24T00:00:00.000
413,PSS000413,235,91,Delta PurchaseSupplierScorecard 413,414.000000,414.000000,575.810000,1,1,2026-08-24T00:00:00.000
414,PSS000414,177,426,Forge PurchaseSupplierScorecard 414,415.000000,415.000000,577.180000,1,1,2026-08-24T00:00:00.000
415,PSS000415,237,267,Orion PurchaseSupplierScorecard 415,416.000000,416.000000,578.550000,1,1,2026-08-24T00:00:00.000
416,PSS000416,137,422,Delta PurchaseSupplierScorecard 416,417.000000,417.000000,579.920000,1,1,2026-08-24T00:00:00.000
417,PSS000417,448,231,Granite PurchaseSupplierScorecard 417,418.000000,418.000000,581.290000,1,1,2026-08-24T00:00:00.000
418,PSS000418,356,35,Titan PurchaseSupplierScorecard 418,419.000000,419.000000,582.660000,1,1,2026-08-24T00:00:00.000
419,PSS000419,152,33,Junction PurchaseSupplierScorecard 419,420.000000,420.000000,584.030000,1,1,2026-08-24T00:00:00.000
420,PSS000420,36,496,Harbor PurchaseSupplierScorecard 420,421.000000,421.000000,585.400000,1,1,2026-08-24T00:00:00.000
