MaintenanceCrewRoleKey,MaintenanceCrewRoleCode,MaintenanceSkillGroupKey,MaintenanceCrewRoleName,SourceSystemKey,BatchId,LoadedAtUtc
297,MCR000297,32,Beacon MaintenanceCrewRole 297,1,1,2026-08-24T00:00:00.000
298,MCR000298,125,Orion MaintenanceCrewRole 298,1,1,2026-08-24T00:00:00.000
299,MCR000299,145,Evergreen MaintenanceCrewRole 299,1,1,2026-08-24T00:00:00.000
300,MCR000300,30,Evergreen MaintenanceCrewRole 300,1,1,2026-08-24T00:00:00.000
301,MCR000301,71,Summit MaintenanceCrewRole 301,1,1,2026-08-24T00:00:00.000
302,MCR000302,70,Keystone MaintenanceCrewRole 302,1,1,2026-08-24T00:00:00.000
303,MCR000303,47,Quartz MaintenanceCrewRole 303,1,1,2026-08-24T00:00:00.000
304,MCR000304,116,Zenith MaintenanceCrewRole 304,1,1,2026-08-24T00:00:00.000
305,MCR000305,163,Riverton MaintenanceCrewRole 305,1,1,2026-08-24T00:00:00.000
306,MCR000306,170,Titan MaintenanceCrewRole 306,1,1,2026-08-24T00:00:00.000
307,MCR000307,75,Meridian MaintenanceCrewRole 307,1,1,2026-08-24T00:00:00.000
308,MCR000308,43,Vertex MaintenanceCrewRole 308,1,1,2026-08-24T00:00:00.000
309,MCR000309,13,Granite MaintenanceCrewRole 309,1,1,2026-08-24T00:00:00.000
310,MCR000310,151,Pioneer MaintenanceCrewRole 310,1,1,2026-08-24T00:00:00.000
311,MCR000311,160,Liberty MaintenanceCrewRole 311,1,1,2026-08-24T00:00:00.000
312,MCR000312,66,Willow MaintenanceCrewRole 312,1,1,2026-08-24T00:00:00.000
313,MCR000313,77,Meridian MaintenanceCrewRole 313,1,1,2026-08-24T00:00:00.000
314,MCR000314,31,Beacon MaintenanceCrewRole 314,1,1,2026-08-24T00:00:00.000
315,MCR000315,160,Unity MaintenanceCrewRole 315,1,1,2026-08-24T00:00:00.000
316,MCR000316,17,Delta MaintenanceCrewRole 316,1,1,2026-08-24T00:00:00.000
317,MCR000317,81,Junction MaintenanceCrewRole 317,1,1,2026-08-24T00:00:00.000
318,MCR000318,78,Pioneer MaintenanceCrewRole 318,1,1,2026-08-24T00:00:00.000
319,MCR000319,7,Meridian MaintenanceCrewRole 319,1,1,2026-08-24T00:00:00.000
320,MCR000320,173,Pioneer MaintenanceCrewRole 320,1,1,2026-08-24T00:00:00.000
321,MCR000321,167,Delta MaintenanceCrewRole 321,1,1,2026-08-24T00:00:00.000
322,MCR000322,173,Harbor MaintenanceCrewRole 322,1,1,2026-08-24T00:00:00.000
323,MCR000323,61,Unity MaintenanceCrewRole 323,1,1,2026-08-24T00:00:00.000
324,MCR000324,133,Atlas MaintenanceCrewRole 324,1,1,2026-08-24T00:00:00.000
325,MCR000325,139,Willow MaintenanceCrewRole 325,1,1,2026-08-24T00:00:00.000
326,MCR000326,132,Forge MaintenanceCrewRole 326,1,1,2026-08-24T00:00:00.000
327,MCR000327,101,Liberty MaintenanceCrewRole 327,1,1,2026-08-24T00:00:00.000
328,MCR000328,176,Willow MaintenanceCrewRole 328,1,1,2026-08-24T00:00:00.000
329,MCR000329,6,Willow MaintenanceCrewRole 329,1,1,2026-08-24T00:00:00.000
330,MCR000330,100,Granite MaintenanceCrewRole 330,1,1,2026-08-24T00:00:00.000
331,MCR000331,23,Evergreen MaintenanceCrewRole 331,1,1,2026-08-24T00:00:00.000
332,MCR000332,128,Unity MaintenanceCrewRole 332,1,1,2026-08-24T00:00:00.000
333,MCR000333,34,Junction MaintenanceCrewRole 333,1,1,2026-08-24T00:00:00.000
334,MCR000334,1,Pioneer MaintenanceCrewRole 334,1,1,2026-08-24T00:00:00.000
335,MCR000335,168,Evergreen MaintenanceCrewRole 335,1,1,2026-08-24T00:00:00.000
336,MCR000336,140,Unity MaintenanceCrewRole 336,1,1,2026-08-24T00:00:00.000
337,MCR000337,168,Delta MaintenanceCrewRole 337,1,1,2026-08-24T00:00:00.000
338,MCR000338,122,Cedar MaintenanceCrewRole 338,1,1,2026-08-24T00:00:00.000
339,MCR000339,47,Harbor MaintenanceCrewRole 339,1,1,2026-08-24T00:00:00.000
340,MCR000340,112,Liberty MaintenanceCrewRole 340,1,1,2026-08-24T00:00:00.000
341,MCR000341,47,Zenith MaintenanceCrewRole 341,1,1,2026-08-24T00:00:00.000
342,MCR000342,131,Orion MaintenanceCrewRole 342,1,1,2026-08-24T00:00:00.000
343,MCR000343,94,Zenith MaintenanceCrewRole 343,1,1,2026-08-24T00:00:00.000
344,MCR000344,71,Willow MaintenanceCrewRole 344,1,1,2026-08-24T00:00:00.000
345,MCR000345,4,Meridian MaintenanceCrewRole 345,1,1,2026-08-24T00:00:00.000
346,MCR000346,4,Ion MaintenanceCrewRole 346,1,1,2026-08-24T00:00:00.000
347,MCR000347,161,Keystone MaintenanceCrewRole 347,1,1,2026-08-24T00:00:00.000
348,MCR000348,176,Riverton MaintenanceCrewRole 348,1,1,2026-08-24T00:00:00.000
349,MCR000349,174,Orion MaintenanceCrewRole 349,1,1,2026-08-24T00:00:00.000
350,MCR000350,41,Titan MaintenanceCrewRole 350,1,1,2026-08-24T00:00:00.000
351,MCR000351,106,Atlas MaintenanceCrewRole 351,1,1,2026-08-24T00:00:00.000
352,MCR000352,51,Pioneer MaintenanceCrewRole 352,1,1,2026-08-24T00:00:00.000
353,MCR000353,91,Evergreen MaintenanceCrewRole 353,1,1,2026-08-24T00:00:00.000
354,MCR000354,101,Granite MaintenanceCrewRole 354,1,1,2026-08-24T00:00:00.000
355,MCR000355,112,Granite MaintenanceCrewRole 355,1,1,2026-08-24T00:00:00.000
356,MCR000356,133,Cedar MaintenanceCrewRole 356,1,1,2026-08-24T00:00:00.000
357,MCR000357,112,Beacon MaintenanceCrewRole 357,1,1,2026-08-24T00:00:00.000
358,MCR000358,115,Junction MaintenanceCrewRole 358,1,1,2026-08-24T00:00:00.000
359,MCR000359,150,Junction MaintenanceCrewRole 359,1,1,2026-08-24T00:00:00.000
360,MCR000360,49,Liberty MaintenanceCrewRole 360,1,1,2026-08-24T00:00:00.000
361,MCR000361,60,Zenith MaintenanceCrewRole 361,1,1,2026-08-24T00:00:00.000
362,MCR000362,142,Pioneer MaintenanceCrewRole 362,1,1,2026-08-24T00:00:00.000
363,MCR000363,124,Granite MaintenanceCrewRole 363,1,1,2026-08-24T00:00:00.000
364,MCR000364,173,Northstar MaintenanceCrewRole 364,1,1,2026-08-24T00:00:00.000
365,MCR000365,86,Forge MaintenanceCrewRole 365,1,1,2026-08-24T00:00:00.000
366,MCR000366,139,Pioneer MaintenanceCrewRole 366,1,1,2026-08-24T00:00:00.000
367,MCR000367,15,Pioneer MaintenanceCrewRole 367,1,1,2026-08-24T00:00:00.000
368,MCR000368,56,Junction MaintenanceCrewRole 368,1,1,2026-08-24T00:00:00.000
369,MCR000369,118,Granite MaintenanceCrewRole 369,1,1,2026-08-24T00:00:00.000
370,MCR000370,38,Beacon MaintenanceCrewRole 370,1,1,2026-08-24T00:00:00.000
371,MCR000371,156,Evergreen MaintenanceCrewRole 371,1,1,2026-08-24T00:00:00.000
372,MCR000372,44,Summit MaintenanceCrewRole 372,1,1,2026-08-24T00:00:00.000
373,MCR000373,81,Riverton MaintenanceCrewRole 373,1,1,2026-08-24T00:00:00.000
374,MCR000374,180,Liberty MaintenanceCrewRole 374,1,1,2026-08-24T00:00:00.000
375,MCR000375,154,Delta MaintenanceCrewRole 375,1,1,2026-08-24T00:00:00.000
376,MCR000376,100,Orion MaintenanceCrewRole 376,1,1,2026-08-24T00:00:00.000
377,MCR000377,133,Granite MaintenanceCrewRole 377,1,1,2026-08-24T00:00:00.000
378,MCR000378,160,Summit MaintenanceCrewRole 378,1,1,2026-08-24T00:00:00.000
379,MCR000379,112,Riverton MaintenanceCrewRole 379,1,1,2026-08-24T00:00:00.000
380,MCR000380,76,Riverton MaintenanceCrewRole 380,1,1,2026-08-24T00:00:00.000
381,MCR000381,131,Riverton MaintenanceCrewRole 381,1,1,2026-08-24T00:00:00.000
382,MCR000382,18,Forge MaintenanceCrewRole 382,1,1,2026-08-24T00:00:00.000
383,MCR000383,161,Ion MaintenanceCrewRole 383,1,1,2026-08-24T00:00:00.000
384,MCR000384,152,Cedar MaintenanceCrewRole 384,1,1,2026-08-24T00:00:00.000
385,MCR000385,127,Orion MaintenanceCrewRole 385,1,1,2026-08-24T00:00:00.000
386,MCR000386,170,Cedar MaintenanceCrewRole 386,1,1,2026-08-24T00:00:00.000
387,MCR000387,100,Cedar MaintenanceCrewRole 387,1,1,2026-08-24T00:00:00.000
388,MCR000388,29,Forge MaintenanceCrewRole 388,1,1,2026-08-24T00:00:00.000
389,MCR000389,100,Delta MaintenanceCrewRole 389,1,1,2026-08-24T00:00:00.000
390,MCR000390,70,Granite MaintenanceCrewRole 390,1,1,2026-08-24T00:00:00.000
391,MCR000391,168,Keystone MaintenanceCrewRole 391,1,1,2026-08-24T00:00:00.000
392,MCR000392,59,Atlas MaintenanceCrewRole 392,1,1,2026-08-24T00:00:00.000
393,MCR000393,178,Harbor MaintenanceCrewRole 393,1,1,2026-08-24T00:00:00.000
394,MCR000394,8,Zenith MaintenanceCrewRole 394,1,1,2026-08-24T00:00:00.000
395,MCR000395,102,Forge MaintenanceCrewRole 395,1,1,2026-08-24T00:00:00.000
396,MCR000396,30,Evergreen MaintenanceCrewRole 396,1,1,2026-08-24T00:00:00.000
397,MCR000397,155,Keystone MaintenanceCrewRole 397,1,1,2026-08-24T00:00:00.000
398,MCR000398,177,Northstar MaintenanceCrewRole 398,1,1,2026-08-24T00:00:00.000
399,MCR000399,77,Evergreen MaintenanceCrewRole 399,1,1,2026-08-24T00:00:00.000
400,MCR000400,142,Keystone MaintenanceCrewRole 400,1,1,2026-08-24T00:00:00.000
401,MCR000401,153,Beacon MaintenanceCrewRole 401,1,1,2026-08-24T00:00:00.000
402,MCR000402,138,Northstar MaintenanceCrewRole 402,1,1,2026-08-24T00:00:00.000
403,MCR000403,170,Ion MaintenanceCrewRole 403,1,1,2026-08-24T00:00:00.000
404,MCR000404,171,Keystone MaintenanceCrewRole 404,1,1,2026-08-24T00:00:00.000
405,MCR000405,40,Northstar MaintenanceCrewRole 405,1,1,2026-08-24T00:00:00.000
406,MCR000406,25,Quartz MaintenanceCrewRole 406,1,1,2026-08-24T00:00:00.000
407,MCR000407,168,Meridian MaintenanceCrewRole 407,1,1,2026-08-24T00:00:00.000
408,MCR000408,162,Pioneer MaintenanceCrewRole 408,1,1,2026-08-24T00:00:00.000
409,MCR000409,128,Liberty MaintenanceCrewRole 409,1,1,2026-08-24T00:00:00.000
410,MCR000410,140,Keystone MaintenanceCrewRole 410,1,1,2026-08-24T00:00:00.000
411,MCR000411,30,Willow MaintenanceCrewRole 411,1,1,2026-08-24T00:00:00.000
412,MCR000412,162,Vertex MaintenanceCrewRole 412,1,1,2026-08-24T00:00:00.000
413,MCR000413,2,Keystone MaintenanceCrewRole 413,1,1,2026-08-24T00:00:00.000
414,MCR000414,59,Cedar MaintenanceCrewRole 414,1,1,2026-08-24T00:00:00.000
415,MCR000415,75,Summit MaintenanceCrewRole 415,1,1,2026-08-24T00:00:00.000
416,MCR000416,121,Summit MaintenanceCrewRole 416,1,1,2026-08-24T00:00:00.000
417,MCR000417,148,Cedar MaintenanceCrewRole 417,1,1,2026-08-24T00:00:00.000
418,MCR000418,142,Evergreen MaintenanceCrewRole 418,1,1,2026-08-24T00:00:00.000
419,MCR000419,1,Atlas MaintenanceCrewRole 419,1,1,2026-08-24T00:00:00.000
420,MCR000420,41,Atlas MaintenanceCrewRole 420,1,1,2026-08-24T00:00:00.000
421,MCR000421,11,Forge MaintenanceCrewRole 421,1,1,2026-08-24T00:00:00.000
422,MCR000422,163,Liberty MaintenanceCrewRole 422,1,1,2026-08-24T00:00:00.000
423,MCR000423,69,Granite MaintenanceCrewRole 423,1,1,2026-08-24T00:00:00.000
424,MCR000424,114,Harbor MaintenanceCrewRole 424,1,1,2026-08-24T00:00:00.000
425,MCR000425,19,Beacon MaintenanceCrewRole 425,1,1,2026-08-24T00:00:00.000
426,MCR000426,46,Quartz MaintenanceCrewRole 426,1,1,2026-08-24T00:00:00.000
427,MCR000427,96,Vertex MaintenanceCrewRole 427,1,1,2026-08-24T00:00:00.000
428,MCR000428,8,Delta MaintenanceCrewRole 428,1,1,2026-08-24T00:00:00.000
429,MCR000429,52,Atlas MaintenanceCrewRole 429,1,1,2026-08-24T00:00:00.000
430,MCR000430,53,Granite MaintenanceCrewRole 430,1,1,2026-08-24T00:00:00.000
431,MCR000431,20,Orion MaintenanceCrewRole 431,1,1,2026-08-24T00:00:00.000
432,MCR000432,108,Zenith MaintenanceCrewRole 432,1,1,2026-08-24T00:00:00.000
433,MCR000433,75,Keystone MaintenanceCrewRole 433,1,1,2026-08-24T00:00:00.000
434,MCR000434,56,Liberty MaintenanceCrewRole 434,1,1,2026-08-24T00:00:00.000
435,MCR000435,180,Orion MaintenanceCrewRole 435,1,1,2026-08-24T00:00:00.000
436,MCR000436,41,Quartz MaintenanceCrewRole 436,1,1,2026-08-24T00:00:00.000
437,MCR000437,15,Junction MaintenanceCrewRole 437,1,1,2026-08-24T00:00:00.000
438,MCR000438,160,Keystone MaintenanceCrewRole 438,1,1,2026-08-24T00:00:00.000
439,MCR000439,28,Summit MaintenanceCrewRole 439,1,1,2026-08-24T00:00:00.000
440,MCR000440,102,Meridian MaintenanceCrewRole 440,1,1,2026-08-24T00:00:00.000
441,MCR000441,169,Riverton MaintenanceCrewRole 441,1,1,2026-08-24T00:00:00.000
442,MCR000442,84,Titan MaintenanceCrewRole 442,1,1,2026-08-24T00:00:00.000
443,MCR000443,29,Liberty MaintenanceCrewRole 443,1,1,2026-08-24T00:00:00.000
444,MCR000444,55,Cedar MaintenanceCrewRole 444,1,1,2026-08-24T00:00:00.000
445,MCR000445,117,Delta MaintenanceCrewRole 445,1,1,2026-08-24T00:00:00.000
446,MCR000446,117,Pioneer MaintenanceCrewRole 446,1,1,2026-08-24T00:00:00.000
447,MCR000447,146,Beacon MaintenanceCrewRole 447,1,1,2026-08-24T00:00:00.000
448,MCR000448,133,Cedar MaintenanceCrewRole 448,1,1,2026-08-24T00:00:00.000
449,MCR000449,57,Cedar MaintenanceCrewRole 449,1,1,2026-08-24T00:00:00.000
450,MCR000450,61,Quartz MaintenanceCrewRole 450,1,1,2026-08-24T00:00:00.000
451,MCR000451,59,Harbor MaintenanceCrewRole 451,1,1,2026-08-24T00:00:00.000
452,MCR000452,129,Zenith MaintenanceCrewRole 452,1,1,2026-08-24T00:00:00.000
453,MCR000453,81,Atlas MaintenanceCrewRole 453,1,1,2026-08-24T00:00:00.000
454,MCR000454,86,Forge MaintenanceCrewRole 454,1,1,2026-08-24T00:00:00.000
455,MCR000455,47,Cedar MaintenanceCrewRole 455,1,1,2026-08-24T00:00:00.000
456,MCR000456,14,Orion MaintenanceCrewRole 456,1,1,2026-08-24T00:00:00.000
457,MCR000457,36,Beacon MaintenanceCrewRole 457,1,1,2026-08-24T00:00:00.000
458,MCR000458,65,Harbor MaintenanceCrewRole 458,1,1,2026-08-24T00:00:00.000
459,MCR000459,174,Ion MaintenanceCrewRole 459,1,1,2026-08-24T00:00:00.000
460,MCR000460,98,Unity MaintenanceCrewRole 460,1,1,2026-08-24T00:00:00.000
461,MCR000461,1,Cedar MaintenanceCrewRole 461,1,1,2026-08-24T00:00:00.000
462,MCR000462,47,Forge MaintenanceCrewRole 462,1,1,2026-08-24T00:00:00.000
463,MCR000463,108,Unity MaintenanceCrewRole 463,1,1,2026-08-24T00:00:00.000
464,MCR000464,98,Beacon MaintenanceCrewRole 464,1,1,2026-08-24T00:00:00.000
465,MCR000465,8,Forge MaintenanceCrewRole 465,1,1,2026-08-24T00:00:00.000
466,MCR000466,6,Cedar MaintenanceCrewRole 466,1,1,2026-08-24T00:00:00.000
467,MCR000467,3,Pioneer MaintenanceCrewRole 467,1,1,2026-08-24T00:00:00.000
468,MCR000468,135,Summit MaintenanceCrewRole 468,1,1,2026-08-24T00:00:00.000
469,MCR000469,146,Forge MaintenanceCrewRole 469,1,1,2026-08-24T00:00:00.000
470,MCR000470,159,Vertex MaintenanceCrewRole 470,1,1,2026-08-24T00:00:00.000
471,MCR000471,72,Evergreen MaintenanceCrewRole 471,1,1,2026-08-24T00:00:00.000
472,MCR000472,57,Forge MaintenanceCrewRole 472,1,1,2026-08-24T00:00:00.000
473,MCR000473,107,Cedar MaintenanceCrewRole 473,1,1,2026-08-24T00:00:00.000
474,MCR000474,113,Vertex MaintenanceCrewRole 474,1,1,2026-08-24T00:00:00.000
475,MCR000475,111,Liberty MaintenanceCrewRole 475,1,1,2026-08-24T00:00:00.000
476,MCR000476,37,Pioneer MaintenanceCrewRole 476,1,1,2026-08-24T00:00:00.000
477,MCR000477,174,Titan MaintenanceCrewRole 477,1,1,2026-08-24T00:00:00.000
478,MCR000478,135,Liberty MaintenanceCrewRole 478,1,1,2026-08-24T00:00:00.000
479,MCR000479,23,Northstar MaintenanceCrewRole 479,1,1,2026-08-24T00:00:00.000
480,MCR000480,81,Riverton MaintenanceCrewRole 480,1,1,2026-08-24T00:00:00.000
481,MCR000481,43,Ion MaintenanceCrewRole 481,1,1,2026-08-24T00:00:00.000
482,MCR000482,9,Vertex MaintenanceCrewRole 482,1,1,2026-08-24T00:00:00.000
483,MCR000483,24,Harbor MaintenanceCrewRole 483,1,1,2026-08-24T00:00:00.000
484,MCR000484,65,Quartz MaintenanceCrewRole 484,1,1,2026-08-24T00:00:00.000
485,MCR000485,103,Keystone MaintenanceCrewRole 485,1,1,2026-08-24T00:00:00.000
486,MCR000486,130,Unity MaintenanceCrewRole 486,1,1,2026-08-24T00:00:00.000
487,MCR000487,144,Atlas MaintenanceCrewRole 487,1,1,2026-08-24T00:00:00.000
488,MCR000488,174,Titan MaintenanceCrewRole 488,1,1,2026-08-24T00:00:00.000
489,MCR000489,167,Liberty MaintenanceCrewRole 489,1,1,2026-08-24T00:00:00.000
490,MCR000490,14,Riverton MaintenanceCrewRole 490,1,1,2026-08-24T00:00:00.000
491,MCR000491,34,Harbor MaintenanceCrewRole 491,1,1,2026-08-24T00:00:00.000
492,MCR000492,106,Ion MaintenanceCrewRole 492,1,1,2026-08-24T00:00:00.000
493,MCR000493,33,Riverton MaintenanceCrewRole 493,1,1,2026-08-24T00:00:00.000
494,MCR000494,76,Beacon MaintenanceCrewRole 494,1,1,2026-08-24T00:00:00.000
495,MCR000495,83,Atlas MaintenanceCrewRole 495,1,1,2026-08-24T00:00:00.000
496,MCR000496,150,Atlas MaintenanceCrewRole 496,1,1,2026-08-24T00:00:00.000
497,MCR000497,180,Evergreen MaintenanceCrewRole 497,1,1,2026-08-24T00:00:00.000
498,MCR000498,158,Zenith MaintenanceCrewRole 498,1,1,2026-08-24T00:00:00.000
499,MCR000499,172,Summit MaintenanceCrewRole 499,1,1,2026-08-24T00:00:00.000
500,MCR000500,18,Meridian MaintenanceCrewRole 500,1,1,2026-08-24T00:00:00.000
