BusinessUnitKey,BusinessUnitCode,OrgBusinessUnitKey,BusinessUnitPortfolioKey,CurrencyKey,RecordStatusKey,BusinessUnitName,BusinessUnitDescription,PresidentName,PrimaryPlantCode,DefaultCurrencyCode,ProfitCenterCode,StrategicFlag,EffectiveStartDate,SourceSystemKey,BatchId,LoadedAtUtc
149,BU000149,75,63,5,1,Zenith BusinessUnit 149,BusinessUnit starter record 149,Casey Adams,BU000149,JPY,BU000149,1,2020-05-29,1,1,2026-08-24T00:00:00.000
150,BU000150,149,80,3,2,Ion BusinessUnit 150,BusinessUnit starter record 150,Casey Singh,BU000150,USD,BU000150,0,2020-05-30,1,1,2026-08-24T00:00:00.000
151,BU000151,72,12,4,4,Granite BusinessUnit 151,BusinessUnit starter record 151,Emerson Reed,BU000151,EUR,BU000151,1,2020-05-31,1,1,2026-08-24T00:00:00.000
152,BU000152,79,25,3,3,Forge BusinessUnit 152,BusinessUnit starter record 152,Alex Singh,BU000152,GBP,BU000152,1,2020-06-01,1,1,2026-08-24T00:00:00.000
153,BU000153,105,74,1,4,Keystone BusinessUnit 153,BusinessUnit starter record 153,Harper Hughes,BU000153,CAD,BU000153,1,2020-06-02,1,1,2026-08-24T00:00:00.000
154,BU000154,43,59,5,1,Orion BusinessUnit 154,BusinessUnit starter record 154,Harper Reed,BU000154,MXN,BU000154,1,2020-06-03,1,1,2026-08-24T00:00:00.000
155,BU000155,46,67,2,1,Harbor BusinessUnit 155,BusinessUnit starter record 155,Emerson Bennett,BU000155,JPY,BU000155,0,2020-06-04,1,1,2026-08-24T00:00:00.000
156,BU000156,10,63,3,1,Junction BusinessUnit 156,BusinessUnit starter record 156,Taylor Martin,BU000156,USD,BU000156,1,2020-06-05,1,1,2026-08-24T00:00:00.000
157,BU000157,8,47,4,1,Meridian BusinessUnit 157,BusinessUnit starter record 157,Riley Reed,BU000157,EUR,BU000157,1,2020-06-06,1,1,2026-08-24T00:00:00.000
158,BU000158,8,60,5,4,Junction BusinessUnit 158,BusinessUnit starter record 158,Jordan Reed,BU000158,GBP,BU000158,1,2020-06-07,1,1,2026-08-24T00:00:00.000
159,BU000159,110,37,1,3,Keystone BusinessUnit 159,BusinessUnit starter record 159,Riley Garcia,BU000159,CAD,BU000159,1,2020-06-08,1,1,2026-08-24T00:00:00.000
160,BU000160,120,38,2,3,Northstar BusinessUnit 160,BusinessUnit starter record 160,Riley Bennett,BU000160,MXN,BU000160,0,2020-06-09,1,1,2026-08-24T00:00:00.000
161,BU000161,160,65,3,2,Harbor BusinessUnit 161,BusinessUnit starter record 161,Taylor Chen,BU000161,JPY,BU000161,1,2020-06-10,1,1,2026-08-24T00:00:00.000
162,BU000162,151,26,4,3,Riverton BusinessUnit 162,BusinessUnit starter record 162,Jordan Patel,BU000162,USD,BU000162,1,2020-06-11,1,1,2026-08-24T00:00:00.000
163,BU000163,92,59,2,4,Summit BusinessUnit 163,BusinessUnit starter record 163,Riley Patel,BU000163,EUR,BU000163,1,2020-06-12,1,1,2026-08-24T00:00:00.000
164,BU000164,109,78,3,1,Riverton BusinessUnit 164,BusinessUnit starter record 164,Casey Reed,BU000164,GBP,BU000164,1,2020-06-13,1,1,2026-08-24T00:00:00.000
165,BU000165,144,7,5,1,Willow BusinessUnit 165,BusinessUnit starter record 165,Finley Khan,BU000165,CAD,BU000165,0,2020-06-14,1,1,2026-08-24T00:00:00.000
166,BU000166,55,54,4,3,Riverton BusinessUnit 166,BusinessUnit starter record 166,Taylor Evans,BU000166,MXN,BU000166,1,2020-06-15,1,1,2026-08-24T00:00:00.000
167,BU000167,1,69,3,1,Liberty BusinessUnit 167,BusinessUnit starter record 167,Morgan Evans,BU000167,JPY,BU000167,1,2020-06-16,1,1,2026-08-24T00:00:00.000
168,BU000168,93,41,4,1,Liberty BusinessUnit 168,BusinessUnit starter record 168,Finley Chen,BU000168,USD,BU000168,1,2020-06-17,1,1,2026-08-24T00:00:00.000
169,BU000169,13,44,2,4,Cedar BusinessUnit 169,BusinessUnit starter record 169,Emerson Khan,BU000169,EUR,BU000169,1,2020-06-18,1,1,2026-08-24T00:00:00.000
170,BU000170,157,78,5,3,Granite BusinessUnit 170,BusinessUnit starter record 170,Devon Martin,BU000170,GBP,BU000170,0,2020-06-19,1,1,2026-08-24T00:00:00.000
171,BU000171,155,12,2,1,Delta BusinessUnit 171,BusinessUnit starter record 171,Jordan Bennett,BU000171,CAD,BU000171,1,2020-06-20,1,1,2026-08-24T00:00:00.000
172,BU000172,33,72,1,3,Harbor BusinessUnit 172,BusinessUnit starter record 172,Quinn Diaz,BU000172,MXN,BU000172,1,2020-06-21,1,1,2026-08-24T00:00:00.000
173,BU000173,53,73,5,2,Riverton BusinessUnit 173,BusinessUnit starter record 173,Morgan Evans,BU000173,JPY,BU000173,1,2020-06-22,1,1,2026-08-24T00:00:00.000
174,BU000174,55,11,5,3,Forge BusinessUnit 174,BusinessUnit starter record 174,Finley Garcia,BU000174,USD,BU000174,1,2020-06-23,1,1,2026-08-24T00:00:00.000
175,BU000175,148,25,4,3,Delta BusinessUnit 175,BusinessUnit starter record 175,Devon Martin,BU000175,EUR,BU000175,0,2020-06-24,1,1,2026-08-24T00:00:00.000
176,BU000176,150,76,1,1,Beacon BusinessUnit 176,BusinessUnit starter record 176,Riley Bennett,BU000176,GBP,BU000176,1,2020-06-25,1,1,2026-08-24T00:00:00.000
177,BU000177,65,78,1,1,Junction BusinessUnit 177,BusinessUnit starter record 177,Harper Reed,BU000177,CAD,BU000177,1,2020-06-26,1,1,2026-08-24T00:00:00.000
178,BU000178,7,49,2,3,Northstar BusinessUnit 178,BusinessUnit starter record 178,Devon Garcia,BU000178,MXN,BU000178,1,2020-06-27,1,1,2026-08-24T00:00:00.000
179,BU000179,140,13,4,3,Vertex BusinessUnit 179,BusinessUnit starter record 179,Devon Adams,BU000179,JPY,BU000179,1,2020-06-28,1,1,2026-08-24T00:00:00.000
180,BU000180,52,16,3,1,Riverton BusinessUnit 180,BusinessUnit starter record 180,Jordan Reed,BU000180,USD,BU000180,0,2020-06-29,1,1,2026-08-24T00:00:00.000
181,BU000181,132,42,5,2,Ion BusinessUnit 181,BusinessUnit starter record 181,Alex Khan,BU000181,EUR,BU000181,1,2020-06-30,1,1,2026-08-24T00:00:00.000
182,BU000182,14,18,5,3,Forge BusinessUnit 182,BusinessUnit starter record 182,Finley Khan,BU000182,GBP,BU000182,1,2020-07-01,1,1,2026-08-24T00:00:00.000
183,BU000183,52,54,2,4,Quartz BusinessUnit 183,BusinessUnit starter record 183,Devon Patel,BU000183,CAD,BU000183,1,2020-07-02,1,1,2026-08-24T00:00:00.000
184,BU000184,28,48,4,4,Ion BusinessUnit 184,BusinessUnit starter record 184,Devon Patel,BU000184,MXN,BU000184,1,2020-07-03,1,1,2026-08-24T00:00:00.000
185,BU000185,2,72,5,1,Quartz BusinessUnit 185,BusinessUnit starter record 185,Finley Hughes,BU000185,JPY,BU000185,0,2020-07-04,1,1,2026-08-24T00:00:00.000
186,BU000186,155,29,5,2,Ion BusinessUnit 186,BusinessUnit starter record 186,Harper Khan,BU000186,USD,BU000186,1,2020-07-05,1,1,2026-08-24T00:00:00.000
187,BU000187,145,19,5,1,Unity BusinessUnit 187,BusinessUnit starter record 187,Alex Martin,BU000187,EUR,BU000187,1,2020-07-06,1,1,2026-08-24T00:00:00.000
188,BU000188,78,56,3,3,Keystone BusinessUnit 188,BusinessUnit starter record 188,Blair Chen,BU000188,GBP,BU000188,1,2020-07-07,1,1,2026-08-24T00:00:00.000
189,BU000189,33,43,1,3,Orion BusinessUnit 189,BusinessUnit starter record 189,Quinn Chen,BU000189,CAD,BU000189,1,2020-07-08,1,1,2026-08-24T00:00:00.000
190,BU000190,159,64,2,1,Orion BusinessUnit 190,BusinessUnit starter record 190,Devon Singh,BU000190,MXN,BU000190,0,2020-07-09,1,1,2026-08-24T00:00:00.000
191,BU000191,27,48,2,4,Willow BusinessUnit 191,BusinessUnit starter record 191,Taylor Garcia,BU000191,JPY,BU000191,1,2020-07-10,1,1,2026-08-24T00:00:00.000
192,BU000192,140,43,3,2,Delta BusinessUnit 192,BusinessUnit starter record 192,Taylor Diaz,BU000192,USD,BU000192,1,2020-07-11,1,1,2026-08-24T00:00:00.000
193,BU000193,54,55,1,4,Zenith BusinessUnit 193,BusinessUnit starter record 193,Jordan Adams,BU000193,EUR,BU000193,1,2020-07-12,1,1,2026-08-24T00:00:00.000
194,BU000194,120,19,3,3,Willow BusinessUnit 194,BusinessUnit starter record 194,Harper Adams,BU000194,GBP,BU000194,1,2020-07-13,1,1,2026-08-24T00:00:00.000
195,BU000195,139,20,2,4,Junction BusinessUnit 195,BusinessUnit starter record 195,Casey Garcia,BU000195,CAD,BU000195,0,2020-07-14,1,1,2026-08-24T00:00:00.000
196,BU000196,59,23,5,1,Pioneer BusinessUnit 196,BusinessUnit starter record 196,Emerson Singh,BU000196,MXN,BU000196,1,2020-07-15,1,1,2026-08-24T00:00:00.000
197,BU000197,108,69,3,1,Liberty BusinessUnit 197,BusinessUnit starter record 197,Devon Diaz,BU000197,JPY,BU000197,1,2020-07-16,1,1,2026-08-24T00:00:00.000
198,BU000198,4,14,2,2,Forge BusinessUnit 198,BusinessUnit starter record 198,Emerson Diaz,BU000198,USD,BU000198,1,2020-07-17,1,1,2026-08-24T00:00:00.000
199,BU000199,105,23,1,3,Titan BusinessUnit 199,BusinessUnit starter record 199,Quinn Diaz,BU000199,EUR,BU000199,1,2020-07-18,1,1,2026-08-24T00:00:00.000
200,BU000200,20,44,2,1,Titan BusinessUnit 200,BusinessUnit starter record 200,Finley Martin,BU000200,GBP,BU000200,0,2020-07-19,1,1,2026-08-24T00:00:00.000
201,BU000201,22,61,2,1,Riverton BusinessUnit 201,BusinessUnit starter record 201,Emerson Martin,BU000201,CAD,BU000201,1,2020-07-20,1,1,2026-08-24T00:00:00.000
202,BU000202,28,4,4,1,Cedar BusinessUnit 202,BusinessUnit starter record 202,Devon Bennett,BU000202,MXN,BU000202,1,2020-07-21,1,1,2026-08-24T00:00:00.000
203,BU000203,19,68,3,2,Forge BusinessUnit 203,BusinessUnit starter record 203,Emerson Khan,BU000203,JPY,BU000203,1,2020-07-22,1,1,2026-08-24T00:00:00.000
204,BU000204,53,26,3,3,Riverton BusinessUnit 204,BusinessUnit starter record 204,Jordan Chen,BU000204,USD,BU000204,1,2020-07-23,1,1,2026-08-24T00:00:00.000
205,BU000205,100,4,3,1,Unity BusinessUnit 205,BusinessUnit starter record 205,Emerson Singh,BU000205,EUR,BU000205,0,2020-07-24,1,1,2026-08-24T00:00:00.000
206,BU000206,137,8,3,4,Quartz BusinessUnit 206,BusinessUnit starter record 206,Casey Hughes,BU000206,GBP,BU000206,1,2020-07-25,1,1,2026-08-24T00:00:00.000
207,BU000207,39,38,1,3,Unity BusinessUnit 207,BusinessUnit starter record 207,Jordan Adams,BU000207,CAD,BU000207,1,2020-07-26,1,1,2026-08-24T00:00:00.000
208,BU000208,142,68,5,4,Harbor BusinessUnit 208,BusinessUnit starter record 208,Casey Khan,BU000208,MXN,BU000208,1,2020-07-27,1,1,2026-08-24T00:00:00.000
209,BU000209,137,63,4,4,Vertex BusinessUnit 209,BusinessUnit starter record 209,Quinn Bennett,BU000209,JPY,BU000209,1,2020-07-28,1,1,2026-08-24T00:00:00.000
210,BU000210,141,8,4,1,Northstar BusinessUnit 210,BusinessUnit starter record 210,Alex Adams,BU000210,USD,BU000210,0,2020-07-29,1,1,2026-08-24T00:00:00.000
211,BU000211,46,75,4,3,Granite BusinessUnit 211,BusinessUnit starter record 211,Taylor Khan,BU000211,EUR,BU000211,1,2020-07-30,1,1,2026-08-24T00:00:00.000
212,BU000212,123,2,2,4,Unity BusinessUnit 212,BusinessUnit starter record 212,Alex Hughes,BU000212,GBP,BU000212,1,2020-07-31,1,1,2026-08-24T00:00:00.000
213,BU000213,138,74,4,4,Summit BusinessUnit 213,BusinessUnit starter record 213,Casey Reed,BU000213,CAD,BU000213,1,2020-08-01,1,1,2026-08-24T00:00:00.000
214,BU000214,86,60,1,2,Pioneer BusinessUnit 214,BusinessUnit starter record 214,Finley Bennett,BU000214,MXN,BU000214,1,2020-08-02,1,1,2026-08-24T00:00:00.000
215,BU000215,150,8,3,3,Quartz BusinessUnit 215,BusinessUnit starter record 215,Quinn Khan,BU000215,JPY,BU000215,0,2020-08-03,1,1,2026-08-24T00:00:00.000
216,BU000216,129,56,4,4,Summit BusinessUnit 216,BusinessUnit starter record 216,Finley Evans,BU000216,USD,BU000216,1,2020-08-04,1,1,2026-08-24T00:00:00.000
217,BU000217,9,77,1,1,Forge BusinessUnit 217,BusinessUnit starter record 217,Emerson Adams,BU000217,EUR,BU000217,1,2020-08-05,1,1,2026-08-24T00:00:00.000
218,BU000218,47,61,2,1,Orion BusinessUnit 218,BusinessUnit starter record 218,Finley Patel,BU000218,GBP,BU000218,1,2020-08-06,1,1,2026-08-24T00:00:00.000
219,BU000219,137,1,5,2,Junction BusinessUnit 219,BusinessUnit starter record 219,Finley Adams,BU000219,CAD,BU000219,1,2020-08-07,1,1,2026-08-24T00:00:00.000
220,BU000220,73,74,1,4,Cedar BusinessUnit 220,BusinessUnit starter record 220,Quinn Hughes,BU000220,MXN,BU000220,0,2020-08-08,1,1,2026-08-24T00:00:00.000
221,BU000221,27,35,3,2,Delta BusinessUnit 221,BusinessUnit starter record 221,Morgan Khan,BU000221,JPY,BU000221,1,2020-08-09,1,1,2026-08-24T00:00:00.000
222,BU000222,24,21,2,1,Ion BusinessUnit 222,BusinessUnit starter record 222,Blair Evans,BU000222,USD,BU000222,1,2020-08-10,1,1,2026-08-24T00:00:00.000
223,BU000223,124,25,3,2,Meridian BusinessUnit 223,BusinessUnit starter record 223,Devon Evans,BU000223,EUR,BU000223,1,2020-08-11,1,1,2026-08-24T00:00:00.000
224,BU000224,150,39,2,4,Willow BusinessUnit 224,BusinessUnit starter record 224,Jordan Adams,BU000224,GBP,BU000224,1,2020-08-12,1,1,2026-08-24T00:00:00.000
225,BU000225,154,5,5,3,Forge BusinessUnit 225,BusinessUnit starter record 225,Quinn Chen,BU000225,CAD,BU000225,0,2020-08-13,1,1,2026-08-24T00:00:00.000
226,BU000226,85,80,3,2,Willow BusinessUnit 226,BusinessUnit starter record 226,Finley Reed,BU000226,MXN,BU000226,1,2020-08-14,1,1,2026-08-24T00:00:00.000
227,BU000227,82,77,2,4,Northstar BusinessUnit 227,BusinessUnit starter record 227,Devon Singh,BU000227,JPY,BU000227,1,2020-08-15,1,1,2026-08-24T00:00:00.000
228,BU000228,39,11,5,1,Atlas BusinessUnit 228,BusinessUnit starter record 228,Jordan Chen,BU000228,USD,BU000228,1,2020-08-16,1,1,2026-08-24T00:00:00.000
229,BU000229,80,75,3,3,Liberty BusinessUnit 229,BusinessUnit starter record 229,Taylor Hughes,BU000229,EUR,BU000229,1,2020-08-17,1,1,2026-08-24T00:00:00.000
230,BU000230,53,33,4,2,Pioneer BusinessUnit 230,BusinessUnit starter record 230,Taylor Martin,BU000230,GBP,BU000230,0,2020-08-18,1,1,2026-08-24T00:00:00.000
231,BU000231,55,80,1,3,Atlas BusinessUnit 231,BusinessUnit starter record 231,Emerson Patel,BU000231,CAD,BU000231,1,2020-08-19,1,1,2026-08-24T00:00:00.000
232,BU000232,117,51,1,1,Granite BusinessUnit 232,BusinessUnit starter record 232,Morgan Adams,BU000232,MXN,BU000232,1,2020-08-20,1,1,2026-08-24T00:00:00.000
233,BU000233,133,39,4,1,Northstar BusinessUnit 233,BusinessUnit starter record 233,Taylor Reed,BU000233,JPY,BU000233,1,2020-08-21,1,1,2026-08-24T00:00:00.000
234,BU000234,121,2,5,3,Willow BusinessUnit 234,BusinessUnit starter record 234,Jordan Patel,BU000234,USD,BU000234,1,2020-08-22,1,1,2026-08-24T00:00:00.000
235,BU000235,116,20,1,1,Orion BusinessUnit 235,BusinessUnit starter record 235,Harper Patel,BU000235,EUR,BU000235,0,2020-08-23,1,1,2026-08-24T00:00:00.000
236,BU000236,100,67,5,2,Ion BusinessUnit 236,BusinessUnit starter record 236,Quinn Khan,BU000236,GBP,BU000236,1,2020-08-24,1,1,2026-08-24T00:00:00.000
237,BU000237,132,1,5,3,Quartz BusinessUnit 237,BusinessUnit starter record 237,Devon Reed,BU000237,CAD,BU000237,1,2020-08-25,1,1,2026-08-24T00:00:00.000
238,BU000238,71,52,3,2,Quartz BusinessUnit 238,BusinessUnit starter record 238,Casey Chen,BU000238,MXN,BU000238,1,2020-08-26,1,1,2026-08-24T00:00:00.000
239,BU000239,1,34,5,4,Unity BusinessUnit 239,BusinessUnit starter record 239,Casey Khan,BU000239,JPY,BU000239,1,2020-08-27,1,1,2026-08-24T00:00:00.000
240,BU000240,11,45,1,3,Cedar BusinessUnit 240,BusinessUnit starter record 240,Devon Singh,BU000240,USD,BU000240,0,2020-08-28,1,1,2026-08-24T00:00:00.000
241,BU000241,31,77,5,2,Beacon BusinessUnit 241,BusinessUnit starter record 241,Emerson Martin,BU000241,EUR,BU000241,1,2020-08-29,1,1,2026-08-24T00:00:00.000
242,BU000242,147,66,1,1,Zenith BusinessUnit 242,BusinessUnit starter record 242,Harper Hughes,BU000242,GBP,BU000242,1,2020-08-30,1,1,2026-08-24T00:00:00.000
243,BU000243,130,2,1,4,Harbor BusinessUnit 243,BusinessUnit starter record 243,Casey Diaz,BU000243,CAD,BU000243,1,2020-08-31,1,1,2026-08-24T00:00:00.000
244,BU000244,91,45,3,2,Pioneer BusinessUnit 244,BusinessUnit starter record 244,Emerson Chen,BU000244,MXN,BU000244,1,2020-09-01,1,1,2026-08-24T00:00:00.000
245,BU000245,140,69,4,3,Riverton BusinessUnit 245,BusinessUnit starter record 245,Harper Singh,BU000245,JPY,BU000245,0,2020-09-02,1,1,2026-08-24T00:00:00.000
246,BU000246,11,33,2,4,Summit BusinessUnit 246,BusinessUnit starter record 246,Finley Garcia,BU000246,USD,BU000246,1,2020-09-03,1,1,2026-08-24T00:00:00.000
247,BU000247,136,70,2,4,Willow BusinessUnit 247,BusinessUnit starter record 247,Quinn Singh,BU000247,EUR,BU000247,1,2020-09-04,1,1,2026-08-24T00:00:00.000
248,BU000248,5,16,5,1,Forge BusinessUnit 248,BusinessUnit starter record 248,Jordan Patel,BU000248,GBP,BU000248,1,2020-09-05,1,1,2026-08-24T00:00:00.000
249,BU000249,14,9,2,1,Beacon BusinessUnit 249,BusinessUnit starter record 249,Casey Adams,BU000249,CAD,BU000249,1,2020-09-06,1,1,2026-08-24T00:00:00.000
250,BU000250,156,9,4,4,Northstar BusinessUnit 250,BusinessUnit starter record 250,Jordan Garcia,BU000250,MXN,BU000250,0,2020-09-07,1,1,2026-08-24T00:00:00.000
251,BU000251,19,71,1,4,Keystone BusinessUnit 251,BusinessUnit starter record 251,Alex Khan,BU000251,JPY,BU000251,1,2020-09-08,1,1,2026-08-24T00:00:00.000
252,BU000252,139,59,2,2,Liberty BusinessUnit 252,BusinessUnit starter record 252,Harper Reed,BU000252,USD,BU000252,1,2020-09-09,1,1,2026-08-24T00:00:00.000
253,BU000253,80,27,4,2,Beacon BusinessUnit 253,BusinessUnit starter record 253,Jordan Adams,BU000253,EUR,BU000253,1,2020-09-10,1,1,2026-08-24T00:00:00.000
254,BU000254,16,27,2,4,Junction BusinessUnit 254,BusinessUnit starter record 254,Taylor Adams,BU000254,GBP,BU000254,1,2020-09-11,1,1,2026-08-24T00:00:00.000
255,BU000255,11,59,1,3,Vertex BusinessUnit 255,BusinessUnit starter record 255,Emerson Chen,BU000255,CAD,BU000255,0,2020-09-12,1,1,2026-08-24T00:00:00.000
256,BU000256,160,58,2,2,Forge BusinessUnit 256,BusinessUnit starter record 256,Casey Martin,BU000256,MXN,BU000256,1,2020-09-13,1,1,2026-08-24T00:00:00.000
257,BU000257,46,26,3,2,Summit BusinessUnit 257,BusinessUnit starter record 257,Riley Adams,BU000257,JPY,BU000257,1,2020-09-14,1,1,2026-08-24T00:00:00.000
258,BU000258,32,19,1,2,Vertex BusinessUnit 258,BusinessUnit starter record 258,Blair Reed,BU000258,USD,BU000258,1,2020-09-15,1,1,2026-08-24T00:00:00.000
259,BU000259,113,66,2,2,Meridian BusinessUnit 259,BusinessUnit starter record 259,Harper Reed,BU000259,EUR,BU000259,1,2020-09-16,1,1,2026-08-24T00:00:00.000
260,BU000260,78,52,4,2,Unity BusinessUnit 260,BusinessUnit starter record 260,Jordan Evans,BU000260,GBP,BU000260,0,2020-09-17,1,1,2026-08-24T00:00:00.000
261,BU000261,52,28,3,4,Ion BusinessUnit 261,BusinessUnit starter record 261,Riley Bennett,BU000261,CAD,BU000261,1,2020-09-18,1,1,2026-08-24T00:00:00.000
262,BU000262,136,32,3,4,Ion BusinessUnit 262,BusinessUnit starter record 262,Alex Bennett,BU000262,MXN,BU000262,1,2020-09-19,1,1,2026-08-24T00:00:00.000
263,BU000263,128,50,5,1,Delta BusinessUnit 263,BusinessUnit starter record 263,Finley Chen,BU000263,JPY,BU000263,1,2020-09-20,1,1,2026-08-24T00:00:00.000
264,BU000264,6,59,1,1,Junction BusinessUnit 264,BusinessUnit starter record 264,Devon Evans,BU000264,USD,BU000264,1,2020-09-21,1,1,2026-08-24T00:00:00.000
265,BU000265,157,6,4,2,Atlas BusinessUnit 265,BusinessUnit starter record 265,Riley Singh,BU000265,EUR,BU000265,0,2020-09-22,1,1,2026-08-24T00:00:00.000
266,BU000266,81,17,5,4,Forge BusinessUnit 266,BusinessUnit starter record 266,Blair Bennett,BU000266,GBP,BU000266,1,2020-09-23,1,1,2026-08-24T00:00:00.000
267,BU000267,22,15,2,2,Junction BusinessUnit 267,BusinessUnit starter record 267,Jordan Singh,BU000267,CAD,BU000267,1,2020-09-24,1,1,2026-08-24T00:00:00.000
268,BU000268,77,77,1,3,Atlas BusinessUnit 268,BusinessUnit starter record 268,Jordan Khan,BU000268,MXN,BU000268,1,2020-09-25,1,1,2026-08-24T00:00:00.000
269,BU000269,90,48,4,1,Meridian BusinessUnit 269,BusinessUnit starter record 269,Emerson Hughes,BU000269,JPY,BU000269,1,2020-09-26,1,1,2026-08-24T00:00:00.000
270,BU000270,96,7,1,4,Keystone BusinessUnit 270,BusinessUnit starter record 270,Quinn Adams,BU000270,USD,BU000270,0,2020-09-27,1,1,2026-08-24T00:00:00.000
271,BU000271,150,30,1,4,Evergreen BusinessUnit 271,BusinessUnit starter record 271,Devon Khan,BU000271,EUR,BU000271,1,2020-09-28,1,1,2026-08-24T00:00:00.000
272,BU000272,56,37,1,4,Orion BusinessUnit 272,BusinessUnit starter record 272,Jordan Hughes,BU000272,GBP,BU000272,1,2020-09-29,1,1,2026-08-24T00:00:00.000
273,BU000273,65,73,1,4,Unity BusinessUnit 273,BusinessUnit starter record 273,Riley Diaz,BU000273,CAD,BU000273,1,2020-09-30,1,1,2026-08-24T00:00:00.000
274,BU000274,103,31,4,1,Atlas BusinessUnit 274,BusinessUnit starter record 274,Casey Hughes,BU000274,MXN,BU000274,1,2020-10-01,1,1,2026-08-24T00:00:00.000
275,BU000275,153,60,4,3,Quartz BusinessUnit 275,BusinessUnit starter record 275,Harper Garcia,BU000275,JPY,BU000275,0,2020-10-02,1,1,2026-08-24T00:00:00.000
276,BU000276,85,42,5,2,Ion BusinessUnit 276,BusinessUnit starter record 276,Alex Martin,BU000276,USD,BU000276,1,2020-10-03,1,1,2026-08-24T00:00:00.000
277,BU000277,15,29,4,1,Orion BusinessUnit 277,BusinessUnit starter record 277,Quinn Khan,BU000277,EUR,BU000277,1,2020-10-04,1,1,2026-08-24T00:00:00.000
278,BU000278,132,1,3,2,Willow BusinessUnit 278,BusinessUnit starter record 278,Morgan Patel,BU000278,GBP,BU000278,1,2020-10-05,1,1,2026-08-24T00:00:00.000
279,BU000279,38,29,2,2,Cedar BusinessUnit 279,BusinessUnit starter record 279,Finley Khan,BU000279,CAD,BU000279,1,2020-10-06,1,1,2026-08-24T00:00:00.000
280,BU000280,34,12,2,2,Vertex BusinessUnit 280,BusinessUnit starter record 280,Jordan Khan,BU000280,MXN,BU000280,0,2020-10-07,1,1,2026-08-24T00:00:00.000
281,BU000281,144,28,3,3,Vertex BusinessUnit 281,BusinessUnit starter record 281,Devon Reed,BU000281,JPY,BU000281,1,2020-10-08,1,1,2026-08-24T00:00:00.000
282,BU000282,22,76,1,1,Forge BusinessUnit 282,BusinessUnit starter record 282,Riley Reed,BU000282,USD,BU000282,1,2020-10-09,1,1,2026-08-24T00:00:00.000
283,BU000283,85,53,2,1,Granite BusinessUnit 283,BusinessUnit starter record 283,Blair Hughes,BU000283,EUR,BU000283,1,2020-10-10,1,1,2026-08-24T00:00:00.000
284,BU000284,24,51,1,3,Beacon BusinessUnit 284,BusinessUnit starter record 284,Emerson Hughes,BU000284,GBP,BU000284,1,2020-10-11,1,1,2026-08-24T00:00:00.000
285,BU000285,37,68,5,3,Meridian BusinessUnit 285,BusinessUnit starter record 285,Jordan Patel,BU000285,CAD,BU000285,0,2020-10-12,1,1,2026-08-24T00:00:00.000
286,BU000286,61,36,3,2,Titan BusinessUnit 286,BusinessUnit starter record 286,Casey Garcia,BU000286,MXN,BU000286,1,2020-10-13,1,1,2026-08-24T00:00:00.000
287,BU000287,113,51,2,3,Pioneer BusinessUnit 287,BusinessUnit starter record 287,Emerson Bennett,BU000287,JPY,BU000287,1,2020-10-14,1,1,2026-08-24T00:00:00.000
288,BU000288,14,30,3,3,Liberty BusinessUnit 288,BusinessUnit starter record 288,Morgan Garcia,BU000288,USD,BU000288,1,2020-10-15,1,1,2026-08-24T00:00:00.000
289,BU000289,125,36,3,1,Ion BusinessUnit 289,BusinessUnit starter record 289,Harper Khan,BU000289,EUR,BU000289,1,2020-10-16,1,1,2026-08-24T00:00:00.000
290,BU000290,91,14,5,1,Willow BusinessUnit 290,BusinessUnit starter record 290,Taylor Adams,BU000290,GBP,BU000290,0,2020-10-17,1,1,2026-08-24T00:00:00.000
291,BU000291,111,14,2,2,Riverton BusinessUnit 291,BusinessUnit starter record 291,Taylor Patel,BU000291,CAD,BU000291,1,2020-10-18,1,1,2026-08-24T00:00:00.000
292,BU000292,87,60,3,1,Quartz BusinessUnit 292,BusinessUnit starter record 292,Harper Reed,BU000292,MXN,BU000292,1,2020-10-19,1,1,2026-08-24T00:00:00.000
293,BU000293,8,80,1,4,Summit BusinessUnit 293,BusinessUnit starter record 293,Blair Bennett,BU000293,JPY,BU000293,1,2020-10-20,1,1,2026-08-24T00:00:00.000
294,BU000294,149,62,4,4,Summit BusinessUnit 294,BusinessUnit starter record 294,Jordan Evans,BU000294,USD,BU000294,1,2020-10-21,1,1,2026-08-24T00:00:00.000
295,BU000295,72,35,3,3,Evergreen BusinessUnit 295,BusinessUnit starter record 295,Casey Hughes,BU000295,EUR,BU000295,0,2020-10-22,1,1,2026-08-24T00:00:00.000
296,BU000296,40,73,3,3,Liberty BusinessUnit 296,BusinessUnit starter record 296,Harper Evans,BU000296,GBP,BU000296,1,2020-10-23,1,1,2026-08-24T00:00:00.000
297,BU000297,25,55,4,3,Delta BusinessUnit 297,BusinessUnit starter record 297,Harper Khan,BU000297,CAD,BU000297,1,2020-10-24,1,1,2026-08-24T00:00:00.000
298,BU000298,137,15,3,1,Ion BusinessUnit 298,BusinessUnit starter record 298,Morgan Adams,BU000298,MXN,BU000298,1,2020-10-25,1,1,2026-08-24T00:00:00.000
299,BU000299,39,34,5,3,Harbor BusinessUnit 299,BusinessUnit starter record 299,Harper Singh,BU000299,JPY,BU000299,1,2020-10-26,1,1,2026-08-24T00:00:00.000
