FinanceJournalHeaderKey,JournalEntryNumber,BusinessUnitKey,PreparerEmployeeKey,ApproverEmployeeKey,FinancePostingStatusKey,FinanceJournalSourceKey,CurrencyKey,JournalEntryName,FiscalDocumentNumber,ReversalJournalEntryNumber,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
96,FJH000096,100,129,190,6,4,5,Willow FinanceJournalHeader 96,FJH000096,FJH000096,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4ae863fb6d55c08a471fa791a048049a4ae863fb6d55c08a471fa791a048049
97,FJH000097,80,207,184,1,11,2,Orion FinanceJournalHeader 97,FJH000097,FJH000097,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc1fbfe49ad3528e93bc13e73bddc777bc1fbfe49ad3528e93bc13e73bddc777
98,FJH000098,75,263,361,4,22,1,Vertex FinanceJournalHeader 98,FJH000098,FJH000098,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a995c596098251da89386fc0f7e56ba8a995c596098251da89386fc0f7e56ba8
99,FJH000099,141,394,422,6,16,2,Evergreen FinanceJournalHeader 99,FJH000099,FJH000099,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,333e7bd3dae55b38b163e8abfe28297e333e7bd3dae55b38b163e8abfe28297e
100,FJH000100,339,402,266,1,19,5,Orion FinanceJournalHeader 100,FJH000100,FJH000100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0700978ccf755ff7ac35195b874b69720700978ccf755ff7ac35195b874b6972
101,FJH000101,185,147,369,3,21,4,Meridian FinanceJournalHeader 101,FJH000101,FJH000101,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99c64504c75e50788d0a18d204903ba599c64504c75e50788d0a18d204903ba5
102,FJH000102,50,-1,-1,3,5,3,Harbor FinanceJournalHeader 102,FJH000102,FJH000102,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ede2811538365e00a526411a4b9ba2adede2811538365e00a526411a4b9ba2ad
103,FJH000103,68,303,12,10,21,4,Liberty FinanceJournalHeader 103,FJH000103,FJH000103,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9dfe1b2958158a4809604a712ba5179a9dfe1b2958158a4809604a712ba5179
104,FJH000104,105,70,218,4,7,3,Orion FinanceJournalHeader 104,FJH000104,FJH000104,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,709a3c295daa590dbb57d82560d85204709a3c295daa590dbb57d82560d85204
105,FJH000105,401,254,112,8,3,2,Riverton FinanceJournalHeader 105,FJH000105,FJH000105,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3552e3ce6de55582b83c0c6723bb9e6a3552e3ce6de55582b83c0c6723bb9e6a
106,FJH000106,246,274,2,6,24,4,Summit FinanceJournalHeader 106,FJH000106,FJH000106,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d42638ac4db5e89869b83143483f9e33d42638ac4db5e89869b83143483f9e3
107,FJH000107,197,11,206,3,7,4,Ion FinanceJournalHeader 107,FJH000107,FJH000107,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dae02196ef4e572ebb81f633e44275c4dae02196ef4e572ebb81f633e44275c4
108,FJH000108,174,176,198,6,12,3,Meridian FinanceJournalHeader 108,FJH000108,FJH000108,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c40d29098d1b5e8a8a7e2dabb191c9bec40d29098d1b5e8a8a7e2dabb191c9be
109,FJH000109,101,468,396,6,13,4,Delta FinanceJournalHeader 109,FJH000109,FJH000109,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fba691f0220d5ef4a01619fba97b27cffba691f0220d5ef4a01619fba97b27cf
110,FJH000110,156,433,171,10,13,3,Granite FinanceJournalHeader 110,FJH000110,FJH000110,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b7f9f247cce5638ab12583c6f68db772b7f9f247cce5638ab12583c6f68db77
111,FJH000111,352,327,341,9,25,1,Evergreen FinanceJournalHeader 111,FJH000111,FJH000111,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ec737c7ff2452458a801c9a792e17521ec737c7ff2452458a801c9a792e1752
112,FJH000112,499,390,499,3,6,1,Evergreen FinanceJournalHeader 112,FJH000112,FJH000112,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80b98e939e125809b323ff107def9e8a80b98e939e125809b323ff107def9e8a
113,FJH000113,53,455,484,3,6,2,Quartz FinanceJournalHeader 113,FJH000113,FJH000113,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10a32c7c3f63548f8f03bec1c2f4bd3210a32c7c3f63548f8f03bec1c2f4bd32
114,FJH000114,67,38,177,1,24,1,Evergreen FinanceJournalHeader 114,FJH000114,FJH000114,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88aaef7c6ac35b61b1b6e5ccc3601f1888aaef7c6ac35b61b1b6e5ccc3601f18
115,FJH000115,209,410,127,4,24,5,Atlas FinanceJournalHeader 115,FJH000115,FJH000115,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93b8fe839b965b7ba3ac9963019c77e693b8fe839b965b7ba3ac9963019c77e6
116,FJH000116,347,115,133,10,13,1,Northstar FinanceJournalHeader 116,FJH000116,FJH000116,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55ce5910dc835d9aadb28626645da77255ce5910dc835d9aadb28626645da772
117,FJH000117,48,323,109,4,13,5,Meridian FinanceJournalHeader 117,FJH000117,FJH000117,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e6331518bf8510cbe6a94c1104f0ebb1e6331518bf8510cbe6a94c1104f0ebb
118,FJH000118,32,145,20,4,10,3,Zenith FinanceJournalHeader 118,FJH000118,FJH000118,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,516506a4e9325cbc8f976886fd991bce516506a4e9325cbc8f976886fd991bce
119,FJH000119,372,-1,-1,2,13,2,Pioneer FinanceJournalHeader 119,FJH000119,FJH000119,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25bdb5251b67531c863a67c4ec6f763e25bdb5251b67531c863a67c4ec6f763e
120,FJH000120,444,406,435,7,21,4,Riverton FinanceJournalHeader 120,FJH000120,FJH000120,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,411987ee3e3656439d9f65d38dcea458411987ee3e3656439d9f65d38dcea458
121,FJH000121,270,372,26,4,16,3,Orion FinanceJournalHeader 121,FJH000121,FJH000121,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63bd70fda7ab59ad86be4e6a623ee12063bd70fda7ab59ad86be4e6a623ee120
122,FJH000122,467,170,342,1,7,2,Atlas FinanceJournalHeader 122,FJH000122,FJH000122,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee3e61fd84b458a3a50279517907488aee3e61fd84b458a3a50279517907488a
123,FJH000123,483,467,239,10,22,4,Titan FinanceJournalHeader 123,FJH000123,FJH000123,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57943846328a56d0a96d1aa19d5ea7b257943846328a56d0a96d1aa19d5ea7b2
124,FJH000124,42,405,124,9,24,5,Pioneer FinanceJournalHeader 124,FJH000124,FJH000124,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9e3941fada75565a9e0b2de30053b5da9e3941fada75565a9e0b2de30053b5d
125,FJH000125,263,98,280,3,12,2,Liberty FinanceJournalHeader 125,FJH000125,FJH000125,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51e149457ad455519cad20d9b4ea736a51e149457ad455519cad20d9b4ea736a
126,FJH000126,77,284,224,7,7,3,Junction FinanceJournalHeader 126,FJH000126,FJH000126,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9e105929c6459b8aa0bd8d1e6a3ef3cb9e105929c6459b8aa0bd8d1e6a3ef3c
127,FJH000127,99,310,484,9,7,4,Pioneer FinanceJournalHeader 127,FJH000127,FJH000127,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54f9a8874d855842bfae92e1f86752cf54f9a8874d855842bfae92e1f86752cf
128,FJH000128,269,49,444,6,12,3,Quartz FinanceJournalHeader 128,FJH000128,FJH000128,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9d2ed8c5ba75cf0b02e8329385e7a9af9d2ed8c5ba75cf0b02e8329385e7a9a
129,FJH000129,365,242,320,10,2,5,Beacon FinanceJournalHeader 129,FJH000129,FJH000129,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0a6afd4c5f6572c80c43385feac3b49c0a6afd4c5f6572c80c43385feac3b49
130,FJH000130,45,238,363,3,16,3,Cedar FinanceJournalHeader 130,FJH000130,FJH000130,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b52119c96e5d5f01b0ee5cd6d6039a3db52119c96e5d5f01b0ee5cd6d6039a3d
131,FJH000131,72,421,89,1,1,1,Meridian FinanceJournalHeader 131,FJH000131,FJH000131,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3acb022bed425f4ab246e1ab10a6526c3acb022bed425f4ab246e1ab10a6526c
132,FJH000132,260,312,236,6,13,2,Granite FinanceJournalHeader 132,FJH000132,FJH000132,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ef92b4488ce55cf9b26199f87f1dbba8ef92b4488ce55cf9b26199f87f1dbba
133,FJH000133,300,351,424,2,9,4,Granite FinanceJournalHeader 133,FJH000133,FJH000133,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a7114585e1e5d1b963513c787107c6b0a7114585e1e5d1b963513c787107c6b
134,FJH000134,371,366,385,6,6,2,Zenith FinanceJournalHeader 134,FJH000134,FJH000134,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,343094e7c9d9521398d16523a36fd1bc343094e7c9d9521398d16523a36fd1bc
135,FJH000135,110,227,99,9,8,5,Riverton FinanceJournalHeader 135,FJH000135,FJH000135,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd921ada9c18532a9ff773a2e9d430cdbd921ada9c18532a9ff773a2e9d430cd
136,FJH000136,303,-1,-1,9,5,2,Riverton FinanceJournalHeader 136,FJH000136,FJH000136,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb6ecac520e6594fbc43aaae388a7129eb6ecac520e6594fbc43aaae388a7129
137,FJH000137,495,364,63,4,7,3,Titan FinanceJournalHeader 137,FJH000137,FJH000137,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66bb892f728355ae91c3fb163a321bd466bb892f728355ae91c3fb163a321bd4
138,FJH000138,353,98,356,4,1,3,Atlas FinanceJournalHeader 138,FJH000138,FJH000138,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dbca39d296650a0aeb6188e56b77fa33dbca39d296650a0aeb6188e56b77fa3
139,FJH000139,73,14,169,9,10,2,Atlas FinanceJournalHeader 139,FJH000139,FJH000139,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bde14d40a4dc50a5b98ebad88bf2096ebde14d40a4dc50a5b98ebad88bf2096e
140,FJH000140,477,140,153,4,23,5,Summit FinanceJournalHeader 140,FJH000140,FJH000140,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,108dc5e6fa83598ebbe228879f5f5a45108dc5e6fa83598ebbe228879f5f5a45
141,FJH000141,463,58,34,8,14,2,Keystone FinanceJournalHeader 141,FJH000141,FJH000141,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b48d845f54745317b101150b9d77b0f0b48d845f54745317b101150b9d77b0f0
142,FJH000142,19,65,178,4,19,1,Riverton FinanceJournalHeader 142,FJH000142,FJH000142,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afe3f0f41001539e9a69e78e489547d1afe3f0f41001539e9a69e78e489547d1
143,FJH000143,277,407,210,7,24,5,Pioneer FinanceJournalHeader 143,FJH000143,FJH000143,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03b93afc33865bd2874c7ad93dfee60103b93afc33865bd2874c7ad93dfee601
144,FJH000144,380,310,132,9,22,3,Northstar FinanceJournalHeader 144,FJH000144,FJH000144,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b11bde32509059a3887b384cf13a1ba9b11bde32509059a3887b384cf13a1ba9
145,FJH000145,109,33,66,10,23,3,Cedar FinanceJournalHeader 145,FJH000145,FJH000145,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6fd7f92803454b28106d47636ec1e11d6fd7f92803454b28106d47636ec1e11
146,FJH000146,479,500,34,9,6,1,Keystone FinanceJournalHeader 146,FJH000146,FJH000146,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,446c3e4f86bd55ad9bbde34263dfd4a9446c3e4f86bd55ad9bbde34263dfd4a9
147,FJH000147,421,183,20,9,19,1,Junction FinanceJournalHeader 147,FJH000147,FJH000147,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3e2c9877085545aa7b68b8f09d3bb15f3e2c9877085545aa7b68b8f09d3bb15
148,FJH000148,283,187,87,8,2,3,Summit FinanceJournalHeader 148,FJH000148,FJH000148,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6512a82231154008b4abff419fa198ec6512a82231154008b4abff419fa198e
149,FJH000149,105,158,109,2,23,1,Orion FinanceJournalHeader 149,FJH000149,FJH000149,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4a96a5c2d6a5c15a387dec5f0726a8fe4a96a5c2d6a5c15a387dec5f0726a8f
150,FJH000150,316,234,174,6,12,3,Cedar FinanceJournalHeader 150,FJH000150,FJH000150,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eee5cfd9c3a758c091a1af3e99e035e6eee5cfd9c3a758c091a1af3e99e035e6
151,FJH000151,471,262,475,8,21,1,Keystone FinanceJournalHeader 151,FJH000151,FJH000151,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01e6e395a7d15f44a62800af502ee75601e6e395a7d15f44a62800af502ee756
152,FJH000152,366,472,379,8,11,4,Vertex FinanceJournalHeader 152,FJH000152,FJH000152,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b89383fe50159af8c084de0a8f114403b89383fe50159af8c084de0a8f11440
153,FJH000153,410,-1,-1,3,18,3,Meridian FinanceJournalHeader 153,FJH000153,FJH000153,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,546550e7efc65266b6abcb9fb6b19ffe546550e7efc65266b6abcb9fb6b19ffe
154,FJH000154,13,84,479,4,13,3,Harbor FinanceJournalHeader 154,FJH000154,FJH000154,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,304e8156fd0e54b0a93392700580c2b9304e8156fd0e54b0a93392700580c2b9
155,FJH000155,360,61,389,10,20,1,Meridian FinanceJournalHeader 155,FJH000155,FJH000155,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fb156c9542c5932a8bef679d5a398047fb156c9542c5932a8bef679d5a39804
156,FJH000156,85,298,299,1,17,5,Riverton FinanceJournalHeader 156,FJH000156,FJH000156,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c48fdc74f005f9b8af440f0c50e33ad3c48fdc74f005f9b8af440f0c50e33ad
157,FJH000157,406,39,213,2,21,5,Liberty FinanceJournalHeader 157,FJH000157,FJH000157,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ccac02eea025922aa0e16ee75c27e7f4ccac02eea025922aa0e16ee75c27e7f
158,FJH000158,196,431,424,9,4,1,Orion FinanceJournalHeader 158,FJH000158,FJH000158,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e63514268795767b5c7614f37de24207e63514268795767b5c7614f37de2420
159,FJH000159,162,26,496,9,16,4,Forge FinanceJournalHeader 159,FJH000159,FJH000159,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28093e0cfe7b5242a221cd001be0020428093e0cfe7b5242a221cd001be00204
160,FJH000160,83,93,249,7,25,2,Beacon FinanceJournalHeader 160,FJH000160,FJH000160,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e75088f7962d5911af5346c0755c08a3e75088f7962d5911af5346c0755c08a3
161,FJH000161,376,379,201,5,12,2,Atlas FinanceJournalHeader 161,FJH000161,FJH000161,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cdeb71408f653cfa9345fae9f7b49fe8cdeb71408f653cfa9345fae9f7b49fe
162,FJH000162,49,269,335,10,22,4,Meridian FinanceJournalHeader 162,FJH000162,FJH000162,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,636b5287a6d956cba77a2155ce2f6de2636b5287a6d956cba77a2155ce2f6de2
163,FJH000163,63,319,235,9,7,2,Pioneer FinanceJournalHeader 163,FJH000163,FJH000163,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5239865029150fc91bf79b59621c69ac5239865029150fc91bf79b59621c69a
164,FJH000164,85,375,52,8,17,1,Vertex FinanceJournalHeader 164,FJH000164,FJH000164,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96d7b55cef5352bd83907c8273a7525296d7b55cef5352bd83907c8273a75252
165,FJH000165,253,337,181,2,25,2,Ion FinanceJournalHeader 165,FJH000165,FJH000165,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e04dde6081b5a4f98b6aa1f4d2a38e35e04dde6081b5a4f98b6aa1f4d2a38e3
166,FJH000166,316,498,468,2,21,3,Orion FinanceJournalHeader 166,FJH000166,FJH000166,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45cabdc00c875f6d92986b3b29415eeb45cabdc00c875f6d92986b3b29415eeb
167,FJH000167,150,68,228,1,12,4,Zenith FinanceJournalHeader 167,FJH000167,FJH000167,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0097d75c73155fdebb24e08c3ca00e4a0097d75c73155fdebb24e08c3ca00e4a
168,FJH000168,144,325,92,6,6,5,Quartz FinanceJournalHeader 168,FJH000168,FJH000168,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c08401ffca2b56f88340047ba0a4a7bec08401ffca2b56f88340047ba0a4a7be
169,FJH000169,62,36,424,1,24,5,Forge FinanceJournalHeader 169,FJH000169,FJH000169,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a256f1874545133a8ceb4353858d84e6a256f1874545133a8ceb4353858d84e
170,FJH000170,416,-1,-1,4,9,1,Northstar FinanceJournalHeader 170,FJH000170,FJH000170,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef1c5af4065e503fbbe845e2f7f17a32ef1c5af4065e503fbbe845e2f7f17a32
171,FJH000171,443,111,323,4,21,1,Northstar FinanceJournalHeader 171,FJH000171,FJH000171,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8779b692dbfd519d9ef54e7a81e1ac4a8779b692dbfd519d9ef54e7a81e1ac4a
172,FJH000172,350,196,444,2,7,4,Beacon FinanceJournalHeader 172,FJH000172,FJH000172,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,140105f72f05535ca10fad5ecdd55864140105f72f05535ca10fad5ecdd55864
173,FJH000173,288,276,487,8,10,3,Northstar FinanceJournalHeader 173,FJH000173,FJH000173,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7bc7bf257865a51a73297534abcd961b7bc7bf257865a51a73297534abcd961
174,FJH000174,108,52,253,2,16,2,Cedar FinanceJournalHeader 174,FJH000174,FJH000174,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4f6f65b3c7b5ce6a078abe2c41b2903c4f6f65b3c7b5ce6a078abe2c41b2903
175,FJH000175,229,377,473,2,6,1,Quartz FinanceJournalHeader 175,FJH000175,FJH000175,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8d111031ebd5c8d9b07e0fc94988439b8d111031ebd5c8d9b07e0fc94988439
176,FJH000176,371,307,305,10,10,3,Pioneer FinanceJournalHeader 176,FJH000176,FJH000176,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c66ef4f9aca57e2befd02198483c47f2c66ef4f9aca57e2befd02198483c47f
177,FJH000177,266,285,117,3,24,4,Harbor FinanceJournalHeader 177,FJH000177,FJH000177,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c384d39f9a45cd4ad7a8dc0dddb8be28c384d39f9a45cd4ad7a8dc0dddb8be2
178,FJH000178,7,343,73,6,17,3,Riverton FinanceJournalHeader 178,FJH000178,FJH000178,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,933213a9eece5a539f2505854c9b64f9933213a9eece5a539f2505854c9b64f9
179,FJH000179,309,229,389,6,9,2,Meridian FinanceJournalHeader 179,FJH000179,FJH000179,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cad9e530591856da891ff3877caf798dcad9e530591856da891ff3877caf798d
180,FJH000180,307,332,353,8,1,1,Meridian FinanceJournalHeader 180,FJH000180,FJH000180,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2f9d97492345762a42a1572a5b6a906a2f9d97492345762a42a1572a5b6a906
181,FJH000181,272,440,70,2,18,2,Junction FinanceJournalHeader 181,FJH000181,FJH000181,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,922a9222c08e5b55ab7a075c64d2371a922a9222c08e5b55ab7a075c64d2371a
182,FJH000182,483,328,37,5,8,1,Northstar FinanceJournalHeader 182,FJH000182,FJH000182,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4165de54ec250eb860d4d33fd200910a4165de54ec250eb860d4d33fd200910
183,FJH000183,138,419,15,1,4,3,Granite FinanceJournalHeader 183,FJH000183,FJH000183,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02749fdd23ae5c0b8fb151813123b8d902749fdd23ae5c0b8fb151813123b8d9
184,FJH000184,253,490,77,4,14,3,Cedar FinanceJournalHeader 184,FJH000184,FJH000184,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3a6b511cb1b59a4af223de3d8e99d64b3a6b511cb1b59a4af223de3d8e99d64
185,FJH000185,405,397,461,3,19,4,Orion FinanceJournalHeader 185,FJH000185,FJH000185,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebc42e9b47705819b2c27f0d9e02f9f4ebc42e9b47705819b2c27f0d9e02f9f4
186,FJH000186,259,80,261,4,16,2,Titan FinanceJournalHeader 186,FJH000186,FJH000186,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b07702e542ed5223926c46b527a733e5b07702e542ed5223926c46b527a733e5
187,FJH000187,466,-1,-1,2,14,3,Quartz FinanceJournalHeader 187,FJH000187,FJH000187,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a45e03f59ea05521aeeb0b3251b9f4bfa45e03f59ea05521aeeb0b3251b9f4bf
188,FJH000188,46,359,276,7,15,1,Willow FinanceJournalHeader 188,FJH000188,FJH000188,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3a340e1df765a8f8f619fa12e4f8c51b3a340e1df765a8f8f619fa12e4f8c51
189,FJH000189,417,349,481,2,8,5,Keystone FinanceJournalHeader 189,FJH000189,FJH000189,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea37a2c9e8825fce917177d2e74aa5d1ea37a2c9e8825fce917177d2e74aa5d1
190,FJH000190,130,466,75,7,17,3,Summit FinanceJournalHeader 190,FJH000190,FJH000190,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e4af7f70dd5521da4a86cbb444355ef8e4af7f70dd5521da4a86cbb444355ef
191,FJH000191,176,450,82,3,19,3,Quartz FinanceJournalHeader 191,FJH000191,FJH000191,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcaa8b3bf8c4557a84d69113d9cf3508dcaa8b3bf8c4557a84d69113d9cf3508
