PurchaseApprovalStepKey,PurchaseApprovalStepCode,PurchaseApprovalRouteKey,PurchaseApprovalStepName,SourceSystemKey,BatchId,LoadedAtUtc
296,PAS000296,82,Ion PurchaseApprovalStep 296,1,1,2026-08-24T00:00:00.000
297,PAS000297,238,Granite PurchaseApprovalStep 297,1,1,2026-08-24T00:00:00.000
298,PAS000298,132,Titan PurchaseApprovalStep 298,1,1,2026-08-24T00:00:00.000
299,PAS000299,414,Junction PurchaseApprovalStep 299,1,1,2026-08-24T00:00:00.000
300,PAS000300,467,Orion PurchaseApprovalStep 300,1,1,2026-08-24T00:00:00.000
301,PAS000301,236,Atlas PurchaseApprovalStep 301,1,1,2026-08-24T00:00:00.000
302,PAS000302,139,Forge PurchaseApprovalStep 302,1,1,2026-08-24T00:00:00.000
303,PAS000303,280,Evergreen PurchaseApprovalStep 303,1,1,2026-08-24T00:00:00.000
304,PAS000304,115,Northstar PurchaseApprovalStep 304,1,1,2026-08-24T00:00:00.000
305,PAS000305,133,Evergreen PurchaseApprovalStep 305,1,1,2026-08-24T00:00:00.000
306,PAS000306,383,Meridian PurchaseApprovalStep 306,1,1,2026-08-24T00:00:00.000
307,PAS000307,478,Unity PurchaseApprovalStep 307,1,1,2026-08-24T00:00:00.000
308,PAS000308,252,Orion PurchaseApprovalStep 308,1,1,2026-08-24T00:00:00.000
309,PAS000309,91,Titan PurchaseApprovalStep 309,1,1,2026-08-24T00:00:00.000
310,PAS000310,368,Zenith PurchaseApprovalStep 310,1,1,2026-08-24T00:00:00.000
311,PAS000311,330,Ion PurchaseApprovalStep 311,1,1,2026-08-24T00:00:00.000
312,PAS000312,434,Granite PurchaseApprovalStep 312,1,1,2026-08-24T00:00:00.000
313,PAS000313,167,Forge PurchaseApprovalStep 313,1,1,2026-08-24T00:00:00.000
314,PAS000314,78,Harbor PurchaseApprovalStep 314,1,1,2026-08-24T00:00:00.000
315,PAS000315,372,Delta PurchaseApprovalStep 315,1,1,2026-08-24T00:00:00.000
316,PAS000316,168,Ion PurchaseApprovalStep 316,1,1,2026-08-24T00:00:00.000
317,PAS000317,178,Riverton PurchaseApprovalStep 317,1,1,2026-08-24T00:00:00.000
318,PAS000318,114,Pioneer PurchaseApprovalStep 318,1,1,2026-08-24T00:00:00.000
319,PAS000319,124,Quartz PurchaseApprovalStep 319,1,1,2026-08-24T00:00:00.000
320,PAS000320,398,Liberty PurchaseApprovalStep 320,1,1,2026-08-24T00:00:00.000
321,PAS000321,74,Titan PurchaseApprovalStep 321,1,1,2026-08-24T00:00:00.000
322,PAS000322,119,Quartz PurchaseApprovalStep 322,1,1,2026-08-24T00:00:00.000
323,PAS000323,209,Meridian PurchaseApprovalStep 323,1,1,2026-08-24T00:00:00.000
324,PAS000324,175,Liberty PurchaseApprovalStep 324,1,1,2026-08-24T00:00:00.000
325,PAS000325,451,Keystone PurchaseApprovalStep 325,1,1,2026-08-24T00:00:00.000
326,PAS000326,239,Orion PurchaseApprovalStep 326,1,1,2026-08-24T00:00:00.000
327,PAS000327,421,Willow PurchaseApprovalStep 327,1,1,2026-08-24T00:00:00.000
328,PAS000328,404,Northstar PurchaseApprovalStep 328,1,1,2026-08-24T00:00:00.000
329,PAS000329,365,Quartz PurchaseApprovalStep 329,1,1,2026-08-24T00:00:00.000
330,PAS000330,380,Evergreen PurchaseApprovalStep 330,1,1,2026-08-24T00:00:00.000
331,PAS000331,206,Northstar PurchaseApprovalStep 331,1,1,2026-08-24T00:00:00.000
332,PAS000332,367,Harbor PurchaseApprovalStep 332,1,1,2026-08-24T00:00:00.000
333,PAS000333,190,Pioneer PurchaseApprovalStep 333,1,1,2026-08-24T00:00:00.000
334,PAS000334,391,Zenith PurchaseApprovalStep 334,1,1,2026-08-24T00:00:00.000
335,PAS000335,73,Riverton PurchaseApprovalStep 335,1,1,2026-08-24T00:00:00.000
336,PAS000336,99,Delta PurchaseApprovalStep 336,1,1,2026-08-24T00:00:00.000
337,PAS000337,311,Keystone PurchaseApprovalStep 337,1,1,2026-08-24T00:00:00.000
338,PAS000338,454,Beacon PurchaseApprovalStep 338,1,1,2026-08-24T00:00:00.000
339,PAS000339,121,Atlas PurchaseApprovalStep 339,1,1,2026-08-24T00:00:00.000
340,PAS000340,203,Delta PurchaseApprovalStep 340,1,1,2026-08-24T00:00:00.000
341,PAS000341,269,Riverton PurchaseApprovalStep 341,1,1,2026-08-24T00:00:00.000
342,PAS000342,447,Beacon PurchaseApprovalStep 342,1,1,2026-08-24T00:00:00.000
343,PAS000343,389,Evergreen PurchaseApprovalStep 343,1,1,2026-08-24T00:00:00.000
344,PAS000344,395,Forge PurchaseApprovalStep 344,1,1,2026-08-24T00:00:00.000
345,PAS000345,407,Atlas PurchaseApprovalStep 345,1,1,2026-08-24T00:00:00.000
346,PAS000346,163,Titan PurchaseApprovalStep 346,1,1,2026-08-24T00:00:00.000
347,PAS000347,413,Granite PurchaseApprovalStep 347,1,1,2026-08-24T00:00:00.000
348,PAS000348,53,Quartz PurchaseApprovalStep 348,1,1,2026-08-24T00:00:00.000
349,PAS000349,472,Evergreen PurchaseApprovalStep 349,1,1,2026-08-24T00:00:00.000
350,PAS000350,70,Orion PurchaseApprovalStep 350,1,1,2026-08-24T00:00:00.000
351,PAS000351,299,Delta PurchaseApprovalStep 351,1,1,2026-08-24T00:00:00.000
352,PAS000352,199,Zenith PurchaseApprovalStep 352,1,1,2026-08-24T00:00:00.000
353,PAS000353,422,Delta PurchaseApprovalStep 353,1,1,2026-08-24T00:00:00.000
354,PAS000354,211,Titan PurchaseApprovalStep 354,1,1,2026-08-24T00:00:00.000
355,PAS000355,62,Vertex PurchaseApprovalStep 355,1,1,2026-08-24T00:00:00.000
356,PAS000356,72,Keystone PurchaseApprovalStep 356,1,1,2026-08-24T00:00:00.000
357,PAS000357,9,Riverton PurchaseApprovalStep 357,1,1,2026-08-24T00:00:00.000
358,PAS000358,184,Riverton PurchaseApprovalStep 358,1,1,2026-08-24T00:00:00.000
359,PAS000359,275,Evergreen PurchaseApprovalStep 359,1,1,2026-08-24T00:00:00.000
360,PAS000360,359,Zenith PurchaseApprovalStep 360,1,1,2026-08-24T00:00:00.000
361,PAS000361,297,Summit PurchaseApprovalStep 361,1,1,2026-08-24T00:00:00.000
362,PAS000362,451,Keystone PurchaseApprovalStep 362,1,1,2026-08-24T00:00:00.000
363,PAS000363,480,Cedar PurchaseApprovalStep 363,1,1,2026-08-24T00:00:00.000
364,PAS000364,375,Evergreen PurchaseApprovalStep 364,1,1,2026-08-24T00:00:00.000
365,PAS000365,91,Orion PurchaseApprovalStep 365,1,1,2026-08-24T00:00:00.000
366,PAS000366,331,Forge PurchaseApprovalStep 366,1,1,2026-08-24T00:00:00.000
367,PAS000367,260,Ion PurchaseApprovalStep 367,1,1,2026-08-24T00:00:00.000
368,PAS000368,297,Northstar PurchaseApprovalStep 368,1,1,2026-08-24T00:00:00.000
369,PAS000369,443,Ion PurchaseApprovalStep 369,1,1,2026-08-24T00:00:00.000
370,PAS000370,404,Riverton PurchaseApprovalStep 370,1,1,2026-08-24T00:00:00.000
371,PAS000371,160,Harbor PurchaseApprovalStep 371,1,1,2026-08-24T00:00:00.000
372,PAS000372,112,Pioneer PurchaseApprovalStep 372,1,1,2026-08-24T00:00:00.000
373,PAS000373,298,Granite PurchaseApprovalStep 373,1,1,2026-08-24T00:00:00.000
374,PAS000374,498,Harbor PurchaseApprovalStep 374,1,1,2026-08-24T00:00:00.000
375,PAS000375,323,Harbor PurchaseApprovalStep 375,1,1,2026-08-24T00:00:00.000
376,PAS000376,45,Titan PurchaseApprovalStep 376,1,1,2026-08-24T00:00:00.000
377,PAS000377,293,Summit PurchaseApprovalStep 377,1,1,2026-08-24T00:00:00.000
378,PAS000378,204,Forge PurchaseApprovalStep 378,1,1,2026-08-24T00:00:00.000
379,PAS000379,275,Harbor PurchaseApprovalStep 379,1,1,2026-08-24T00:00:00.000
380,PAS000380,226,Titan PurchaseApprovalStep 380,1,1,2026-08-24T00:00:00.000
381,PAS000381,133,Willow PurchaseApprovalStep 381,1,1,2026-08-24T00:00:00.000
382,PAS000382,22,Northstar PurchaseApprovalStep 382,1,1,2026-08-24T00:00:00.000
383,PAS000383,87,Cedar PurchaseApprovalStep 383,1,1,2026-08-24T00:00:00.000
384,PAS000384,262,Summit PurchaseApprovalStep 384,1,1,2026-08-24T00:00:00.000
385,PAS000385,387,Unity PurchaseApprovalStep 385,1,1,2026-08-24T00:00:00.000
386,PAS000386,294,Junction PurchaseApprovalStep 386,1,1,2026-08-24T00:00:00.000
387,PAS000387,38,Zenith PurchaseApprovalStep 387,1,1,2026-08-24T00:00:00.000
388,PAS000388,284,Pioneer PurchaseApprovalStep 388,1,1,2026-08-24T00:00:00.000
389,PAS000389,91,Keystone PurchaseApprovalStep 389,1,1,2026-08-24T00:00:00.000
390,PAS000390,240,Northstar PurchaseApprovalStep 390,1,1,2026-08-24T00:00:00.000
391,PAS000391,67,Summit PurchaseApprovalStep 391,1,1,2026-08-24T00:00:00.000
392,PAS000392,52,Cedar PurchaseApprovalStep 392,1,1,2026-08-24T00:00:00.000
393,PAS000393,131,Evergreen PurchaseApprovalStep 393,1,1,2026-08-24T00:00:00.000
394,PAS000394,449,Delta PurchaseApprovalStep 394,1,1,2026-08-24T00:00:00.000
395,PAS000395,379,Junction PurchaseApprovalStep 395,1,1,2026-08-24T00:00:00.000
396,PAS000396,86,Ion PurchaseApprovalStep 396,1,1,2026-08-24T00:00:00.000
397,PAS000397,311,Summit PurchaseApprovalStep 397,1,1,2026-08-24T00:00:00.000
398,PAS000398,152,Vertex PurchaseApprovalStep 398,1,1,2026-08-24T00:00:00.000
399,PAS000399,157,Harbor PurchaseApprovalStep 399,1,1,2026-08-24T00:00:00.000
400,PAS000400,103,Granite PurchaseApprovalStep 400,1,1,2026-08-24T00:00:00.000
401,PAS000401,102,Zenith PurchaseApprovalStep 401,1,1,2026-08-24T00:00:00.000
402,PAS000402,246,Pioneer PurchaseApprovalStep 402,1,1,2026-08-24T00:00:00.000
403,PAS000403,395,Keystone PurchaseApprovalStep 403,1,1,2026-08-24T00:00:00.000
404,PAS000404,152,Pioneer PurchaseApprovalStep 404,1,1,2026-08-24T00:00:00.000
405,PAS000405,195,Vertex PurchaseApprovalStep 405,1,1,2026-08-24T00:00:00.000
406,PAS000406,388,Liberty PurchaseApprovalStep 406,1,1,2026-08-24T00:00:00.000
407,PAS000407,238,Summit PurchaseApprovalStep 407,1,1,2026-08-24T00:00:00.000
408,PAS000408,124,Beacon PurchaseApprovalStep 408,1,1,2026-08-24T00:00:00.000
409,PAS000409,71,Evergreen PurchaseApprovalStep 409,1,1,2026-08-24T00:00:00.000
410,PAS000410,322,Willow PurchaseApprovalStep 410,1,1,2026-08-24T00:00:00.000
411,PAS000411,62,Meridian PurchaseApprovalStep 411,1,1,2026-08-24T00:00:00.000
412,PAS000412,401,Orion PurchaseApprovalStep 412,1,1,2026-08-24T00:00:00.000
413,PAS000413,368,Keystone PurchaseApprovalStep 413,1,1,2026-08-24T00:00:00.000
414,PAS000414,305,Delta PurchaseApprovalStep 414,1,1,2026-08-24T00:00:00.000
415,PAS000415,188,Harbor PurchaseApprovalStep 415,1,1,2026-08-24T00:00:00.000
416,PAS000416,148,Summit PurchaseApprovalStep 416,1,1,2026-08-24T00:00:00.000
417,PAS000417,215,Vertex PurchaseApprovalStep 417,1,1,2026-08-24T00:00:00.000
418,PAS000418,163,Evergreen PurchaseApprovalStep 418,1,1,2026-08-24T00:00:00.000
419,PAS000419,444,Junction PurchaseApprovalStep 419,1,1,2026-08-24T00:00:00.000
420,PAS000420,391,Ion PurchaseApprovalStep 420,1,1,2026-08-24T00:00:00.000
421,PAS000421,358,Quartz PurchaseApprovalStep 421,1,1,2026-08-24T00:00:00.000
422,PAS000422,276,Meridian PurchaseApprovalStep 422,1,1,2026-08-24T00:00:00.000
423,PAS000423,436,Riverton PurchaseApprovalStep 423,1,1,2026-08-24T00:00:00.000
424,PAS000424,162,Orion PurchaseApprovalStep 424,1,1,2026-08-24T00:00:00.000
425,PAS000425,263,Quartz PurchaseApprovalStep 425,1,1,2026-08-24T00:00:00.000
426,PAS000426,6,Keystone PurchaseApprovalStep 426,1,1,2026-08-24T00:00:00.000
427,PAS000427,430,Delta PurchaseApprovalStep 427,1,1,2026-08-24T00:00:00.000
428,PAS000428,123,Quartz PurchaseApprovalStep 428,1,1,2026-08-24T00:00:00.000
429,PAS000429,208,Quartz PurchaseApprovalStep 429,1,1,2026-08-24T00:00:00.000
430,PAS000430,359,Summit PurchaseApprovalStep 430,1,1,2026-08-24T00:00:00.000
431,PAS000431,222,Harbor PurchaseApprovalStep 431,1,1,2026-08-24T00:00:00.000
432,PAS000432,12,Quartz PurchaseApprovalStep 432,1,1,2026-08-24T00:00:00.000
433,PAS000433,119,Willow PurchaseApprovalStep 433,1,1,2026-08-24T00:00:00.000
434,PAS000434,285,Beacon PurchaseApprovalStep 434,1,1,2026-08-24T00:00:00.000
435,PAS000435,351,Forge PurchaseApprovalStep 435,1,1,2026-08-24T00:00:00.000
436,PAS000436,19,Liberty PurchaseApprovalStep 436,1,1,2026-08-24T00:00:00.000
437,PAS000437,166,Orion PurchaseApprovalStep 437,1,1,2026-08-24T00:00:00.000
438,PAS000438,376,Vertex PurchaseApprovalStep 438,1,1,2026-08-24T00:00:00.000
439,PAS000439,89,Orion PurchaseApprovalStep 439,1,1,2026-08-24T00:00:00.000
440,PAS000440,13,Quartz PurchaseApprovalStep 440,1,1,2026-08-24T00:00:00.000
441,PAS000441,148,Evergreen PurchaseApprovalStep 441,1,1,2026-08-24T00:00:00.000
442,PAS000442,231,Evergreen PurchaseApprovalStep 442,1,1,2026-08-24T00:00:00.000
443,PAS000443,315,Ion PurchaseApprovalStep 443,1,1,2026-08-24T00:00:00.000
444,PAS000444,259,Delta PurchaseApprovalStep 444,1,1,2026-08-24T00:00:00.000
445,PAS000445,437,Titan PurchaseApprovalStep 445,1,1,2026-08-24T00:00:00.000
446,PAS000446,125,Atlas PurchaseApprovalStep 446,1,1,2026-08-24T00:00:00.000
447,PAS000447,74,Summit PurchaseApprovalStep 447,1,1,2026-08-24T00:00:00.000
448,PAS000448,322,Harbor PurchaseApprovalStep 448,1,1,2026-08-24T00:00:00.000
449,PAS000449,65,Delta PurchaseApprovalStep 449,1,1,2026-08-24T00:00:00.000
450,PAS000450,56,Northstar PurchaseApprovalStep 450,1,1,2026-08-24T00:00:00.000
451,PAS000451,40,Vertex PurchaseApprovalStep 451,1,1,2026-08-24T00:00:00.000
452,PAS000452,235,Beacon PurchaseApprovalStep 452,1,1,2026-08-24T00:00:00.000
453,PAS000453,422,Junction PurchaseApprovalStep 453,1,1,2026-08-24T00:00:00.000
454,PAS000454,309,Beacon PurchaseApprovalStep 454,1,1,2026-08-24T00:00:00.000
455,PAS000455,182,Evergreen PurchaseApprovalStep 455,1,1,2026-08-24T00:00:00.000
456,PAS000456,350,Zenith PurchaseApprovalStep 456,1,1,2026-08-24T00:00:00.000
457,PAS000457,339,Keystone PurchaseApprovalStep 457,1,1,2026-08-24T00:00:00.000
458,PAS000458,494,Willow PurchaseApprovalStep 458,1,1,2026-08-24T00:00:00.000
459,PAS000459,142,Liberty PurchaseApprovalStep 459,1,1,2026-08-24T00:00:00.000
460,PAS000460,183,Liberty PurchaseApprovalStep 460,1,1,2026-08-24T00:00:00.000
461,PAS000461,316,Liberty PurchaseApprovalStep 461,1,1,2026-08-24T00:00:00.000
462,PAS000462,211,Ion PurchaseApprovalStep 462,1,1,2026-08-24T00:00:00.000
463,PAS000463,305,Willow PurchaseApprovalStep 463,1,1,2026-08-24T00:00:00.000
464,PAS000464,134,Delta PurchaseApprovalStep 464,1,1,2026-08-24T00:00:00.000
465,PAS000465,6,Harbor PurchaseApprovalStep 465,1,1,2026-08-24T00:00:00.000
466,PAS000466,65,Granite PurchaseApprovalStep 466,1,1,2026-08-24T00:00:00.000
467,PAS000467,251,Liberty PurchaseApprovalStep 467,1,1,2026-08-24T00:00:00.000
468,PAS000468,49,Pioneer PurchaseApprovalStep 468,1,1,2026-08-24T00:00:00.000
469,PAS000469,47,Harbor PurchaseApprovalStep 469,1,1,2026-08-24T00:00:00.000
470,PAS000470,410,Beacon PurchaseApprovalStep 470,1,1,2026-08-24T00:00:00.000
471,PAS000471,37,Liberty PurchaseApprovalStep 471,1,1,2026-08-24T00:00:00.000
472,PAS000472,193,Northstar PurchaseApprovalStep 472,1,1,2026-08-24T00:00:00.000
473,PAS000473,402,Summit PurchaseApprovalStep 473,1,1,2026-08-24T00:00:00.000
474,PAS000474,124,Summit PurchaseApprovalStep 474,1,1,2026-08-24T00:00:00.000
475,PAS000475,104,Junction PurchaseApprovalStep 475,1,1,2026-08-24T00:00:00.000
476,PAS000476,202,Pioneer PurchaseApprovalStep 476,1,1,2026-08-24T00:00:00.000
477,PAS000477,286,Meridian PurchaseApprovalStep 477,1,1,2026-08-24T00:00:00.000
478,PAS000478,247,Harbor PurchaseApprovalStep 478,1,1,2026-08-24T00:00:00.000
479,PAS000479,407,Orion PurchaseApprovalStep 479,1,1,2026-08-24T00:00:00.000
480,PAS000480,392,Vertex PurchaseApprovalStep 480,1,1,2026-08-24T00:00:00.000
481,PAS000481,86,Cedar PurchaseApprovalStep 481,1,1,2026-08-24T00:00:00.000
482,PAS000482,232,Granite PurchaseApprovalStep 482,1,1,2026-08-24T00:00:00.000
483,PAS000483,101,Junction PurchaseApprovalStep 483,1,1,2026-08-24T00:00:00.000
484,PAS000484,153,Quartz PurchaseApprovalStep 484,1,1,2026-08-24T00:00:00.000
485,PAS000485,498,Cedar PurchaseApprovalStep 485,1,1,2026-08-24T00:00:00.000
486,PAS000486,75,Liberty PurchaseApprovalStep 486,1,1,2026-08-24T00:00:00.000
487,PAS000487,405,Keystone PurchaseApprovalStep 487,1,1,2026-08-24T00:00:00.000
488,PAS000488,327,Vertex PurchaseApprovalStep 488,1,1,2026-08-24T00:00:00.000
489,PAS000489,107,Titan PurchaseApprovalStep 489,1,1,2026-08-24T00:00:00.000
490,PAS000490,177,Keystone PurchaseApprovalStep 490,1,1,2026-08-24T00:00:00.000
491,PAS000491,154,Meridian PurchaseApprovalStep 491,1,1,2026-08-24T00:00:00.000
492,PAS000492,249,Ion PurchaseApprovalStep 492,1,1,2026-08-24T00:00:00.000
493,PAS000493,143,Granite PurchaseApprovalStep 493,1,1,2026-08-24T00:00:00.000
494,PAS000494,447,Summit PurchaseApprovalStep 494,1,1,2026-08-24T00:00:00.000
495,PAS000495,113,Vertex PurchaseApprovalStep 495,1,1,2026-08-24T00:00:00.000
496,PAS000496,467,Summit PurchaseApprovalStep 496,1,1,2026-08-24T00:00:00.000
497,PAS000497,221,Orion PurchaseApprovalStep 497,1,1,2026-08-24T00:00:00.000
498,PAS000498,218,Summit PurchaseApprovalStep 498,1,1,2026-08-24T00:00:00.000
499,PAS000499,336,Riverton PurchaseApprovalStep 499,1,1,2026-08-24T00:00:00.000
500,PAS000500,133,Atlas PurchaseApprovalStep 500,1,1,2026-08-24T00:00:00.000
